DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011;AREA
4396959;1;2;1;80;1;1;3;7; ;2; ; ;9; ;2; ;2; ;1;30;600000;2;1;08;54;430,043511748734;54
4396959;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;54;430,043511748734;54
4396960;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ;1;50;600000;2;1;08;54;353,026470976766;54
4396960;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;48;750000;2;1;08;54;353,026470976766;54
4396961;1;1;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;54;340,574077287381;54
4396961;1;2;1;80;1;1;4;6; ;2; ; ;11; ;2; ;2; ; ; ;98;2;1;08;54;340,574077287381;54
4396961;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;54;340,574077287381;54
4396962;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;54;391,685686566779;54
4396962;1;3;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;54;391,685686566779;54
4396964;1;1;1;80;1;1;1;4; ;1; ;1;4; ;2; ;2; ; ; ;98;2;1;08;54;279,495228580333;54
4396964;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;54;279,495228580333;54
4396964;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;54;279,495228580333;54
4396965;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;54;466,513405559603;54
4396966;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;08;63;201,187180323893;63
4396967;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;121,678993972666;63
4396968;1;2;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ;1;40;737717;2;1;08;63;155,822645915212;63
4396968;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;600000; ;1;08;63;155,822645915212;63
4396969;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;600000;2;1;08;63;115,901359425772;63
4396969;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;300000; ;1;08;63;115,901359425772;63
4396970;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;63;164,128562282196;63
4396972;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737700;2;1;08;63;95,506208541277;63
4396972;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737700;2;1;08;63;95,506208541277;63
4396972;1;5;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;600000;2;1;08;63;95,506208541277;63
4396974;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;179,236545165787;63
4396975;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ;1;48;737700;3;1;08;63;116,688233552318;63
4396975;1;2;1;80;1;1;1;6; ;2; ; ;8; ;2; ;2; ;1;24;737700;2;1;08;63;116,688233552318;63
4396977;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737700;2;1;08;63;175,115147401231;63
4396980;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;63;233,51952617018;63
4396982;1;1;1;80;1;1;4;6; ;2; ; ;8; ;2; ;2; ;2; ;98;2;1;08;63;127,356361017464;63
4396983;1;1;1;80;1;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ;600000;2;1;08;63;150,707139430167;63
4396984;1;1;1;80;1;1;1;7; ;2; ; ;8; ;3; ;2; ; ; ;98;3;1;08;63;153,357484932994;63
4396984;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;30;800000;2;1;08;63;153,357484932994;63
4396985;1;2;1;80;1;1;1;6; ;2; ; ;11; ;1; ;2; ; ; ;750000;2;1;08;63;115,582901771883;63
4396986;1;1;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;08;63;109,805267224989;63
4396986;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;63;109,805267224989;63
4396987;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;900000;2;1;08;63;72,0602903416968;63
4396991;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;63;94,6972843413974;63
4396992;1;2;1;80;1;1;2;1; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;08;63;199,212485887666;63
4396993;1;2;1;80;1;1;1;6; ;2; ; ;9; ;1; ;2; ; ; ;800000;2;1;08;63;180,892781948125;63
4396994;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;2; ;700000;2;1;08;63;116,625597721077;63
4396994;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ;800000;2;1;08;63;116,625597721077;63
4396996;1;3;1;80;1;1;1;3; ;2; ; ;8; ;2; ;2; ;1;24;737700;2;1;08;63;131,429171553314;63
4396997;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;345,299002824764;63
4396997;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;345,299002824764;63
4396998;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;40;800000;2;1;08;63;358,473090331574;63
4396998;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;358,473090331574;63
4396999;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ;98;3;1;08;63;240,045514380655;63
4396999;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ;700000;2;1;08;63;240,045514380655;63
4396999;1;4;1;80;1;2; ; ; ; ;1;1;1; ;2; ;2; ; ; ;737717;2;1;08;63;240,045514380655;63
4397000;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;30;800000;2;1;08;63;221,896461352558;63
4397000;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;3000000;2;1;08;63;221,896461352558;63
4397001;1;1;1;80;1;1;4;6; ;2; ; ;11; ;2; ;2; ; ; ;98;2;1;08;63;194,32489064723;63
4397003;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;737700;2;1;08;63;152,681833866395;63
4397004;1;1;1;80;1;1;1;9;CAMBIO DE RESIDENCIA;2; ; ;12;CAMBIO DE RESIDENCIA;1; ;1;250000;2; ;700000;2;1;08;63;180,250498154068;63
4397004;1;2;1;80;1;1;1;8; ;2; ; ;2; ;2; ;1;740000; ; ;800000;2;1;08;63;180,250498154068;63
4397004;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;1;300000; ; ;700000;2;1;08;63;180,250498154068;63
4397004;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;180,250498154068;63
4397004;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;63;180,250498154068;63
4397005;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;299,578379091339;63
4397005;1;5;1;80;1;1;2;8; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;08;63;299,578379091339;63
4397007;1;3;1;80;1;1;1;8; ;2; ; ;2; ; ; ;2; ; ; ;98; ;1;08;63;227,853329979089;63
4397008;1;1;1;80;1;1;4;7; ;2; ; ;1; ;2; ;2; ;2; ;1500000;2;1;08;63;104,852138475496;63
4397008;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;63;104,852138475496;63
4397009;1;2;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;750000;2;1;08;63;398,424971775332;63
4397010;1;1;1;80;1;1;4;6; ;2; ; ;10; ;3; ;2; ; ; ;700000;3;1;08;63;122,72168992186;63
4397010;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;122,72168992186;63
4397012;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;99,1371397598423;63
4397012;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;63;99,1371397598423;63
4397015;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;63;116,625597721077;63
4397016;1;1;1;80;1;1;1;8; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;08;63;117,55759620811;63
4397018;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ;1;20;98; ;1;08;63;115,901359425772;63
4397021;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ;1;48;900000;2;1;08;63;148,552162925947;63
4397021;1;2;1;80;1;1;2;8; ;1; ;1;2; ;2; ;2; ; ; ;500000;2;1;08;63;148,552162925947;63
4397021;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;148,552162925947;63
4397022;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;109,805267224989;63
4397026;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;93,0410475590592;63
4397026;1;2;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ;1;48;800000;2;1;08;63;93,0410475590592;63
4397026;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;16;700000;2;1;08;63;93,0410475590592;63
4397029;1;1;1;80;1;1;1;7; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;63;133,452453218247;63
4397034;1;2;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ;737700;2;1;08;63;115,582901771883;63
4397035;1;1;1;80;1;1;4;3; ;2; ; ;6; ;2; ;2; ; ; ;700000;2;1;08;63;110,592141351535;63
4397035;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;737700;2;1;08;63;110,592141351535;63
4397038;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;740000;2;1;08;63;131,47775878202;63
4397039;1;1;1;80;1;1;3;4; ;2; ; ;4; ;3; ;2; ; ; ; ;2;1;08;63;122,72168992186;63
4397039;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;750000;2;1;08;63;122,72168992186;63
4397039;1;3;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;08;63;122,72168992186;63
4397040;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ;98;2;1;08;63;103,258537524398;63
4397040;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;750000;2;1;08;63;103,258537524398;63
4397040;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;103,258537524398;63
4397041;1;1;1;80;1;1;3;5; ;2; ; ;11; ;3; ;2; ; ; ;98;3;1;08;63;152,681833866395;63
4397041;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;152,681833866395;63
4397041;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;152,681833866395;63
4397043;1;1;1;80;1;1;4;5; ;1; ;4;10; ;3; ;2; ; ; ;737700;3;1;08;63;133,389817387007;63
4397044;1;1;1;80;1;1;4;5; ;2; ; ;1; ;3; ;2; ; ; ;98;3;1;08;63;114,969360938739;63
4397044;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;63;114,969360938739;63
4397044;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;63;114,969360938739;63
4397046;1;4;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;08;66;251,120245751971;66
4397047;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;08;66;327,936993325064;66
4397048;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;08;66;299,39232681632;66
4397049;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;750000;2;1;08;66;157,735036064116;66
4397049;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;08;66;157,735036064116;66
4397049;1;5;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;08;66;157,735036064116;66
4397050;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;08;66;396,712558745181;66
4397051;1;2;1;80;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;08;66;187,422546501499;66
4397052;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ;1500000;3;1;08;66;316,074222639356;66
4397052;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;08;66;316,074222639356;66
4397055;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;08;66;323,602073731941;66
4397056;1;1;1;80;1;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ;750000;2;1;08;66;251,506487825783;66
4397059;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;08;66;316,074222639356;66
4397059;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;99;2;1;08;66;316,074222639356;66
4397060;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;08;66;307,249090485582;66
4397061;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;08;66;240,52188752321;66
4397061;1;2;1;80;1;1;2;8; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;08;66;240,52188752321;66
4397062;1;1;1;80;1;1;4;1; ;2; ; ;8; ;2; ;2; ; ; ;3000000;2;1;08;66;312,643889722756;66
4397064;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;08;66;312,643889722756;66
4397065;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;08;66;346,876690218312;66
4397067;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;737717;2;1;08;66;316,074222639356;66
4397067;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;99;2;1;08;66;316,074222639356;66
4397068;1;2;1;80;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;08;66;315,590429150068;66
4397070;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;737717;2;1;08;66;271,808148591454;66
4397070;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;66;271,808148591454;66
4397076;1;2;1;80;1;1;4;9;POR DESPLAZAMIENTO;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;08;68;435,142396085081;68
4397076;1;7;1;80;1;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;08;68;435,142396085081;68
4397080;1;2;1;80;1;1;2;3; ;2; ; ;9; ;1;1;2; ;2; ;1200000;1;1;08;68;570,611094497779;68
4397082;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;68;422,602720708934;68
4397083;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;68;607,522378878292;68
4397084;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;501,599632675738;68
4397085;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;68;482,904016692137;68
4397086;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;08;68;447,41921140501;68
4397086;1;5;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;68;447,41921140501;68
4397087;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;68;467,476683359615;68
4397088;1;3;1;80;1;1;1;8; ;1; ;1;2; ;2; ;2; ; ; ;98;2;1;08;68;472,078566209342;68
4397089;1;2;1;80;1;1;1;8; ;1; ;1;1; ;2; ;2; ;2; ;737717;2;1;08;68;449,377360157224;68
4397090;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;737717;3;1;08;68;546,88124889761;68
4397091;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;99;2;1;08;68;610,742818874485;68
4397091;1;2;1;80;1;1;4;7; ;2; ; ;4; ;1; ;2; ; ; ;99;2;1;08;68;610,742818874485;68
4397093;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;500,229080474263;68
4397093;1;3;1;80;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;24;98;2;1;08;68;500,229080474263;68
4397096;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;98;2;1;08;68;456,129377243848;68
4397097;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;561,900928658941;68
4397098;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;609,944996204745;68
4397098;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;609,944996204745;68
4397098;1;4;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;98;2;1;08;68;609,944996204745;68
4397104;1;2;1;80;1;1;3;2; ;1; ;1;2; ;2; ;2; ; ; ;737700;2;1;08;68;503,483344279712;68
4397105;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;68;555,47575250785;68
4397106;1;2;1;80;1;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ;737700;2;1;08;68;448,626033894155;68
4397108;1;2;1;80;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;48;737717;2;1;08;68;661,469766942216;68
4397108;1;3;1;80;1;2; ; ; ; ;1;1;1; ;2; ;2; ;1;48;737717;2;1;08;68;661,469766942216;68
4397109;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;68;540,570274808298;68
4397110;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737700;2;1;08;68;506,181928642935;68
4397112;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;600000;2;1;08;68;482,904016692137;68
4397113;1;1;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;546,88124889761;68
4397113;1;2;1;80;1;1;2;7; ;2; ; ;9; ;3; ;2; ; ; ;98;3;1;08;68;546,88124889761;68
4397118;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;68;582,020921326042;68
4397118;2;1;2;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;98;3;1;08;68;582,020921326042;68
4397120;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;68;626,330094513785;68
4397124;1;1;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ;1;35;737717;2;1;08;70;119,775607878816;70
4397124;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;119,775607878816;70
4397124;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;70;119,775607878816;70
4397124;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;70;119,775607878816;70
4397124;1;5;1;80;1;2; ; ; ; ;1;2;9; ;2; ;2; ; ; ;737717;2;1;08;70;119,775607878816;70
4397125;1;1;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;99;2;1;08;70;156,535159001009;70
4397125;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;1;42;737717;2;1;08;70;156,535159001009;70
4397126;1;1;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;08;70;119,444604155844;70
4397126;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;119,444604155844;70
4397126;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;70;119,444604155844;70
4397127;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;08;70;113,332308735747;70
4397128;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;737717;2;1;08;70;133,235492685864;70
4397128;1;3;1;80;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ;737717;2;1;08;70;133,235492685864;70
4397128;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;133,235492685864;70
4397128;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;133,235492685864;70
4397128;1;6;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;70;133,235492685864;70
4397128;1;7;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;70;133,235492685864;70
4397129;1;2;1;80;1;1;2;6; ;2; ; ;1; ;2; ;2; ;2; ;737717;2;1;08;70;62,8868374908019;70
4397130;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;70;143,95599537244;70
4397130;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;70;143,95599537244;70
4397131;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;500000;2;1;08;70;84,9735793208183;70
4397132;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;400000; ;1;08;70;98,330993947811;70
4397135;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;107,397703459268;70
4397136;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;400000;2;1;08;70;102,133058995481;70
4397136;1;2;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;08;70;102,133058995481;70
4397138;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;70;128,842317390273;70
4397138;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;300000;2;1;08;70;128,842317390273;70
4397138;1;5;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;5000; ;1;08;70;128,842317390273;70
4397144;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;70;82,8863122426714;70
4397146;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ;737717;3;1;08;70;126,799588329758;70
4397147;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ;600000;2;1;08;70;136,447362639118;70
4397147;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;600000;2;1;08;70;136,447362639118;70
4397148;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;08;70;52,7101506740696;70
4397148;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;70;52,7101506740696;70
4397149;1;1;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ;1;48;737717;2;1;08;70;96,9180098373391;70
4397149;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;99;2;1;08;70;96,9180098373391;70
4397151;1;5;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;98;2;1;08;70;103,381805413831;70
4397151;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;103,381805413831;70
4397153;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;70;116,23099869304;70
4397154;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;70;122,783690284321;70
4397156;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;1;24;737717;2;1;08;70;110,745919884258;70
4397156;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;70;110,745919884258;70
4397157;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ;200000;2;1;08;70;87,8513003258823;70
4397157;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08;70;87,8513003258823;70
4397158;1;2;1;80;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ;737717;2;1;08;70;93,7340311044708;70
4397159;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;800000;2;1;08;70;110,745919884258;70
4397159;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;500000; ;1;08;70;110,745919884258;70
4397160;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;99;2;1;08;70;129,563667324865;70
4397161;1;2;1;80;1;1;1;4; ;2; ; ;9; ;2; ;2; ; ; ;600000;2;1;08;70;52,7101506740696;70
4397161;1;5;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ;600000;2;1;08;70;52,7101506740696;70
4397161;1;6;1;80;1;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ;500000;2;1;08;70;52,7101506740696;70
4397162;1;2;1;80;1;1;3;6; ;2; ; ;4; ;2; ;2; ;1;48;737717;2;1;08;70;101,183968957707;70
4397163;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;737717;2;1;08;70;119,665038500839;70
4397164;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;08;70;57,2179089879086;70
4397166;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;99;2;1;08;70;101,404403302702;70
4397169;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;737717;2;1;08;70;123,680936546276;70
4397170;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;600000;2;1;08;70;96,9476365672746;70
4397170;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;700000;2;1;08;70;96,9476365672746;70
4397173;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ;98;2;1;08;70;96,5499845974683;70
4397173;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ;98; ;1;08;70;96,5499845974683;70
4397174;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ;98;2;1;08;70;122,783690284321;70
