Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Area;Mes;Dpto;Fex_c_2011
3555336;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;700000;1; ; ; ; ; ; ; ;68;09;68;227,464201158355
3555336;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;227,464201158355
3555337;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1440000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;444,13744257338
3555337;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;444,13744257338
3555337;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1200000;3600000;2;1;2;500000;1; ; ;1;1200000; ; ; ;68;09;68;444,13744257338
3555337;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;444,13744257338
3555338;1;1;1;95;1;1;1; ;5100000;700000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;629,989440271369
3555338;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;629,989440271369
3555338;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;629,989440271369
3555339;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;3000000;1; ; ; ; ; ; ; ;68;09;68;540,454596701803
3555339;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;540,454596701803
3555339;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;540,454596701803
3555340;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;300000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;588,474983176485
3555340;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;660000; ;2;2;2; ;2; ; ;1;660000; ; ; ;68;09;68;588,474983176485
3555340;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;588,474983176485
3555340;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;588,474983176485
3555340;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;200000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;588,474983176485
3555340;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;588,474983176485
3555341;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;483,376207324879
3555341;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;483,376207324879
3555342;1;1;1;95;1;1;2; ; ;300000;2;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;426,040326192576
3555342;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;426,040326192576
3555343;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;438,792953838465
3555343;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;438,792953838465
3555343;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;438,792953838465
3555344;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1000000;1; ; ; ; ; ; ; ;68;09;68;522,298841173607
3555344;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;522,298841173607
3555344;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;522,298841173607
3555345;1;1;1;95;2; ; ; ; ; ; ;1;1;1; ;120000; ;400000; ;2;2;2; ;2;1;400000;1;400000; ; ; ;68;09;68;836,041803065176
3555345;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;900000;1; ; ; ; ; ; ; ;68;09;68;836,041803065176
3555345;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;836,041803065176
3555348;1;1;1;95;1;1;2; ; ;300000;2;1;2;2; ; ; ; ; ;2;2;2;450000;1; ; ; ; ; ; ; ;68;09;68;197,206780497914
3555348;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;250000; ;2;2;2; ;2; ; ;1;250000; ; ; ;68;09;68;197,206780497914
3555348;2;1;2;95;2; ; ; ; ; ; ;1;1;2; ; ; ;915000; ;2;2;2; ;2; ; ;1;915000; ; ; ;68;09;68;197,206780497914
3555348;2;2;2;95;2; ; ; ; ; ; ;1;1;2; ; ; ;120000; ;2;2;2; ;2; ; ;1;120000; ; ; ;68;09;68;197,206780497914
3555350;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;224,033584847905
3555351;1;1;1;95;1;1;2; ; ;400000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;579,251071665515
3555351;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;579,251071665515
3555351;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;579,251071665515
3555351;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;579,251071665515
3555352;1;1;1;95;1;2;1; ;700000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555352;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555352;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555352;1;5;1;95;1;1;2; ; ;500000;2;1;2;1; ;110000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555352;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555352;1;8;1;95;2; ; ; ; ; ; ;1;2;9; ; ; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555352;1;9;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;241,717423236135
3555353;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;966,752414649757
3555353;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;966,752414649757
3555354;1;1;1;95;1;1;2; ; ;175000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1039,02667860962
3555354;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;90000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;68;09;68;1039,02667860962
3555354;2;1;2;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;1039,02667860962
3555354;2;2;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1039,02667860962
3555354;2;3;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1039,02667860962
3555355;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1080,90919340361
3555355;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;400000;1; ; ; ; ; ; ; ;68;09;68;1080,90919340361
3555355;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1080,90919340361
3555356;1;1;1;95;1;1;1; ;591360;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;945,995955285174
3555356;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1000000;1; ; ; ; ; ; ; ;68;09;68;945,995955285174
3555357;1;1;1;95;1;1;2; ; ;1100000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2514,33568460317
3555357;1;2;1;95;1;1;2; ; ;750000;2;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2514,33568460317
3555357;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2514,33568460317
3555358;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2894,97824489596
3555358;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2894,97824489596
3555358;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;100000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2894,97824489596
3555359;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2807,66153536811
3555359;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2807,66153536811
3555359;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2807,66153536811
3555359;1;4;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2807,66153536811
3555360;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2514,33568460317
3555360;1;2;1;95;1;1;2; ; ;300000;2;1;2;1; ;98; ; ; ;2;2;2;1000000;1; ; ; ; ; ; ; ;11;09;11;2514,33568460317
3555360;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2514,33568460317
3555361;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;120000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;1783,09149093886
3555361;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;1783,09149093886
3555361;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;1783,09149093886
3555361;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;1783,09149093886
3555361;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;1783,09149093886
3555362;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;4515,94138450132
3555362;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;4515,94138450132
3555362;1;3;1;95;1;2;2;200000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;4515,94138450132
3555363;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2705,86670722423
3555363;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2705,86670722423
3555364;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2760,38166425353
3555364;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2760,38166425353
3555365;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;150000;2;1;2; ;2; ; ; ; ; ; ; ;11;09;11;2601,65239413102
3555365;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2601,65239413102
3555367;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2777,19635944203
3555367;1;2;1;95;1;1;2; ; ;320000;2;1;2;2; ; ; ; ; ;2;2;2;1300000;1; ; ; ; ; ; ; ;11;09;11;2777,19635944203
3555369;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;4500000;2;1;2; ;2; ; ; ; ; ; ; ;11;09;11;2073,90194596537
3555370;1;1;1;95;1;1;2; ; ;220000;2;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;1974,62251355992
3555370;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;1974,62251355992
3555370;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;1974,62251355992
3555370;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;1974,62251355992
3555371;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2623,59278908282
3555371;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;2623,59278908282
3555372;1;1;1;95;1;1;2; ; ;900000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2155,63351926218
3555372;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2155,63351926218
3555372;3;1;3;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2155,63351926218
3555373;1;1;1;95;1;1;1; ;2000000;500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2516,16648414095
3555373;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;2516,16648414095
3555374;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;4704,41466653936
3555375;1;1;1;95;1;1;2; ; ;3000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;3710,77547401215
3555375;1;2;1;95;1;1;2; ; ;1500000;2;1;2;1; ;98; ; ; ;2;2;2;1100000;1; ; ; ; ; ; ; ;11;09;11;3710,77547401215
3555375;1;3;1;95;1;1;2; ; ;1500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;09;11;3710,77547401215
3555376;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;11;09;11;5964,58990884761
3555376;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;11;09;11;5964,58990884761
3555377;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1000000;1; ; ; ; ; ; ; ;68;09;68;638,261514497352
3555377;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;638,261514497352
3555377;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;638,261514497352
3555378;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;436,434148816162
3555378;1;2;1;95;1;1;2; ; ;900000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;436,434148816162
3555379;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;501,658121738091
3555379;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;501,658121738091
3555380;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;68;09;68;399,738987119375
3555380;1;2;1;95;1;2;2;300000; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;399,738987119375
3555380;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;399,738987119375
3555381;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;783,407939036186
3555381;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;783,407939036186
3555381;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;783,407939036186
3555381;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;783,407939036186
3555382;1;1;1;95;1;1;2; ; ;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;855,691887374815
3555382;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;855,691887374815
3555382;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;855,691887374815
3555382;2;2;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;855,691887374815
3555382;2;3;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;855,691887374815
3555385;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;9600000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;452,357258207071
3555388;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;191,474033504255
3555388;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;191,474033504255
3555389;1;1;1;95;1;2;1; ;542000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;8;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555389;1;9;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;620,75392132163
3555390;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;350,379484440963
3555390;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;350,379484440963
3555390;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;68;09;68;350,379484440963
3555390;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;350,379484440963
3555391;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;522,298841173607
3555391;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;522,298841173607
3555391;1;4;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;68;09;68;522,298841173607
3555392;1;1;1;95;1;2;1; ;542000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1332,73694213077
3555392;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1332,73694213077
3555392;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1332,73694213077
3555392;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1332,73694213077
3555392;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1332,73694213077
3555393;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1007,78153575076
3555393;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1007,78153575076
3555393;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;1007,78153575076
3555394;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;194,904649814705
3555394;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;194,904649814705
3555394;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1500000;1; ; ; ; ; ; ; ;68;09;68;194,904649814705
3555394;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;194,904649814705
3555395;1;1;1;95;1;9;2; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;501,658121738091
3555395;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;501,658121738091
3555396;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;454,716063229374
3555396;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;454,716063229374
3555397;1;1;1;95;1;1;2; ; ;400000;2;1;2;2; ; ; ; ; ;2;2;2;6000000;1; ; ; ; ; ; ; ;68;09;68;399,738987119375
3555397;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;8000000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;68;09;68;399,738987119375
3555397;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;399,738987119375
3555398;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;420,253547669874
3555398;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;420,253547669874
3555398;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;420,253547669874
3555398;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;420,253547669874
3555399;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;3600000;1; ; ; ; ; ; ; ;68;09;68;204,155804708916
3555399;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;204,155804708916
3555400;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;89000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;68;09;68;798,972675106759
3555400;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;09;68;798,972675106759
3555401;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;360000; ;2;2;2; ;2; ; ;1;360000; ; ; ;68;09;68;1032,77114393985
