DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4548401;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;76;2985,42008374852
4548405;1;1;1;80;2;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;02;76;1975,94893653683
4548406;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;76;2328,322523589
4548408;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;48;1500000;2;1;02;76;2557,80325774939
4548408;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;76;2557,80325774939
4548409;1;2;1;80;2;1;1;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;76;2544,54431866109
4548443;1;2;1;80;2;1;4;3; ;2; ; ;1; ;2; ;2; ;2; ;781242;2;1;02;76;5010,11619342863
4548445;1;2;1;80;2;1;3;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;76;4552,45419519985
4548447;1;2;1;80;2;1;1;4; ;2; ; ;11; ;2; ;1;24000; ; ; ;2;1;02;76;5550,10634004235
4548448;1;1;1;80;2;1;4;3; ;2; ; ;9; ;1;4;2; ;1;42;500000;1;1;02;76;5367,34456816351
4548448;1;4;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;76;5367,34456816351
4548448;1;6;1;80;2;2; ; ; ; ;1;1;5; ;2; ;2; ;1;40;98;2;1;02;76;5367,34456816351
4548450;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;76;5362,8089976868
4550862;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781200;2;1;02;63;4274,77249662647
4550862;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;4274,77249662647
4550865;1;1;1;80;2;1;4;7; ;2; ; ;1; ;2; ;2; ;1;48;781200;2;1;02;63;3698,12184606244
4550865;1;2;1;80;2;1;2;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;63;3698,12184606244
4550865;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;63;3698,12184606244
4550868;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;60000;2; ;700000;2;1;02;63;3203,40298900847
4550868;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;3203,40298900847
4550869;1;2;1;80;2;1;3;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;02;63;4466,93089938834
4550869;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;4466,93089938834
4550871;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;2298,43020757782
4550871;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;2298,43020757782
4550872;1;2;1;80;2;1;4;7; ;2; ; ;9; ;1; ;2; ;1;20;350000;2;1;02;63;7967,34789211311
4550872;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;7967,34789211311
4550874;1;1;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;63;2298,43020757782
4550874;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;63;2298,43020757782
4550874;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;63;2298,43020757782
4550875;1;1;1;80;2;1;3;6; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;02;63;4206,47369842028
4550876;1;1;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;63;4064,20942831294
4550877;1;2;1;80;2;1;2;6; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;63;2548,76242742234
4550877;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;2548,76242742234
4550878;1;2;1;80;2;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;63;4745,57144100064
4550878;1;3;1;80;2;1;1;6; ;2; ; ;8; ;2; ;2; ;2; ;600000;2;1;02;63;4745,57144100064
4550878;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;63;4745,57144100064
4550880;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;48;800000;2;1;02;63;2396,50865114866
4550882;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;02;63;2298,43020757782
4550882;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;20;400000;2;1;02;63;2298,43020757782
4550884;1;2;1;80;2;1;3;7; ;2; ; ;9; ;2; ;2; ;1;40;781200;2;1;02;63;4745,57144100064
4550884;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;4745,57144100064
4550887;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;24;700000;2;1;02;63;3318,04669910968
4550888;1;2;1;80;2;1;3;8; ;2; ; ;9; ;2; ;2; ;1;28;500000;2;1;02;63;4274,77249662647
4550888;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;4274,77249662647
4550889;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;63;2975,18248627013
4550890;1;1;1;80;2;1;4;1; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;02;63;4788,5949273744
4550894;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;48;400000;2;1;02;63;3131,78276528101
4550894;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;63;3131,78276528101
4550896;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;63;3940,70028769827
4550896;1;5;1;80;2;1;1;3; ;2; ; ;9; ;1; ;2; ;1;24;400000;2;1;02;63;3940,70028769827
4550898;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;63;2975,18248627013
4550899;1;3;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;63;2584,79576953477
4550900;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;200000;2;1;02;63;5273,42610518889
4550901;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;1811,9008214674
4550903;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;68;1403,29141972342
4550904;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;68;1211,72446685138
4550904;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;1211,72446685138
4550907;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;1678,7876704689
4550910;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;68;1397,23939355125
4550912;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;1395,25836538592
4550912;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;68;1395,25836538592
4550923;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;13;1369,76057991017
4550925;1;4;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;13;2216,64933758115
4550928;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;13;1879,21052206951
4550928;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;1879,21052206951
4550932;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;1413,85259303283
4550935;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;1821,3696509545
4550936;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;2063,26008240903
4550937;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;13;2003,28919640672
4550938;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;2159,32900717313
4550946;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;13;1471,69346414785
4550948;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;13;1580,33245166988
4550952;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;13;978,666999975518
4550956;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;13;1197,42785015868
4550957;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;13;1195,09174284967
4550957;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;1195,09174284967
4550960;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;13;1191,75886832759
4550962;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;1764,3820120094
4550962;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;13;1764,3820120094
4551027;1;1;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;480000;2;1;02;19;2324,88885360428
4551027;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2324,88885360428
4551030;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ;1;100;98;2;1;02;19;2000,29100644867
4551030;1;3;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2000,29100644867
4551033;1;4;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;40;98;2;1;02;19;2322,43576419986
4551034;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;300000;2;1;02;19;1083,97685228797
4551035;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2554,24212246028
4551036;1;2;1;80;2;2; ; ; ; ;1;2;1; ;2; ;2; ;1;48;400000;2;1;02;19;2659,97887255577
4551036;1;3;1;80;2;1;1;8; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;02;19;2659,97887255577
4551039;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2336,89974351653
4551040;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2246,91641283353
4551043;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2336,89974351653
4551043;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2336,89974351653
4551046;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2188,77406305165
4551046;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2188,77406305165
4551047;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;1760,40366073409
4551047;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1760,40366073409
4551049;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;24;400000;2;1;02;19;2018,76243761265
4551050;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2916,76819799362
4551051;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2113,25471168532
4551053;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2611,39420475532
4551054;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2308,82848825562
4551056;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1885,76286973478
4551057;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2491,33977955135
4551061;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2168,70612732928
4551061;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;1;10000; ; ; ;2;1;02;19;2168,70612732928
4551062;1;1;1;80;2;1;4;6; ;2; ; ;5; ;2; ;2; ;1;40;750000;2;1;02;19;2611,39420475532
4551062;1;2;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;19;2611,39420475532
4551063;1;1;1;80;2;1;2;8; ;1; ;2;7; ;2; ;2; ;1;40;781242;2;1;02;19;1880,45808593806
4551063;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1880,45808593806
4551064;1;2;1;80;2;1;4;8; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;02;19;2456,9541687205
4551064;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2456,9541687205
4551064;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2456,9541687205
4551066;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2458,36597138047
4551066;1;4;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2458,36597138047
4551066;1;5;1;80;2;1;3;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;02;19;2458,36597138047
4551069;1;2;1;80;2;2; ; ; ; ;1;1;2; ; ; ;1;40000; ; ; ; ;1;02;19;1788,16797005882
4551070;1;1;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;25;500000;2;1;02;19;2912,25925460394
4551070;1;2;1;80;2;1;4;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;02;19;2912,25925460394
4551075;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2987,38499644997
4551075;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2987,38499644997
4551075;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2987,38499644997
4551076;1;2;1;80;2;1;1;3; ;2; ; ;9; ;1; ;2; ;1;40;781242;2;1;02;19;2168,70612732928
4551076;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2168,70612732928
4551076;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;2168,70612732928
4551077;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2554,24212246028
4551078;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;300000;2;1;02;19;1756,88498483126
4551078;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1756,88498483126
4551078;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1756,88498483126
4551079;1;1;1;80;2;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;19;2324,13643085095
4551079;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;19;2324,13643085095
4551080;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2259,53342129093
4551081;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;400000;2;1;02;19;2737,19889057318
4551082;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1339,4841856815
4551082;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1339,4841856815
4551083;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;16;98;2;1;02;19;2910,55858795286
4551083;2;2;2;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2910,55858795286
4551084;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2491,33977955135
4551085;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2199,5730622573
4551085;1;3;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;19;2199,5730622573
4551086;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2647,52250582636
4551086;1;3;1;80;2;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;19;2647,52250582636
4551087;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;1314,19690740521
4551087;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;02;19;1314,19690740521
4551087;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1314,19690740521
4551087;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;19;1314,19690740521
4551089;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;19;2177,05203713051
4551089;1;2;1;80;2;1;3;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;02;19;2177,05203713051
4553752;1;3;1;80;2;2; ; ; ; ;1;2;4; ;2; ;2; ; ; ; ;2;1;02;05;4745,57144100064
4553752;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;4745,57144100064
4553753;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;2975,18248627013
4553754;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;5434,44348504917
4553755;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;5043,58154995236
4553756;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3938,67710314083
4553756;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;05;3938,67710314083
4553756;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;3938,67710314083
4553757;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;2975,18248627013
4553758;1;2;1;80;2;1;1;8; ;1; ;1;1; ;2; ;1;80000;1;24;800000;2;1;02;05;6769,5916191565
4553759;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;3362,0264525768
4553759;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3362,0264525768
4553759;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;3362,0264525768
4553759;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;05;3362,0264525768
4553762;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;05;4745,57144100064
4553762;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;4745,57144100064
4553762;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;4745,57144100064
4553763;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;02;05;6297,1970226089
4553764;1;2;1;80;2;1;1;1; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;02;05;3131,78276528101
4553764;1;3;1;80;2;1;1;1; ;1; ;1;12;PASEAR;2; ;2; ;2; ;1000000;2;1;02;05;3131,78276528101
4553765;1;2;1;80;2;1;3;3; ;2; ; ;9; ;1; ;2; ;2; ;781242;2;1;02;05;4745,57144100064
4553765;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;4745,57144100064
4553767;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;05;4206,47369842028
4553768;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;8207,50401713223
4553769;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;3710,45660040249
4553769;1;3;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;400000; ; ; ;2;1;02;05;3710,45660040249
4553771;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;05;2298,43020757782
4553789;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1490,74796456407
4553789;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;02;66;1490,74796456407
4553789;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1490,74796456407
4553790;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;2122,16454418005
4553791;1;2;1;80;2;1;2;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1477,19206426108
4553791;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;600000;2;1;02;66;1477,19206426108
4553791;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1477,19206426108
4553792;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;2189,43198405583
4553793;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1295,61217719325
4553793;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1295,61217719325
4553793;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1295,61217719325
4553794;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;66;723,431474250055
4553794;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;723,431474250055
4553796;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1329,22881545616
4553796;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1329,22881545616
4553796;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1329,22881545616
4553797;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;833,345012535913
4553798;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1500,16237211465
4553799;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1039,29440175376
4553800;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1145,86478668849
4553801;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;02;66;942,691859276574
4553802;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;921,638801210578
4553802;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;921,638801210578
4553803;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;66;643,787518576081
4553803;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;643,787518576081
4553803;1;4;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;66;643,787518576081
4553803;1;5;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;66;643,787518576081
4553803;1;6;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;66;643,787518576081
4553805;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1522,18104101962
4553807;1;1;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;02;66;1242,71916848134
4553807;1;3;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;02;66;1242,71916848134
4553810;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;2298,91193888422
4553811;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;781250;2;1;02;66;1155,39099064566
4553812;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;02;66;2415,44211123359
4553812;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;2415,44211123359
4553813;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781250;2;1;02;66;1522,18104101962
4553815;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;643,787518576081
4553817;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;899,79392155082
4553819;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;643,787518576081
4553819;1;3;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;02;66;643,787518576081
4553821;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;02;66;1199,14274280379
4553821;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1199,14274280379
4553821;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;1199,14274280379
4553822;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1038,72771020856
4553823;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;1590,12696884719
4553876;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;02;66;392,781376418539
4553876;1;5;1;80;2;1;2;8; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;1;02;66;392,781376418539
4553876;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;02;66;392,781376418539
4553878;1;4;1;80;2;1;4;1; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;02;66;392,781376418539
