DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,clase,MES,DPTO,AREA,fex_c_2011
2757802,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,27,27,498.030.156.068.468
2757803,1,1,1,95,1,,1,1,,1150000,280000,2,1,2,2,,,,,1200000,2,1,2,,2,1,8,63,63,160.054.223.194.205
2757803,1,2,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,8,63,63,160.054.223.194.205
2757804,1,1,1,95,1,,1,2,,,200000,2,1,2,2,6000000,,,,,2,2,1,,2,1,8,63,63,123.023.078.416.657
2757804,1,2,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,63,63,123.023.078.416.657
2757806,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,122.426.075.482.684
2757806,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,122.426.075.482.684
2757806,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,122.426.075.482.684
2757806,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,122.426.075.482.684
2757807,1,1,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,63,63,111.318.430.540.774
2757807,1,2,1,95,2,,,,,,,,1,2,2,600000,,,,,2,2,1,,2,1,8,63,63,111.318.430.540.774
2757807,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,111.318.430.540.774
2757808,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,1,8,63,63,979.652.683.551.323
2757808,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,63,63,979.652.683.551.323
2757809,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,252.650.268.428.652
2757809,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,252.650.268.428.652
2757809,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,252.650.268.428.652
2757810,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,298.802.083.079.862
2757810,1,2,1,95,2,,,,,,,,1,2,2,,,,,100000,2,1,2,,2,1,8,66,66,298.802.083.079.862
2757810,1,3,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,66,66,298.802.083.079.862
2757812,1,1,1,95,1,,1,1,,8000000,950000,2,2,,,,,,,,,,,,,1,8,66,66,229.557.562.698.825
2757812,1,2,1,95,1,,1,2,,,1000000,2,2,,,,,,,,,,,,,1,8,66,66,229.557.562.698.825
2757812,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,229.557.562.698.825
2757812,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,229.557.562.698.825
2757813,1,1,1,95,1,,1,2,,,2000000,2,1,2,2,12000000,,,,,2,2,1,,2,1,8,66,66,229.665.992.023.738
2757813,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,229.665.992.023.738
2757814,1,1,1,95,1,,1,2,,,4000000,2,2,,,,,,,,,,,,,1,8,66,66,290.271.264.226.676
2757814,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,290.271.264.226.676
2757817,1,1,1,95,1,,1,2,,,900000,2,2,,,,,,,,,,,,,1,8,66,66,29.929.569.311.257
2757817,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,29.929.569.311.257
2757817,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,29.929.569.311.257
2757819,1,1,1,95,1,,2,1,,565500,,2,2,,,,,,,,,,,,,1,8,66,66,29.929.569.311.257
2757819,1,2,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,8,66,66,29.929.569.311.257
2757819,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,29.929.569.311.257
2757820,1,1,1,95,2,,,,,,,,1,2,2,,,,,2200000,2,1,2,,2,1,8,66,66,321.234.980.554.785
2757820,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,321.234.980.554.785
2757820,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,321.234.980.554.785
2757820,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,321.234.980.554.785
2757821,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,198.314.067.079.315
2757821,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,198.314.067.079.315
2757821,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,198.314.067.079.315
2757821,1,4,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,8,66,66,198.314.067.079.315
2757821,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,198.314.067.079.315
2757821,1,7,1,95,2,,,,,,,,1,2,2,,,,,2200000,2,1,2,,2,1,8,66,66,198.314.067.079.315
2757821,1,8,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,198.314.067.079.315
2757822,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,8,66,66,256.237.319.096.006
2757822,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,256.237.319.096.006
2757822,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,256.237.319.096.006
2757823,1,1,1,95,1,,2,1,,3000000,,2,2,,,,,,,,,,,,,1,8,66,66,342.002.377.446.661
2757823,1,2,1,95,1,,2,1,,3000000,,2,2,,,,,,,,,,,,,1,8,66,66,342.002.377.446.661
2757823,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,342.002.377.446.661
2757823,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,342.002.377.446.661
2757823,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,342.002.377.446.661
2757824,1,1,1,95,1,,2,1,,2000000,,2,2,,,,,,,,,,,,,1,8,66,66,27.574.297.415.848
2757824,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,27.574.297.415.848
2757825,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,312.516.984.985.231
2757825,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,312.516.984.985.231
2757825,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,312.516.984.985.231
2757829,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,27.574.297.415.848
2757829,1,2,1,95,2,,,,,,,,1,2,2,,,,,8600000,2,1,2,,2,1,8,66,66,27.574.297.415.848
2757830,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,291.651.409.682.588
2757830,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,291.651.409.682.588
2757831,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,24.500.598.499.867
2757831,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,24.500.598.499.867
2757832,1,1,1,95,1,,1,2,,,250000,2,2,,,,,,,,,,,,,1,8,66,66,249.996.527.016.235
2757832,1,2,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,66,66,249.996.527.016.235
2757835,1,1,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,1,8,66,66,214.325.999.048.805
2757835,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,214.325.999.048.805
2757836,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,289.684.603.232.147
2757836,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,289.684.603.232.147
2757836,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,289.684.603.232.147
2757836,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,289.684.603.232.147
2757837,1,1,1,95,1,,2,1,,1500000,,2,2,,,,,,,,,,,,,1,8,66,66,276.311.416.707.655
2757837,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,276.311.416.707.655
2757838,1,1,1,95,1,,1,2,,,350000,2,1,2,2,7200000,,2400000,,,1,2,1,,2,1,8,66,66,307.066.429.743.403
2757839,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,289.224.590.007.884
2757839,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,289.224.590.007.884
2757840,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,66,66,321.234.980.554.785
2757840,1,2,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,8,66,66,321.234.980.554.785
2757840,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,321.234.980.554.785
2757840,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,321.234.980.554.785
2757842,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,327.600.540.579.315
2757842,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,8,66,66,327.600.540.579.315
2757843,1,1,1,95,2,,,,,,,,1,2,2,2400000,,,,,2,2,1,,2,1,8,66,66,314.744.115.412.415
2757845,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,252.758.697.753.565
2757847,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,31.417.567.286.324
2757848,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,32.703.209.803.014
2757848,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,66,66,32.703.209.803.014
2757849,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,13.373.457.428.725
2757849,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,13.373.457.428.725
2757850,1,1,1,95,1,,2,1,,1400000,,2,2,,,,,,,,,,,,,1,8,41,41,107.448.912.078.129
2757850,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,107.448.912.078.129
2757850,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,107.448.912.078.129
2757851,1,1,1,95,1,,2,1,,1400000,,2,2,,,,,,,,,,,,,1,8,41,41,113.852.711.934.628
2757852,1,1,1,95,1,,1,2,,,60000,2,2,,,,,,,,,,,,,1,8,41,41,299.852.094.607.717
2757853,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,8,41,41,262.054.177.820.102
2757854,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,119.247.583.383.329
2757854,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,119.247.583.383.329
2757854,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,119.247.583.383.329
2757854,1,4,1,95,2,,,,,,,,1,1,2,,,,240000,,2,2,2,,2,1,8,41,41,119.247.583.383.329
2757855,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,8,41,41,124.084.837.638.428
2757855,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,124.084.837.638.428
2757856,1,1,1,95,2,,,,,,,,1,2,2,,,,,300000,2,1,2,,2,1,8,41,41,151.326.255.358.462
2757856,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,151.326.255.358.462
2757856,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,151.326.255.358.462
2757856,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,151.326.255.358.462
2757856,1,5,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,41,41,151.326.255.358.462
2757857,1,1,1,95,2,,,,,,,,1,2,2,,,,,9600000,2,1,2,,2,1,8,41,41,120.161.117.137.404
2757857,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,41,41,120.161.117.137.404
2757858,1,1,1,95,1,,2,1,,4000000,,2,2,,,,,,,,,,,,,1,8,41,41,134.933.442.573.472
2757859,1,1,1,95,2,,,,,,,,1,2,2,,,,,3120000,2,1,2,,2,1,8,41,41,253.006.026.521.396
2757860,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,646.694.925.877.993
2757860,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,646.694.925.877.993
2757861,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,705.134.620.191.223
2757861,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,705.134.620.191.223
2757861,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,705.134.620.191.223
2757862,1,1,1,95,1,,1,1,,670000,250000,2,2,,,,,,,,,,,,,1,8,18,18,585.444.264.101.261
2757862,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,585.444.264.101.261
2757862,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,585.444.264.101.261
2757862,1,5,1,95,2,,,,,,,,1,2,2,,,,,4560000,2,1,2,,2,1,8,18,18,585.444.264.101.261
2757863,1,1,1,95,1,,1,1,,800000,500000,2,2,,,,,,,,,,,,,1,8,18,18,553.285.637.435.754
2757863,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,553.285.637.435.754
2757863,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,553.285.637.435.754
2757864,1,1,1,95,1,,1,2,,,350000,2,2,,,,,,,,,,,,,1,8,18,18,707.587.602.725.925
2757864,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,707.587.602.725.925
2757865,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,659.835.459.701.855
2757865,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,659.835.459.701.855
2757866,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,776.810.821.126.342
2757866,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,776.810.821.126.342
2757867,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,741.292.304.957.566
2757867,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,741.292.304.957.566
2757867,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,741.292.304.957.566
2757868,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,8,18,18,517.021.623.328.519
2757869,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,51.595.903.357.007
2757869,1,2,1,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,1,8,18,18,51.595.903.357.007
2757869,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,51.595.903.357.007
2757869,1,6,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,8,18,18,51.595.903.357.007
2757870,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,601.037.780.459.824
2757870,1,2,1,95,2,,,,,,,,1,1,2,,,,180000,,2,2,2,,2,1,8,18,18,601.037.780.459.824
2757870,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,601.037.780.459.824
2757871,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,863.541.972.923.122
2757871,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,863.541.972.923.122
2757871,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,863.541.972.923.122
2757872,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,619.902.334.760.904
2757872,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,619.902.334.760.904
2757872,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,619.902.334.760.904
2757873,1,1,1,95,2,,,,,,,,1,2,2,,,1800000,,,1,2,2,,2,1,8,18,18,593.116.459.425.216
2757873,1,2,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,8,18,18,593.116.459.425.216
2757873,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,593.116.459.425.216
2757874,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,782.588.380.956.695
2757874,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,782.588.380.956.695
2757875,1,1,1,95,2,,,,,,,,1,2,1,,600000,,,,2,2,2,,2,1,8,18,18,644.973.989.891.014
2757875,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,644.973.989.891.014
2757875,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,644.973.989.891.014
2757875,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,644.973.989.891.014
2757876,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,1750000,2,1,2,,2,1,8,18,18,547.817.298.935.847
2757876,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,547.817.298.935.847
2757877,1,1,1,95,1,,1,2,,,490000,2,1,2,2,,,,,240000,2,1,2,,2,1,8,18,18,775.071.868.422.621
2757878,1,1,1,95,1,,2,1,,748000,,2,2,,,,,,,,,,,,,1,8,18,18,766.841.326.057.566
2757878,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,766.841.326.057.566
2757879,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,8,18,18,112.191.566.551.942
2757879,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,112.191.566.551.942
2757880,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,659.835.459.701.855
2757880,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,659.835.459.701.855
2757881,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,375.860.191.862.209
2757881,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,375.860.191.862.209
2757882,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,820.747.030.557.532
2757882,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,820.747.030.557.532
2757882,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,18,18,820.747.030.557.532
2757883,1,1,1,95,2,,,,,,,,1,2,2,960000,,,,,2,2,1,,2,1,8,8,8,601.664.135.102.565
2757884,1,1,1,95,2,,,,,,,,1,2,2,,,,,8000000,2,1,2,,2,1,8,8,8,480.701.844.183.712
2757887,1,1,1,95,2,,,,,,,,1,2,2,,,,,98,2,1,2,,2,1,8,8,8,52.046.442.077.611
2757888,1,1,1,95,2,,,,,,,,1,2,2,,,,,7200000,2,1,2,,2,1,8,8,8,528.695.783.123.713
2757888,1,2,1,95,2,,,,,,,,1,2,2,,,,,98,2,1,2,,2,1,8,8,8,528.695.783.123.713
2757888,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,8,8,528.695.783.123.713
2757889,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,8,23,23,136.168.214.415.642
2757889,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,136.168.214.415.642
2757889,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,136.168.214.415.642
2757889,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,136.168.214.415.642
2757890,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,14.285.049.547.656
2757890,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,14.285.049.547.656
2757890,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,14.285.049.547.656
2757890,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,14.285.049.547.656
2757891,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,129.095.191.091.162
2757891,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,129.095.191.091.162
2757892,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,8,23,23,132.892.291.122.132
2757893,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,121.360.334.699.446
2757893,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,121.360.334.699.446
2757894,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,133.011.571.201.146
2757894,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,133.011.571.201.146
2757894,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,133.011.571.201.146
2757894,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,133.011.571.201.146
2757895,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,117.492.402.881.198
2757895,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,117.492.402.881.198
2757895,2,2,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,117.492.402.881.198
2757896,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,113.401.987.194.504
2757896,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,113.401.987.194.504
2757896,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,113.401.987.194.504
2757897,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,277.967.400.262.776
2757897,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,277.967.400.262.776
2757897,1,5,1,95,2,,,,,,,,1,1,2,,,,500000,,2,2,2,,2,1,8,23,23,277.967.400.262.776
2757897,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,277.967.400.262.776
2757897,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,277.967.400.262.776
2757898,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,1,8,23,23,116.663.871.831.043
2757898,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,116.663.871.831.043
2757899,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,12.704.057.874.398
2757899,1,2,1,95,2,,,,,,,,1,1,2,,,,660000,,2,2,2,,2,1,8,23,23,12.704.057.874.398
2757899,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,12.704.057.874.398
2757901,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,293.337.943.516.581
2757901,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,293.337.943.516.581
2757902,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,27.786.823.073.315
2757902,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,27.786.823.073.315
2757903,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,227.347.853.198.935
2757903,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,227.347.853.198.935
2757903,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,227.347.853.198.935
2757903,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,227.347.853.198.935
2757903,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,227.347.853.198.935
2757904,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,240.673.842.864.606
2757904,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,240.673.842.864.606
2757904,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,240.673.842.864.606
2757904,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,240.673.842.864.606
2757906,1,1,1,95,2,,,,,,,,1,2,2,3800000,,,,3000000,2,1,1,,2,1,8,23,23,254.896.079.985.067
2757906,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,254.896.079.985.067
2757906,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,254.896.079.985.067
2757906,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,254.896.079.985.067
2757906,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,254.896.079.985.067
2757907,1,1,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,8,23,23,118.458.382.294.441
2757907,2,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,118.458.382.294.441
2757907,3,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,118.458.382.294.441
2757907,4,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,118.458.382.294.441
2757908,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,310.116.647.246.904
2757908,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,310.116.647.246.904
2757908,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,310.116.647.246.904
2757908,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,310.116.647.246.904
2757908,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,310.116.647.246.904
2757909,1,1,1,95,2,,,,,,,,1,2,2,,,,,8400000,2,1,2,,2,1,8,23,23,128.850.724.109.361
2757909,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,128.850.724.109.361
2757910,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,11.937.297.965.167
2757910,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,11.937.297.965.167
2757910,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,11.937.297.965.167
2757910,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,11.937.297.965.167
2757911,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,26.191.391.770.793
2757911,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,8,23,23,26.191.391.770.793
2757911,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,26.191.391.770.793
2757911,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,26.191.391.770.793
2757911,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,26.191.391.770.793
2757912,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,115.125.665.870.626
2757912,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,115.125.665.870.626
2757912,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,8,23,23,115.125.665.870.626
