DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;DPTO;fex_c_2011
1017742;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;17;17;152,838008065532
1017744;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;17;17;170,863017699823
1017744;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;70; ; ; ; ; ; ; ; ;17;17;170,863017699823
1017744;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;170,863017699823
1017744;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;7; ; ; ; ; ; ;17;17;170,863017699823
1017745;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;17;17;203,153391795677
1017745;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ;17;17;203,153391795677
1017745;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;203,153391795677
1017746;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;18; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017746;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017746;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017747;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ; ;4;17;17;192,780331189409
1017747;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;17;17;192,780331189409
1017747;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;192,780331189409
1017751;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;217,503487335378
1017751;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;17;17;217,503487335378
1017751;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;217,503487335378
1017751;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;17;17;217,503487335378
1017751;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;217,503487335378
1017751;1;6;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;217,503487335378
1017752;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;206,108891751806
1017752;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;206,108891751806
1017752;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;35; ; ; ; ; ; ;17;17;206,108891751806
1017752;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;206,108891751806
1017752;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;206,108891751806
1017753;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;156,928619309652
1017753;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;17;17;156,928619309652
1017753;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;17;17;156,928619309652
1017753;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;24; ; ; ; ; ; ; ; ;17;17;156,928619309652
1017755;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;164,849752642617
1017755;1;2;1;90; ;2; ;1;2;2;2;1;2;2;2;1; ; ;48; ; ; ;4; ; ; ;4;17;17;164,849752642617
1017756;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;169,911395561742
1017756;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;2; ; ; ; ; ; ;17;17;169,911395561742
1017757;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;209,722212382446
1017757;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;17;17;209,722212382446
1017757;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;209,722212382446
1017757;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;17;17;209,722212382446
1017757;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;209,722212382446
1017758;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;192,780331189409
1017758;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;192,780331189409
1017758;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ;17;17;192,780331189409
1017759;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;175,221333704447
1017759;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ;17;17;175,221333704447
1017759;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;17;17;175,221333704447
1017760;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;17;17;175,768537157149
1017760;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;17;17;175,768537157149
1017761;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;188,022008694444
1017761;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;188,022008694444
1017761;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;17;17;188,022008694444
1017762;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;1; ;20; ; ; ; ; ; ;17;17;196,340688180367
1017762;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;54; ; ; ; ; ; ; ; ;17;17;196,340688180367
1017763;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ;17;17;167,987262204216
1017765;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;176,244348226189
1017765;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;176,244348226189
1017765;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;176,244348226189
1017766;1;1;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;2; ; ;4; ; ; ; ; ;17;17;174,745522635406
1017766;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;174,745522635406
1017767;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;70; ; ; ; ; ; ;17;17;190,20395623614
1017768;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;50; ; ; ; ; ; ;17;17;169,911395561742
1017768;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;17;17;169,911395561742
1017769;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017769;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;84; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017769;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017770;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;184,999056236476
1017770;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;184,999056236476
1017771;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;50; ; ; ; ; ; ;17;17;143,981644087498
1017771;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;143,981644087498
1017772;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;20; ; ; ; ; ; ;17;17;164,250474686556
1017772;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;20; ;40; ; ; ; ; ; ;17;17;164,250474686556
1017774;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;205,267886835534
1017774;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;17;17;205,267886835534
1017775;1;1;1;90; ;2; ;2;1;2;2;2;2;2;2;2; ; ; ;3; ; ; ; ; ; ; ;17;17;157,975455563357
1017775;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;17;17;157,975455563357
1017775;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;157,975455563357
1017775;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;157,975455563357
1017776;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;166,3485782334
1017776;1;2;1;90; ;2; ;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8; ; ; ; ; ;17;17;166,3485782334
1017776;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;166,3485782334
1017777;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;20; ;10; ; ; ; ; ; ;17;17;167,987262204216
1017778;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;17;17;157,614201597948
1017779;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;17;17;184,999056236476
1017779;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;184,999056236476
1017780;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;204,792075766493
1017781;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;160,637154055916
1017781;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;70; ; ; ; ; ; ;17;17;160,637154055916
1017783;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;210,745226904188
1017783;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;210,745226904188
1017783;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;63; ; ; ; ; ; ; ; ;17;17;210,745226904188
1017783;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;210,745226904188
1017783;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;210,745226904188
1017784;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;6; ;30; ; ; ; ; ; ;17;17;202,355432782012
1017784;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;60; ;60; ; ; ; ; ; ;17;17;202,355432782012
1017784;1;6;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;30; ; ; ; ; ; ;17;17;202,355432782012
1017785;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;212,859721944045
1017785;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;212,859721944045
1017785;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;212,859721944045
1017785;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;212,859721944045
1017786;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;165,871287619921
1017786;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;165,871287619921
1017786;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;165,871287619921
1017788;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;158,565823736029
1017788;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;158,565823736029
1017788;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;158,565823736029
1017789;1;1;1;90; ;2; ;2;1;2;1;2;2;2;2;2; ; ; ;63; ;42; ; ; ; ; ;17;17;157,614201597948
1017791;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;175,768537157149
1017791;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;175,768537157149
1017792;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;186,297721225217
1017792;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;186,297721225217
1017792;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;186,297721225217
1017792;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;186,297721225217
1017793;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;167,987262204216
1017794;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;154,476692036349
1017794;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;154,476692036349
1017795;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;127,663658009149
1017795;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;127,663658009149
1017795;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;127,663658009149
1017795;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;127,663658009149
1017795;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;127,663658009149
1017795;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;127,663658009149
1017796;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;182,337357743917
1017796;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;49; ; ; ; ; ; ; ; ;17;17;182,337357743917
1017796;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;182,337357743917
1017796;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;182,337357743917
1017797;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;154,476692036349
1017797;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;154,476692036349
1017798;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;197,296250200271
1017798;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;17;17;197,296250200271
1017798;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;197,296250200271
1017799;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;182,050986519298
1017799;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;182,050986519298
1017800;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;165,871287619921
1017800;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;165,871287619921
1017800;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;165,871287619921
1017801;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017801;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017801;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017801;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017801;1;7;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017801;1;8;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017801;1;9;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,692312719682
1017802;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;216,215506137924
1017802;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;216,215506137924
1017803;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017803;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017803;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;181,861546674877
1017804;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;220,165185827937
1017804;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;220,165185827937
1017804;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;220,165185827937
1017804;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;220,165185827937
1017805;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1017805;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1017805;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1017805;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;215,406863332972
1017806;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;163,774663617515
1017807;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;175,464540209096
1017807;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;175,464540209096
1017807;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;175,464540209096
1017807;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;175,464540209096
1017807;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;175,464540209096
1017809;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;236,631255951933
1017809;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;48; ; ; ; ; ; ; ; ;17;17;236,631255951933
1017809;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;236,631255951933
1017809;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;236,631255951933
1017809;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;236,631255951933
1017810;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;135,159483575372
1017810;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;135,159483575372
1017810;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;135,159483575372
1017810;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;135,159483575372
1017811;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;167,987262204216
1017812;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;17;17;155,42831417443
1017812;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;155,42831417443
1017812;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;155,42831417443
1017812;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;155,42831417443
1017813;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;77; ; ; ; ; ; ; ; ;17;17;179,209367142909
1017814;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;197,296250200271
1017814;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;17;17;197,296250200271
1017814;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;17;17;197,296250200271
1017815;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;214,85130780341
1017815;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;214,85130780341
1017815;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;214,85130780341
1017815;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;17;17;214,85130780341
1017816;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;17;17;182,404810245756
1017816;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;182,404810245756
1017816;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;182,404810245756
1017817;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;17;17;193,317735722399
1017818;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;17;17;170,387206630783
1017818;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;170,387206630783
1017818;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;17;17;170,387206630783
1017820;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;267,496723120898
1017820;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;267,496723120898
1017820;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;17;17;267,496723120898
1017820;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;267,496723120898
1017820;1;7;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;267,496723120898
1017820;1;9;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;267,496723120898
1017821;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;180,905984654973
1017821;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;17;17;180,905984654973
1017823;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;181,632432467614
1017823;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;56; ; ; ; ; ; ; ; ;17;17;181,632432467614
1017823;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;17;17;181,632432467614
