DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;DPTO;fex_c_2011
1028898;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;50;50;243,957629519754
1028898;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;50;50;243,957629519754
1028899;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;50;50;157,775939595719
1028899;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;50;50;157,775939595719
1028899;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;157,775939595719
1028899;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;50;50;157,775939595719
1028899;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;50;50;157,775939595719
1028900;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;141,215049841534
1028900;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ;50;50;141,215049841534
1028900;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;50;50;141,215049841534
1028900;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;141,215049841534
1028901;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;187,259846188573
1028901;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;50;50;187,259846188573
1028902;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;177,93908832272
1028902;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;50;50;177,93908832272
1028902;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;177,93908832272
1028902;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;177,93908832272
1028902;2;1;2;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;177,93908832272
1028902;2;2;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;177,93908832272
1028903;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;224,364187157008
1028903;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;50;50;224,364187157008
1028903;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;224,364187157008
1028903;1;6;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;224,364187157008
1028904;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;268,744875422928
1028904;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;268,744875422928
1028904;2;1;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;268,744875422928
1028904;3;1;3;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;268,744875422928
1028904;4;1;4;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;268,744875422928
1028905;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;50;50;206,886279367106
1028905;1;2;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;28; ; ;20; ; ; ; ; ;50;50;206,886279367106
1028905;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;50;50;206,886279367106
1028905;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;206,886279367106
1028906;1;1;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;21; ; ;14; ; ; ; ; ;50;50;209,542284773584
1028906;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;209,542284773584
1028906;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;50;50;209,542284773584
1028906;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;50;50;209,542284773584
1028907;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;177,199473774618
1028907;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;50;50;177,199473774618
1028907;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;50;50;177,199473774618
1028908;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;50;50;191,730986328449
1028908;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;191,730986328449
1028908;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;191,730986328449
1028908;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;191,730986328449
1028909;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;10; ; ; ; ; ; ;50;50;163,157309783401
1028909;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;60; ; ; ; ; ; ;50;50;163,157309783401
1028909;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;50;50;163,157309783401
1028909;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;2; ; ; ; ; ; ;50;50;163,157309783401
1028910;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;14; ; ; ; ; ; ;50;50;187,259846188573
1028910;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;20; ; ; ; ; ; ;50;50;187,259846188573
1028911;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;215,684917909038
1028911;1;2;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;20; ; ; ; ; ; ;50;50;215,684917909038
1028911;1;3;1;90; ;2; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ; ;3; ; ; ;50;50;215,684917909038
1028912;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;214,753384501968
1028912;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;214,753384501968
1028912;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;50;50;214,753384501968
1028913;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;197,533440820758
1028914;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;2; ; ; ; ; ; ;50;50;154,555208146794
1028914;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;21; ; ; ; ; ; ;50;50;154,555208146794
1028915;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;139,638406771309
1028915;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;139,638406771309
1028915;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;50;50;139,638406771309
1028915;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;50;50;139,638406771309
1028916;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;159,979530093408
1028917;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;166,462341872006
1028917;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;50;50;166,462341872006
1028918;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;228,643753478323
1028918;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;50;50;228,643753478323
1028918;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;50;50;228,643753478323
1028919;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;183,342106910072
1028919;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;50;50;183,342106910072
1028920;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;50;50;147,977497376135
1028920;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;15; ;20; ; ; ; ; ; ;50;50;147,977497376135
1028920;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;50;50;147,977497376135
1028921;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;14; ; ; ; ; ; ;54;54;238,55107730388
1028921;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;54;54;238,55107730388
1028921;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;238,55107730388
1028921;1;5;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;54;54;238,55107730388
1028922;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;406,609709800659
1028922;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;54;54;406,609709800659
1028922;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;54;54;406,609709800659
1028923;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;394,769152956453
1028923;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;7; ; ; ; ; ; ;54;54;394,769152956453
1028923;1;3;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;54;54;394,769152956453
1028923;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ;54;54;394,769152956453
1028924;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ;54;54;379,759458961455
1028924;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;30; ;14; ; ; ; ; ; ;54;54;379,759458961455
1028924;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ;54;54;379,759458961455
1028924;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;54;54;379,759458961455
1028925;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;14; ; ; ; ; ; ;54;54;375,968960893634
1028925;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;24; ;21; ; ; ; ; ; ;54;54;375,968960893634
1028926;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;54;54;406,549005527266
1028926;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;14; ; ; ; ; ; ;54;54;406,549005527266
1028927;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;54;54;396,586249251703
1028927;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ;54;54;396,586249251703
1028927;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;396,586249251703
1028927;2;1;2;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;54;54;396,586249251703
1028927;2;2;2;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;14; ; ; ; ; ; ;54;54;396,586249251703
1028928;1;1;1;90; ;2; ;1;1;1;2;2;2;2;2;2; ; ;10;20;10; ; ; ; ; ; ;54;54;255,172239590193
1028928;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;25; ; ; ; ; ; ;54;54;255,172239590193
1028928;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;255,172239590193
1028929;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;10; ; ; ; ; ; ;54;54;367,494501207223
1028929;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;40; ;40; ; ; ; ; ; ;54;54;367,494501207223
1028930;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;362,568855698299
1028930;1;2;1;90; ;2; ;1;2;2;2;2;2;2;1;2; ; ;12; ; ; ; ; ; ;4; ;54;54;362,568855698299
1028930;1;3;1;90; ;2; ;1;2;2;2;2;1;2;2;1; ; ;15; ; ; ; ;20; ; ;3;54;54;362,568855698299
1028930;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;54;54;362,568855698299
1028930;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;54;54;362,568855698299
1028931;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;451,559741448856
1028931;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;25; ; ; ; ; ; ;54;54;451,559741448856
1028931;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;54;54;451,559741448856
1028931;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;54;54;451,559741448856
1028932;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;342,675161264705
1028932;1;2;1;90; ;2; ;1;2;2;2;2;1;2;2;2; ; ;10; ; ; ; ;5; ; ; ;54;54;342,675161264705
1028932;1;3;1;90; ;2; ;1;2;2;2;2;1;2;2;2; ; ;12; ; ; ; ;4; ; ; ;54;54;342,675161264705
1028933;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;323,512976245559
1028933;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;54;54;323,512976245559
1028933;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;323,512976245559
1028933;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;54;54;323,512976245559
1028934;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;5; ; ; ; ; ; ;54;54;388,295998053956
1028934;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;40; ; ; ; ; ; ;54;54;388,295998053956
1028934;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;388,295998053956
1028934;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;24; ;60; ; ; ; ; ; ;54;54;388,295998053956
1028934;1;6;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;15; ;20; ; ; ; ; ; ;54;54;388,295998053956
1028934;1;7;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;25; ; ; ; ; ; ;54;54;388,295998053956
1028935;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;311,33268283236
1028935;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;25; ; ; ; ; ; ;54;54;311,33268283236
1028936;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;1; ; ;8; ;8; ; ; ; ; ;2;54;54;339,455924190308
1028936;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;30; ;25; ; ; ; ; ; ;54;54;339,455924190308
1028937;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;322,265320927152
1028937;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;5; ;20; ; ; ; ; ; ;54;54;322,265320927152
1028937;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;322,265320927152
1028938;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;224,943524088029
1028938;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ;54;54;224,943524088029
1028938;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;54;54;224,943524088029
1028938;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;54;54;224,943524088029
1028939;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;54;54;375,412155098856
1028939;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;54;54;375,412155098856
1028939;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;54;54;375,412155098856
1028940;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;437,468786729891
1028940;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;437,468786729891
1028940;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;20; ; ; ; ; ; ;54;54;437,468786729891
1028940;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ;54;54;437,468786729891
1028940;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;54;54;437,468786729891
1028941;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;325,90907524785
1028941;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;54;54;325,90907524785
1028941;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;25; ; ; ; ; ; ; ; ;54;54;325,90907524785
1028942;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;54;54;367,493126074527
1028943;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;339,455924190308
1028943;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;54;54;339,455924190308
1028944;1;1;1;90; ;2; ;2;1;2;1;2;2;2;2;2; ; ; ;21; ;35; ; ; ; ; ;54;54;279,604194514844
1028944;1;2;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;14; ; ;20; ; ; ; ; ;54;54;279,604194514844
1028944;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;54;54;279,604194514844
1028944;1;4;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;5; ; ;15; ; ; ; ; ;54;54;279,604194514844
1028945;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;35; ; ; ; ; ; ; ; ;54;54;375,351450825463
1028945;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;375,351450825463
1028946;1;1;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;49; ; ;14; ; ; ; ; ;54;54;394,250854522805
1028946;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;54;54;394,250854522805
1028946;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;394,250854522805
1028946;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;54;54;394,250854522805
1028946;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;394,250854522805
1028946;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;394,250854522805
1028946;2;1;2;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;54;54;394,250854522805
1028947;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;18; ;5; ; ; ; ; ; ;54;54;291,685276293519
1028947;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;10; ;14; ; ; ; ; ; ;54;54;291,685276293519
1028947;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;10; ;8; ; ; ; ; ; ;54;54;291,685276293519
1028948;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ;54;54;321,116877243268
1028948;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;321,116877243268
1028948;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;321,116877243268
1028948;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;321,116877243268
1028948;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;54;54;321,116877243268
1028949;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;42; ;12; ; ; ; ; ; ;54;54;291,685276293519
1028949;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;54;54;291,685276293519
1028949;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;54;54;291,685276293519
1028950;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;28; ;15; ; ; ; ; ; ;54;54;295,329030614218
1028950;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;54;54;295,329030614218
1028950;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;54;54;295,329030614218
1028951;1;1;1;90; ;2; ;1;2;2;2;1;2;2;2;1; ; ;8; ; ; ;5; ; ; ;2;54;54;286,792491521717
1028952;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;18; ;14; ; ; ; ; ; ;54;54;284,496979286646
1028952;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;1; ; ;7; ; ; ; ; ; ; ;5;54;54;284,496979286646
1028952;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;54;54;284,496979286646
1028952;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;284,496979286646
1028952;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;54;54;284,496979286646
1028952;1;6;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;36; ;24; ; ; ; ; ; ;54;54;284,496979286646
1028953;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;344,069892843342
1028953;1;2;1;90; ;2; ;1;2;1;1;2;2;2;2;2; ; ;36; ;18;18; ; ; ; ; ;54;54;344,069892843342
1028953;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;14; ; ; ; ; ; ;54;54;344,069892843342
1028953;1;5;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;24; ; ; ; ; ; ;54;54;344,069892843342
1028954;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;54;54;321,35602704504
1028954;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;54;54;321,35602704504
1028954;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;24; ; ; ; ; ; ; ; ; ; ;54;54;321,35602704504
1028954;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;321,35602704504
1028955;1;1;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;36; ; ;24; ; ; ; ; ;54;54;370,798402622653
1028955;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;370,798402622653
1028955;1;3;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;14; ; ;14; ; ; ; ; ;54;54;370,798402622653
1028956;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;54;54;325,90907524785
1028956;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;36; ; ; ; ; ; ; ; ;54;54;325,90907524785
1028956;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;54;54;325,90907524785
1028957;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;54;54;343,099678511006
1028957;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;54;54;343,099678511006
