DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;CLASE;ESC;P6030S1;P6030S3;DPTO;fex_c_2011
1016447;1;2;1;10;1;1;1;59;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1949;05;4657,02320801439
1016447;1;3;1;10;3;2;1;57;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1952;05;4657,02320801439
1016447;1;4;1;10;1;1;1;20;5;6;1; ; ;3; ; ;2;2;2; ;3;5; ;2;5;8;1988;05;4657,02320801439
1016447;1;5;1;10;1;2;1;16;5;6;1; ; ;3; ; ;2;2;2; ;3;5; ;2;5;11;1992;05;4657,02320801439
1016448;1;1;1;10;2;1;1;63;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;7;1945;05;5902,35867016547
1016448;1;2;1;10;2;2;1;50;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1958;05;5902,35867016547
1016448;1;3;1;10;2;1;1;30;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1978;05;5902,35867016547
1016448;1;4;1;10;4;1;1;17;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;6;1991;05;5902,35867016547
1016448;1;5;1;10;2;2;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;3;1998;05;5902,35867016547
1016453;1;1;1;10;1;1;1;23;1;6;2;2; ; ; ; ;2;1;2; ;3;5; ;2;5;2;1985;05;11905,4860219527
1016453;1;2;1;10;2;1;1;15;9;6;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;2;1993;05;11905,4860219527
1016473;1;1;1;10;2;1;1;30;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1978;05;3337,70762272874
1016473;1;2;1;10;2;2;1;30;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;9;1978;05;3337,70762272874
1016473;1;3;1;10;2;1;1;7;3; ;1; ; ;3; ; ;1;1;1;1;3;1; ;2;1;2;2001;05;3337,70762272874
1016474;1;1;1;10;1;1;1;68;1;2;1; ; ;1;2;112000;2;1;2; ;3;2; ;2;2;9;1940;05;4159,56382737656
1016474;1;2;1;10;2;2;1;46;2;2;1; ; ;1;3;57700;2;1;2; ;5;11;2;2;11;12;1962;05;4159,56382737656
1016488;1;1;1;10;1;2;1;61;1;5;2;1;5; ; ; ;2;1;2; ;3;2; ;2;2;10;1947;05;6409,29193924412
1016488;1;2;1;10;1;2;1;23;3;2;2;1;36; ; ; ;2;1;2; ;3;3; ;2;3;10;1985;05;6409,29193924412
1016488;1;3;1;10;2;1;1;6;4; ;1; ; ;3; ; ;2;2;2; ;2;1; ;2;0;2;2002;05;6409,29193924412
1016488;1;4;1;10;2;2;1;3;4; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;3;2005;05;6409,29193924412
1016488;1;5;1;10;2;2;1;2;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;6;2006;05;6409,29193924412
1016492;1;1;1;10;1;1;1;22;1;2;2;1;4; ; ; ;1;2;2; ;1;0; ;2;0;7;1986;05;8333,20337876883
1016492;1;2;1;10;2;2;1;22;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1986;05;8333,20337876883
1016492;1;3;1;10;2;1;1;3;3; ;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;7;2005;05;8333,20337876883
1016492;1;4;1;10;2;2;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;1;2008;05;8333,20337876883
1016493;1;1;1;10;1;2;1;29;1;6;2;1;24; ; ; ;2;2;2; ;1;0; ;2;0;1;1980;05;8787,30363425678
1016493;1;2;1;10;1;1;1;5;3; ;2;2; ; ; ; ;2;2;1;1;2;1; ;2;0;6;2003;05;8787,30363425678
1016493;1;3;1;10;3;1;1;55;9;2;1; ; ;1;1;7000;2;1;2; ;3;1; ;2;1;7;1953;05;8787,30363425678
1016494;1;1;1;10;1;1;1;68;1;4;2;2; ; ; ; ;2;2;2; ;3;1; ;2;1;4;1940;05;13882,4165704069
1016498;1;1;1;10;2;1;1;27;1;2;2;2; ; ; ; ;2;1;2; ;5;11;2;2;11;5;1981;05;44,6541681124936
1016498;1;2;1;10;2;2;1;25;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;2;1983;05;44,6541681124936
1016498;1;3;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;9;1999;05;44,6541681124936
1016504;1;1;1;10;1;1;1;34;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1974;05;5119,33019944262
1016504;1;2;1;10;2;2;1;20;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;9;1988;05;5119,33019944262
1016505;1;1;1;10;1;1;1;49;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;4;1959;05;5241,40716078682
1016508;1;1;1;10;1;2;1;50;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;6;1958;05;3543,93899606466
1016508;1;2;1;10;2;1;1;33;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1975;05;3543,93899606466
1016508;1;3;1;10;3;2;1;26;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1982;05;3543,93899606466
1016508;1;4;1;10;1;1;1;21;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1987;05;3543,93899606466
1016509;1;1;1;10;1;2;1;44;1;6;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;6;1964;05;4996,59785674261
1016509;1;2;1;10;1;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;7;1996;05;4996,59785674261
1016509;1;3;1;10;1;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;4;1999;05;4996,59785674261
1016509;1;4;1;10;1;1;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;9;2005;05;4996,59785674261
1016509;1;5;1;10;1;1;1;6;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;2002;05;4996,59785674261
1016510;1;1;1;10;2;1;1;41;1;2;2;1;1; ; ; ;2;1;1;2;3;3; ;2;3;11;1967;05;3215,63066138454
1016510;1;2;1;10;2;2;1;37;2;2;2;1;1; ; ; ;2;1;2; ;4;6; ;2;6;11;1971;05;3215,63066138454
1016510;1;3;1;10;2;1;1;5;3; ;2;1;1; ; ; ;2;2;1;1;1;0; ;2;0;10;2003;05;3215,63066138454
1016510;1;4;1;10;2;2;1;18;3;6;2;1;1; ; ; ;2;1;1;1;4;9; ;2;9;9;1990;05;3215,63066138454
1016511;1;1;1;10;1;1;1;50;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;1958;05;4571,29650750782
1016511;1;2;1;10;2;2;1;45;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;3;1963;05;4571,29650750782
1016511;1;3;1;10;3;1;1;17;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;9;1991;05;4571,29650750782
1016512;1;1;1;10;2;1;1;50;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;6;1958;05;4091,97268799946
1016512;1;2;1;10;2;2;1;54;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;1;1955;05;4091,97268799946
1016512;1;3;1;10;2;2;1;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1990;05;4091,97268799946
1016515;1;1;1;10;2;1;1;37;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;7;1971;05;2833,09664757189
1016515;1;2;1;10;2;2;1;33;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1975;05;2833,09664757189
1016515;1;3;1;10;2;2;1;65;5;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1943;05;2833,09664757189
1016515;1;4;1;10;2;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;10;1995;05;2833,09664757189
1016515;1;5;1;10;2;1;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;1;2000;05;2833,09664757189
1016516;1;1;1;10;2;1;1;50;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;9;1958;05;4684,3894429836
1016516;1;2;1;10;2;2;1;42;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1966;05;4684,3894429836
1016516;1;3;1;10;2;1;1;22;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1986;05;4684,3894429836
1016516;1;4;1;10;5;1;1;20;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;2;1988;05;4684,3894429836
1016516;1;5;1;10;5;2;1;16;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;3;1992;05;4684,3894429836
1016516;1;6;1;10;5;2;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;12;1993;05;4684,3894429836
1016520;1;1;1;10;1;1;1;25;1;1;2;1;6; ; ; ;2;1;2; ;3;3; ;2;3;9;1983;05;11356,0483128335
1016520;1;2;1;10;2;2;1;20;2;1;2;2; ; ; ; ;2;1;2; ;4;6; ;2;6;12;1988;05;11356,0483128335
1016520;1;3;1;10;2;1;1;0;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;12;2008;05;11356,0483128335
1016536;1;1;1;10;2;1;1;37;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1971;05;65,9374723243451
1016536;1;2;1;10;2;2;1;46;5;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;9;1962;05;65,9374723243451
1016536;1;3;1;10;2;1;1;19;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;4;1989;05;65,9374723243451
1016536;1;4;1;10;2;1;1;17;5;6;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;4;1991;05;65,9374723243451
1016542;1;1;1;10;1;1;1;48;1;3;2;1;1; ; ; ;2;1;2; ;3;1; ;2;1;2;1960;05;4214,04964934366
1016542;1;2;1;10;2;2;1;44;2;3;2;1;12; ; ; ;2;1;2; ;3;2; ;2;2;2;1964;05;4214,04964934366
1016543;1;1;1;10;1;1;1;72;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1936;05;4159,56382737656
1016543;1;2;1;10;2;2;1;51;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;5;1957;05;4159,56382737656
1016547;1;1;1;10;2;1;1;27;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;1;1981;05;4996,59785674261
1016547;1;2;1;10;2;2;1;30;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;5;1978;05;4996,59785674261
1016547;1;3;1;10;2;1;1;15;3;6;1; ; ;3; ; ;1;1;1;1;4;6; ;2;6;3;1993;05;4996,59785674261
1016547;1;4;1;10;2;2;1;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;4;1997;05;4996,59785674261
1016547;1;5;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;2004;05;4996,59785674261
1016547;1;6;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;5;2006;05;4996,59785674261
1016547;1;7;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;2;2008;05;4996,59785674261
1016548;1;1;1;10;1;1;1;67;1;3;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;11;1941;05;4804,38732500707
1016548;1;2;1;10;2;2;1;63;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;8;1945;05;4804,38732500707
1016549;1;1;1;10;2;1;1;29;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;3;1979;05;3366,64614621278
1016549;1;2;1;10;2;2;1;23;2;3;2;1;2; ; ; ;2;1;2; ;5;11;2;2;11;8;1985;05;3366,64614621278
1016549;1;3;1;10;2;1;1;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;7;2006;05;3366,64614621278
1016549;1;4;1;10;2;1;1;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;5;2008;05;3366,64614621278
1016550;1;1;1;10;1;1;1;61;1;3;1; ; ;3; ; ;2;1;2; ;1;0; ;2;0;1;1947;05;4804,38732500707
1016550;1;2;1;10;2;2;1;57;2;3;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;5;1951;05;4804,38732500707
1016551;1;1;1;10;2;1;1;44;1;3;1; ; ;1;5; ;2;1;2; ;3;5; ;2;5;12;1964;05;4091,97268799946
1016551;1;2;1;10;2;2;1;46;2;3;1; ; ;1;4; ;2;1;2; ;5;10;1;2;10;3;1962;05;4091,97268799946
1016551;1;3;1;10;2;2;1;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;11;1996;05;4091,97268799946
1016552;1;1;1;10;1;2;1;45;1;6;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;1;1963;05;5877,07151451699
1016552;1;2;1;10;1;1;1;60;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;6;1948;05;5877,07151451699
1016552;1;3;1;10;3;2;1;55;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;1953;05;5877,07151451699
1016552;1;4;1;10;4;1;1;44;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1965;05;5877,07151451699
1016552;1;5;1;10;1;1;1;15;5;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;2;1993;05;5877,07151451699
1016552;1;6;1;10;1;1;1;14;5;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;11;1994;05;5877,07151451699
1016552;1;7;1;10;1;2;1;11;5;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;10;1997;05;5877,07151451699
1016553;1;1;1;10;1;1;1;27;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1981;05;4587,89959977924
1016553;1;2;1;10;2;2;1;69;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;4;1939;05;4587,89959977924
1016553;1;3;1;10;3;2;1;41;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;10;1967;05;4587,89959977924
1016553;1;4;1;10;3;1;1;18;5;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;11;1990;05;4587,89959977924
1016553;1;5;1;10;3;1;1;14;5;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;6;1994;05;4587,89959977924
1016553;1;6;1;10;3;2;1;5;5; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;2003;05;4587,89959977924
1016553;1;7;1;10;3;2;1;3;5; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;2005;05;4587,89959977924
1016558;1;1;1;10;1;2;1;24;1;6;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;1;1984;05;7377,05822453511
1016558;1;2;1;10;1;1;1;8;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;2000;05;7377,05822453511
1016558;1;3;1;10;1;2;1;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;7;2005;05;7377,05822453511
1016565;1;1;1;10;1;1;1;54;1;3;1; ; ;3; ; ;1;1;2; ;4;8; ;2;8;3;1954;05;14028,2438980873
1016771;1;1;1;10;1;2;1;70;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;10;1938;08;3781,91804288336
1016771;1;2;1;10;2;2;1;12;4;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;11;1996;08;3781,91804288336
1016772;1;1;1;10;1;1;1;62;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;3;1946;08;1810,44588824332
1016772;1;2;1;10;2;2;1;54;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;2;1954;08;1810,44588824332
1016772;1;3;1;10;3;1;1;39;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1969;08;1810,44588824332
1016773;1;1;1;10;1;2;1;72;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;10;1936;08;3263,22703454737
1016773;1;2;1;10;1;2;1;100;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1908;08;3263,22703454737
1016775;1;1;1;10;1;1;1;70;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1938;08;415,828226019791
1016775;1;2;1;10;2;2;1;68;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1940;08;415,828226019791
1016775;1;3;1;10;3;2;1;45;3;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;7;1963;08;415,828226019791
1016775;1;4;1;10;4;1;1;46;5;3;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;2;1962;08;415,828226019791
1016775;1;5;1;10;5;2;1;25;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;9;1983;08;415,828226019791
1016775;1;6;1;10;3;2;1;8;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;5;2000;08;415,828226019791
1016775;1;7;1;10;3;2;1;5;4; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;8;2003;08;415,828226019791
1016776;1;1;1;10;1;1;1;81;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;12;1927;08;680,813327205494
1016776;1;2;1;10;2;2;1;42;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1966;08;680,813327205494
1016776;1;3;1;10;1;1;1;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;8;2005;08;680,813327205494
1016777;1;1;1;10;1;1;1;59;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;6;1949;08;849,912458854877
1016777;1;2;1;10;2;2;1;63;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;2;1945;08;849,912458854877
1016777;1;3;1;10;2;1;1;6;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;2002;08;849,912458854877
1016777;1;4;1;10;2;2;1;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;5;2005;08;849,912458854877
1016778;1;1;1;10;1;1;1;56;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1952;08;2804,6700384813
1016779;1;1;1;10;1;1;1;46;1;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;5;1962;08;3311,89407848243
1016779;1;2;1;10;2;2;1;47;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1961;08;3311,89407848243
1016779;1;3;1;10;3;2;1;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;11;1991;08;3311,89407848243
1016779;1;4;1;10;2;2;1;5;3; ;1; ; ;3; ; ;2;2;1;1;2;1; ;2;0;8;2003;08;3311,89407848243
1016779;1;5;1;10;2;1;1;5;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;4;2003;08;3311,89407848243
1016780;1;1;1;10;1;1;1;68;1;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1940;08;2804,6700384813
1016794;1;1;1;10;1;1;1;37;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1971;08;3447,63533325819
1016794;1;2;1;10;2;2;1;18;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1990;08;3447,63533325819
1016794;1;3;1;10;2;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;1;2008;08;3447,63533325819
1016795;1;1;1;10;1;1;1;48;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;5;1960;08;2844,63404663024
1016803;1;1;1;10;1;1;1;36;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;6;1972;08;3495,64960041417
1016803;1;2;1;10;2;2;1;33;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;12;1975;08;3495,64960041417
1016803;1;3;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;3;1998;08;3495,64960041417
1016803;1;4;1;10;2;1;1;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;12;2002;08;3495,64960041417
1016803;1;5;1;10;2;1;1;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;12;2004;08;3495,64960041417
1016804;1;1;1;10;1;1;1;18;1;6;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;9;1990;08;3604,16981000901
1016805;1;1;1;10;1;1;1;47;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;4;1961;08;3036,67974491287
1016805;1;2;1;10;2;2;1;45;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;11;1963;08;3036,67974491287
1016805;1;3;1;10;3;1;1;17;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;9;1991;08;3036,67974491287
1016805;1;4;1;10;4;1;1;12;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;3;1996;08;3036,67974491287
1016805;1;5;1;10;2;2;1;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;6;2007;08;3036,67974491287
1016806;1;1;1;10;1;2;1;20;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;1;1989;08;4644,51388945746
1016806;1;2;1;10;2;1;1;22;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;8;1986;08;4644,51388945746
1016806;1;3;1;10;3;2;1;18;5;6;1; ; ;3; ; ;2;1;1;2;6;0;1;2;11;11;1990;08;4644,51388945746
1016826;1;1;1;10;1;1;1;75;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;3;1933;08;2662,69889606448
1016826;1;2;1;10;2;2;1;64;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;1;1945;08;2662,69889606448
1016826;1;3;1;10;3;1;1;36;4;4;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;2;1972;08;2662,69889606448
1016826;1;4;1;10;3;1;1;29;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;11;1979;08;2662,69889606448
1016826;1;5;1;10;5;1;1;21;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;8;1987;08;2662,69889606448
1016826;1;6;1;10;6;1;1;17;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;12;1991;08;2662,69889606448
1016827;1;1;1;10;1;1;1;54;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;10;1954;08;3652,76333448657
1016827;1;2;1;10;2;2;1;51;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1957;08;3652,76333448657
1016827;1;3;1;10;3;1;1;19;3;6;1; ; ;3; ; ;2;1;1;1;5;11;2;2;11;9;1989;08;3652,76333448657
1016827;1;4;1;10;2;1;1;10;3;6;1; ; ;3; ; ;2;2;1;1;3;4; ;2;4;5;1998;08;3652,76333448657
1016827;1;5;1;10;5;1;1;33;3;5;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;11;1975;08;3652,76333448657
1016827;1;6;1;10;6;1;1;24;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;10;1984;08;3652,76333448657
1016827;1;7;1;10;8;1;1;11;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;3;1997;08;3652,76333448657
1016827;1;8;1;10;8;1;1;21;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;6;1987;08;3652,76333448657
1016827;1;9;1;10;2;2;1;8;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;11;2000;08;3652,76333448657
1016828;1;1;1;10;1;1;1;39;1;2;2;2; ; ; ; ;2;1;2; ;3;4; ;2;4;10;1969;08;3119,50899181659
1016828;1;2;1;10;2;2;1;37;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;4;1971;08;3119,50899181659
1016828;1;3;1;10;2;1;1;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;1;1994;08;3119,50899181659
1016828;1;4;1;10;2;1;1;11;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;6;1997;08;3119,50899181659
1016828;1;5;1;10;2;2;1;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;2;1999;08;3119,50899181659
1016828;1;6;1;10;2;2;1;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;6;2002;08;3119,50899181659
1016829;1;1;1;10;1;1;1;63;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;5;1945;08;1742,89702657979
1016829;1;2;1;10;2;2;1;59;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;1;1950;08;1742,89702657979
1016829;1;3;1;10;3;1;1;31;3;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;10;1977;08;1742,89702657979
1016829;1;4;1;10;4;2;1;31;3;5;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;2;1977;08;1742,89702657979
1016829;1;5;1;10;4;1;1;11;3;6;2;2; ; ; ; ;2;1;1;1;4;6; ;2;6;1;1998;08;1742,89702657979
1016829;1;6;1;10;8;2;1;9;4; ;1; ; ;3; ; ;1;1;1;1;3;5; ;2;5;11;1999;08;1742,89702657979
1016829;1;7;1;10;2;2;1;5;4; ;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;5;2003;08;1742,89702657979
1016829;1;8;1;10;8;2;1;28;5;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;10;1980;08;1742,89702657979
1016831;1;1;1;10;1;1;1;47;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;10;1961;08;928,946023243409
1016831;1;2;1;10;2;2;1;47;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;1;1962;08;928,946023243409
1016831;1;3;1;10;3;1;1;22;3;6;1; ; ;3; ; ;2;1;1;1;6;2;2;2;13;9;1986;08;928,946023243409
1016831;1;4;1;10;4;1;1;21;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;8;1987;08;928,946023243409
1016831;1;5;1;10;5;1;1;20;3;6;1; ; ;3; ; ;2;1;1;2;5;11;2;2;11;10;1988;08;928,946023243409
1016831;1;6;1;10;2;1;1;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;1;1997;08;928,946023243409
1016832;1;1;1;10;1;2;1;72;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;2;1936;08;1007,48665893686
1016832;1;2;1;10;2;1;1;21;4;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;10;1987;08;1007,48665893686
1016832;1;3;1;10;1;1;1;16;4;6;1; ; ;3; ; ;1;1;1;1;5;10;1;2;10;3;1992;08;1007,48665893686
1016833;1;1;1;10;1;1;1;54;1;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;8;1954;08;4170,46177894371
1016833;1;2;1;10;2;2;1;44;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;2;1964;08;4170,46177894371
1016833;1;3;1;10;4;2;1;19;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;12;12;1989;08;4170,46177894371
1016833;1;4;1;10;2;1;1;17;3;6;1; ; ;3; ; ;1;1;1;1;5;10;1;2;10;1;1992;08;4170,46177894371
1016833;1;5;1;10;2;2;1;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;11;1995;08;4170,46177894371
