DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6016;P6020;P6030;P6030S1;P6030S3;P6050;P6060;P6060S1;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6180;P6180S1;P6180S2;P6190;P6190S1;P6200;P6200S1;P6210;P6210S1;P6220;P6177S1;P6040;DPTO;fex_c_2011
530232;1;2;76;10;2;2;1;12;1989;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;17;76;659,921086645227
530232;1;3;76;10;1;1;1;5;1997;3;2; ;5;1; ; ;1;5; ;2;2;1;2;2; ; ;2; ;2; ;3;0; ; ;10;76;659,921086645227
530232;1;4;76;10;1;2;1;7;1943;5;2; ;5;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;64;76;659,921086645227
530232;1;5;76;10;5;1;1;4;1968;5;2; ;3;2;1;36; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ; ;39;76;659,921086645227
530232;1;6;76;10;6;1;1;10;1972;5;2; ;5;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;35;76;659,921086645227
530233;1;1;76;10;1;2;1;8;1952;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;55;76;781,232074130019
530233;1;2;76;10;2;1;1;12;1975;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;31;76;781,232074130019
530233;1;3;76;10;3;1;1;7;1983;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;24;76;781,232074130019
530233;2;1;76;10;1;1;1;9;1963;1;2; ;3;1; ; ;1;3;54250;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;44;76;781,232074130019
530233;2;2;76;10;2;2;1;2;1985;3;2; ;5;2;1;30; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;22;76;781,232074130019
530234;1;1;76;10;1;2;1;6;1979;1;2; ;3;2;1;60; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;7; ; ;28;76;730,144229558556
530234;1;2;76;10;1;1;1;11;1995;3;2; ;5;1; ; ;3; ; ;2;1;1;1;2; ; ;2; ;2; ;3;3; ; ;11;76;730,144229558556
530234;1;3;76;10;1;2;1;2;1999;3;2; ; ;2;2; ; ; ; ; ;1;1;1;1;0;1000;2; ;2; ;3;2; ; ;8;76;730,144229558556
530235;1;1;76;10;1;2;1;1;1985;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;22;76;796,828875617852
530235;1;2;76;10;1;2;1;11;2000;3;2; ; ;1; ; ;3; ; ;2;2;1;2;1;0;1000;2; ;2; ;3;0; ; ;7;76;796,828875617852
530237;1;1;76;10;1;2;1;10;1924;1;2; ;4;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;83;76;726,451359495817
530237;1;2;76;10;2;1;1;6;1957;3;2; ;5;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;5; ; ;50;76;726,451359495817
530237;1;3;76;10;3;1;1;10;1959;3;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;48;76;726,451359495817
530237;1;4;76;10;4;2;1;5;1989;4;2; ;5;1; ; ;3; ; ;2;1;1;2;1;0;1000;1;600000;2; ;4;9; ; ;18;76;726,451359495817
530238;1;1;76;10;1;1;1;7;1966;1;2; ;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;41;76;593,189324661112
530238;1;2;76;10;2;2;1;12;1954;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;52;76;593,189324661112
530239;1;1;76;10;1;2;1;11;1969;1;2; ;2;2;1;4; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;37;76;705,17248227789
530239;1;2;76;10;2;1;1;1;1965;2;2; ;2;2;1;3; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;42;76;705,17248227789
530239;1;3;76;10;1;1;1;12;1989;3;2; ;5;2;1;96; ; ; ; ;1;1;2;2; ; ;2; ;2; ;5;10;1; ;17;76;705,17248227789
530239;1;4;76;10;1;2;1;3;1994;3;2; ;5;2;1;96; ; ; ; ;1;1;2;2; ; ;2; ;2; ;4;0; ; ;13;76;705,17248227789
530239;1;5;76;10;1;1;1;5;2004;3;2; ; ;2;1;3; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ;POR LA EDAD NO LO RECIBEN Y ESTA EN LA GUARDERIA;3;76;705,17248227789
530240;1;1;76;10;1;2;1;10;1923;1;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;5; ; ;84;76;605,031087249763
530240;1;2;76;10;2;1;1;6;1921;2;2; ;6;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;4;9; ; ;86;76;605,031087249763
530241;1;1;76;10;1;2;1;11;1940;1;2; ;6;1; ; ;2;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;66;76;567,871116731346
530241;1;2;76;10;1;1;1;10;1925;2;2; ;6;1; ; ;2;2;45898;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;82;76;567,871116731346
530241;1;3;76;10;3;2;1;7;1943;5;2; ;5;1; ; ;1;3;49000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;64;76;567,871116731346
530242;1;1;76;10;1;1;1;1;1984;1;2; ;3;1; ; ;1;1;98;2;1;2; ; ; ; ;2; ;2; ;6;2;3;POR QUE TIENE QUE MANTENER L HIJA;23;76;724,859092399818
530243;1;1;76;10;1;1;1;7;1959;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;48;76;716,922040494278
530243;1;2;76;10;1;2;1;12;1983;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;23;76;716,922040494278
530244;1;1;76;10;1;1;1;2;1983;1;2; ;1;1; ; ;1;1;30000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;24;76;725,013465608524
530244;1;2;76;10;2;2;1;6;1989;2;2; ;1;2;1;3; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;18;76;725,013465608524
530245;1;1;76;10;1;1;1;3;1970;1;2; ;3;2;1;6; ; ; ; ;1;2; ; ; ; ; ; ; ; ;5;11;2; ;37;76;763,456956805528
530245;1;2;76;10;2;1;1;1;1977;9;2; ;5;1; ; ;1;1;22000;2;1;2; ; ; ; ;2; ;2; ;6;4;2; ;30;76;763,456956805528
530246;1;1;76;10;1;1;1;6;1964;1;2; ;2;1; ; ;1;1;14000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;43;76;708,035891088254
530246;1;2;76;10;2;2;1;3;1967;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;40;76;708,035891088254
530246;1;3;76;10;2;1;1;6;1996;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;3000;2; ;2; ;3;4; ; ;11;76;708,035891088254
530246;1;4;76;10;2;2;1;9;2002;3;2; ; ;1; ; ;1;5; ;2;2;1;1;1;0;3000;2; ;2; ;2;0; ; ;5;76;708,035891088254
530246;1;5;76;10;2;1;1;1;1990;9;2; ;5;1; ; ;1;1;14000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;17;76;708,035891088254
530246;1;6;76;10;6;2;1;11;1956;6;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;51;76;708,035891088254
530247;1;1;76;10;1;1;1;4;1935;1;2; ;6;1; ; ;1;2;55000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;72;76;821,810777457181
530247;1;2;76;10;2;2;1;8;1940;2;2; ;6;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;1;0; ; ;67;76;821,810777457181
530247;1;3;76;10;3;2;1;5;1962;3;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;45;76;821,810777457181
530247;1;4;76;10;4;2;1;10;1989;4;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1000;2; ;2; ;4;9; ; ;18;76;821,810777457181
530247;1;5;76;10;5;2;1;1;1986;4;2; ;3;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;7; ; ;21;76;821,810777457181
530247;1;6;76;10;3;2;1;12;2004;5;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;76;821,810777457181
530247;1;7;76;10;7;1;1;6;1985;4;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;22;76;821,810777457181
530247;1;8;76;10;3;2;1;12;1994;5;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;1000;2; ;2; ;4;0; ; ;12;76;821,810777457181
530247;1;9;76;10;3;1;1;7;1996;5;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;2000;2; ;2; ;4;0; ; ;11;76;821,810777457181
530247;2;1;76;10;1;1;1;11;1967;1;2; ;3;1; ; ;1;1;15000;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;39;76;821,810777457181
530247;2;2;76;10;2;1;1;5;1991;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;9; ; ;16;76;821,810777457181
530248;1;1;76;10;1;2;1;12;1956;1;1;1;4;1; ; ;3; ; ;1;1;2; ; ; ; ; ; ; ; ;3;5; ; ;50;76;592,195399300442
530248;1;2;76;10;2;1;1;10;1979;3;2; ;5;2;1;4; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;10;1; ;28;76;592,195399300442
530248;1;3;76;10;1;1;1;3;1991;3;1;1;5;1; ; ;3; ; ;1;1;1;1;2; ; ;2; ;2; ;5;10;1; ;16;76;592,195399300442
530248;1;4;76;10;4;1;1;2;1935;5;1;4;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;72;76;592,195399300442
530248;1;5;76;10;5;1;1;12;1938;5;2; ;4;2;2; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;1; ; ;68;76;592,195399300442
530249;1;1;76;10;1;2;1;8;1955;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;52;76;609,583668953166
530249;1;2;76;10;1;2;1;11;1996;3;2; ;5;1; ; ;3; ; ;2;1;1;1;1;0;1500;2; ;2; ;4;0; ; ;11;76;609,583668953166
530249;2;1;76;10;1;2;1;3;1976;1;2; ;3;1; ; ;3; ; ;1;1;2; ; ; ; ;2; ;2; ;5;11;2; ;31;76;609,583668953166
530249;2;2;76;10;1;1;1;7;2001;3;2; ; ;1; ; ;3; ; ;2;2;1;1;2; ; ;2; ;2; ;3;0; ; ;6;76;609,583668953166
530249;3;1;76;10;1;2;1;7;1973;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;5;10;1; ;34;76;609,583668953166
530249;3;2;76;10;1;2;1;3;2001;3;2; ; ;1; ; ;3; ; ;1;2;1;1;1;0;2500;2; ;2; ;3;0; ; ;6;76;609,583668953166
530250;1;1;76;10;1;2;1;7;1968;1;1;1;4;2;1;10; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;5; ; ;39;76;546,654408349863
530250;1;2;76;10;1;2;1;3;1991;3;1;1;5;1; ; ;3; ; ;2;1;1;1;1;0;2500;2; ;2; ;4;9; ; ;16;76;546,654408349863
530251;1;1;76;10;1;1;1;6;1966;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;4;7; ; ;41;76;2159,81946754004
530251;1;2;76;10;2;2;1;8;1966;2;2; ;2;1; ; ;1;1;8000;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;41;76;2159,81946754004
530251;1;3;76;10;3;2;1;12;1985;3;2; ;5;1; ; ;1;1;13000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;21;76;2159,81946754004
530251;1;4;76;10;2;2;1;10;2007;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;76;2159,81946754004
530252;1;1;76;10;1;1;1;10;1935;1;2; ;6;2;1;204; ; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2; ; ;72;76;1955,16113030916
530252;1;2;76;10;2;2;1;12;1932;2;2; ;6;1; ; ;3; ; ;1;2;2; ; ; ; ; ; ; ; ;1;0; ; ;74;76;1955,16113030916
530252;1;3;76;10;3;1;1;1;1964;3;2; ;3;2;2; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ;1;0; ; ;43;76;1955,16113030916
530253;1;1;76;10;1;1;1;3;1972;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;35;76;2330,96367686165
530253;1;2;76;10;1;2;1;3;1977;2;2; ;2;1; ; ;1;1;28000;2;1;2; ; ; ; ;2; ;2; ;6;2;3; ;30;76;2330,96367686165
530253;1;3;76;10;1;2;1;4;1994;3;2; ;5;1; ; ;1;5; ;2;1;1;1;2; ; ;2; ;2; ;4;7; ; ;13;76;2330,96367686165
530253;1;4;76;10;1;2;1;11;1999;3;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;1;500000;2; ;3;2; ; ;7;76;2330,96367686165
530253;1;5;76;10;1;1;1;4;2003;3;2; ; ;1; ; ;1;5; ;2;2;1;2;2; ; ;1;500000;2; ;2;0; ; ;4;76;2330,96367686165
530254;1;1;76;10;1;1;1;10;1946;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;2; ; ;61;76;1815,55638137541
530254;1;2;76;10;2;2;1;5;1952;2;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;55;76;1815,55638137541
530254;1;3;76;10;2;2;1;12;1990;3;2; ;5;2;2; ; ; ; ; ;1;1;1;2; ; ;2; ;2; ;4;7; ; ;16;76;1815,55638137541
530255;1;1;76;10;1;1;1;8;1967;1;2; ;6;1; ; ;1;1;34300;2;1;2; ; ; ; ; ; ; ; ;6;2;2; ;40;76;2162,5135525963
530255;1;2;76;10;2;2;1;12;1978;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;28;76;2162,5135525963
530255;1;3;76;10;2;2;1;11;1994;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;8; ; ;12;76;2162,5135525963
530255;1;4;76;10;2;2;1;3;1996;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;7; ; ;11;76;2162,5135525963
530255;1;5;76;10;1;2;1;6;1999;3;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;4; ; ;8;76;2162,5135525963
530255;1;6;76;10;1;2;1;5;2001;3;2; ; ;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;3;2; ; ;6;76;2162,5135525963
530256;1;1;76;10;1;1;1;4;1979;1;2; ;3;1; ; ;1;1;60000;2;1;2; ; ; ; ;2; ;2; ;6;6;3; ;28;76;1592,81544559534
530258;1;1;76;10;1;2;1;9;1967;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;40;76;1152,81459907853
530258;1;2;76;10;2;1;1;5;1941;2;2; ;6;1; ; ;1;2;85000;2;1;2; ; ; ; ; ; ; ; ;6;12;4; ;66;76;1152,81459907853
530258;1;3;76;10;1;2;1;9;1992;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;9; ; ;15;76;1152,81459907853
530259;1;1;76;10;1;2;1;1;1942;1;2; ;4;1; ; ;1;3;54000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;65;76;498,466461216774
530259;1;2;76;10;2;1;1;9;1971;3;2; ;5;2;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ;6;2;3; ;36;76;498,466461216774
530259;2;1;76;10;1;2;1;4;1966;1;1;2;3;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;4;6; ; ;41;76;498,466461216774
530259;2;2;76;10;2;2;1;2;1992;3;1;2;5;1; ; ;1;5; ;1;1;1;1;1;0;1000;1;75000;2; ;4;8; ; ;15;76;498,466461216774
530259;3;1;76;10;2;1;1;3;1975;1;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;32;76;498,466461216774
530259;3;2;76;10;2;2;1;6;1959;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;48;76;498,466461216774
530260;1;1;76;10;2;1;1;2;1972;1;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;4;9; ; ;35;76;604,697357102513
530260;1;2;76;10;2;2;1;10;1962;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;45;76;604,697357102513
530260;1;3;76;10;2;1;1;9;1989;9;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;1;2000000;2; ;6;1;2; ;18;76;604,697357102513
530260;2;1;76;10;1;2;1;9;1977;1;2; ;2;1; ; ;1;1;20000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;30;76;604,697357102513
530260;2;2;76;10;1;1;1;1;2003;3;2; ; ;1; ; ;1;5; ;2;2;2; ; ; ; ;2; ;2; ;1;0; ;LO SACO DEL LA ESCUELA POR QUE NO LE ENSEÑABAN;4;76;604,697357102513
530261;1;1;76;10;1;2;1;5;1962;1;2; ;3;1; ; ;2;2;98;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;45;76;617,237993921666
530261;1;2;76;10;2;2;1;6;1986;3;2; ;5;1; ; ;2;5; ;2;1;1;1;1;800;4000;2; ;2; ;6;4;2; ;21;76;617,237993921666
530261;2;1;76;10;1;2;1;7;1985;1;2; ;2;1; ; ;1;1;18000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;22;76;617,237993921666
530261;2;2;76;10;2;1;1;12;1978;2;2; ;2;1; ; ;1;5; ;1;1;2; ; ; ; ;2; ;2; ;4;7; ; ;28;76;617,237993921666
530263;1;1;76;10;1;2;1;5;1981;1;2; ;5;1; ; ;1;1;98;2;1;2; ; ; ; ;2; ;2; ;6;2;3; ;26;76;601,435122984064
530263;1;2;76;10;2;2;1;10;1985;5;2; ;2;1; ; ;1;1;21000;2;1;2; ; ; ; ;2; ;2; ;6;2;3; ;22;76;601,435122984064
530263;1;3;76;10;3;1;1;12;1983;9;2; ;2;1; ; ;3; ; ;2;2;2; ; ; ; ;2; ;2; ;3;1; ; ;23;76;601,435122984064
530264;1;1;76;10;1;1;1;1;1980;1;2; ;2;2;1;2; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;27;76;593,189324661112
530264;1;2;76;10;2;2;1;10;1975;2;2; ;2;2;1;2; ; ; ; ;1;2; ; ; ; ;2; ;2; ;6;5;4; ;32;76;593,189324661112
530266;1;1;76;10;1;2;1;9;1961;1;2; ;3;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;46;76;422,921692516697
530266;1;2;76;10;2;2;1;6;1980;3;2; ;5;1; ; ;1;3;55000;2;1;1;2;2; ; ;2; ;2; ;6;6;4; ;27;76;422,921692516697
530267;1;1;76;10;1;1;1;1;1954;1;2; ;2;1; ; ;1;5; ;1;1;2; ; ; ; ; ; ; ; ;4;6; ; ;53;76;774,566163938843
530267;1;2;76;10;2;2;1;9;1974;2;2; ;2;1; ; ;1;3;52180;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;33;76;774,566163938843
530267;1;3;76;10;2;1;1;3;1993;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;14;76;774,566163938843
530267;1;4;76;10;2;2;1;5;2005;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;76;774,566163938843
530268;1;1;76;10;1;1;1;5;1971;1;2; ;2;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;36;76;901,162288582373
530268;1;2;76;10;2;2;1;12;1971;2;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;4;8; ; ;35;76;901,162288582373
530268;1;3;76;10;2;1;1;3;1991;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;4;9; ; ;16;76;901,162288582373
530268;1;4;76;10;2;2;1;3;1996;3;2; ;5;1; ; ;1;5; ;2;1;1;1;1;0;3500;2; ;2; ;3;4; ; ;11;76;901,162288582373
530268;1;5;76;10;2;2;1;1;2007;3;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;76;901,162288582373
530269;1;1;76;10;1;1;1;11;1943;1;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;64;76;452,082442293131
530269;1;2;76;10;2;2;1;10;1956;2;2; ;6;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;1; ; ;51;76;452,082442293131
530269;1;3;76;10;3;2;1;12;1978;3;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;3;5; ; ;28;76;452,082442293131
530269;1;4;76;10;1;1;1;7;1999;4;2; ; ;1; ; ;3; ; ;2;1;1;1;1;0;1000;2; ;2; ;3;2; ; ;8;76;452,082442293131
530270;1;1;76;10;1;1;1;9;1981;1;2; ;2;2;1;48; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;10;1; ;26;76;900,566234911678
530270;1;2;76;10;2;2;1;9;1983;2;2; ;2;2;1;24; ; ; ; ;1;2; ; ; ; ;2; ;2; ;4;8; ; ;24;76;900,566234911678
530270;1;3;76;10;2;1;1;11;1999;3;2; ; ;2;1;24; ; ; ; ;2;1;1;1;0;3000;2; ;2; ;3;1; ; ;7;76;900,566234911678
530270;1;4;76;10;2;2;1;7;2003;3;2; ; ;2;1;24; ; ; ; ;2;2; ; ; ; ;2; ;2; ;1;0; ; ;4;76;900,566234911678
530271;1;1;76;10;1;1;1;10;1957;1;2; ;4;1; ; ;1;1;36000;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;50;76;716,922040494278
530271;1;2;76;10;2;2;1;6;1988;3;2; ;5;1; ; ;1;1;36000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;19;76;716,922040494278
530272;1;1;76;10;2;1;1;5;1953;1;2; ;6;1; ; ;1;1;98;2;1;2; ; ; ; ; ; ; ; ;4;6; ; ;54;76;705,326855486597
530272;1;2;76;10;2;2;1;7;1956;2;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;51;76;705,326855486597
530272;1;3;76;10;2;2;1;4;1989;3;2; ;5;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2;NO HA PRECENTADO EL IFESS;18;76;705,326855486597
530272;1;4;76;10;2;1;1;2;2006;4;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;76;705,326855486597
530272;1;5;76;10;5;2;1;10;1985;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;1;5000000;2; ;6;2;2; ;22;76;705,326855486597
530272;1;6;76;10;2;1;1;7;1992;3;2; ;5;1; ; ;1;5; ;2;1;1;2;2; ; ;2; ;2; ;4;7; ; ;15;76;705,326855486597
530273;1;1;76;10;1;1;1;12;1970;1;2; ;6;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;3;5; ; ;36;76;839,752774751779
530273;1;2;76;10;2;2;1;12;1973;2;2; ;6;1; ; ;1;1;34000;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;33;76;839,752774751779
530273;1;3;76;10;2;2;1;3;1997;3;2; ;5;1; ; ;1;5; ;2;1;1;2;1;0;5000;1;250000;2; ;4;0; ; ;10;76;839,752774751779
530273;1;4;76;10;2;1;1;11;1998;3;2; ; ;1; ; ;1;5; ;2;1;1;2;1;0;5000;1;250000;2; ;3;3; ; ;9;76;839,752774751779
530273;2;1;76;10;1;2;1;2;1932;1;2; ;3;1; ; ;3; ; ;2;1;2; ; ; ; ; ; ; ; ;3;3; ; ;75;76;839,752774751779
530273;2;2;76;10;2;2;1;5;1982;4;2; ;3;2;1;60; ; ; ; ;1;2; ; ; ; ;2; ;2; ;5;11;2; ;25;76;839,752774751779
530273;2;3;76;10;2;1;1;7;1999;4;2; ; ;1; ; ;1;5; ;2;1;1;2;1;0;2000;1;150000;2; ;3;1; ; ;8;76;839,752774751779
530273;2;4;76;10;2;1;1;3;2006;4;2; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;76;839,752774751779
530273;2;5;76;10;5;1;1;12;1987;4;2; ;5;1; ; ;1;4; ;2;1;2; ; ; ; ;1;2000000;2; ;6;2;3; ;19;76;839,752774751779
530273;2;6;76;10;6;1;1;5;1989;4;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;8; ; ;18;76;839,752774751779
530274;1;1;76;10;1;1;1;4;1960;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;47;76;581,439766444724
530274;1;2;76;10;2;2;1;9;1980;2;2; ;2;1; ; ;3; ; ;2;1;2; ; ; ; ;2; ;2; ;4;6; ; ;27;76;581,439766444724
530274;1;3;76;10;2;1;1;10;2001;3;2; ; ;1; ; ;3; ; ;1;1;1;2;2; ; ;1;320000;2; ;3;0; ; ;6;76;581,439766444724
530274;2;1;76;10;1;1;1;4;1987;1;2; ;5;1; ; ;3; ; ;2;1;2; ; ; ; ;1;830000;2; ;5;11;2; ;20;76;581,439766444724
530274;3;1;76;10;1;2;1;9;1958;1;2; ;4;1; ; ;3; ; ;2;2;2; ; ; ; ; ; ; ; ;1;0; ; ;49;76;581,439766444724
530275;1;1;76;10;1;1;1;2;1963;1;2; ;4;1; ; ;1;3;55000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;44;76;793,995235077749
530275;2;1;76;10;1;1;1;12;1966;1;2; ;6;1; ; ;2;1;68000;2;1;2; ; ; ; ; ; ; ; ;5;11;2; ;40;76;793,995235077749
530276;1;1;76;10;1;1;1;12;1925;1;2; ;4;1; ; ;1;2;98;2;1;2; ; ; ; ; ; ; ; ;3;4; ; ;81;76;688,880347288136
530276;1;2;76;10;2;1;1;7;1966;3;2; ;3;1; ; ;1;3;108000;2;1;2; ; ; ; ; ; ; ; ;6;5;4; ;41;76;688,880347288136
530277;1;1;76;10;1;1;1;2;1980;1;2; ;2;1; ; ;1;5; ;2;1;2; ; ; ; ;2; ;2; ;5;11;2; ;27;76;2159,35634791392
530277;1;2;76;10;2;2;1;3;1975;2;2; ;2;1; ; ;1;1;60000;1;1;2; ; ; ; ;2; ;2; ;4;8; ; ;32;76;2159,35634791392
530277;1;3;76;10;1;2;1;1;2000;3;2; ; ;1; ; ;1;5; ;2;1;1;1;1;0;5000;2; ;2; ;3;2; ; ;7;76;2159,35634791392
530278;1;1;76;10;1;1;1;2;1968;1;1;2;6;1; ; ;1;1;98;1;1;2; ; ; ; ; ; ; ; ;3;5; ; ;39;76;2321,91033080444
530278;1;2;76;10;2;2;1;12;1985;2;1;1;6;1; ; ;1;5; ;1;1;2; ; ; ; ;2; ;2; ;3;5; ; ;21;76;2321,91033080444
