Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
4064744;1;3;1;3;1;4;1;1;5;1; ; ;98;300000; ;2;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;05;3222,94138309081
4064745;1;3;2;2;1;4;2;1;5;1; ; ;20000000;100000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;05;4701,85071730874
4064746;1;5;2;3;1;4;1;1;5;1; ; ;15000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;05;3222,94138309081
4064747;1;3;2;3;1;4;1;1;5;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;05;2723,45738673771
4064748;1;5;1;3;1;4;1;1;5;1; ; ;98;150000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;05;05;3222,94138309081
4064749;1;3;2;2;1;4;2;1;5;1; ; ;98;150000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;2;2;2;2; ;1;1;01;2;05;05;5011,59707960831
4064750;1;2;1;2;1;4;1;1;4;4; ; ; ;180000; ;1;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;3;2;1;2;2;2;2; ;1;2;01;2;05;05;2302,56189591262
4064751;1;2;1;3;1;4;1;1;5;1; ; ;20000000;100000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;3;2;1;1;2;2;2; ;1;1;01;2;05;05;4470,40956760867
4064752;1;3;2;2;1;4;2;1;4;1; ; ;40000000;80000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;2;2;1;2; ;1;1;01;2;05;05;4333,73980669822
4064753;1;1;1;1;1;3;1;1;5;4; ; ; ;100000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;3;2;1;1;2;1;2; ;1;2;01;2;05;05;4027,33458287263
4064754;1;3;2;1;1;4;1;1;4;1; ; ;35000000;25000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1; ;3;2; ;1;1;1;4;1;2;2;1;2; ;1;1;01;2;05;05;3664,06083113296
4064755;1;4;2;1;1;4;1;1;5;1; ; ;98;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;3;2;1;1;2;1;2; ;1;2;01;2;05;05;2510,27189514686
4064756;1;3;1;4;1;4;2;1;4;1; ; ;30000000;30000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2; ;2;2; ;1;1;1;4;1;2;2;1;2; ;1;1;01;2;05;05;2723,45738673771
4064757;1;2;1;1;1;4;1;1;4;4; ; ; ;10000; ;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;2;2;1;2; ;1;1;01;2;05;05;3222,94138309081
4064758;1;3;2;1;1;4;1;1;4;1; ; ;30000000;200000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;3;2;1;2;2;1;2; ;1;2;01;2;05;05;3222,94138309081
4064759;1;2;1;1;1;4;2;1;5;4; ; ; ;30000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1; ;2;2; ;1;1;1;2;1;1;2;1;2; ;1;1;01;2;05;05;3222,94138309081
4064760;1;2;1;1;1;4;1;1;4;1; ; ;98;20000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;1;2; ;1;1;01;2;05;05;4027,33458287263
4064761;1;3;2;1;1;4;2;1;5;1; ; ;99;20000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;2;2;1;2; ;1;1;01;2;05;05;3222,94138309081
4064762;1;5;4;3;1;2;2;1;5;4; ; ; ;50000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2; ;6;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;05;2642,31352085118
4064763;1;3;2;2;1;4;2;1;5;4; ; ; ;30000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;05;05;5371,529692874
4064764;1;3;2;3;1;4;2;1;4;4; ; ; ;80000; ;2;2;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;3;2;1;1;2;2;2; ;2; ;01;2;05;05;4878,3861124812
4064765;1;4;1;2;1;4;2;1;4;4; ; ; ;50000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;05;05;2302,56189591262
4064766;1;3;2;1;1;4;2;1;5;1; ; ;50000000;40000; ;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;1;2; ;1;1;01;2;05;05;4202,36672095564
4064767;1;4;1;3;1;3;1;1;4;1; ; ;15000000;40000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;3;2;1;1;2;2;2; ;1;1;01;2;05;05;3800,73059204342
4064768;1;2;2;3;1;3;1;1;4;1; ; ;15000000;40000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ;3;2; ;1;1;3;2;1;2;2;2;2; ;1;1;01;2;05;05;4701,85071730874
4064769;1;2;1;3;1;4;1;1;4;1; ; ;30000000;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;1;2; ;1;1;01;2;05;05;4027,33458287263
4064770;1;3;2;1;1;4;2;1;4;1; ; ;60000000;45000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;1;2;1;2; ;1;1;01;2;05;05;3222,94138309081
4064807;1;4;3;2;1;4;3;1;4;4; ; ; ;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;05;68;339,028172837811
4064808;1;1;1;2;1;4;10;2;4;4; ; ; ;150000; ;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;68;599,922123671006
4064809;1;4;2;2;1;4;3;1;4;4; ; ; ;600000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;1;1;2; ;5;2; ;1;1;1;3;1;2;2;2;2; ;2; ;01;2;05;68;754,820372305098
4064810;1;5;3;2;1;4;3;1;4;1; ; ;32000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;2;2;1;2;1;4; ;6;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;68;1356,11269135124
4064811;1;5;3;2;1;4;3;1;4;4; ; ; ;500000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;05;68;875,881352237697
4064812;1;3;2;2;1;4;3;1;4;4; ; ; ;600000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;1;1;1;2;2;2;2; ;2; ;01;2;05;68;1356,11269135124
4064813;1;4;1;2;1;4;3;1;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;68;729,272155432806
4064814;1;3;2;2;1;4;3;1;4;1; ; ;25000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;2;2;2;1;3; ;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;68;350,745152436646
4064815;1;1;1;2;1;4;3;1;4;3; ; ; ; ;120000;2;1;2;2;2;2;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;2;2;2; ;2; ;01;2;05;68;339,028172837811
4064816;1;3;2;2;1;4;10;1;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;1;1; ;2;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;05;68;1356,11269135124
4064817;1;1;1;2;1;4;3;1;4;3; ; ; ; ;120000;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;2;2;2; ;2; ;01;2;05;68;787,142222342365
4064818;1;1;1;2;1;4;10;5;4;3; ; ; ; ;120000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;2;1;2;2;2;2; ;2; ;01;2;05;68;1356,11269135124
4064819;1;1;1;2;1;4;3;5;4;3; ; ; ; ;50000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;2;2;2;2; ;2; ;01;2;05;68;1356,11269135124
4064820;1;1;1;2;1;4;10;2;4;3; ; ; ; ;120000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;2;2;2;2; ;2; ;01;2;05;68;599,922123671006
4064824;1;4;3;2;1;1;3;1;3;1; ; ;30000000;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;2;1;1;2;1;4; ;4;2; ;1;1;1;2;1;2;1;2;1;2;2; ;01;2;05;68;339,028172837811
4064825;1;4;3;2;1;1;3;1;4;1; ; ;50000000;450000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;3; ;4;2; ;1;1;1;2;1;2;2;2;1;2;2; ;01;2;05;68;339,028172837811
4064827;1;3;2;2;1;1;3;1;4;1; ; ;40000000;200000; ;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;3; ;9;2; ;1;1;1;4;1;2;2;2;1;2;2; ;01;2;05;68;1356,11269135124
4064828;1;4;3;3;1;1;3;1;4;5; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;11;2; ;1;1;5;2;1;2;2;2;1;2;2; ;01;2;05;68;1356,11269135124
4064829;1;4;3;2;1;1;3;1;4;4; ; ; ;350000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;4; ;4;2; ;1;1;1;1;1;1;2;2;1;2;2; ;01;2;05;68;339,028172837811
4064830;1;4;3;2;1;1;3;1;4;4; ; ; ;150000; ;2;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2; ;6;2; ;1;1;1;2;1;2;2;2;1;2;2; ;01;2;05;68;1356,11269135124
4064837;1;5;2;3;1;1;3;1;3;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4; ;4;2; ;1;1;1;2;1;2;1;2;1;2;2; ;01;2;05;68;485,296654299326
4064838;1;2;1;6; ;1;3;6; ;4; ; ; ;40000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ;1;2; ;1;1;1;2;1;2;1;2;1;2;2; ;01;2;05;68;729,272155432806
4064839;1;4;1;2;1;1;3;1;4;1; ; ;10000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;2;2; ;1;1;5;2;1;2;2;2;1;2;2; ;01;2;05;68;385,203833520518
4064891;1;4;3;1;1;1;1;1;3;1; ; ;12000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;4; ;6;2; ;1;1;5;2;1;2;1;1;1;2;1;1;01;2;05;05;7123,53529297312
4064894;1;3;1;1;1;1;1;1;3;3; ; ; ; ;150000;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;2;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;2;05;05;2723,45738673771
4064895;1;3;1;2;1;1;1;1;3;1; ; ;40000000;150000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;1;2;1;2;1;2;01;2;05;05;4027,33458287263
4064896;1;3;1;2;2;1;1;1;3;1; ; ;98;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;2;1;1;1;2;1;2;1;2;01;2;05;05;3314,66509492868
4064897;1;2;1;2;1;1;1;1;3;1; ; ;98;80000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;5;2; ;1;1;5;1;1;2;1;2;1;2;1;1;01;2;05;05;5231,35273871479
4064899;1;3;2;2;1;1;1;1;4;1; ; ;98;160000; ;2;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;1;1;2;1;1;2;2;1;2;1;2;01;2;05;05;4878,3861124812
4064900;1;1;1;2;1;4;4;1;4;1; ; ;30000000;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;05;2723,45738673771
4064901;1;5;4;3;1;4;2;1;4;1; ; ;15000000;120000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;05;6488,66853244171
4064902;1;3;3;6; ;4;2;1;5;1; ; ;98;98; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;3; ;6;2; ;1;2;5;1;1;1;2;2;2; ;2; ;01;2;05;05;4426,95953893297
4064903;1;3;2;3;1;4;2;1;4;4; ; ; ;130000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;6;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;05;7254,9083787157
4064904;1;1;1;6; ;4;2;1;5;1; ; ;40000000;120000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;05;3222,94138309081
4064905;1;4;2;2;1;4;2;1;4;1; ; ;15000000;150000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;3; ;4;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;05;2302,56189591262
4064906;1;2;2;6; ;4;4;1;5;1; ; ;45000000;140000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;7;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;05;4438,97894519321
4064907;1;1;1;3;1;1;1;2;4;3; ; ; ; ;120000;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;1;2;2;1;2;1;1;01;2;05;05;5371,36363809922
4064908;1;4;3;2;1;1;1;1;4;1; ; ;50000000;250000; ;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;1;2;1;2;2;1;4; ;4;2; ;1;1;1;4;1;2;2;2;1;2;1;1;01;2;05;05;2454,02893830458
4064909;1;4;3;3;1;1;1;1;3;1; ; ;20000000;200000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;4; ;5;2; ;1;1;1;2;1;1;1;2;1;2;1;1;01;2;05;05;8870,48747384408
4064910;1;3;1;2;1;1;9;1;4;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;2; ;2;2; ;1;2;1;2;1;1;2;2;1;2;2; ;01;2;05;05;2723,45738673771
4064911;1;2;2;3;1;1;1;1;4;1; ; ;98;98; ;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;2;2;1;2;1;2;01;2;05;05;4658,69415015527
4064912;1;5;3;2;1;1;1;1;3;1; ; ;30000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;2;2;1;3; ;5;2; ;1;1;1;4;1;1;1;2;1;2;1;2;01;2;05;05;6490,50641382625
4064913;1;3;2;2;1;1;1;1;3;3; ; ; ; ;120000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;6;2; ;1;1;1;2;1;1;1;2;1;2;1;1;01;2;05;05;4387,31016502826
4064914;1;4;2;2;1;1;1;1;3;4; ; ; ;150000; ;2;1;2;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;2;1;2;1;2;01;2;05;05;7522,95122536873
4064921;1;3;2;2;1;4;5;5;5;1; ; ;10000000;100000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;5;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;05;13;5158,13704150614
4064923;1;3;2;2;1;4;4;5;5;1; ; ;98;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;4;2; ;1;1;5;2;1;1;2;2;2; ;2; ;01;2;05;13;5256,80192110185
4064926;1;3;2;2;1;4;5;5;5;1; ; ;55000000;100000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;6;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;13;2676,6835781128
4064927;1;1;1;6; ;4;5;6; ;1; ; ;4000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ;1;2; ;1;1;3;1;1;1;2;2;2; ;2; ;01;2;05;13;3692,09840161042
4064928;1;2;1;2;1;4;4;5;5;4; ; ; ;50000; ;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1; ;5;2; ;1;1;4;1;1;0;2;2;2; ;2; ;01;2;05;13;5577,47414249979
4064963;1;1;1;6; ;4;4;5;5;1; ; ;3000000;150000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;7;1;2; ;2;2;2; ;2; ;01;2;05;13;2895,85224210362
4064964;1;2;2;6; ;4;4;5;5;1; ; ;10000000;70000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2; ;4;2; ;1;1;1;2;2; ;2;2;2; ;2; ;01;2;05;13;5200,04834843186
4064966;1;2;1;6; ;4;4;5;5;1; ; ;2000000;25000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;9;1;2; ;2;2;2; ;2; ;01;2;05;13;3692,09840161042
4064968;1;1;1;6; ;4;4;5;5;1; ; ;10000000;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;7;1;2; ;2;2;2; ;2; ;01;2;05;13;4557,12099671881
4064969;1;2;1;6; ;4;4;5;5;4; ; ; ;30000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;1;9;1;2; ;2;2;2; ;2; ;01;2;05;13;4274,93604228602
4064971;1;1;1;6; ;4;4;4;5;1; ; ;2000000;20000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;9;1;2; ;2;2;2; ;2; ;01;2;05;13;2676,6835781128
4064974;1;3;2;6; ;4;4;5;5;1; ; ;5000000;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2; ;7;2; ;1;1;5;1;2; ;2;2;2; ;2; ;01;2;05;13;5224,38665159582
4064982;1;4;1;2;1;4;4;5;5;1; ; ;98;50000; ;2;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;4274,93604228602
4064983;1;3;2;6; ;4;5;5;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;1;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;4557,12099671881
4064984;1;4;3;2;1;4;5;5;5;1; ; ;15000000;100000; ;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;13;4734,61380831197
4064985;1;3;2;2;1;3;4;5;5;1; ; ;2000000;100000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;1;3; ;3;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;4635,84273893084
4064986;1;2;2;6; ;4;5;5;5;1; ; ;98;30000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;3;2; ;1;1;7;1;1;1;2;2;2; ;2; ;01;2;05;13;2676,6835781128
4064987;1;2;1;2;1;4;4;5;5;4; ; ; ;15000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;13;4557,12099671881
4064988;1;5;2;2;1;5;5;5;5;4; ; ; ;100000; ;2;1;2;2;1;1;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;05;13;5783,05028847201
4064989;1;2;1;2;1;3;5;5;5;1; ; ;98;180000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1; ;2;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;5016,79876274475
4064990;1;6;2;6; ;4;1;5;5;4; ; ; ;200000; ;2;2;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;4;1;1;1;2;2;2; ;1;2;01;2;05;13;3127,72849274485
4064991;1;3;2;6; ;4;5;5;1;4; ; ; ;50000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;5967,40946817861
4064992;1;3;2;2;1;4;5;5;5;1; ; ;98;100000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1; ;4;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;5935,04470077715
4064993;1;3;2;2;1;4;5;5;5;1; ; ;20000000;80000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;3;2; ;1;1;5;1;1;1;2;2;2; ;2; ;01;2;05;13;2676,6835781128
4064994;1;3;2;2;1;4;5;5;5;1; ; ;4000000;50000; ;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;4;1;1;1;2;2;2; ;2; ;01;2;05;13;5941,91106889059
4064995;1;4;2;6; ;4;5;5;5;1; ; ;5000000;50000; ;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1; ;4;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;05;13;5194,29157433791
4064996;1;2;2;2;1;4;5;5;5;1; ; ;8000000;50000; ;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;5;2; ;1;1;1;1;1;1;2;2;2; ;2; ;01;2;05;13;6023,15963661453
4064998;1;3;2;2;1;1;9;1;4;4; ; ; ;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;1;2;2;1;2;2; ;01;2;05;13;1442,37871295937
4064999;1;4;1;2;1;1;9;1;4;1; ; ;40000000;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;1;1;4;1;1;2;2;1;2;2; ;01;2;05;13;694,122886058119
4065000;1;3;1;6; ;1;9;1;4;4; ; ; ;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;1;1;1;1;1;2;2;1;2;2; ;01;2;05;13;1181,7616412429
4065001;1;3;2;2;1;1;9;1;4;1; ; ;80000000;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;2;2;1;2; ;4;2; ;1;1;1;4;1;2;2;2;1;2;2; ;01;2;05;13;1545,69984025085
4065002;1;4;2;2;1;1;9;1;4;1; ; ;98;200000; ;2;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;1;1;2;2;2;2; ; ;2;2; ;1;1;1;4;1;1;2;2;1;2;2; ;01;2;05;13;1513,80241131692
4065003;1;2;1;2;1;1;9;1;4;1; ; ;98;60000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;4;2; ;1;1;7;1;1;1;2;2;1;2;2; ;01;2;05;13;1340,38168180966
4065004;1;2;1;2;1;1;9;1;5;1; ; ;98;70000; ;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;6;2; ;1;1;1;2;1;0;2;2;1;2;2; ;01;2;05;13;1601,61338127049
