DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6440;P6450;P6460;P6460S1;P6400;P6422;P6424;P6424S2;P6424S3;P6424S1;P6426;P6430;P6430S1;P6480;P6480S1;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585;P6585S2A1;P6585S3A1;P6585S4A1;P6585S3A2;P6585S2A2;P6585S1A2;P6585S2;P6585S3;P6585S1A1;P6585S4;P6585S1;P6580;P6580S1;P6580S2;P6630S3;P6630S4A1;P6630S3A1;P6630S2A1;P6630S1A1;P6630S4;P6630S2;P6630S1;P6640;P6642S2;P6642S1;P6765;P6765S1;P6772;P6750;P6760;P550;P6780;P6780S1;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6835;P6835S1;P6835S2;P6836;P6836S1;P6836S2;P6837;P6837S1;P6837S2;P6870;P6880;P6880S1;P6910;P6910S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S8;P6980S7A1;P6990;P7020;P7026;P7028;P7028S1;P7040;P7045;P7050;P7050S1;P7070;P760;P6410;P6640S1;P6642S11;P6642S7;P6642S8;P6642S9;P6642S10;P6642S12;P6642S5;P6642S4;P6642S3;P6642S6;P9440;P9450;P6630S6;P6630S6A1;P6410S1;P6545S1;P6545;P6545S2;P6915S1;P6915;P6585S4A2;P6773;P6773S1;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170;P7170S1;P7170S2;P7170S3;P7170S4;P7170S5;P7170S6;P7180;P7190;P7200;P7240;P7240S1;CLASE;OCI;P6420S1;RAMA4D;OFICIO;RAMA2D;RAMA4DP8;RAMA2DP8;DPTO;fex_c_2011
608219;1;1;60;1;1;;;1;1;;2;2;2;1;8;;1;;160000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;5;40;;.;30;6;;1;6;16;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;1;8;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;1;2;2;2;1;2;2;;2;1;;3;3;2;3;3;3;2;2;3;8;;2;1;;111;62;1;;;17;111.784.766.966.001
608220;1;1;60;1;1;;;1;1;;2;2;2;11;8;;1;;408000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;280000;;2;1;2;2;;;;;;;;;;;12;50;;.;50;;;1;6;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;30;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;117;62;1;;;17;101.860.006.042.804
608220;1;3;60;1;1;;;1;2;;1;2;2;11;8;;1;;408000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;280000;;2;1;2;2;;;;;;;;;;;12;50;;.;50;;;1;6;16;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;30;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;117;62;1;;;17;101.860.006.042.804
608221;1;1;60;1;1;;;1;1;;2;2;2;5;8;;1;;320000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;1;7;17;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;3;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;5;;2;1;;111;62;1;;;17;118.175.201.406.342
608222;1;2;60;2;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;280000;1;;3;;12;55;;.;55;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;3;8;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;2;1;2;2;2;2;2;2;2;;1;1;;2;2;2;3;3;2;2;3;3;8;;2;1;;111;61;1;;;17;924.318.084.705.733
608223;1;2;60;1;1;;;1;1;;2;2;2;12;3;;1;;200000;2;;;1;120000;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;60;;.;60;;;1;7;17;2;;;;;;1;2;;;;2;;;;1;;;;;;;;1;;2;1;24;3;;2;;;;;6;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;8;;2;1;;9500;54;95;;;17;776.411.538.114.377
608239;1;2;60;2;;;;;;;;;;380;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;2400000;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;1;8;;2;1;;111;62;1;;;17;702.946.236.614.031
608239;1;4;60;2;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;2400000;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;111;62;1;;;17;702.946.236.614.031
608240;1;1;60;2;;;;;;;;;;480;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;3600000;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;111;62;1;;;17;109.581.840.905.357
608241;1;1;60;2;;;;;;;;;;120;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;600000;1;7200000;3;;12;60;;.;60;;;1;6;17;2;;;;;;3;8;;;;2;;;;1;;;1;;;;;;;2;1;50;8;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;2;3;3;5;;2;1;;111;62;1;;;17;802.082.330.681.657
608242;1;1;60;1;1;;;1;1;;2;2;2;9;8;;1;;400000;2;;;2;;1;50000;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;9;65;;.;65;;;1;6;18;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;3;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;111;62;1;;;17;976.190.382.496.563
608244;1;1;60;2;;;;;;;;;;500;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;3600000;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;111;62;1;;;17;154.583.270.485.164
608244;1;2;60;2;;;;;;;;;;350;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;3600000;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;111;62;1;;;17;154.583.270.485.164
608244;1;3;60;2;;;;;;;;;;330;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;200000;1;1000000;3;;12;60;;.;60;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;111;62;1;;;17;154.583.270.485.164
608245;1;1;60;1;1;;;1;1;;2;2;2;2;8;;1;;440000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;60;;.;60;;;1;6;17;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;5;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;2;2;2;2;3;8;;2;1;;111;62;1;;;17;839.343.363.881.548
608246;1;1;60;2;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;60000;1;0;2;;8;52;;.;0;7;NO PUDO  CONSEGUIR  TRABAJO  LA SEMANA PASADA;1;0;0;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;2;8;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;30;1;1;1;1;2;1;1;2;2;2;2;2;2;;1;1;;3;3;3;3;3;3;2;1;3;8;;2;1;;111;62;1;;;17;138.698.588.660.173
608246;1;3;60;1;1;;;1;2;;2;2;2;2;8;;1;;400000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;9;60;;.;60;;;1;6;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;1;4;8;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;10;1;1;1;1;2;1;2;1;2;2;2;2;2;;1;1;;3;3;3;3;3;3;2;2;3;8;;2;1;;111;62;1;;;17;138.698.588.660.173
608247;1;1;60;1;1;;;1;2;;2;2;2;9;8;;1;;360000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;70;;.;70;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;18;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;11;;;;2;;;;1;1;2;1;1;2;2;1;1;2;2;;2;1;;3;3;2;4;4;3;2;3;3;8;;2;1;;111;62;1;;;17;964.291.226.652.338
608248;1;1;60;1;1;;;1;1;;2;2;2;7;8;;1;;360000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;10;2;;50;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;3;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;2;2;2;2;1;2;2;;2;1;;3;2;2;3;3;2;2;3;3;8;;2;1;;114;62;1;;;17;776.720.453.325.992
608248;1;4;60;1;1;;;1;2;;2;2;2;1;1;;1;;40000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;1;20;1;;20;;;1;8;12;2;;;;;;2;7;;;;2;;;;1;;;;;;;;1;;2;1;4;1;;2;;;;;24;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;30;2;1;1;1;1;1;2;2;2;1;2;2;2;;2;1;;3;3;3;3;3;3;2;3;3;3;;2;1;;5521;53;55;;;17;776.720.453.325.992
608250;1;1;60;2;;;;;;;;;;480;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;150000;1;;3;;8;50;;.;50;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;3;3;2;2;2;3;3;;2;1;;111;62;1;;;17;111.784.766.966.001
608251;1;2;60;1;1;;;1;2;;2;2;2;50;8;;1;;320000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;10;44;;.;44;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;1;7;4;;48000;;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;1;1;1;1;2;2;2;2;2;2;1;DESEA  INGRESAR A LA UNIVERSIDAD;2;1;;3;2;3;3;2;2;2;3;3;5;;2;1;;111;62;1;;;17;119.207.698.708.583
608252;1;1;60;1;1;;;1;2;;2;2;2;1;8;;1;;120000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;7;30;1;;30;;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;1;;TRABAJANDO;2;1;5;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;20;1;1;2;;;;;;;;;;;;;;;3;2;2;3;3;2;2;2;2;8;;2;1;;116;62;1;;;17;124.700.111.949.768
608252;1;3;60;1;1;;;1;2;;2;2;2;2;8;;1;;120000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;0;20;1;;20;;;1;7;17;2;;;;;;4;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;40;2;1;1;1;2;1;1;1;2;2;2;2;2;;2;1;;3;4;2;4;4;3;2;2;3;8;;2;1;;117;62;1;;;17;124.700.111.949.768
608252;1;4;60;1;1;;;1;1;;1;1;1;12;8;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;1;6;17;2;;;;;;3;8;;;;2;;;;1;;;;;;;1;;TRABAJANDO;2;1;2;8;;2;;;;;1;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;5;;2;1;;117;62;1;;;17;124.700.111.949.768
608254;1;1;60;2;;;;;;;;;;420;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;600000;1;;3;;12;30;2;;30;;;1;9;16;2;;;;;;2;8;;;;2;;;;1;;;1;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;2;3;3;2;;2;1;;111;61;1;;;17;110.500.545.615.108
608274;1;1;60;2;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;700000;1;7000000;3;;12;54;;.;54;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;1;1;;;;;;2;1;180;6;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;111;62;1;;;17;113.536.495.977.503
608275;1;1;60;2;;;;;;;;;;280;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;64000;1;600000;3;;12;40;;.;40;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;111;62;1;;;17;139.731.085.962.414
608275;1;3;60;2;;;;;;;;;;8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;2;;30;;;1;8;15;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;18;2;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;1;1;2;2;2;2;2;2;2;;2;1;;2;2;2;2;2;2;2;3;3;8;;2;1;;111;62;1;;;17;139.731.085.962.414
608278;1;1;60;1;1;;;1;1;;2;2;2;2;1;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;3;42;;.;42;;;1;7;17;2;;;;;;2;9;;;;2;;;;1;;;;;;;;1;;2;1;2;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;1;3;9;;2;1;;4521;95;45;;;17;10.757.325.181.148
608279;1;1;60;1;1;;;1;2;;2;2;2;13;8;;1;;425000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;45;;.;45;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;12;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;3;2;2;2;2;2;2;3;3;9;;2;1;;111;62;1;;;17;107.241.949.955.728
608281;1;4;60;1;1;;;1;2;;2;2;2;1;8;;1;;300000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;42;;.;42;;;1;7;17;2;;;;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;1;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;1;12;2;1;2;;;;;;;;;;;;;;;3;2;2;2;3;2;2;1;3;5;;2;1;;111;62;1;;;17;79.626.932.815.067
608282;1;1;60;2;;;;;;;;;;48;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;150000;1;3800000;3;;12;42;;.;42;;;1;7;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;1;2007;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;3;;2;1;;111;62;1;;;17;113.536.495.977.503
608284;1;1;60;1;1;;;1;2;;2;2;2;6;8;;1;;400000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;50;;.;50;;;1;6;19;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;1;8;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;2;1;2;2;2;2;1;2;2;;1;1;;3;3;2;3;2;3;2;2;3;5;;2;1;;117;97;1;;;17;105.197.805.622.324
608285;1;1;60;2;;;;;;;;;;29;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;3;50000;3;;12;14;1;;14;;;1;11;15;2;;;;;;1;5;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;14;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;2;;2;3;2;3;3;2;2;4;3;8;;2;1;;5269;45;52;;;17;657.508.400.839.527
608285;1;2;60;2;;;;;;;;;;96;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;0;1;296000;3;;12;42;;.;42;;;1;6;17;2;;;;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;2;8;;2;;;;;5;;;;;;;;;;;;;;2;;;;;;;;2;;1;2005;2;;;;2;;;;;;;;;;;;;;;2;2;2;3;3;2;2;3;3;5;;2;1;;111;62;1;;;17;657.508.400.839.527
608287;1;1;60;1;1;;;1;1;;1;1;1;24;8;;1;;440000;2;;;2;;1;50000;2;;2;;;;33000;;2;;;2;1;;2;2;2;;;2;;;400000;;2;1;2;2;;;;;;;;;;;12;49;;.;49;;;1;7;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;144;8;;2;;;;;0;;;;;;;;;;;;;2;1;2;;;;2;;;1;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;9;;2;1;;112;62;1;;;17;113.164.876.735.461
608287;1;2;60;1;1;;;1;1;;2;2;2;24;1;;1;;50000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;25;2;;25;;;1;7;18;2;;;;;;1;2;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;1;2;;;;2;;;3;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;5;;2;1;;112;54;1;;;17;113.164.876.735.461
608290;1;1;60;1;1;;;1;2;;2;2;2;24;8;;1;;360000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;12;42;;.;42;;;1;7;18;2;;;;;;6;8;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;3;3;8;;2;1;;116;62;1;;;17;144.951.091.644.352
608292;1;1;60;1;1;;;1;1;;2;2;2;1;8;;1;;160000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;10;48;;.;30;1;;1;6;17;2;;;;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;480;4;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;4;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;8;;2;1;;113;62;1;;;17;111.784.766.966.001
608292;1;2;60;2;;;;;;;;;;252;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;250000;1;;3;;12;50;;.;45;1;;1;7;23;2;;;;;;1;1;;;;2;;;;1;;;;;;;;1;;2;2;;;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;;1;2007;2;;;;2;;;;;;;;;;;;;;;3;3;2;3;2;3;2;3;3;8;;2;1;;5211;41;52;;;17;111.784.766.966.001
608885;1;1;60;2;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;300000;1;1500000;1;;8;40;;.;40;;;1;7;12;1;13;17;2;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;5;8;;2;;;;;4;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;1;1;2;1;1;1;1;1;1;2;2;;2;1;;2;3;2;3;3;3;1;2;3;3;;2;1;;1320;71;13;;;41;971.018.172.547.796
608887;1;1;60;2;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;120000;0;;1;;11;40;;.;32;6;;1;7;12;1;13;16;2;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;2;4;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;3;2;3;3;3;2;2;3;9;;2;1;;117;61;1;;;41;895.093.346.461.566
608888;1;1;60;2;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;25000;1;;1;;8;40;;.;16;6;;1;7;12;1;13;17;2;;;1;8;;;;2;;;;1;;;;;;;;1;;2;1;120;4;;2;;;;;1;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;2;3;3;;2;1;;118;61;1;;;41;121.732.059.946.691
608889;1;1;60;2;;;;;;;;;;8;8;;1;;120000;2;;;2;;2;;2;;2;;;;;;;;;2;2;;2;2;2;;;2;;;;;2;2;2;2;;;;;;;;;;;9;40;;.;24;6;;1;7;12;1;13;17;2;;;2;8;;;;2;;;;1;;;;;;;;1;;2;1;1;4;;2;;;;;0;;;;;;;;;;;;;2;2;2;;;;2;;;2;;;;2;;;;1;1;1;1;1;1;1;1;1;2;2;;1;1;;3;3;3;3;3;3;2;2;3;3;;2;1;;140;62;1;;;41;954.847.566.223.716
608890;1;1;60;2;;;;;;;;;;50;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;80000;1;150000;3;;12;35;3;SU SALUD LE IMPIDE TRABAJAR MAS;35;;;1;8;12;1;14;15;2;;;1;1;;;;2;;;;1;;;;;;;;1;;2;1;50;4;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;1;1983;1;20;2;2;1;1;1;1;2;2;2;1;1;1;2;;2;2;;2;2;2;2;3;2;2;3;3;8;;2;1;;117;61;1;;;41;99.555.318.280.112
608891;1;1;60;2;;;;;;;;;;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;150000;1;400000;1;;12;24;1;;24;;;1;7;12;1;13;17;2;;;3;8;;;;2;;;;1;;;;;;;;1;;2;1;0;4;;1;30;4;;0;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;30;2;1;1;1;2;1;2;1;1;1;1;2;2;;1;1;;2;2;2;3;3;2;2;2;3;9;;2;1;;111;61;1;;;41;775.386.930.391.686
608892;1;1;60;2;;;;;;;;;;600;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;80000;1;800000;3;;12;30;2;;30;;;1;8;12;1;13;16;2;;;1;1;;;;2;;;;1;;;;;;;;1;;2;1;30;6;;2;;;;;12;;;;;;;;;;;;;;2;;;;;;;;2;;2;;2;;;;2;;;;;;;;;;;;;;;2;2;2;2;3;2;2;3;3;3;;2;1;;111;61;1;;;41;85.158.142.849.842
608892;2;1;60;2;;;;;;;;;;24;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;80000;1;500000;3;;12;48;;.;48;;;1;7;12;1;13;17;2;;;1;1;;;;2;;;;1;;;;;;;;1;;2;1;24;1;;2;;;;;4;;;;;;;;;;;;;;2;;;;;;;;2;;;;2;;;;2;;;;;;;;;;;;;;;2;2;3;2;3;2;2;3;3;5;;2;1;;111;61;1;;;41;85.158.142.849.842
608893;1;1;60;2;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;300000;1;800000;3;;12;40;;.;40;;;1;7;12;1;13;16;2;;;2;1;;;;2;;;;1;;;;;;;;1;;2;1;20;1;;2;;;;;0;;;;;;;;;;;;;;2;;;;;;;;2;;;;1;20;2;1;1;1;1;1;2;2;2;1;1;2;2;;2;1;;2;2;3;3;3;2;2;3;3;5;;2;1;;111;61;1;;;41;772.600.385.878.776
