DIRECTORIO,SECUENCIA_P,ORDEN,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S4,P7510S6,P7510S2A1,P7510S4A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,CLASE,P7510S7A1,P7510S7,DPTO,fex_c_2011
611003,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,403.059.896.248.397
611005,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,264.957.256.484.096
611005,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,264.957.256.484.096
611006,1,1,95,2,,,,,,,,1,2,,2,,,,,,400000,2,1,2,2,,2,5,315.250.308.478.369
611007,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,411.116.966.991.758
611007,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,411.116.966.991.758
611007,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,411.116.966.991.758
611007,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,411.116.966.991.758
611008,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,26.845.144.548.739
611008,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,26.845.144.548.739
611008,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,26.845.144.548.739
611009,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,343.765.383.231.492
611009,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,343.765.383.231.492
611010,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,390.230.094.093.918
611015,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611015,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611015,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611015,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611015,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611016,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,321.787.249.839.248
611016,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,321.787.249.839.248
611017,1,1,95,2,,,,,,,,1,2,,2,,,,96000,,,1,2,2,2,,2,5,264.957.256.484.096
611017,1,2,95,2,,,,,,,,1,2,,2,,,,96000,,,1,2,2,2,,2,5,264.957.256.484.096
611018,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,308.913.523.268.585
611018,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,308.913.523.268.585
611019,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,533.309.302.757.321
611019,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,533.309.302.757.321
611019,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,533.309.302.757.321
611019,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,533.309.302.757.321
611019,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,533.309.302.757.321
611020,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,332.489.522.786.579
611020,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,332.489.522.786.579
611020,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,332.489.522.786.579
611020,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,332.489.522.786.579
611021,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,185.350.989.454.864
611021,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,185.350.989.454.864
611021,1,3,95,2,,,,,,,,1,2,,1,,,20000,,,,2,2,2,2,,2,5,185.350.989.454.864
611021,1,4,95,2,,,,,,,,1,2,,1,,,35000,,,,2,2,2,2,,2,5,185.350.989.454.864
611021,1,5,95,2,,,,,,,,1,2,,1,,,28000,,,,2,2,2,2,,2,5,185.350.989.454.864
611021,1,6,95,2,,,,,,,,1,2,,1,,,98,,,,2,2,2,2,,2,5,185.350.989.454.864
611021,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,185.350.989.454.864
611027,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,347.021.666.597.017
611027,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,347.021.666.597.017
611027,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,347.021.666.597.017
611028,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.693.111.622.412
611028,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.693.111.622.412
611028,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.693.111.622.412
611029,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,410.320.555.827.591
611029,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,410.320.555.827.591
611029,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,410.320.555.827.591
611032,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,264.957.256.484.096
611032,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,264.957.256.484.096
611033,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,333.123.171.705.765
611033,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,333.123.171.705.765
611034,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,340.665.407.778.356
611034,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,340.665.407.778.356
611042,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,392.118.187.932.038
611042,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,392.118.187.932.038
611042,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,392.118.187.932.038
611042,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,392.118.187.932.038
611042,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,392.118.187.932.038
611042,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,392.118.187.932.038
611043,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,261.186.138.447.801
611043,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,261.186.138.447.801
611044,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,313.543.319.362.015
611044,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,313.543.319.362.015
611044,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,313.543.319.362.015
611045,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,350.053.596.564.697
611045,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,350.053.596.564.697
611046,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.345.195.307.391
611046,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.345.195.307.391
611046,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.345.195.307.391
611046,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.345.195.307.391
611046,1,7,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.345.195.307.391
611046,1,8,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.345.195.307.391
611047,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,361.457.563.916.671
611047,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,361.457.563.916.671
611047,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,361.457.563.916.671
611048,1,1,95,1,,1,2,,,120000,2,2,,,,,,,,,,,,,2,,,5,144.385.016.395.063
611049,1,1,95,2,,,,,,,,1,2,,2,,,,,,70000,2,1,2,2,,2,5,267.078.608.499.589
611049,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,267.078.608.499.589
611049,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,267.078.608.499.589
611049,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,267.078.608.499.589
611050,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,311.145.038.313.521
611050,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,311.145.038.313.521
611051,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611051,1,2,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,5,317.596.013.891.707
611051,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611051,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611051,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611053,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,253.978.054.503.763
611054,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,367.908.539.494.857
611054,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,367.908.539.494.857
611054,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,367.908.539.494.857
611054,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,367.908.539.494.857
611054,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,367.908.539.494.857
611054,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,367.908.539.494.857
611055,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,305.142.405.232.289
611055,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,305.142.405.232.289
611056,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,318.687.274.386.111
611056,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,318.687.274.386.111
611057,1,1,95,2,,,,,,,,1,2,,2,,,,,,60000,2,1,2,2,,2,5,235.531.603.778.786
611057,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,235.531.603.778.786
611057,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,235.531.603.778.786
611057,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,235.531.603.778.786
611059,1,1,95,1,,1,2,,,750000,2,2,,,,,,,,,,,,,2,,,5,143.912.426.062.826
611059,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,143.912.426.062.826
611059,1,3,95,2,,,,,,,,1,2,,2,,,,,,,2,2,2,2,2500000,1,5,143.912.426.062.826
611059,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,143.912.426.062.826
611066,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,347.021.666.597.017
611066,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,347.021.666.597.017
611066,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,347.021.666.597.017
611067,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,253.276.360.099.121
611067,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,253.276.360.099.121
611068,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,177.818.769.327.445
611068,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,177.818.769.327.445
611068,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,177.818.769.327.445
611068,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,177.818.769.327.445
611068,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,177.818.769.327.445
611069,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.314.958.673.643
611069,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.314.958.673.643
611069,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.314.958.673.643
611069,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.314.958.673.643
611070,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,429.086.076.709.938
611070,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,429.086.076.709.938
611070,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,429.086.076.709.938
611070,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,429.086.076.709.938
611071,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,32.522.421.574.699
611071,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,32.522.421.574.699
611071,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,32.522.421.574.699
611072,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,25.981.330.146
611072,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,25.981.330.146
611072,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,25.981.330.146
611073,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611073,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611073,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611073,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611073,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,317.596.013.891.707
611074,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.372.181.769.195
611074,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.372.181.769.195
611074,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.372.181.769.195
611074,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,425.372.181.769.195
611076,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,432.118.006.677.618
611076,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,432.118.006.677.618
611076,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,432.118.006.677.618
611077,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,243.036.346.187.404
611077,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,243.036.346.187.404
611078,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,340.665.407.778.356
611078,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,340.665.407.778.356
611080,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,257.415.020.411.506
611080,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,257.415.020.411.506
611081,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,340.665.407.778.356
611081,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,340.665.407.778.356
611090,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,376.265.107.028.851
611090,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,376.265.107.028.851
611090,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,376.265.107.028.851
611090,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,376.265.107.028.851
611091,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,179.451.921.022.036
611091,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,179.451.921.022.036
611091,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,179.451.921.022.036
611091,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,179.451.921.022.036
611091,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,179.451.921.022.036
611092,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,119.363.167.752.328
611092,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,119.363.167.752.328
611094,1,1,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,2,,2,5,323.863.887.061.229
611094,1,2,95,2,,,,,,,,1,2,,1,,,400000,,,,2,2,2,2,,2,5,323.863.887.061.229
611094,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.863.887.061.229
611094,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.863.887.061.229
611094,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,323.863.887.061.229
611095,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,455.235.856.896.177
611095,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,455.235.856.896.177
611095,1,4,95,2,,,,,,,,1,2,,1,,,1000000,,,,2,2,2,2,,2,5,455.235.856.896.177
611096,1,1,95,1,,2,1,,1060000,,2,2,,,,,,,,,,,,,2,,,5,315.965.767.703.586
611096,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,315.965.767.703.586
611097,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,269.487.111.537.709
611097,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,269.487.111.537.709
611097,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,269.487.111.537.709
611098,1,1,95,1,,2,1,,800000,,2,2,,,,,,,,,,,,,2,,,5,397.374.240.077.461
611098,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,397.374.240.077.461
611098,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,397.374.240.077.461
611099,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,385.034.343.003.391
611099,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,385.034.343.003.391
611100,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,501.704.613.436.823
611100,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,501.704.613.436.823
611107,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,458.379.630.421.458
611107,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,458.379.630.421.458
611107,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,458.379.630.421.458
611108,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,46.208.088.368.989
611108,1,2,95,1,,1,2,,,45000,2,2,,,,,,,,,,,,,2,,,5,46.208.088.368.989
611108,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,46.208.088.368.989
611108,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,46.208.088.368.989
611109,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,362.738.335.881.138
611109,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,362.738.335.881.138
611115,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,435.368.201.753.342
611115,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,435.368.201.753.342
611115,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,435.368.201.753.342
611116,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,326.287.077.250.087
611116,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,326.287.077.250.087
611116,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,326.287.077.250.087
611117,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,568.034.083.156.016
611117,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,568.034.083.156.016
611117,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,568.034.083.156.016
611117,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,568.034.083.156.016
611118,1,1,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,5,516.595.633.720.292
611119,1,1,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,5,434.553.085.947.385
611119,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,434.553.085.947.385
611120,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,114.005.346.986.017
611120,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,114.005.346.986.017
611120,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,114.005.346.986.017
611120,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,114.005.346.986.017
611121,1,1,95,2,,,,,,,,1,2,,1,,,98,,,,2,2,2,2,,2,5,148.650.933.133.301
611121,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,148.650.933.133.301
611121,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,148.650.933.133.301
611124,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,221.670.686.547.119
611124,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,221.670.686.547.119
611124,1,5,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,5,221.670.686.547.119
611125,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,40.762.299.169.233
611125,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,40.762.299.169.233
611131,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,359.037.082.612.705
611132,1,1,95,2,,,,,,,,1,2,,2,,,,,,1440000,2,1,2,2,,2,5,393.672.986.809.028
611132,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,393.672.986.809.028
611134,1,1,95,2,,,,,,,,1,2,,2,,,,,,100000,2,1,2,2,,2,5,281.630.035.397.417
611138,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.279.370.620.791
611138,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.279.370.620.791
611138,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.279.370.620.791
611139,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,420.440.956.621.706
611139,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,420.440.956.621.706
611139,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,420.440.956.621.706
611139,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,420.440.956.621.706
611139,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,420.440.956.621.706
611140,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,449.410.730.235.896
611140,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,449.410.730.235.896
611140,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,449.410.730.235.896
611141,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,292.325.010.265.194
611141,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,292.325.010.265.194
611141,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,292.325.010.265.194
611141,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,292.325.010.265.194
611141,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,292.325.010.265.194
611142,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,427.866.449.728.154
611142,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,427.866.449.728.154
611143,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,281.270.188.459.402
611143,1,2,95,2,,,,,,,,1,2,,2,,,,,,500000,2,1,2,2,,2,5,281.270.188.459.402
611144,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,285.331.288.665.849
611144,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,285.331.288.665.849
611148,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,401.075.493.345.893
611148,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,401.075.493.345.893
611148,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,401.075.493.345.893
611148,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,401.075.493.345.893
611149,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,539.487.930.905.179
611149,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,539.487.930.905.179
611149,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,539.487.930.905.179
611149,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,539.487.930.905.179
611150,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,482.794.242.690.419
611150,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,482.794.242.690.419
611150,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,482.794.242.690.419
611150,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,482.794.242.690.419
611150,1,5,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,482.794.242.690.419
611150,1,6,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,482.794.242.690.419
611151,1,1,95,2,,,,,,,,1,2,,2,,,,,,200000,2,1,2,2,,2,5,303.057.678.505.822
611151,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,303.057.678.505.822
611158,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,359.037.082.612.705
611159,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,337.653.403.244.314
611159,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,337.653.403.244.314
611159,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,337.653.403.244.314
611160,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,353.497.580.372.453
611160,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,353.497.580.372.453
611167,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,44.365.295.603.971
611167,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,44.365.295.603.971
611167,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,44.365.295.603.971
611167,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,44.365.295.603.971
611168,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.279.370.620.791
611168,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.279.370.620.791
611168,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,331.279.370.620.791
611169,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,306.809.897.072.289
611169,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,306.809.897.072.289
611169,1,3,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,306.809.897.072.289
611169,1,4,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,306.809.897.072.289
611170,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,516.595.633.720.292
611171,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,285.331.288.665.849
611171,1,2,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,285.331.288.665.849
611172,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,168.996.285.270.306
611173,1,1,95,2,,,,,,,,1,2,,2,,,,,,300000,2,1,2,2,,2,5,119.507.878.448.134
611175,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,2,,,5,37.370.608.617.787
