Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area;Directorio
1;3;1;70;1;18;48;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;45;95;45;1;2;4521;04;76;1233,79148114553;76;4031385
1;5;1;70;1;52;48;1; ;2;6;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;45;81;36;1;2;3611;04;76;1233,79148114553;76;4031385
1;1;1;70;1;52;40;1; ;2;76;3; ;1;2; ; ; ; ; ; ; ; ;1; ;VIVE DE LOS DIVIDENDOS;2; ;2;45;59;95;1;2;9500;04;76;888,488740645028;76;4031399
1;2;1;70;1;24;48;1; ;2;150;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;19;19;75;1;2;7512;04;76;1114,2715363873;76;4031405
1;3;1;70;1;6;48;1; ;2;6;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;15;1;1;1589;04;05;1018,34064490276;05;4031460
1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;05;1166,2532918444;05;4031461
1;1;1;70;1;15;40;2; ;2;15;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;45;1;2;4530;04;05;1477,66028030315;05;4031478
1;2;1;70;1;24;48;1; ;2;192;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;16;74;1;2;7430;04;05;1203,42626929179;05;4031488
1;1;1;70;1;16;48;4; ;2;36;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;52;1;2;5241;04;05;1156,70687890132;05;4031495
1;3;1;70;1;30;48;1; ;2;30;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;52;1;2;5261;04;05;1156,70687890132;05;4031495
1;1;1;70;1;52;24;1; ;2;52;1; ;4;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;15;1;2;1541;04;05;1220,37247529138;05;4031505
1;4;1;70;1;20;48;1; ;2;400;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;59;60;1;2;6021;04;05;957,536099752603;05;4031525
1;2;1;70;1;4;48;4; ;2;4;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;93;93;45;1;1;4552;04;05;1080,89585265217;05;4031532
1;2;1;70;1;60;48;2; ;2;60;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8011;04;05;1254,21232836308;05;4031537
1;1;1;70;1;24;48;1; ;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;55;1;2;5511;04;05;1218,1019846971;05;4031552
1;2;1;70;1;2;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;79;92;22;1;1;2220;04;05;1325,05669996343;05;4031566
1;3;1;70;1;12;48;1; ;2;11;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;92;17;1;1;1730;04;05;1368,41432407074;05;4031569
1;1;1;70;1;1;30;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;98; ; ;1;1; ;04;05;833,051661281266;05;4031572
1;1;1;70;1;3;72;1; ;2;3;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;95;95;45;1;1;4521;04;05;887,300046565966;05;4031598
1;2;1;70;1;4;48;1; ;2;52;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;04;05;887,300046565966;05;4031598
1;2;1;70;1;3;48;1; ;2;52;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;1;5233;04;05;1136,02262543759;05;4031601
1;4;1;70;1;16;48;1; ;2;20;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;63;1;2;6390;04;05;1102,58769545434;05;4031603
1;2;1;70;1;208;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;05;1757,46964085166;05;4031613
1;2;1;70;1;48;48;1; ;2;48;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;32;51;1;2;5170;04;05;1274,49165873837;05;4031615
1;2;1;70;1;16;48;1; ;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;39;60;1;2;6021;04;05;3028,37136451161;05;4031621
1;6;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;2; ;04;05;3028,37136451161;05;4031621
1;5;1;70;1;3;48;1; ;2;2;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;32000;2;45;45;51;1;1;5139;04;05;1209,6373184872;05;4031622
1;1;1;70;1;4;24;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5529;04;05;3610,36827700311;05;4031624
1;2;1;70;1;14;48;2; ;2;40;1; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;39;21;75;1;2;7530;04;05;1008,66503012197;05;4031627
1;2;1;70;1;4;36;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;13;80;1;1;8060;04;05;1072,33062651203;05;4031629
1;4;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;04;05;806,633199733341;05;4031633
1;3;1;70;1;3;48;1; ;2;4;1; ;6;9;PARTICULAR; ; ; ; ; ; ; ; ;1; ;2; ;2;93;95;45;1;1;4530;04;05;1208,62972914876;05;4031640
1;4;1;70;1;3;48;1; ;2;4;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;140000;2;57;57;93;1;1;9302;04;05;1208,62972914876;05;4031640
1;3;1;70;1;4;48;1; ;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;83;28;1;1;2811;04;05;1359,8755004661;05;4031643
1;3;1;70;1;4;48;1; ;2;16;1; ;6;4; ; ;1; ; ; ; ; ; ; ; ;2; ;2;44;32;80;1;1;8021;04;05;1208,65837105623;05;4031652
1;3;1;70;1;20;48;1; ;2;20;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;53;55;1;2;5529;04;05;963,139714722588;05;4031658
1;3;1;70;1;4;48;1; ;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;53;55;1;1;5529;04;05;1345,83586119369;05;4031664
1;1;1;70;1;8;48;1; ;2;16;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;1;8511;04;05;1072,33062651203;05;4031670
1;1;1;70;1;4;48;1; ;2;12;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;21;39;85;1;1;8512;04;05;739,258197786612;05;4031673
1;1;1;70;1;4;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;04;05;1398,84689537199;05;4031676
1;2;1;70;1;4;48;1; ;2;24;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;54;95;1;1;9500;04;05;1274,49165873837;05;4031685
1;5;1;70;1;3;48;1; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;95;98;60;1;1;6031;04;05;833,180863118979;05;4031686
1;1;1;70;1;36;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;05;880,931153625372;05;4031688
1;2;1;70;1;16;48;2; ;2;112;4; ;1;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;13;13;80;1;2;8060;04;08;516,146344083356;08;4031738
1;1;1;70;1;52;48;1; ;2;104;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;39;75;1;2;7512;04;08;378,982086382443;08;4031761
1;2;1;70;1;4;48;1; ;2;30;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;74;1;1;7492;04;08;459,045577804183;08;4031762
1;2;1;70;1;4;48;1; ;2;6;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;1;950000;2;39;53;92;1;1;9242;04;08;621,420859659503;08;4031775
1;4;1;70;1;18;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;2; ;04;08;523,140265411832;08;4031776
1;2;1;70;1;6;40;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;04;08;1222,68766285194;08;4031782
1;2;1;70;1;2;40;1; ;2;10;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;65;1;1;6512;04;08;568,361337365635;08;4031805
1;4;1;70;1;4;48;1; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;04;08;622,676865655031;08;4031823
1;1;1;70;1;8;48;1; ;2;98;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;45;1;1;4521;04;08;342,731629216838;08;4031833
1;1;1;70;1;4;48;1; ;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;04;08;410,30073160192;08;4031837
1;2;1;70;1;16;48;1; ;2;16;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;52;1;2;5231;04;08;636,295877785421;08;4031839
1;4;1;70;1;3;48;1; ;2;4;4; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;08;497,641558956072;08;4031841
1;3;1;70;1;6;48;1; ;2;8;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;24;1;1;2423;04;08;540,882544958295;08;4031842
1;5;1;70;1;18;48;1; ;2;36;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5239;04;08;484,022546825682;08;4031846
1;2;1;70;1;14;48;1; ;2;24;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;39;52;1;2;5211;04;08;679,242722484389;08;4031858
1;3;1;70;1;12;48;1; ;2;60;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;33;65;1;1;6512;04;08;288,132686323506;08;4031859
1;4;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;1; ;04;08;288,132686323506;08;4031859
1;3;1;70;1;24;48;1; ;2;24;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;03;33;41;1;2;4100;04;08;488,063790810987;08;4031870
1;2;1;70;1;16;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;45;51;1;2;5135;04;08;621,420859659503;08;4031888
1;1;1;70;1;52;48;1; ;2;52;4; ;5;1; ; ; ; ; ; ; ; ;1; ;ARRIENDOS;2; ;2;08;08;71;1;2;7122;04;11;2004,53992185345;11;4031917
1;3;1;70;1;2;16;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;11;1757,25265721415;11;4031918
1;5;1;70;1;1;48;1; ;2;1;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;98;2;33;33;74;1;1;7411;04;11;2127,645731855;11;4031933
1;1;1;70;1;16;48;1; ;2;16;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;39;63;1;2;6320;04;11;2570,70801838402;11;4031936
1;2;1;70;1;24;48;1; ;2;24;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;04;11;2570,70801838402;11;4031936
1;2;1;70;1;6;40;1; ;2;6;1; ;6;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;16;74;1;1;7430;04;11;2919,17753912996;11;4031938
1;2;1;70;1;2;60;1; ;2;2;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;1;689454;2;77;80;19;1;1;1925;04;11;2280,99253727898;11;4031955
1;1;1;70;1;24;48;1; ;2;98;4; ;7;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;63;1;2;6339;04;11;2267,34434697124;11;4031960
1;3;1;70;1;2;35;1; ;2;4;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;98;2;53;53;55;1;1;5521;04;11;2329,64215364543;11;4031965
1;2;1;70;1;48;48;1; ;2;48;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;74;1;2;7413;04;11;2190,24111946865;11;4031980
1;3;1;70;1;16;48;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;39;64;1;2;6412;04;11;2169,36484976096;11;4031991
1;6;1;70;1;52;48;4; ;2;52;5; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;45;1;2;4542;04;11;2169,36484976096;11;4031991
1;1;1;70;1;16;48;2; ;2;16;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;39;80;1;2;8042;04;11;2848,30678792915;11;4031999
1;2;1;70;1;8;48;1; ;2;8;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;51;1;1;5125;04;11;2004,53992185345;11;4032031
1;6;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;04;11;1562,52745857551;11;4032045
1;3;1;70;1;12;48;1; ;2;24;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;83;28;1;1;2811;04;11;3398,47514952605;11;4032047
1;3;1;70;1;20;48;4; ;2;5;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;04;11;3053,69096213165;11;4032048
1;2;1;70;1;11;48;4; ;2;11;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;53;55;1;1;5529;04;11;2190,24111946865;11;4032054
1;4;1;70;1;4;48;1; ;2;4;4; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;52;1;1;5269;04;11;3984,25670668616;11;4032063
1;3;1;70;1;3;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;11;3548,7255996253;11;4032091
1;2;1;70;1;1;16;1; ;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;53;55;1;1;5521;04;11;2848,30678792915;11;4032096
1;1;1;70;1;24;48;4; ;2;12;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;79;18;1;2;1810;04;11;2806,88627194752;11;4032119
1;2;1;70;1;16;48;1; ;2;24;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;59;85;1;2;8531;04;11;3287,41767812553;11;4032122
1;1;1;70;1;23;48;1; ;2;23;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;33;33;52;1;2;5233;04;11;2919,11354230095;11;4032128
1;3;1;70;1;2;48;1; ;2;32;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;15;1;1;1511;04;11;3407,04809405268;11;4032145
1;2;1;70;1;3;48;1; ;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5232;04;11;1770,90084752189;11;4032147
1;2;1;70;1;3;48;1; ;2;12;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;70;1;1;7010;04;11;3635,88719887147;11;4032153
1;2;1;70;1;1;48;1; ;2;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;04;11;1431,00427130259;11;4032158
1;3;1;70;1;2;48;1; ;2;6;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;74;1;1;7430;04;11;1431,00427130259;11;4032158
1;1;1;70;1;6;48;1; ;2;6;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;60;1;1;6021;04;13;272,401949646163;13;4032188
1;6;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;77; ; ;1;2; ;04;13;272,401949646163;13;4032188
1;2;1;70;1;156;40;1; ;2;156;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;21;52;1;2;5211;04;13;340,720750757844;13;4032200
1;3;1;70;1;8;40;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;97;97;45;1;1;4530;04;13;310,051794852452;13;4032210
1;6;1;70;1;26;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;57; ; ;1;2; ;04;13;473,017368052204;13;4032220
1;2;1;70;1;24;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;04;13;389,666796648323;13;4032241
1;4;1;70;1;14;40;1; ;2;14;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;34;75;1;2;7512;04;13;389,666796648323;13;4032241
1;8;1;70;1;5;48;1; ;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;41;52;1;1;5224;04;13;629,999366394229;13;4032244
1;3;1;70;1;28;40;3; ;2;28;3; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;54;54;95;1;2;9500;04;13;361,485144805604;13;4032248
1;3;1;70;1;8;36;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;04;13;351,177148981245;13;4032251
1;2;1;70;1;10;48;1; ;2;12;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;04;13;305,983069850437;13;4032257
1;1;1;70;1;52;48;3; ;2;144;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;04;13;1076,48676227804;13;4032262
1;1;1;70;1;32;40;1; ;2;32;4; ;9;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2;13;13;80;1;2;8050;04;13;408,176627919277;13;4032274
1;7;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;04;13;425,108449548496;13;4032291
1;3;1;70;1;20;48;1; ;2;26;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;04;13;371,215580704009;13;4032306
1;1;1;70;1;4;48;1; ;2;104;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;04;13;367,180367161976;13;4032307
1;2;1;70;1;26;48;1; ;2;26;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;80;1;2;8042;04;13;424,798915065667;13;4032321
1;1;1;70;1;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;45;52;1;1;5234;04;13;341,007887479412;13;4032325
1;5;1;70;1;3;40;1; ;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;62;62;01;1;1;0116;04;15;97,8300982703836;15;4032345
1;1;1;70;1;16;40;1; ;2;16;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;01;1;2;0118;04;15;79,9251023763477;15;4032346
1;2;1;70;1;15;48;2; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;08;74;1;2;7414;04;15;81,0025939626163;15;4032347
1;2;1;70;1;19;40;1; ;2;19;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;54;95;1;2;9500;04;15;78,8540231811759;15;4032348
1;1;1;70;1;24;20;1; ;2;216;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5237;04;15;89,423466241314;15;4032356
1;1;1;70;1;8;48;1; ;2;8;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;35;60;1;1;6022;04;15;101,808609611508;15;4032361
1;6;1;70;1;1;44;5; ;2;1;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;750000;2;95;95;45;1;1;4521;04;15;82,8192202628137;15;4032368
1;3;1;70;1;4;40;2; ;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;33;74;1;1;7430;04;15;80,9004120471531;15;4032375
1;2;1;70;1;16;48;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;80;1;2;8050;04;15;97,6222708709077;15;4032383
1;3;1;70;1;12;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;02; ; ;1;1; ;04;15;78,909424592316;15;4032391
1;2;1;70;1;2;40;1; ;2;12;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;40;1;1;4010;04;15;49,6889490558231;15;4032405
1;2;1;70;1;48;40;1; ;2;48;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;2;8044;04;15;169,760362681801;15;4032406
1;1;1;70;1;12;40;1; ;2;12;2; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;74;1;1;7411;04;15;87,9559582423984;15;4032416
1;1;1;70;1;48;40;1; ;2;48;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;41;52;1;2;5221;04;15;79,9869161785846;15;4032419
1;4;1;70;1;15;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;04;15;124,579495368049;15;4032429
1;1;1;70;1;48;40;2; ;2;96;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;75;1;2;7513;04;15;75,29334581196;15;4032439
1;4;1;70;1;4;3;3; ;2;3;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;54;54;95;1;1;9500;04;17;422,60179372488;17;4032449
1;3;1;70;1;4;48;1; ;2;4;1; ;5;3; ; ; ; ; ; ; ; ; ;1; ;1;2000000;2;05;05;85;1;1;8514;04;17;141,628886595979;17;4032450
1;2;1;70;1;2;48;1; ;2;3;1; ;8;3; ; ;1; ;1; ; ; ; ; ; ;1;2600000;2;02;02;40;1;1;4010;04;17;158,813433581085;17;4032459
1;3;1;70;1;32;42;2; ;2;104;1; ;9;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;59;59;85;1;2;8511;04;17;158,813433581085;17;4032459
1;4;1;70;1;4;48;1; ;2;60;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;97;52;1;1;5211;04;17;208,312471806452;17;4032462
1;4;1;70;1;4;48;1; ;2;4;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;689455;2;87;58;55;1;1;5511;04;17;156,909358028794;17;4032469
1;3;1;70;1;24;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;2; ;04;17;173,889223709038;17;4032493
1;2;1;70;1;24;48;1; ;2;288;4; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;57;93;1;2;9302;04;17;220,293484571866;17;4032497
1;8;1;70;1;2;48;1; ;2;5;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;52;1;1;5231;04;17;220,293484571866;17;4032497
1;4;1;70;1;4;28;3; ;2;60;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;17;179,767355672466;17;4032500
1;5;1;70;1;124;48;1; ;2;16;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;04;17;161,465176694111;17;4032504
1;1;1;70;1;12;48;1; ;2;12;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;97;63;1;1;6310;04;17;221,127354891542;17;4032515
1;2;1;70;1;4;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;17;221,127354891542;17;4032515
1;1;1;70;1;4;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;920000;2;97;97;34;1;1;3430;04;17;273,601591385154;17;4032517
1;3;1;70;1;28;48;1; ;2;28;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;74;1;2;7499;04;17;142,679413445135;17;4032518
1;2;1;70;1;12;48;1; ;2;16;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;85;1;1;8512;04;17;147,223256885834;17;4032560
1;3;1;70;1;4;48;1; ;2;1;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;1;600000;2;53;45;52;1;1;5221;04;17;187,680353673454;17;4032573
1;3;1;70;1;8;48;1; ;2;8;1; ;4;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;04;17;176,870473939288;17;4032574
1;5;1;70;1;8;48;1; ;2;75;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;93;1;1;9302;04;17;176,870473939288;17;4032574
1;7;1;70;1;8;48;1; ;2;52;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;04;17;176,870473939288;17;4032574
1;2;1;70;1;4;60;5; ;2;3;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;51;21;65;1;1;6512;04;17;545,102129071996;17;4032577
1;3;1;70;1;2;48;1; ;2;3;1; ;7;3; ; ; ; ; ; ; ; ; ;1; ;1;1500000;2;34;34;52;1;1;5233;04;17;332,018040269621;17;4032580
1;2;1;70;1;4;48;2; ;2;4;4; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;75;1;1;7514;04;18;71,6008240381229;18;4032607
1;2;1;70;1;16;48;1; ;2;48;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8513;04;18;89,7365020756568;18;4032609
1;3;1;70;1;4;48;1; ;2;8;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;18;158,684135630776;18;4032612
1;1;1;70;1;3;48;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;04;18;81,6379039097838;18;4032614
1;2;1;70;1;4;48;1; ;2;7;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;39;39;52;1;1;5241;04;18;68,6593657767738;18;4032626
1;2;1;70;1;12;48;1; ;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;74;1;1;7430;04;18;73,467758217932;18;4032644
1;6;1;70;1;3;48;1; ;2;7;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;77;15;1;1;1511;04;18;53,0427051124601;18;4032651
1;1;1;70;1;1;48;1; ;2;12;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;50;1;1;5040;04;18;101,304619522141;18;4032653
