DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;AREA;fex_c_2011
1113890;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;19;19;152,20897444518
1113890;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;152,20897444518
1113890;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;152,20897444518
1113890;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;152,20897444518
1113890;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;152,20897444518
1113892;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;97,9013577914728
1113892;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;97,9013577914728
1113892;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;97,9013577914728
1113893;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;98,7828406778155
1113893;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;19;19;98,7828406778155
1113894;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;80,7601026552262
1113894;1;2;1;50;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;19;19;80,7601026552262
1113894;1;3;1;50;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;19;19;80,7601026552262
1113895;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;64,9722466479811
1113895;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;19;19;64,9722466479811
1113895;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;64,9722466479811
1113895;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;64,9722466479811
1113895;1;5;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;64,9722466479811
1113895;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;64,9722466479811
1113896;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;75,9112906096111
1113897;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;72,2731209908901
1113897;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;72,2731209908901
1113897;1;3;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;19;19;72,2731209908901
1113897;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;72,2731209908901
1113897;1;7;1;50;1; ; ;2;6;ESTA ENFERMA;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;72,2731209908901
1113897;1;8;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;72,2731209908901
1113897;1;9;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;19;19;72,2731209908901
1113898;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;19;19;78,0355448356014
1113898;1;2;1;50;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;19;19;78,0355448356014
1113899;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;101,50739849744
1113899;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;19;19;101,50739849744
1113899;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;101,50739849744
1113900;1;1;1;50;1; ; ;3;6;ESTAR EN CASA;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;92,4219709919583
1113900;1;2;1;50;1; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;19;19;92,4219709919583
1113900;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;92,4219709919583
1113900;1;4;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;92,4219709919583
1113900;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;92,4219709919583
1113901;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;87,4515625759702
1113901;1;2;1;50;1; ; ;6;4; ;2;2;2;2;1;9; ; ; ; ; ; ;1;19;19;87,4515625759702
1113901;1;3;1;50;1; ; ;6;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;19;19;87,4515625759702
1113901;1;4;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;87,4515625759702
1113901;1;5;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;87,4515625759702
1113901;1;6;1;50;1; ; ;6;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;19;19;87,4515625759702
1113902;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;63,8081933871387
1113902;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;19;19;63,8081933871387
1113902;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;63,8081933871387
1113902;2;2;2;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;19;19;63,8081933871387
1113903;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;89,5853622512128
1113903;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;89,5853622512128
1113904;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;117,226331759582
1113904;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;117,226331759582
1113904;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;117,226331759582
1113905;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;92,9833214272694
1113905;1;2;1;50;1; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;19;19;92,9833214272694
1113905;1;3;1;50;1; ; ;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;19;19;92,9833214272694
1113906;1;1;1;50;1; ; ;1;6;ASISTIR A LA ASOCIACION DE PENSIONADOS DEL CAUCA;2;2;2;2;1;9; ; ; ; ; ; ;1;19;19;113,214884453612
1113909;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;85,6482646396615
1113909;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;19;19;85,6482646396615
1113910;1;1;1;50;1; ; ;2;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;89,5853622512128
1113910;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;89,5853622512128
1113911;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;19;19;100,907094903806
1113911;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;19;19;100,907094903806
1113911;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;19;19;100,907094903806
1113912;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;140,873749920632
1113912;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;140,873749920632
1113912;1;3;1;50;1; ; ;3;6;HOSPITALIZADA;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;140,873749920632
1113913;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;142,918867140283
1113913;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;142,918867140283
1113914;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;113,146165379027
1113914;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;113,146165379027
1113916;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;147,643205631087
1113916;1;2;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;20;20;147,643205631087
1113916;1;3;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;147,643205631087
1113916;1;4;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;147,643205631087
1113917;1;1;1;50;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;20;20;130,134162039118
1113918;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;125,66072149472
1113918;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;20;20;125,66072149472
1113919;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;141,188336788687
1113919;1;2;1;50;1;4; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;141,188336788687
1113920;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;115,647216977494
1113920;1;2;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;115,647216977494
1113920;1;3;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;115,647216977494
1113921;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;124,458716196398
1113921;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;124,458716196398
1113921;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;124,458716196398
1113921;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;124,458716196398
1113921;1;6;1;50;1;1; ;6;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;124,458716196398
1113922;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;111,851069996031
1113922;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;111,851069996031
1113922;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;111,851069996031
1113922;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;111,851069996031
1113923;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;160,135547836437
1113923;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;20;20;160,135547836437
1113923;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;160,135547836437
1113923;1;4;1;50;1; ; ;4;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;160,135547836437
1113924;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;157,428206265792
1113924;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;157,428206265792
1113924;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;157,428206265792
1113924;1;4;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;157,428206265792
1113925;1;1;1;50;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;20;20;126,947542631183
1113925;1;2;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;126,947542631183
1113925;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;126,947542631183
1113926;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;130,932973677128
1113926;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;130,932973677128
1113926;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;130,932973677128
1113926;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;130,932973677128
1113926;1;5;1;50;1; ; ;5;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;20;20;130,932973677128
1113927;1;1;1;50;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;20;20;129,575143798019
1113927;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;129,575143798019
1113928;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;130,926307846198
1113928;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;130,926307846198
1113929;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,799544451571
1113929;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;20;20;133,799544451571
1113929;1;3;1;50;1; ; ;3;6;ACTIVIDADES FESTIVIDADES;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,799544451571
1113930;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;105,391752592764
1113930;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;20;20;105,391752592764
1113930;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;105,391752592764
1113930;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;105,391752592764
1113931;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;118,374472786762
1113931;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;20;20;118,374472786762
1113931;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;118,374472786762
1113931;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;118,374472786762
1113932;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;112,410088237129
1113932;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;112,410088237129
1113932;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;112,410088237129
1113933;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;167,65082602721
1113933;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;167,65082602721
1113933;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;167,65082602721
1113933;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;167,65082602721
1113934;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;122,662722318898
1113935;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;157,349307662853
1113935;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;20;20;157,349307662853
1113936;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;161,501426130277
1113936;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;161,501426130277
1113936;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;161,501426130277
1113937;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;148,408523053853
1113937;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;148,408523053853
1113938;1;1;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;107,634884905248
1113938;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;107,634884905248
1113939;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;138,643441688719
1113939;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;138,643441688719
1113940;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;123,411024624478
1113940;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;123,411024624478
1113940;1;3;1;50;1; ; ;3;6;DESCANSANDO;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;123,411024624478
1113941;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;117,896913847737
1113941;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;117,896913847737
1113942;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;138,891966113982
1113942;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;138,891966113982
1113942;1;3;1;50;1;1; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;138,891966113982
1113943;1;1;1;50;1; ; ;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;1;20;20;133,424529141704
1113943;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;20;20;133,424529141704
1113944;1;1;1;50;1; ; ;1;6;DESCANSANDO;2;2;2;2;1;8; ;1;2; ; ; ;1;20;20;147,135052231067
1113944;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;147,135052231067
1113944;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;147,135052231067
1113944;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;147,135052231067
1113945;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;163,373027054502
1113945;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;20;20;163,373027054502
1113946;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;143,667169445863
1113946;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;143,667169445863
1113946;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;143,667169445863
1113946;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;143,667169445863
1113947;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;116,694908549415
1113947;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;116,694908549415
1113947;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;116,694908549415
1113947;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;116,694908549415
1113947;1;5;1;50;1; ; ;5;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;20;20;116,694908549415
1113948;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;128,175123406865
1113948;1;2;1;50;1; ; ;2;6;ESTA  ENFERMA;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;128,175123406865
1113948;1;3;1;50;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;128,175123406865
1113948;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;128,175123406865
1113948;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;128,175123406865
1113948;1;6;1;50;1;3; ;6;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;128,175123406865
1113949;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,673053566967
1113949;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,673053566967
1113949;1;4;1;50;1;1; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;133,673053566967
1113950;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;137,407586666505
1113950;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;137,407586666505
1113951;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;139,899162133315
1113951;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;139,899162133315
1113951;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;139,899162133315
1113952;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;6;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;7;1;50;1; ; ;7;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113952;1;8;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;113,840542125616
1113953;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;140,873749920632
1113953;1;2;1;50;1; ; ;2;3; ;2;1; ; ; ; ; ; ; ; ; ; ;1;20;20;140,873749920632
1113953;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;140,873749920632
1113954;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;126,151104514316
1113955;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,697508430138
1113955;1;2;1;50;1; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,697508430138
1113955;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,697508430138
1113955;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,697508430138
1113956;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113956;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113956;1;3;1;50;1; ; ;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113956;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113956;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113956;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113956;1;8;1;50;1; ; ;8;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;118,427812422155
1113957;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;171,026075509558
1113957;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;171,026075509558
1113958;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;150,321671639001
1113958;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;2; ;1;2; ; ; ;1;20;20;150,321671639001
1113963;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;153,503398521247
1113963;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;153,503398521247
1113963;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;153,503398521247
1113964;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,92157799223
1113964;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,92157799223
1113964;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;133,92157799223
1113964;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;133,92157799223
1113965;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,424529141704
1113965;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;133,424529141704
1113966;1;1;1;50;1;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;174,97759028999
1113966;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;1;20;20;174,97759028999
1113966;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;174,97759028999
1113966;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;174,97759028999
1113966;1;5;1;50;1;2; ;5;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;20;20;174,97759028999
1113966;1;6;1;50;1; ; ;6;3; ;2;2;1; ; ; ; ; ; ; ; ; ;1;20;20;174,97759028999
1113966;1;8;1;50;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;20;174,97759028999
1113966;1;9;1;50;1; ; ;9;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;20;20;174,97759028999
