DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;AREA;fex_c_2011
1097618;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;531,047736397636
1097618;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;531,047736397636
1097618;1;4;1;50;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;531,047736397636
1097618;2;1;2;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;08;08;531,047736397636
1097618;2;2;2;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;531,047736397636
1097619;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;439,727586479566
1097619;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;439,727586479566
1097619;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;08;08;439,727586479566
1097619;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;439,727586479566
1097619;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;439,727586479566
1097619;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;439,727586479566
1097620;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;574,353098809129
1097620;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;574,353098809129
1097620;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;1;08;08;574,353098809129
1097622;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;587,649948406534
1097622;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;587,649948406534
1097622;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;08;587,649948406534
1097622;1;4;1;50;1; ; ;4;6;GESTIONES PARA INGRESAR AL EJERCITO;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;587,649948406534
1097624;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;2;2;2;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;2;3;2;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;2;4;2;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097624;2;5;2;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;506,097813837279
1097625;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;571,270880886265
1097625;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;08;08;571,270880886265
1097627;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;554,282230542756
1097627;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;08;08;554,282230542756
1097627;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;554,282230542756
1097628;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;584,942699085615
1097628;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;584,942699085615
1097628;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;584,942699085615
1097629;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;682,761375722758
1097629;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;1;08;08;682,761375722758
1097630;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;513,867217395939
1097630;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;513,867217395939
1097630;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;513,867217395939
1097631;1;1;1;50;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;551,290319244469
1097631;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;551,290319244469
1097632;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;621,485428191438
1097633;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;615,684022726302
1097633;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;08;08;615,684022726302
1097634;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;503,641200358101
1097634;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;503,641200358101
1097634;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;503,641200358101
1097635;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;378,931152054287
1097635;1;2;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;378,931152054287
1097636;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;673,0068311188
1097636;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;673,0068311188
1097637;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;673,0068311188
1097637;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;673,0068311188
1097638;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;376,480296163586
1097638;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;376,480296163586
1097638;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;376,480296163586
1097638;2;1;2;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;376,480296163586
1097638;2;2;2;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;376,480296163586
1097638;2;3;2;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;376,480296163586
1097639;1;1;1;50;1; ; ;1;6;NO HACE NADA;2;2;2;2;1;8; ;2; ;2; ; ;1;08;08;674,281380165303
1097639;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;674,281380165303
1097639;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;08;674,281380165303
1097640;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;684,963220902914
1097640;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;684,963220902914
1097641;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;601,931349429124
1097641;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;601,931349429124
1097642;1;1;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;517,375918198286
1097642;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;517,375918198286
1097642;1;3;1;50;1; ; ;2;6;ES  VAGO;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;517,375918198286
1097642;1;4;1;50;1;1; ;5;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;08;08;517,375918198286
1097642;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;517,375918198286
1097643;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;621,485428191438
1097645;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097645;1;2;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097645;1;3;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097645;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097645;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097645;1;7;1;50;1; ; ;7;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097645;1;8;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;08;08;431,027214580337
1097649;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;326,296561884678
1097649;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;326,296561884678
1097649;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;326,296561884678
1097652;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;385,664590912456
1097652;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;385,664590912456
1097652;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;385,664590912456
1097652;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;385,664590912456
1097652;1;5;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;385,664590912456
1097652;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;385,664590912456
1097653;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;321,815917895764
1097653;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;321,815917895764
1097654;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;310,541464123912
1097654;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;310,541464123912
1097656;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;333,483702854379
1097656;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;333,483702854379
1097656;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;333,483702854379
1097657;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097657;1;2;1;50;1; ; ;2;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097659;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;293,127969233392
1097659;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;293,127969233392
1097659;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;293,127969233392
1097659;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;293,127969233392
1097659;1;5;1;50;1; ; ;5;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;293,127969233392
1097660;1;1;1;50;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;373,44316152801
1097660;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;373,44316152801
1097660;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;373,44316152801
1097660;1;4;1;50;1; ; ;4;6;ESPERANDO PARA ESTUDIAR;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;373,44316152801
1097660;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;373,44316152801
1097660;1;6;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;373,44316152801
1097661;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;349,926793831413
1097661;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;349,926793831413
1097662;1;1;1;50;1; ; ;2;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;375,628615638238
1097662;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;375,628615638238
1097662;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;375,628615638238
1097663;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;326,535194058018
1097663;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;326,535194058018
1097663;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;326,535194058018
1097663;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;326,535194058018
1097663;1;7;1;50;1; ; ;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;326,535194058018
1097665;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;332,536727241785
1097665;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;332,536727241785
1097665;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;332,536727241785
1097666;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;352,889626703381
1097666;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;352,889626703381
1097666;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;352,889626703381
1097666;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;352,889626703381
1097667;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;313,50429699588
1097667;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;313,50429699588
1097667;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;313,50429699588
1097667;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;313,50429699588
1097668;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;338,631989836575
1097668;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;338,631989836575
1097669;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;329,66762378084
1097669;1;2;1;50;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;329,66762378084
1097672;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;309,853470907644
1097672;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;309,853470907644
1097672;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;309,853470907644
1097672;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;309,853470907644
1097674;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;346,534950139503
1097674;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;346,534950139503
1097674;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;346,534950139503
1097674;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;346,534950139503
1097675;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097675;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097676;1;1;1;50;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097676;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097677;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;335,240146144665
1097677;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;335,240146144665
1097677;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;335,240146144665
1097677;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;335,240146144665
1097678;1;1;1;50;1; ; ;1;6;PENSINADO;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;508,227004950459
1097678;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;508,227004950459
1097678;1;3;1;50;1; ; ;3;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;508,227004950459
1097678;1;4;1;50;1; ; ;4;6;EDAD;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;508,227004950459
1097679;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;409,676464438029
1097679;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;409,676464438029
1097679;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;409,676464438029
1097679;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;409,676464438029
1097680;1;1;1;50;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;13;13;310,541464123912
1097680;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;310,541464123912
1097681;1;1;1;50;1; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;376,555241027846
1097681;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;376,555241027846
1097681;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;376,555241027846
1097682;1;1;1;50;1; ; ;1;6;ARREGLO DEL HOGAR;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;402,771734165546
1097682;1;2;1;50;1; ; ;2;6;EN LA IGLESIA;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;402,771734165546
1097682;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;402,771734165546
1097682;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;402,771734165546
1097683;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;332,674235176686
1097683;1;2;1;50;1;7;INTERNET;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;332,674235176686
1097684;1;1;1;50;1; ; ;1;6;DESCANSAR;2;2;2;2;1;11; ; ; ; ; ; ;1;13;13;384,957432194289
1097684;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;384,957432194289
1097686;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;344,778506849217
1097686;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;344,778506849217
1097686;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;344,778506849217
1097687;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;318,372819786002
1097687;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;318,372819786002
1097688;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;343,02206355893
1097688;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;343,02206355893
1097689;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;244,166737519831
1097689;1;2;1;50;1;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;244,166737519831
1097689;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;244,166737519831
1097689;1;4;1;50;1; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;244,166737519831
1097689;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;244,166737519831
1097689;1;6;1;50;1; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;244,166737519831
1097692;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;344,778506849217
1097692;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;344,778506849217
1097692;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;344,778506849217
1097693;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;286,223238960909
1097693;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;286,223238960909
1097693;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;286,223238960909
1097693;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;286,223238960909
1097693;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;286,223238960909
1097694;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;343,02206355893
1097694;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;343,02206355893
1097695;1;1;1;50;1;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;345,536720109058
1097695;1;2;1;50;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;13;13;345,536720109058
1097696;1;1;1;50;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097696;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;378,052701921806
1097697;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;356,831524103896
1097697;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;356,831524103896
1097698;1;1;1;50;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;13;13;298,276256215588
1097698;1;2;1;50;1; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;298,276256215588
1097698;1;3;1;50;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;298,276256215588
1097698;1;5;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;298,276256215588
1097699;1;1;1;50;1; ; ;1;6;ESTA ENFERMA CON UNA  PIERNA  ENYESADA;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;266,890694299945
1097699;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;266,890694299945
1097699;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;266,890694299945
1097699;1;4;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;266,890694299945
1097699;1;5;1;50;1; ; ;5;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;266,890694299945
1097700;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;304,964597894535
1097700;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;1;13;13;304,964597894535
1097700;1;3;1;50;1; ; ;3;6;SEMANA  SANTA;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;304,964597894535
1097700;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;304,964597894535
1097700;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;304,964597894535
1097700;1;6;1;50;1; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;304,964597894535
1097701;1;1;1;50;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;1;13;13;295,190764161108
1097701;1;2;1;50;1; ; ;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ;1;13;13;295,190764161108
1097701;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;13;13;295,190764161108
1097701;1;4;1;50;1;3; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;1;13;13;295,190764161108
1097701;1;5;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;13;13;295,190764161108
1097702;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;1;15;15;79,2127346594439
1097702;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;79,2127346594439
1097702;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;1;15;15;79,2127346594439
1097702;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;79,2127346594439
1097704;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15;15;90,0575221757176
