DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7480,P7480S1,P7480S2,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S2A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,DPTO,fex_c_2011
575038,1,1,17,90,,2,,1,1,2,2,2,1,2,2,2,,,14,14,,,,5,,,,17,353.300.588.930.722
575038,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,17,353.300.588.930.722
575039,1,1,17,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,17,496.861.483.814.939
575039,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,17,496.861.483.814.939
575039,1,3,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,496.861.483.814.939
575039,1,4,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,496.861.483.814.939
575040,1,1,17,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,17,327.742.643.699.343
575041,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,376.711.024.735.086
575041,1,2,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,376.711.024.735.086
575042,1,1,17,90,,2,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,8,17,135.192.831.008.067
575043,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,125.907.479.407.263
575043,1,2,17,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,48,,,,,,,17,125.907.479.407.263
575044,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,134.089.656.655.488
575044,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,17,134.089.656.655.488
575044,1,3,17,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,17,134.089.656.655.488
575045,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,12.146.299.893.847
575045,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,17,12.146.299.893.847
575045,1,3,17,90,,2,,2,2,2,2,2,1,2,2,2,,,,,,,,36,,,,17,12.146.299.893.847
575046,1,1,17,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,17,149.192.461.790.288
575046,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,17,149.192.461.790.288
575047,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,176.022.498.828.598
575047,1,2,17,90,,2,,2,2,1,2,2,2,2,2,2,,,,,35,,,,,,,17,176.022.498.828.598
575047,1,3,17,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,48,,,,,,,17,176.022.498.828.598
575047,1,5,17,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,17,176.022.498.828.598
575048,1,1,17,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,17,139.742.550.612.971
575050,1,1,17,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,17,107.733.166.868.873
575050,1,2,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,107.733.166.868.873
575050,1,3,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,107.733.166.868.873
575050,1,4,17,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,17,107.733.166.868.873
575050,1,5,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,107.733.166.868.873
575051,1,1,17,90,,2,,1,2,2,1,2,2,2,2,2,,,14,,,14,,,,,,17,165.957.632.433.881
575051,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,2,,,,,,,,,17,165.957.632.433.881
575051,1,3,17,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,17,165.957.632.433.881
575051,1,4,17,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,17,165.957.632.433.881
575052,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,201.352.826.719.483
575052,1,2,17,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,17,201.352.826.719.483
575052,1,3,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,201.352.826.719.483
575052,1,4,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,201.352.826.719.483
575052,1,7,17,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,17,201.352.826.719.483
575053,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,125.570.341.578.362
575053,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,17,125.570.341.578.362
575054,1,1,17,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,17,135.192.831.008.067
575055,1,1,17,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,17,105.140.205.259.889
575055,1,2,17,90,,2,,1,2,2,2,2,2,2,2,2,,,48,,,,,,,,,17,105.140.205.259.889
575437,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,998.254.563.142.157
575437,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,6,,,,,,,,,23,998.254.563.142.157
575438,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,21,,,,,,,23,13.578.684.731.046
575438,1,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,13.578.684.731.046
575438,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,23,13.578.684.731.046
575438,1,4,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,4,,,,,,,23,13.578.684.731.046
575438,1,5,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,35,,,,,,,23,13.578.684.731.046
575438,2,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,23,13.578.684.731.046
575438,2,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,13.578.684.731.046
575439,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,1,,,,,,,,,23,890.076.288.138.272
575439,1,2,23,90,,2,,1,2,2,2,2,2,2,1,2,,,35,,,,,,,4,,23,890.076.288.138.272
575439,1,3,23,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,21,,,,,,,23,890.076.288.138.272
575440,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,28,,,,,,,23,121.302.670.408.847
575442,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,117.786.620.474.808
575442,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,117.786.620.474.808
575443,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.545.343.010.213
575443,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,14,,,,,,,23,143.545.343.010.213
575444,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,139.947.609.774.474
575444,1,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,139.947.609.774.474
575444,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,23,139.947.609.774.474
575444,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,139.947.609.774.474
575444,1,5,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,49,,,,,,,23,139.947.609.774.474
575444,1,6,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,139.947.609.774.474
575445,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,164.878.478.165.767
575445,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,45,,,,,,,,,23,164.878.478.165.767
575445,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,164.878.478.165.767
575446,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,103.037.583.745.006
575446,1,2,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,5,,,,,,,23,103.037.583.745.006
575446,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,23,103.037.583.745.006
575446,1,4,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,103.037.583.745.006
575447,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,132.891.547.460.614
575447,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,21,,,,,,,23,132.891.547.460.614
575447,1,3,23,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,3,,,,,,,23,132.891.547.460.614
575447,1,4,23,90,,2,,1,2,2,2,2,1,2,2,2,,,4,,,,,7,,,,23,132.891.547.460.614
575447,1,5,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,132.891.547.460.614
575448,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.746.838.447.474
575448,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,23,143.746.838.447.474
575448,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,6,,,,,,,,,23,143.746.838.447.474
575448,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,4,,,,,,,,,23,143.746.838.447.474
575448,1,7,23,90,,2,,1,2,1,2,2,2,2,2,2,,,24,,14,,,,,,,23,143.746.838.447.474
575449,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,973.148.215.243.347
575449,1,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,973.148.215.243.347
575450,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.165.439.913.473
575450,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,23,123.165.439.913.473
575450,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.165.439.913.473
575450,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,123.165.439.913.473
575451,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,23,113.565.655.304.896
575452,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,127.379.875.157.001
575452,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,127.379.875.157.001
575452,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,127.379.875.157.001
575452,1,4,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,127.379.875.157.001
575454,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,998.254.563.142.157
575454,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,998.254.563.142.157
575455,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,123.261.450.024.072
575455,1,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.261.450.024.072
575455,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.261.450.024.072
575456,1,1,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,133.309.854.297.571
575456,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,28,,,,,,,23,133.309.854.297.571
575457,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,140.966.590.885.111
575457,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,49,,,,,,,,,23,140.966.590.885.111
575458,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,134.041.059.380.786
575458,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,134.041.059.380.786
575458,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,134.041.059.380.786
575458,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,134.041.059.380.786
575458,1,5,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,134.041.059.380.786
575459,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,23,124.441.274.772.209
575459,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,124.441.274.772.209
575460,1,1,23,90,,2,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,7,23,133.309.854.297.571
575460,1,2,23,90,,2,,1,1,1,2,2,2,2,1,2,,,21,28,28,,,,,21,,23,133.309.854.297.571
575461,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,104.964.121.642.505
575461,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,21,,,,,,,23,104.964.121.642.505
575461,1,3,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,104.964.121.642.505
575461,1,4,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,28,,,,,,,23,104.964.121.642.505
575461,1,7,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,28,,,,,,,23,104.964.121.642.505
575461,1,11,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,104.964.121.642.505
575461,1,12,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,28,,,,,,,23,104.964.121.642.505
575461,1,15,23,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,14,,,,,,,23,104.964.121.642.505
575461,1,16,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,21,,,,,,,23,104.964.121.642.505
575462,1,1,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,144.690.213.394.489
575462,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,23,144.690.213.394.489
575463,1,1,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,163.698.314.167.943
575463,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,23,163.698.314.167.943
575463,2,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,163.698.314.167.943
575464,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,947.303.910.344.982
575464,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,28,,,,,,,23,947.303.910.344.982
575464,1,3,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,23,947.303.910.344.982
575464,1,5,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,947.303.910.344.982
575464,1,6,23,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,947.303.910.344.982
575465,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,117.615.950.795.147
575465,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,117.615.950.795.147
575465,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,117.615.950.795.147
575465,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,117.615.950.795.147
575466,1,1,23,90,,2,,2,1,2,2,2,2,2,2,2,,,,28,,,,,,,,23,1.066.817.787.164
575466,1,2,23,90,,2,,2,1,2,2,2,2,2,2,2,,,,21,,,,,,,,23,1.066.817.787.164
575468,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,146.120.999.713.382
575468,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,28,,,,,,,23,146.120.999.713.382
575468,1,3,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,146.120.999.713.382
575468,1,4,23,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,23,146.120.999.713.382
575468,1,6,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,146.120.999.713.382
575468,1,7,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,146.120.999.713.382
575469,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,21,,,,,,,23,100.371.101.256.749
575469,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,21,,,,,,,23,100.371.101.256.749
575469,1,3,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,32,,,,,,,23,100.371.101.256.749
575469,1,6,23,90,,2,,1,2,2,2,2,2,2,2,2,,,26,,,,,,,,,23,100.371.101.256.749
575470,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,32,,,,,,,,,23,114.718.675.731.714
575470,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,114.718.675.731.714
575470,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,114.718.675.731.714
575471,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,25,,14,,,,,,,23,137.291.938.221.016
575471,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,34,,,,,,,,,23,137.291.938.221.016
575471,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,137.291.938.221.016
575471,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,137.291.938.221.016
575471,1,5,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,137.291.938.221.016
575472,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,113.247.759.863.916
575473,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,998.254.563.142.157
575473,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,998.254.563.142.157
575475,1,1,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,32,,,,,,,23,127.638.948.849.577
575475,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,12,,,,,,,23,127.638.948.849.577
575475,1,3,23,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,35,,,,,,,23,127.638.948.849.577
575475,1,4,23,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,21,,,,,,,23,127.638.948.849.577
575476,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,21,,,,,,,23,142.832.177.190.047
575476,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,32,,,,,,,23,142.832.177.190.047
575477,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,25,,,,,,,23,12.205.312.173.576
575478,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,114.954.257.313.565
575478,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,25,,,,,,,,,23,114.954.257.313.565
575478,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,114.954.257.313.565
575478,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,114.954.257.313.565
575479,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,32,,21,,,,,,,23,110.540.639.115.281
575479,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,110.540.639.115.281
575479,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,110.540.639.115.281
575479,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,110.540.639.115.281
575479,1,5,23,90,,2,,1,2,1,2,2,2,2,2,2,,,36,,21,,,,,,,23,110.540.639.115.281
575479,1,7,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,110.540.639.115.281
575480,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,21,,,,,,,23,145.015.680.453.145
575480,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,32,,28,,,,,,,23,145.015.680.453.145
575481,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,23,115.635.704.394.998
575481,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,115.635.704.394.998
575481,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,115.635.704.394.998
575482,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,118.544.378.691.019
575482,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,32,,21,,,,,,,23,118.544.378.691.019
575482,1,3,23,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,25,,,,,,,23,118.544.378.691.019
575482,1,4,23,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,12,,,,,,,23,118.544.378.691.019
575482,1,5,23,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,118.544.378.691.019
575483,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,25,,,,,,,,,23,109.466.690.417.271
575483,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,109.466.690.417.271
575483,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,109.466.690.417.271
575483,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,109.466.690.417.271
575484,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,15,,,,,,,23,141.682.665.269.875
575484,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,25,,21,,,,,,,23,141.682.665.269.875
575485,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,12,,,,,,,23,132.782.089.784.056
575485,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,25,,,,,,,23,132.782.089.784.056
575485,1,3,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,32,,,,,,,23,132.782.089.784.056
575486,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,25,,,,,,,,,23,828.126.084.379.677
575486,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,23,828.126.084.379.677
575486,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,23,828.126.084.379.677
575486,1,4,23,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,828.126.084.379.677
575486,1,5,23,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,828.126.084.379.677
575487,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,26,,21,,,,,,,23,148.121.912.208.574
575487,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,32,,21,,,,,,,23,148.121.912.208.574
575488,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,7,,,,,,,23,113.916.095.065.249
575489,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,2,,1,,,,,,,23,130.495.766.372.921
575489,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,7,,,,,,,23,130.495.766.372.921
575490,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,14,,,,,,,23,824.530.468.988.997
575490,1,4,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,824.530.468.988.997
575490,1,5,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,14,,,,,,,23,824.530.468.988.997
575490,2,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,824.530.468.988.997
575490,2,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,824.530.468.988.997
575491,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,115.622.592.514.898
575491,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,115.622.592.514.898
575491,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,115.622.592.514.898
575491,1,6,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,115.622.592.514.898
575492,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,115.091.131.788.815
575492,1,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,115.091.131.788.815
575492,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,115.091.131.788.815
575493,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.170.124.320.093
575493,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,23,126.170.124.320.093
575493,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.170.124.320.093
575493,1,5,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.170.124.320.093
575493,1,6,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,126.170.124.320.093
575494,1,1,23,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,14,,,,,,,23,915.438.470.527.473
575494,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,7,,,,,,,23,915.438.470.527.473
575494,1,3,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,915.438.470.527.473
575494,1,4,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,915.438.470.527.473
575494,2,1,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,915.438.470.527.473
575495,1,1,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,130.495.766.372.921
575495,1,2,23,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,21,,,,,,,23,130.495.766.372.921
575496,1,1,23,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,23,113.247.759.863.916
575497,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,13.156.864.273.458
575497,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,13.156.864.273.458
575498,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,114.562.828.033.339
575498,1,2,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,114.562.828.033.339
575498,1,4,23,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,14,,,,,,,23,114.562.828.033.339
575499,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,138.504.201.024.921
575499,1,2,23,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,138.504.201.024.921
575499,1,3,23,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,138.504.201.024.921
575499,1,4,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,138.504.201.024.921
575500,1,1,23,90,,2,,1,1,1,2,2,2,2,2,2,,,14,15,10,,,,,,,23,132.493.087.864.928
575501,1,1,23,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,151.565.714.720.006
575501,1,4,23,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,151.565.714.720.006
