directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;mes;area;dpto;fex_c_2011
137074;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;361,692637345895
137076;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1613,63924141151
137076;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1613,63924141151
137076;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1613,63924141151
137077;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;875,030291611719
137077;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;875,030291611719
137078;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1436,93290667142
137078;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;05;05;1436,93290667142
137078;1;3;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;1436,93290667142
137079;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;205,634152877842
137079;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;205,634152877842
137080;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;505,638681102305
137080;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;505,638681102305
137080;1;3;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;505,638681102305
137080;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;505,638681102305
137082;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;314,484800233912
137082;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;314,484800233912
137083;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;96,2840700943062
137083;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;23;23;96,2840700943062
137083;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;96,2840700943062
137083;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;96,2840700943062
137083;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;96,2840700943062
137087;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;94,0798830916942
137087;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;94,0798830916942
137088;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;121,30680682672
137088;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;121,30680682672
137088;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;121,30680682672
137089;1;1;3;2;2;2;1;2; ; ; ; ; ; ;1;1;06;11;11;1261,81114293548
137090;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1615,61503771118
137090;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;1615,61503771118
137091;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;11;11;1189,20934908036
137094;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;147,470383055637
137094;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;52;52;147,470383055637
137094;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;147,470383055637
137099;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;283,565434975919
137099;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;283,565434975919
137099;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;283,565434975919
137100;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;350,271071026677
137100;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;350,271071026677
137102;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;3315,07207062283
137102;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;3315,07207062283
137103;1;1;6;2;2;2;2; ;1;9; ; ; ; ; ;1;06;23;23;134,759668195563
137103;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;134,759668195563
137103;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;134,759668195563
137103;2;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;134,759668195563
137103;2;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;134,759668195563
137106;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1084,98427384589
137107;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;84,0229061410765
137107;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;84,0229061410765
137107;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;84,0229061410765
137108;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;366,29900280441
137108;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;366,29900280441
137108;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;366,29900280441
137108;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;366,29900280441
137110;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;147,470383055637
137110;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;147,470383055637
137110;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;147,470383055637
137111;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;329,674037671214
137111;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;329,674037671214
137111;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;13;13;329,674037671214
137111;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;329,674037671214
137111;1;5;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;329,674037671214
137111;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;329,674037671214
137111;1;8;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;13;13;329,674037671214
137111;1;10;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;329,674037671214
137112;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;506,60523175574
137113;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;915,693529302912
137113;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;11;11;915,693529302912
137113;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;915,693529302912
137113;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;915,693529302912
137115;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;383,21782884872
137115;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;08;08;383,21782884872
137115;1;3;4;2;2;2;1;7; ; ; ; ; ; ;1;1;06;08;08;383,21782884872
137115;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;383,21782884872
137115;1;5;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;383,21782884872
137116;1;1;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;68;68;352,87846396131
137116;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;352,87846396131
137116;1;3;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;68;68;352,87846396131
137116;1;4;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;352,87846396131
137117;1;1;2;2;2;2;1;3; ; ; ; ; ; ;1;1;06;11;11;1174,4702328255
137117;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1174,4702328255
137119;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;05;05;2281,41097275347
137121;1;1;6;2;2;2;1;2; ; ; ; ; ; ;1;1;06;11;11;2057,30077652524
137122;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;199,513347124504
137122;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;199,513347124504
137122;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;199,513347124504
137122;1;4;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;199,513347124504
137123;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;23;23;98,14782628262
137123;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;23;23;98,14782628262
137124;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;92,4623207444042
137124;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;92,4623207444042
137126;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;1081,05312056936
137126;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;11;1081,05312056936
137127;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;107,270941033416
137127;1;2;2;2;2;2;1;4; ; ; ; ; ; ;1;1;06;73;73;107,270941033416
137131;1;1;4;2;2;2;2; ;1;2;1;1; ;3;1;1;06;11;11;3053,46521441046
137132;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;159,969041826463
137132;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;159,969041826463
137136;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;268,587832712485
137136;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;17;17;268,587832712485
137136;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;268,587832712485
137138;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;218,371929797584
137138;1;2;6;2;2;1; ; ; ; ; ; ; ; ; ;1;06;52;52;218,371929797584
137139;1;1;6;2;2;2;2; ;1;2;2; ;2; ; ;1;06;52;52;140,375085749795
137139;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;140,375085749795
137141;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3121,51064823997
137141;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3121,51064823997
137143;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;531,783851929187
137143;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;531,783851929187
137147;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2925,41896859749
137147;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;11;11;2925,41896859749
137147;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2925,41896859749
137147;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2925,41896859749
137148;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;329,186355258539
137148;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;66;66;329,186355258539
137148;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;329,186355258539
137148;1;7;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;329,186355258539
137149;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;108,325091749959
137149;1;2;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;23;23;108,325091749959
137150;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;05;05;1792,89089265806
137152;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2995,88212994702
137156;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;73;162,425533507981
137156;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;162,425533507981
137156;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;162,425533507981
137157;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1626,59244087377
137157;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;1626,59244087377
137158;1;1;4;2;2;2;2; ;1;8;1;2; ; ; ;1;06;11;11;2757,04082129306
137158;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;11;2757,04082129306
137158;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2757,04082129306
137158;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2757,04082129306
137163;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1542,82517773119
137163;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1542,82517773119
137163;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;1542,82517773119
137166;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;273,3403700331
137166;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;17;273,3403700331
137166;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;273,3403700331
137167;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1758,80756161086
137167;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1758,80756161086
137168;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;117,158795828283
137168;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;117,158795828283
137168;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;17;117,158795828283
137168;1;4;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;117,158795828283
137168;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;117,158795828283
137168;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;117,158795828283
137170;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;400,18199371321
137170;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;400,18199371321
137170;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;400,18199371321
137170;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;400,18199371321
137170;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;400,18199371321
137173;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;251,101548508375
137173;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;251,101548508375
137175;1;1;6;2;2;2;2; ;1;9; ; ; ; ; ;1;06;05;05;3199,65300728662
137175;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;3199,65300728662
137175;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;3199,65300728662
137175;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;3199,65300728662
137184;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;76;76;650,48845331369
137184;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;650,48845331369
137184;1;3;6;2;2;2;1;4; ; ; ; ; ; ;1;1;06;76;76;650,48845331369
137185;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;4722,34189194169
137189;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;235,585455859212
137189;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;235,585455859212
137190;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;637,675406697471
137190;1;2;4;2;2;2;2; ;1;2;2; ;2; ; ;1;06;08;08;637,675406697471
137190;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;637,675406697471
137191;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;06;54;54;461,248269547558
137191;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;54;54;461,248269547558
137191;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;54;54;461,248269547558
137193;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;59,8346688279256
137193;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;59,8346688279256
137193;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;59,8346688279256
137193;1;4;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;17;17;59,8346688279256
137195;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;523,918265775586
137195;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;523,918265775586
137196;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;379,323152579663
137196;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;379,323152579663
137199;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;558,132751313566
137199;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;558,132751313566
137199;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;558,132751313566
137200;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;297,614116105922
137201;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;145,943436391426
137201;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;145,943436391426
137201;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;145,943436391426
137201;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;145,943436391426
137201;1;5;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;13;13;145,943436391426
137201;1;6;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;145,943436391426
137203;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2696,29391695232
137205;1;1;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;52;52;256,460188067213
137207;1;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;126,336477771254
137207;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;126,336477771254
137209;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;938,655241793718
137209;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;938,655241793718
137209;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;938,655241793718
137211;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2173,74130903471
137211;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;2173,74130903471
137213;1;1;6;1; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1758,80065631469
137213;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;76;76;1758,80065631469
137219;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;5003,73384267518
137221;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;469,70102022236
137223;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;469,529531404015
137223;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;469,529531404015
137223;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;08;08;469,529531404015
137225;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;147,500541278453
137225;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;17;17;147,500541278453
137225;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;147,500541278453
137226;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;171,332616988155
137226;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;171,332616988155
137226;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;171,332616988155
137226;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;171,332616988155
137227;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;06;05;05;2233,64386052939
137227;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;2233,64386052939
137228;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;73;73;243,756052181932
137229;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;4633,28667338358
137235;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2696,29391695232
137236;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;560,401505708057
137236;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;560,401505708057
137237;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;689,389345909263
137237;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;689,389345909263
137237;1;3;6;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;689,389345909263
137238;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;08;08;558,755268760284
137238;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;08;08;558,755268760284
137238;1;4;4;2;2;2;2; ;1;7;1;2; ; ; ;1;06;08;08;558,755268760284
137240;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;205,564821043934
137242;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;06;66;66;469,637654863864
137242;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;66;66;469,637654863864
137242;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;469,637654863864
137243;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;3772,66414191009
137244;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1463,928195263
137244;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;76;76;1463,928195263
137246;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;11;11;2026,2154690958
137246;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;11;11;2026,2154690958
137246;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2026,2154690958
137246;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;11;11;2026,2154690958
137247;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;06;08;08;665,888859672069
137247;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;08;08;665,888859672069
137248;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;13;13;298,957199147601
137248;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;298,957199147601
137248;1;3;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;13;13;298,957199147601
137250;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;108,004106923872
137250;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;108,004106923872
137251;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;2454,31748712731
137251;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;2454,31748712731
137254;1;1;4;2;2;2;1;2; ; ; ; ; ; ;1;1;06;52;52;148,210357634202
137254;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;52;52;148,210357634202
137254;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;52;52;148,210357634202
137254;1;4;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;52;52;148,210357634202
137255;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;17;17;164,471304137123
137255;1;2;4;2;2;2;2; ;1;10; ; ; ; ; ;1;06;17;17;164,471304137123
137256;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;73;243,756052181932
137259;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;379,176298645232
137259;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;68;68;379,176298645232
137259;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;68;68;379,176298645232
137260;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;146,473288973383
137260;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;146,473288973383
137260;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;146,473288973383
137260;1;4;2;2;2;2;1;4; ; ; ; ; ; ;1;1;06;50;50;146,473288973383
137264;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;201,543902198728
137268;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;1847,54228104912
137268;1;2;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;76;76;1847,54228104912
137272;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;361,657449617079
137272;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;66;66;361,657449617079
137273;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;3230,16504833672
137273;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;3230,16504833672
137275;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;50;50;322,470243517965
137276;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;2199,02120195843
137278;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;06;73;73;161,473960205706
137278;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;161,473960205706
137279;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;694,367754114103
137279;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;68;68;694,367754114103
137280;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;664,436908740055
137280;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;76;76;664,436908740055
137281;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;50;50;161,869704105035
137281;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;06;50;50;161,869704105035
137282;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;13;13;437,545619906842
137282;1;2;4;2;2;2;2; ;1;11; ; ; ; ; ;1;06;13;13;437,545619906842
137284;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;173,048474392013
137284;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;06;73;73;173,048474392013
137286;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;05;05;1722,21457615987
137286;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1722,21457615987
137286;1;3;3;2;2;2;2; ;1;12; ; ; ; ; ;1;06;05;05;1722,21457615987
137286;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;06;05;05;1722,21457615987
137286;1;7;3;2;2;2;1;3; ; ; ; ; ; ;1;1;06;05;05;1722,21457615987
137291;1;1;4;2;2;2;1;6; ; ; ; ; ; ;1;1;06;76;76;714,35450029104
137291;1;2;6;2;2;2;2; ;1;11; ; ; ; ; ;1;06;76;76;714,35450029104
137291;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;714,35450029104
137291;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;76;76;714,35450029104
137294;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;06;23;23;136,420498234874
137294;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;06;23;23;136,420498234874
137294;1;3;2;2;2;2;1;2; ; ; ; ; ; ;1;1;06;23;23;136,420498234874
