DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;P7440;CLASE;DSI;FFT;AREA;RAMA4D_D_R4;RAMA2D_D_R4;OFICIO1_C8;OFICIO2_C8;MES;PERIODO;DPTO;DSCY;FEX_C18;PER;REGIS
7009525;1;5;1;;;;;;;1;360;0;1;AUXILIAR EN RETENES PARA CONTROL DE CONTRABANDO;2;8;2;2;;2;;;1;;1;73;8423;84;.;5412;03;20220310;73;;151.08530427;2022;70
7009526;1;1;1;52;1;;;48;1117762;2;;;;.;;;;2;;2;;;1;1;;73;;;4321;;03;20220310;73;2;182.69176921;2022;70
7009527;1;1;1;;;;;;;1;24;5;8;OPERARIA DE MAQUINA PLANA;4;1;2;2;;2;;;1;;1;73;1410;14;.;8153;03;20220310;73;;438.62215839;2022;70
7009528;1;2;1;12;1;;;48;1117172;1;3;1;8;LINIERO;4;6;2;2;;2;;;1;1;;73;4321;43;7413;7413;03;20220310;73;1;177.86701698;2022;70
7009530;1;1;1;;;;;;;1;144;1;4;PREPARAR Y VENDER AREPAS;4;1;2;2;;2;;;1;;1;73;5619;56;.;5120;03;20220310;73;;438.62215839;2022;70
7009531;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;133.16107828;2022;70
7009535;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;294.88227739;2022;70
7009536;1;1;1;;;;;;;1;204;1;5;SARGENTO PRIMERO;2;10;2;3;;2;;;1;;1;73;8422;84;.;0210;03;20220310;73;;225.20385644;2022;70
7009536;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;225.20385644;2022;70
7009537;1;4;1;;;;;;;1;120;1;4;PREPARAR Y VENDER EMPANADAS;4;1;2;2;;2;;;1;;1;73;5619;56;.;5120;03;20220310;73;;411.66371283;2022;70
7009537;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;411.66371283;2022;70
7009544;1;1;1;;;;;;;1;4;0;2;ATENCION AL CLIENTE EN PANADERIA;1;5;2;2;;2;;;1;;1;73;1081;10;.;5223;03;20220310;73;;287.96497454;2022;70
7009546;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;329.33097026;2022;70
7009546;1;5;1;;;;;;;1;96;5;5;DOCENTE;2;7;2;3;;2;;;1;;1;73;8530;85;.;2330;03;20220310;73;;329.33097026;2022;70
7009547;1;2;1;;;1;;48;1000000;1;12;5;7;MESERA;1;2;2;2;;2;;;1;;1;73;5611;56;.;5131;03;20220310;73;;313.50647532;2022;70
7009548;1;1;1;;;;;;;1;120;1;3;PREPARAR Y VENDER TAMALES;4;1;2;2;;2;;;1;;1;73;5619;56;.;5120;03;20220310;73;;350.89772671;2022;70
7009550;1;2;1;;;;;;;1;60;5;5;ENFERMERA;1;9;2;3;;2;;;1;;1;73;8610;86;.;2221;03;20220310;73;;340.44409688;2022;70
7009553;1;1;1;;;;;;;1;480;5;3;AUXILIAR CONTABLE;1;5;2;2;;2;;;1;;1;73;4653;46;.;4311;03;20220310;73;;350.89772671;2022;70
7009554;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;380.13638824;2022;70
7009554;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;380.13638824;2022;70
7009557;1;1;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;73;.;;.;.;03;20220310;73;;287.96497454;2022;70
7009558;1;1;1;;;;;;;1;60;5;5;GERENTE;1;7;2;3;;2;;;1;;1;73;4761;47;.;1120;03;20220310;73;;350.89772671;2022;70
7009570;1;1;1;;;1;;48;1000000;1;24;5;1;SERVICIO DE ASEO A VIVIENDA;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;2045.311556;2022;70
7009570;1;3;1;18;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;76;;;4225;;03;20220310;76;2;2045.311556;2022;70
7009570;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;2045.311556;2022;70
7009571;1;1;1;;;;;;;1;60;0;5;GUARDA DE SEGURIDAD VIGILANTE;1;9;2;3;;2;;;1;;1;76;6820;68;.;5414;03;20220310;76;;466.70076431;2022;70
7009571;1;2;1;;;;;;;1;144;0;3;ASEADORA;1;10;2;2;;2;;;1;;1;76;8121;81;.;9111;03;20220310;76;;466.70076431;2022;70
7009572;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1081.3042773;2022;70
7009573;1;2;1;;;;;;;1;24;0;4;LIMPIA ESPACIOS Y HACE COMIDA EN CASAS DE FAMILIA;4;1;2;2;;2;;;1;;1;76;8121;81;.;9111;03;20220310;76;;414.84512383;2022;70
7009573;1;3;1;8;1;;;48;1000000;1;36;0;8;GUARDA DE SEGURIDAD VIGILAR Y PROTEGER BIENES Y PERSONAS;1;8;2;2;;2;;;1;1;;76;8010;80;5414;5414;03;20220310;76;1;414.84512383;2022;70
7009573;1;6;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;414.84512383;2022;70
7009574;1;2;1;52;1;;;48;1000000;1;12;0;1;VENDEDORA DE MOSTRADOR DE VIVERES;1;2;2;2;;2;;;1;1;;76;4711;47;5223;5223;03;20220310;76;2;1906.0476626;2022;70
7009575;1;4;1;;;;;;;1;360;0;4;AYUDANTE DE CONSTRUCCION PEGAR LADRILLO REPELLAR ESTUCAR;1;2;2;2;;2;;;1;;1;76;4111;41;.;7111;03;20220310;76;;819.0089689;2022;70
7009576;1;3;1;6;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;76;;;7411;;03;20220310;76;1;596.99282302;2022;70
7009578;1;2;1;;;;;;;1;2;0;4;Secretaria;1;5;2;3;;2;;;1;;1;76;3110;31;.;4120;03;20220310;76;;1273.5413046;2022;70
7009580;1;4;1;;;;;;;1;120;5;4;SERVICIOS DOMESTICOS;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;1060.7585658;2022;70
7009580;2;1;2;;;1;;48;1000000;1;24;5;8;VENDEDORA DE CATALOGO;4;1;2;2;;2;;;1;;1;76;4792;47;.;3322;03;20220310;76;;1060.7585658;2022;70
7009580;2;3;2;2;1;;;48;1000000;1;1;5;2;AUXILIAR DE CORTE DE TELAS CORTAR TELAS PARA CONFECCION;1;10;2;2;;2;;;1;1;;76;1410;14;8153;8153;03;20220310;76;1;1060.7585658;2022;70
7009580;2;4;2;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1060.7585658;2022;70
7009581;1;1;1;;;2;3;;600000;1;1;2;4;LUSTRAR ZAPATOS;4;1;2;2;;1;200000;;1;;1;76;9609;96;.;9510;03;20220310;76;;1415.581384;2022;70
7009581;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1415.581384;2022;70
7009581;1;6;1;;;;;;;1;340;0;3;PREPARABA ALIMENTOS;1;3;2;2;;2;;;1;;1;76;5611;56;.;5120;03;20220310;76;;1415.581384;2022;70
7009582;1;1;1;;;;;;;1;180;0;9;PASAR HERRAMIENTAS PARA INSTALACIONES ELECTRICAS;1;3;2;2;;2;;;1;;1;76;4321;43;.;7411;03;20220310;76;;1070.1519704;2022;70
7009586;1;1;1;;;;;;;1;180;0;5;OPERARIA DE MAQUINA PLANA;1;9;2;3;;2;;;1;;1;76;1410;14;.;8153;03;20220310;76;;580.84222482;2022;70
7009587;1;2;1;;;1;;48;1000000;1;15;5;4;PREPARACION DE FRITANGA;4;1;2;2;;2;;;1;;1;76;5611;56;.;5120;03;20220310;76;;894.8045396;2022;70
7009591;1;2;1;;;;;;;1;192;5;4;LABORES DOMESTICAS;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;909.11058864;2022;70
7009592;1;1;1;;;;;;;1;240;0;5;DIRECTOR DE SEGURIDAD DE CARTON COLOMBIA PREVENIR PROTEGER Y REDUCIR LOS RIESGOS DE LA EMPRESA Y SUS TRABAJADORES;1;10;2;3;;2;;;1;;1;76;1702;17;.;1221;03;20220310;76;;789.57756414;2022;70
7009594;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1192.1338327;2022;70
7009594;1;4;1;;;;;;;2;;;;.;;;;3;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1192.1338327;2022;70
7009596;1;2;1;6;1;;;48;1000000;1;2;2;8;VENDER Y ASESORAR CLIENTES EN ALMACEN;1;7;2;2;;2;;;1;1;;76;4771;47;5223;5223;03;20220310;76;1;999.36727892;2022;70
7009597;1;3;1;10;1;;;48;1000000;1;2;1;4;BARRER LAS CALLES;1;10;2;2;;2;;;1;1;;76;3600;36;9112;9510;03;20220310;76;1;684.68327609;2022;70
7009597;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;684.68327609;2022;70
7009598;1;1;1;;;1;;24;500000;1;2;1;8;VENDEDOR AMBULANTE;1;2;2;2;;2;;;1;;1;76;4719;47;.;9520;03;20220310;76;;1665.001517;2022;70
7009598;1;4;1;;;2;5;;1000000;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1665.001517;2022;70
7009599;1;1;1;;;1;;48;1000000;1;24;5;7;VENDEDOR DE MOSTRADOR EN FERRETERIA;5;2;2;2;;2;;;1;;1;76;4752;47;.;5223;03;20220310;76;;1113.1610087;2022;70
7009599;1;3;1;20;1;;;48;1000000;1;5;2;6;COORDINADOR DE PERSONAL EN CALLCENTER;1;10;2;2;;2;;;1;1;;76;8220;82;3315;1212;03;20220310;76;2;1113.1610087;2022;70
7009600;1;1;1;;;;;;;1;181;0;5;GERENTE DE EMPRESA DE TRANSPORTE (PLANEAR ORGANIZAR Y DIRIGIR);1;10;2;3;;2;;;1;;1;76;4923;49;.;1212;03;20220310;76;;995.1015375;2022;70
7009600;1;2;1;;;;;;;1;60;0;9;ASEADORA;1;10;2;2;;2;;;1;;1;76;8530;85;.;9112;03;20220310;76;;995.1015375;2022;70
7009601;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;1075.9071681;2022;70
7009603;1;1;1;;;1;;48;1000000;1;60;5;4;CAMARERA;1;5;2;3;;2;;;1;;1;;5511;55;.;5131;03;20220310;76;;1026.3605954;2022;70
7009603;1;4;1;;;1;;50;1000000;1;3;5;4;AYUDANTE DE CONSTRUCCION;4;1;2;2;;2;;;1;;1;;4111;41;.;9313;03;20220310;76;;1026.3605954;2022;70
7009603;1;5;1;;;;;;;1;280;5;4;AYUDANTE DE CONSTRUCCION;4;1;2;2;;2;;;1;;1;;4111;41;.;9313;03;20220310;76;;1026.3605954;2022;70
7009603;1;6;1;4;4;;;50;800000;1;1;5;8;AYUDANTE DE CONSTRUCCION;4;1;2;2;;1;600000;;1;1;;;4111;41;7111;9313;03;20220310;76;1;1026.3605954;2022;70
7009604;1;1;1;;;;;;;1;72;0;5;ADMINISTRAR Y GESTIONAR EL AREA ACADEMICA DEL COLEGIO Y VELAR POR EL BUEN FUNCIONAMIENTO DE LA INSTITUCION;2;10;2;3;;2;;;1;;1;76;8530;85;.;3341;03;20220310;76;;1110.2497954;2022;70
7009604;1;2;1;;;;;;;1;336;0;3;SURTIR ESTANTERIAS DE LOS ALMACENES CON LOS PRODUCTOS DE BELLEZA Y CAPILARES (MERCADERISTA);1;10;2;2;;2;;;1;;1;76;4773;47;.;5221;03;20220310;76;;1110.2497954;2022;70
7009604;1;3;1;;;1;;54;1000000;1;60;0;6;MENSAJERO;4;1;2;2;;2;;;1;;1;76;5320;53;.;9621;03;20220310;76;;1110.2497954;2022;70
7009604;1;4;1;12;1;;;48;1000000;1;3;0;8;RECOLECTAR DATOS ESTADISTICOS;4;10;2;2;;2;;;1;1;;76;8412;84;4222;4227;03;20220310;76;1;1110.2497954;2022;70
7009605;1;2;1;;;;;;;1;252;0;3;REGISTRAR Y ARCHIVAR DOCUMENTOS;1;6;2;2;;2;;;1;;1;76;5229;52;.;4110;03;20220310;76;;805.94031107;2022;70
7009609;1;2;1;;;;;;;1;96;0;3;RESPONDER LLAMADAS ASESORAR SERVICIO TECNICO OPERARIOA CALL CENTER;1;10;2;2;;2;;;1;;1;76;6190;61;.;4222;03;20220310;76;;1066.068352;2022;70
7009613;1;1;1;;;;;;;1;250;1;3;LAVABA PLANCHABA REALIZABA ASEO EN UN HOGAR;3;1;2;2;;2;;;1;;1;76;9700;97;.;9622;03;20220310;76;;679.9585695;2022;70
7009613;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;679.9585695;2022;70
7009615;1;2;1;;;;;;;1;6;2;3;PREPARAR ALIMENTOS PARA CONSUMO INMEDIATO;1;2;2;2;;2;;;1;;1;76;5611;56;.;5120;03;20220310;76;;990.53212582;2022;70
7009616;1;3;1;2;1;;;48;1000000;1;1;5;1;AISTENTE ADMINISTRATIVA;1;6;2;2;;1;1000000;;1;1;;;5229;52;4110;4110;03;20220310;76;1;329.90161996;2022;70
7009616;1;4;1;;;;;;;1;360;5;3;EMPLEADA DOMESTICA;3;1;2;2;;2;;;1;;1;;9700;97;.;9111;03;20220310;76;;329.90161996;2022;70
7009616;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;.;;.;.;03;20220310;76;;329.90161996;2022;70
7009617;1;1;1;28;1;;;30;500000;1;18;0;9;MANIPULACION PREPARACION Y VENTA DE PRODUCTOS DE PANADERIA;1;3;2;2;;2;;;1;1;;;1081;10;5120;5223;03;20220310;76;2;825.2450736;2022;70
7009618;1;3;1;;;;;;;1;60;0;3;PREPARABA EMPABANAS;4;1;2;2;;2;;;1;;1;76;5611;56;.;5120;03;20220310;76;;701.33208571;2022;70
7009619;1;1;1;;;1;;40;600000;1;1;5;6;ATENCION AL CLIENTE;1;2;2;2;;1;240000;;1;;1;;4771;47;.;5223;03;20220310;76;;989.09130795;2022;70
7009619;1;2;1;12;1;;;48;2500000;1;5;5;8;RESIDENTE DE OBRA;4;10;2;2;;2;;;1;1;;;4210;42;7111;7111;03;20220310;76;1;989.09130795;2022;70
7009619;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;.;;.;.;03;20220310;76;;989.09130795;2022;70
7009619;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;.;;.;.;03;20220310;76;;989.09130795;2022;70
7009620;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;712.80387601;2022;70
7009625;1;1;1;;;;;;;1;190;0;5;INSPECTOR II DE VIAS EN FERROCARRIL CONTROL Y SEGURIDAD DEL TRAYECTO FERREO;2;10;2;3;;2;;;1;;1;76;4923;49;.;1212;03;20220310;76;;235.17428697;2022;70
7009626;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;217.14186195;2022;70
7009627;1;1;1;;;;;;;1;120;0;3;ASEO EN CASAS DE FAMILIA;4;1;2;2;;2;;;1;;1;76;8121;81;.;9112;03;20220310;76;;205.53441426;2022;70
7009628;1;1;1;10;4;;;48;1000000;1;180;0;8;ARREGLO Y MANTENIMIENTO DE CARROS MECANICO AUTOMOTRIZ;1;2;2;2;;2;;;1;1;;76;4520;45;7231;7231;03;20220310;76;1;187.38496257;2022;70
7009628;1;2;1;;;;;;;1;72;0;4;RECOLECTORA DE UVAS EN FINCA AGRICOLA;1;4;2;2;;2;;;1;;1;76;0121;01;.;9211;03;20220310;76;;187.38496257;2022;70
7009631;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;.;;.;.;03;20220310;76;;329.90161996;2022;70
7009633;1;2;1;;;;;;;1;96;0;4;ASEAR CASAS;4;1;2;2;;2;;;1;;1;76;8121;81;.;9112;03;20220310;76;;1083.2032525;2022;70
7009635;1;4;1;12;1;;;60;1000000;1;6;0;8;VENDEDOR AMBULANTE DE PLATANO BANANO Y YUCA;1;3;2;2;;2;;;1;1;;76;4781;47;5223;5211;03;20220310;76;1;958.44881785;2022;70
7009636;1;1;1;;;;;;;1;348;0;5;GUARDA DE SUGURIDAD;1;3;2;3;;2;;;1;;1;76;4520;45;.;5414;03;20220310;76;;938.00821701;2022;70
7009636;1;2;1;;;;;;;1;480;0;4;ADMINISTRAR RESTAURANTE;5;2;2;2;;2;;;1;;1;76;5611;56;.;1412;03;20220310;76;;938.00821701;2022;70
7009636;1;3;1;;;;;;;1;60;0;5;EMPACADORA DE ROPA;1;9;2;3;;2;;;1;;1;76;1410;14;.;5221;03;20220310;76;;938.00821701;2022;70
7009637;1;1;1;;;;;;;1;240;0;1;LABORES DOMESTICAS;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;680.38399654;2022;70
7009637;1;4;1;;;2;4;;1000000;1;7;0;2;VENDEDOR DE PRENDAS DE VESTIR;1;3;2;2;;2;;;1;;1;76;4771;47;.;5223;03;20220310;76;;680.38399654;2022;70
7009637;1;5;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;680.38399654;2022;70
7009637;1;7;1;;;;;;;1;480;0;3;LABORES DOMESTICA;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;680.38399654;2022;70
7009638;1;1;1;;;2;5;;1000000;1;72;0;7;AGRICULTORA;4;1;2;2;;2;;;1;;1;76;0121;01;.;6112;03;20220310;76;;516.058737;2022;70
7009638;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;516.058737;2022;70
7009640;1;1;1;;;1;;48;1000000;1;6;0;8;CONSTRUCCION DE UN MURO EN UNA VIVIENDA;4;1;2;2;;2;;;1;;1;76;4111;41;.;7111;03;20220310;76;;1583.696706;2022;70
7009640;1;2;1;;;1;;48;1000000;1;72;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;1583.696706;2022;70
7009641;1;1;1;2;1;;;70;1000000;1;120;0;3;VENDIENDO SABANAS;1;2;2;2;;2;;;1;1;;;4771;47;5223;5223;03;20220310;76;1;569.45127165;2022;70
7009642;1;1;1;;;;;;;1;120;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;813.66572924;2022;70
7009642;1;2;1;;;;;;;1;240;0;4;LABORES DOMESTICAS;3;1;2;3;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;813.66572924;2022;70
7009643;1;1;1;;;1;;48;1200000;1;2;0;8;MAESTRO DE CONSTRUCCION;1;2;2;2;;1;600000;;1;;1;76;4111;41;.;7111;03;20220310;76;;529.90386048;2022;70
7009643;1;2;1;;;1;;24;500000;1;24;0;7;PINTAR Y DECORAR A MANO FIGURAS EN CERAMICA;4;1;2;2;;2;;;1;;1;76;4774;47;.;2651;03;20220310;76;;529.90386048;2022;70
7009645;1;1;1;;;;;;;1;192;0;4;LAVAR Y PLANCHAR ROPA EN HOGARES;4;1;2;2;;2;;;1;;1;76;9700;97;.;9622;03;20220310;76;;466.70076431;2022;70
7009645;1;2;1;;;;;;;1;36;0;1;LAVAR  Y EMPACAR  VERDURAS AL POR MENOR;1;3;2;2;;2;;;1;;1;76;4711;47;.;9622;03;20220310;76;;466.70076431;2022;70
7009645;1;3;1;2;1;;;48;1000000;2;;;;.;;;;2;;2;;;1;1;;76;;;9621;;03;20220310;76;1;466.70076431;2022;70
7009645;1;5;1;;;1;;48;1000000;1;0;2;3;COMERCIALIZAR  CHATARRA MATERIAL DE HIERRO Y METAL;4;1;2;2;;1;98;;1;;1;76;4665;46;.;5223;03;20220310;76;;466.70076431;2022;70
7009645;1;6;1;998;4;;;48;1000000;1;24;0;7;LAVAR Y EMPACAR VERDURAS AL POR MENOR;1;3;2;2;;2;;;1;1;;76;4711;47;5223;9622;03;20220310;76;;466.70076431;2022;70
7009647;1;2;1;98;1;;;48;1000000;1;24;0;7;MESERA;1;5;2;2;;2;;;1;1;;76;5611;56;5131;5131;03;20220310;76;2;1124.2881888;2022;70
7009648;1;2;1;4;1;;;24;98;1;1;1;3;ATENDIA PUBLICO MESERA;1;3;2;2;;1;210000;;1;1;;76;5611;56;5131;5131;03;20220310;76;1;999.43908;2022;70
7009649;1;2;1;;;2;5;;1000000;1;108;0;3;CORTAR Y ARREGLAR CABELLO;4;2;2;2;;2;;;1;;1;76;9602;96;.;5141;03;20220310;76;;207.00355725;2022;70
7009649;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;207.00355725;2022;70
7009651;1;1;1;;;;;;;1;240;0;7;OPERARIO DE MAQUINA A VAPOR QUE LE DABA LA FORMA A LOS SOMBREROS;1;9;2;3;;2;;;1;;1;76;1513;15;.;7331;03;20220310;76;;818.19952978;2022;70
7009651;1;2;1;;;;;;;1;240;0;4;PLANCHAR ROPAS Y HACER ASEO A HOGARES;4;1;2;2;;2;;;1;;1;76;8121;81;.;9112;03;20220310;76;;818.19952978;2022;70
7009653;1;1;1;8;1;;;48;1000000;1;3;0;1;ASEADOR;1;10;2;2;;2;;;1;1;;76;5511;55;9112;9112;03;20220310;76;1;888.45585034;2022;70
7009654;1;1;1;;;;;;;1;453;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;;1;;1;76;9700;97;.;9111;03;20220310;76;;764.95339068;2022;70
7009654;1;3;1;;;1;;48;700000;1;16;0;8;BARBERO;4;2;2;2;;2;;;1;;1;76;9609;96;.;5141;03;20220310;76;;764.95339068;2022;70
7009655;1;1;1;;;;;;;1;48;0;4;CANTANTE DE MUSICA INSTRUMENTAL EN ORQUESTAS;4;3;2;2;;2;;;1;;1;76;9007;90;.;2250;03;20220310;76;;818.19952978;2022;70
7009655;1;2;1;;;;;;;1;72;0;3;REALIZAR LIMPIEZA DE VIVIENDAS ORGANIZAR LAVAR;4;1;2;2;;2;;;1;;1;76;8121;81;.;9112;03;20220310;76;;818.19952978;2022;70
7009656;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;.;;.;.;03;20220310;76;;366.55735551;2022;70
7009656;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;;.;;.;.;03;20220310;76;;366.55735551;2022;70
7009657;1;3;1;4;1;;;48;1000000;1;1;0;1;GUARDA DE SEGURIDAD;1;3;2;2;;2;;;1;1;;76;6810;68;5414;5414;03;20220310;76;1;914.90135992;2022;70
7009658;1;3;1;2;1;;;48;1000000;1;1;0;9;VENDEDORA DE MOSTRADOR DE ARTICULOS DE FERRETERIA;1;4;2;2;;2;;;1;1;;76;4752;47;5221;5223;03;20220310;76;1;282.39590196;2022;70
7009658;1;4;1;2;4;;;114;1000000;1;0;3;9;MOTO TAXISTA;4;1;2;2;;1;600000;;1;1;;76;4921;49;8321;8321;03;20220310;76;1;282.39590196;2022;70
7009659;1;3;1;20;1;;;54;1000000;1;5;0;4;TRADUCTOR DE INGLES;1;7;2;2;;2;;;1;1;;76;9609;96;2643;2643;03;20220310;76;2;763.71843858;2022;70
7009660;1;1;1;;;1;;48;1000000;1;24;0;7;VISITAR PUERTA A PUERTA CLIENTES Y OFRECER AFILIACIONES A EPS POR MEDIO DE DIFERENTES COOPERATIVAS;4;1;2;3;;2;;;1;;1;76;7010;70;.;1212;03;20220310;76;;624.82092587;2022;70
7009660;1;3;1;104;1;;;48;1200000;1;14;0;8;HACER MUESTREOS AMBIENTALES (TOMAR MUESTRAS DE SUELOS Y REALIZAR ANALISIS Y PRESENTAR RESULTADOS);4;10;2;2;;2;;;1;1;;76;7111;71;2131;2131;03;20220310;76;2;624.82092587;2022;70
7009661;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;563.97669311;2022;70
7009661;1;4;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;563.97669311;2022;70
7009662;1;2;1;3;4;;;48;1000000;1;3;1;8;RECOLECCION DE DATOS ESTADISTICOS ENCUESTADOR;4;10;2;2;;2;;;1;1;;76;0121;01;4227;4227;03;20220310;76;1;824.64297348;2022;70
7009662;1;4;1;50;1;;;48;1000000;1;14;5;8;ASESOR COMERCIAL VENDEDOR DE ZAPATOS EN ALMACEN;1;10;2;2;;2;;;1;1;;76;1523;15;5223;5223;03;20220310;76;2;824.64297348;2022;70
7009663;1;1;1;;;;;;;1;220;0;1;SUPERVISABA Y COORDINABA PERSONAL ADMINISTRATIVO;1;10;2;3;;2;;;1;;1;76;1513;15;.;1212;03;20220310;76;;1090.9327064;2022;70
7009663;1;2;1;;;;;;;1;60;0;4;CORTABA CABELLO DE MUJERES;1;3;2;2;;2;;;1;;1;76;9602;96;.;5141;03;20220310;76;;1090.9327064;2022;70
7009664;1;1;1;;;;;;;1;14;0;3;DICTABA CLASES DE CASTELLANO Y LITERATURA;2;10;2;3;;2;;;1;;1;76;8530;85;.;2330;03;20220310;76;;1090.9327064;2022;70
7009664;1;2;1;;;;;;;1;120;0;4;TRILLABA Y MOLIA CAFE;4;1;2;2;;2;;;1;;1;76;0123;01;.;6112;03;20220310;76;;1090.9327064;2022;70
7009666;1;1;1;;;;;;;1;12;0;3;REALIZAR LIMPIEZA DE UTENSILIOS  EN COCINA;1;9;2;2;;2;;;1;;1;76;8121;81;.;9112;03;20220310;76;;565.59663459;2022;70
7009669;1;2;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;679.73499397;2022;70
7009670;1;6;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;969.82307881;2022;70
7009671;1;1;1;;;2;5;;1000000;1;11;0;4;VENDEDORA DE MOSTRADOR;1;8;2;2;;2;;;1;;1;76;4752;47;.;5223;03;20220310;76;;934.78327543;2022;70
7009671;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;934.78327543;2022;70
7009672;1;2;1;;;;;;;1;12;1;7;VENDEDORA DE MOSTRADOR DE ARTICULOS DE HOGAR;1;3;2;2;;2;;;1;;1;76;4719;47;.;5223;03;20220310;76;;914.90135992;2022;70
7009672;1;3;1;;;;;;;2;;;;.;;;;2;;2;;;1;;1;76;.;;.;.;03;20220310;76;;914.90135992;2022;70
7009674;1;3;1;4;1;;;48;1000000;1;2;0;7;BARBERO CORTAR CABELLO;4;1;2;2;;2;;;1;1;;76;9602;96;5141;5141;03;20220310;76;1;201.32264517;2022;70
7009675;1;1;1;10;4;;;55;1000000;1;2;2;8;QUEMAR MADERA PARA PRODUCIR CARBON;5;2;2;2;;2;;;1;1;;76;0510;05;7115;7115;03;20220310;76;1;132.48227664;2022;70
7009675;1;3;1;;;;;;;1;2;0;8;HACER PEINADOS;6;2;2;2;;2;;;1;;1;76;9609;96;.;5142;03;20220310;76;;132.48227664;2022;70
7009676;1;1;1;;;;;;;1;180;0;5;DIRIGIR GESTIONAR LA TESORERIA Y REALIZAR ANALISIS FINANCIERO DIRECTOR FINANCIERO;1;5;2;3;;2;;;1;;1;76;7010;70;.;4120;03;20220310;76;;981.83943573;2022;70
