DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;clase;MES;INI;DPTO;fex_c_2011
5174496;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;63;7863,89141083468
5174497;1;1;1;80;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;2;06;1;63;1918,02229532553
5174498;1;2;1;80;1;1;7; ;2; ; ;1; ;2; ;2; ;1;30;600000;2;2;06;1;63;1918,02229532553
5174499;1;1;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;1; ;2; ;2; ;2; ;1500000;2;2;06;1;63;1918,02229532553
5174499;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;1; ;2; ;2; ;2; ;2000000;2;2;06;1;63;1918,02229532553
5174500;1;2;1;80;1;4;8; ;2; ; ;8; ;2; ;2; ;1;40;877803;2;2;06;1;63;1918,02229532553
5174501;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174501;1;3;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;1; ;2; ;2; ;1;48;800000;2;2;06;1;63;1918,02229532553
5174502;1;1;1;80;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174503;1;2;1;80;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174503;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;63;1918,02229532553
5174504;1;1;1;80;1;1;8; ;2; ; ;12;POR LA PANDEMIA DEL COVID 19;2; ;2; ;1;40;1000000;2;2;06;1;63;1918,02229532553
5174505;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174505;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;63;1918,02229532553
5174506;1;1;1;80;1;1;9;POR EL COVID19;2; ; ;12;POR EL COVID19;2; ;2; ;1;72;877800;2;2;06;1;63;1918,02229532553
5174506;1;2;1;80;1;1;9;POR LA PANDEMIA DEL COVID19;2; ; ;12;POR LA PANDEMIA DEL COVID19;1;1;2; ;1;84;877800;1;2;06;1;63;1918,02229532553
5174506;1;3;1;80;1;1;9;POR EL COVID19;2; ; ;12;POR EL COVID19;2; ;2; ;1;48;877800;2;2;06;1;63;1918,02229532553
5174506;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;63;1918,02229532553
5174506;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174507;1;3;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174511;1;1;1;80;1;4;5; ;2; ; ;9; ;3; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174511;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174513;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174514;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174515;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174515;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174515;1;5;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174516;1;2;1;80;1;1;9;POR LA PANDEMIA DEL COVID 19;2; ; ;12;POR LA PANDEMIA DEL COVID 19;2; ;2; ;1;40;877803;2;2;06;1;63;4907,3591204772
5174516;1;4;1;80;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;500000;2;2;06;1;63;4907,3591204772
5174519;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174520;1;2;1;80;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174520;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;63;1918,02229532553
5174790;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1687,5658191134
5174792;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1135,64338053164
5174794;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;70;2227,47763568182
5174794;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;06;1;70;2227,47763568182
5174795;1;3;1;80;1;1;9;AISLAMIENTO OBLIGATORIO PREVENTIVO;2; ; ;1; ;2; ;2; ;1;40;500000;2;2;06;1;70;2301,58251298218
5174798;1;2;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;06;1;70;1870,5266489038
5174798;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1870,5266489038
5174799;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;70;1834,53310722172
5174799;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;2;06;1;70;1834,53310722172
5174799;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1834,53310722172
5174801;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2050,44435482075
5174801;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2050,44435482075
5174802;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2484,54334277258
5174802;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2484,54334277258
5174804;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2878,79737649639
5174804;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2878,79737649639
5174804;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2878,79737649639
5174806;1;2;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ;1;30;400000;2;2;06;1;70;2109,362938127
5174810;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;70;2301,58251298218
5174810;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2301,58251298218
5174812;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1713,88676986901
5174812;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;1;25;450000;2;2;06;1;70;1713,88676986901
5174812;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1713,88676986901
5174815;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1914,35610624349
5174815;1;4;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;2;06;1;70;1914,35610624349
5174819;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;1;30;300000;2;2;06;1;70;1687,5658191134
5174820;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2361,4364906996
5174820;1;3;1;80;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;700000;2;2;06;1;70;2361,4364906996
5174821;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1937,50217469887
5174821;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1937,50217469887
5174825;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2128,69243405036
5174825;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2128,69243405036
5174826;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1687,5658191134
5174827;1;1;1;80;1;1;7; ;2; ; ;1; ;2; ;2; ;1;48;400000;2;2;06;1;70;2450,08405696622
5174830;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2055,8300232424
5174831;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2945,15743264948
5174832;1;2;1;80;1;4;3; ;2; ; ;1; ;2; ;2; ;2; ;877803;2;2;06;1;70;2462,96239681135
5174832;1;6;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2462,96239681135
5174833;1;1;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;2;06;1;70;2472,22114187613
5174834;1;1;1;80;1;1;7; ;2; ; ;1; ;2; ;2; ;1;48;600000;2;2;06;1;70;1789,09172522516
5174835;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2328,10824491708
5174836;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;06;1;70;2300,360378448
5174836;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2300,360378448
5174838;1;3;1;80;1;4;6; ;2; ; ;1; ;2; ;2; ;1;30;300000;2;2;06;1;70;2082,40695375396
5174838;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2082,40695375396
5174840;1;3;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;70;1829,06006807053
5174841;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2560,16214399044
5174843;1;2;1;80;1;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;2;06;1;70;2024,43419326772
5174843;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2024,43419326772
5174843;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2024,43419326772
5174844;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;3500,23521125378
5174845;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ;1;40;400000;2;2;06;1;70;2817,10579460281
5174846;1;2;1;80;1;4;3; ;2; ; ;1; ;2; ;2; ;1;30;700000;2;2;06;1;70;2803,68351565057
5174847;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;2;06;1;70;2857,21643053517
5174848;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;500000;2;2;06;1;70;2578,04460050255
5174848;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2578,04460050255
5174848;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;2578,04460050255
5174848;1;5;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;2;06;1;70;2578,04460050255
5174849;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;2454,24759085368
5174850;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1580,57724326251
5174850;1;5;1;80;1;1;6; ;2; ; ;1; ;2; ;2; ;1;35;500000;2;2;06;1;70;1580,57724326251
5174850;1;6;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;70;1580,57724326251
5174851;1;3;1;80;1;3;3; ;2; ; ;1; ;2; ;2; ;2; ;400000;2;2;06;1;70;1928,26537946754
5174851;1;8;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;2;06;1;70;1928,26537946754
5174852;1;3;1;80;1;1;8; ;2; ; ;2; ;2; ;2; ;1;24;400000;2;2;06;1;70;1922,07895913846
5174852;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1922,07895913846
5174853;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1950,93985022566
5174853;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1950,93985022566
5174855;1;1;1;80;1;3;4; ;2; ; ;8; ;2; ;2; ;2; ;400000;2;2;06;1;70;1143,65096802817
5174855;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;70;1143,65096802817
5174856;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;70;1318,6080255548
5174857;1;1;1;80;1;1;8; ;2; ; ;12;POR AISLAMIENTO OBLIGATORIO PREVENTIVO;2; ;2; ;1;42;600000;2;2;06;1;70;1239,5405819072
5174857;1;2;1;80;1;1;9;COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO;2; ;2; ;1;30;350000;2;2;06;1;70;1239,5405819072
5174859;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1408,2230558673
5174860;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;2;06;1;70;1563,76885184992
5174860;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1563,76885184992
5174860;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;70;1563,76885184992
5174860;1;6;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;70;1563,76885184992
5174861;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;70;1500,44906297167
5174861;1;5;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;70;1500,44906297167
5174907;1;1;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;76;3007,23037225414
5174908;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;500000;2;2;06;1;76;6010,77103437412
5174909;1;2;1;80;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;76;2728,84438376979
5174909;1;3;1;80;1;4;4; ;2; ; ;4; ;1; ;2; ; ; ; ;3;2;06;1;76;2728,84438376979
5174911;1;2;1;80;1;2;4; ;1; ;1;12;CUARETENA;1; ;2; ;2; ;877803;2;2;06;1;76;2728,84438376979
5174911;1;4;1;80;1;1;4; ;2; ; ;4; ;2; ;1;480000; ; ; ;2;2;06;1;76;2728,84438376979
5174913;1;2;1;80;1;1;6; ;2; ; ;1; ;2; ;1;50000;1;25;200000;2;2;06;1;76;5675,42586193535
5174913;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;76;5675,42586193535
5174914;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;76;3437,43695156227
5174919;1;2;1;80;2; ; ; ; ;1;1;1; ;2; ;2; ;1;24;800000;2;2;06;1;76;8036,01115152693
5174919;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;76;8036,01115152693
5174939;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;76;6793,5703711786
5174941;1;2;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;76;3692,32359091032
5174943;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;76;2728,84438376979
5174974;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1817,74158792439
5174974;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1817,74158792439
5174974;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;1817,74158792439
5174975;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1424,69183784444
5174975;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;1424,69183784444
5174976;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;1951,12899047119
5174977;1;1;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1624,52879180246
5174977;1;2;1;80;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1624,52879180246
5174977;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1624,52879180246
5174980;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;3764,54393993955
5174980;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;3764,54393993955
5174981;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO POR EL COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR EL COVID 19;2; ;2; ;2; ;98;2;2;06;1;15;1193,6113209016
5174982;1;2;1;80;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;2;06;1;15;1400,04167967952
5174983;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2955,64770262247
5174984;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1046,78249780999
5174985;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1818,97587425348
5174986;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;06;1;15;1013,28567229613
5174986;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1013,28567229613
5174987;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1309,22298175046
5174989;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1624,52879180246
5174989;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;1624,52879180246
5174996;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;15;1013,28567229613
5174997;1;1;1;80;1;1;9;AISLAMIENTO OBLIGATORIO POR COVID 19;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;15;1013,28567229613
5174997;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1013,28567229613
5174998;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;15;1491,1314408897
5174998;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ;2; ; ; ; ;2;2;06;1;15;1491,1314408897
5174998;1;5;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1491,1314408897
5174999;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;3307,90744615704
5175000;1;1;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;1; ;2; ; ; ; ;2;2;06;1;15;2013,91889231011
5175000;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2013,91889231011
5175000;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2013,91889231011
5175000;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;2013,91889231011
5175001;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;1;25;400000;2;2;06;1;15;2337,96482540946
5175001;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;2337,96482540946
5175002;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;2;06;1;15;1400,04167967952
5175003;1;1;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1227,81939215022
5175004;1;1;1;80;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;15;1148,1725072713
5175005;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1155,41600312426
5175005;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1155,41600312426
5175006;1;1;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1013,28567229613
5175006;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1013,28567229613
5175007;1;1;1;80;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1800,66302859215
5175008;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;2; ;2; ; ; ; ;2;2;06;1;15;2052,5511808213
5175008;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2052,5511808213
5175010;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;3966,34409495192
5175011;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1773,17007850579
5175011;1;3;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1773,17007850579
5175011;1;5;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;1773,17007850579
5175011;1;7;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;1773,17007850579
5175012;1;2;1;80;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;2;06;1;15;4621,66401249703
5175012;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;4621,66401249703
5175013;1;1;1;80;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;15;1222,85870402356
5175013;1;2;1;80;1;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;2;06;1;15;1222,85870402356
5175026;1;2;1;80;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ;2; ;98;2;2;06;1;15;4621,66401249703
5175026;1;3;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;4621,66401249703
5175028;1;1;1;80;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;500000;2;2;06;1;15;4621,66401249703
5175028;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;4621,66401249703
5175029;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;2;06;1;15;3547,40990037795
5175031;1;2;1;80;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;2;06;1;15;1327,5358274118
5175031;1;3;1;80;1;4;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;2;06;1;15;1327,5358274118
5175032;1;2;1;80;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;15;1641,79289859753
5175032;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1641,79289859753
5175034;1;1;1;80;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;500000;2;2;06;1;15;1155,41600312426
5175074;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;3047,44825676026
5175078;1;3;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2078,20077732118
5175078;1;4;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2078,20077732118
5175079;1;3;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO POR COVID 19;1; ;1;1; ;2; ;2; ;1;48;500000;2;2;06;1;15;2143,39982293942
5175079;1;4;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;2143,39982293942
5175083;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO POR EL COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR EL COVID 19;2; ;2; ;2; ;800000;2;2;06;1;15;4621,66401249703
5175084;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;2;06;1;15;1148,1725072713
5175085;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;2901,9071849546
5175086;1;2;1;80;1;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;2;06;1;15;2788,26096706641
5175087;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO OBLIGATORIO COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO OBLIGATORIO COVID 19;1; ;2; ;1;48;800000;2;2;06;1;15;4053,14268918453
5175088;1;1;1;80;1;4;4; ;2; ; ;4; ;2; ;2; ;1;40;600000;2;2;06;1;15;1072,43209430987
5175088;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1072,43209430987
5175088;1;3;1;80;1;1;3; ;2; ; ;1; ;1; ;2; ;1;48;1800000;2;2;06;1;15;1072,43209430987
5175089;1;1;1;80;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;800000;2;2;06;1;15;2441,41653960681
5175089;1;2;1;80;1;1;9;AISLAMIENTO PREVENTIVO POR COVID 19;2; ; ;12;AISLAMIENTO PREVENTIVO POR COVID 19;2; ;2; ;2; ;800000;2;2;06;1;15;2441,41653960681
5175091;1;1;1;80;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;2;06;1;15;1046,78249780999
5175091;1;2;1;80;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;2;06;1;15;1046,78249780999
5175092;1;2;1;80;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;2;06;1;15;3742,64962937894
