DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7370;P7380;P7380S1;P7390;P7390S1;P7400;P7410;P7410S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;fex_c_2011
488095;1;1;70;1;56;8; ;1;1;2;1;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;430000;1;2400000;2;62;62;0121;01;1;68;1183,63202286036
488095;2;2;70;2;40;3; ;2;2;2;8;3; ;1;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;54;54;9500;95;1;68;1183,63202286036
488124;1;1;70;3;48;1; ;1;1;2;3;1; ;3;2;4; ;9;CON SUS RECURSOS;2;1; ; ; ; ; ; ; ; ; ;1; ;1;130000;1;3980000;2;62;62;0140;01;1;68;1426,64939787636
488194;1;5;70;3;40;2; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;1;70;576,426499770837
488200;1;3;70;3;40;8; ;1;1;2;8;8; ;4;2;7; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0118;01;1;70;576,426499770837
489801;1;3;70;5;40;1; ;1;1;2;12;8; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;45;62;0118;01;1;70;876,9443213497
489801;1;4;70;22;50;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;98; ; ; ;1;70;876,9443213497
489805;1;6;70;104;56;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;70;1425,48258435424
490036;1;3;70;8;56;3; ;1;1;2;8;3; ;1;2;4; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;720000;2;54;54;9500;95;1;70;1011,63903555888
490832;1;3;70;3;48;1; ;2;2;2;3;1; ;9;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;800000;1;8000000;2;21;33;8050;80;1;76;2843,63487380308
491033;1;1;70;5;56;1; ;1;1;2;12;1; ;6;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0116;01;1;76;3099,39113035844
491081;1;3;70;4;48;1; ;2;1;2;4;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;800000;1;4950000;2;44;39;5161;51;1;76;1316,24730301815
491177;1;2;70;52;48;1; ;2;2;2;204;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;97;2423;24;1;76;3621,17780590471
491183;1;1;70;40;24;1; ;2;2;2;158;3; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;54;9500;95;1;76;2297,31660691453
492557;1;4;70;85;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;1;20;627,54070266665
492579;1;2;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;20;1279,52775598082
492603;1;1;70;2;48;1; ;1;1;2;6;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;4330000;2;03;03;1591;15;1;20;1401,83087200319
492641;1;1;70;28;48;1; ;1;1;2;35;8; ;5;2;5; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0121;01;1;20;1752,5398834217
492641;1;3;70;96;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;20;1752,5398834217
495841;1;1;70;8;48;1; ;1;1;2;144;1; ;2;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;53;5521;55;1;05;1002,42024540597
495883;1;3;70;52;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;54;439,866431303289
495883;1;4;70;60;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;54;439,866431303289
495883;1;5;70;45;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;98; ; ; ;1;54;439,866431303289
495884;1;3;70;46;48;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;54;594,88493082952
495894;1;3;70;24;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;54;608,367014304778
495895;1;2;70;1;40;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;54;395,233475171944
495896;1;3;70;48;40;8; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;54;530,755963599428
495897;1;6;70;24;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;1;54;624,431419242268
495914;1;3;70;52;40;1; ;1;1;2;52;1; ;4;2;5; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5235;52;1;23;1473,7077454009
495917;1;3;70;12;48;1; ;1;1;2;60;1; ;9;2;2; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;33;39;7413;74;1;23;1448,35245565071
495918;1;3;70;15;48;2; ;2;2;2;16;1; ;1;2;2; ;2; ;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2; ;2;12;12;7411;74;1;23;872,296460518501
495924;1;2;70;10;42;3; ;1;1;2;10;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;210000;2;54;54;9500;95;1;23;1055,11789966128
495940;1;5;70;9;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;1;23;1354,36398016304
495964;1;1;70;32;45;1; ;1;1;2;32;1; ;8;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8000000;2;02;02;4522;45;1;41;972,163979394254
495976;1;1;70;5;48;4; ;1;1;2;5;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;61;61;0115;01;1;41;611,790805333432
496005;1;1;70;1;50;1; ;1;1;2;96;4; ;1;2;2; ;2; ;2;11;por que ya tiene la pension sino que le falta la edad; ; ; ; ; ; ; ;1; ;esperando la pension;2; ;2; ;2;95;98;6031;60;1;41;764,522583660637
496007;1;2;70;2;40;8; ;1;1;2;2;8; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;450000;1;3600000;2;62;62;0117;01;1;41;1016,22999487892
496008;1;1;70;8;40;1; ;1;1;2;28;1; ;4;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;37;45;5222;52;1;41;818,859986109262
496008;1;2;70;12;40;3; ;1;1;2;28;1; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;54;45;5219;52;1;41;818,859986109262
496011;1;2;70;3;40;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;40000;1;400000;2;61;61;0140;01;1;41;1140,85119444566
496014;1;2;70;12;40;3; ;1;1;2;192;3; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;41;1031,15512312791
496019;1;2;70;1;45;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;99; ; ; ;1;41;724,317528610344
496118;1;2;70;4;60;1; ;1;1;2;2;4; ;1;2;10; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;500000;2;00;45;5155;51;1;41;1098,0956487297
496119;1;3;70;4;50;8; ;1;1;2;4;8; ;3;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;62;62;0111;01;1;41;978,561727365733
496140;1;1;70;4;48;4; ;1;1;2;5;8; ;3;2;4; ;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;1;100000;1;1800000;2;61;62;0111;01;1;41;837,406046774738
496240;1;4;70;2;50;1; ;1;2;2;32;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;45000;2;45;62;0111;01;1;41;776,432168903725
496280;1;3;70;40;40;1; ;1;1;2;30;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;45;45;5231;52;1;41;641,549491721477
496280;1;4;70;3;40;1; ;1;1;2;40;1; ;3;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5211;52;1;41;641,549491721477
496291;1;2;70;2;40;3; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;41;595,107410100976
496305;1;1;70;2;48;4; ;1;1;2;2;1; ;5;2;2; ;1; ;2;9; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;3000000;2;95;95;4530;45;1;41;710,209480479541
496324;1;2;70;3;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;79; ; ; ;1;41;767,101656946697
496324;1;3;70;4;48;1; ;1;1;2;2;8; ;2;2;2; ;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;300000;2;77;62;0121;01;1;41;767,101656946697
496326;1;5;70;4;48;4; ;2;2;2;12;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;61;0111;01;1;41;885,128993268803
496342;1;1;70;12;40;1; ;1;1;2;15;1; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;95;36;6022;60;1;41;558,586302385777
496351;1;4;70;8;8;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;41;338,168645026445
496390;1;1;70;12;48;1; ;1;1;2;2;1; ;3;2;2; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;1200000;2;95;62;0121;01;1;47;539,222850088077
496401;1;2;70;12;48;4; ;1;1;2;1;1; ;3;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;98;39;5125;51;1;47;936,853981575878
496438;1;5;70;24;8;1; ;1;1;2;36;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5211;52;1;47;718,962002707935
496438;1;7;70;32;8;2; ;1;1;2;24;2; ;2;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;13;13;8012;80;1;47;718,962002707935
496457;1;3;70;4;48;8; ;1;1;2;60;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0116;01;1;47;802,741494140453
496464;1;3;70;12;48;1; ;1;1;2;36;1; ;6;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;45;5244;52;1;47;1196,76800193798
496464;1;4;70;20;48;1; ;1;1;2;24;1; ;4;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;60;60;0121;01;1;47;1196,76800193798
496477;1;6;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;87; ; ; ;1;47;1111,98304770495
496480;1;3;70;24;40;2; ;1;1;2;36;2; ;6;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;19;19;8045;80;1;47;539,222850088077
496481;1;2;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;55; ; ; ;1;47;839,186618802387
496483;1;3;70;24;42;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;62; ; ; ;1;47;1400,80302727774
496483;1;4;70;2;42;1; ;1;1;2;2;8; ;3;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;490000;2;62;62;0118;01;1;47;1400,80302727774
496497;1;4;70;32;78;1; ;1;1;2;48;4; ;2;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;87;85;6421;64;1;47;895,558539172015
496523;1;2;70;32;48;1; ;1;1;2;32;1; ;2;2;5; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3035000;2;45;45;5211;52;1;47;693,113172472139
496524;1;5;70;4;40;3; ;1;1;2;40;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;54;9500;95;1;47;2071,51270866229
496537;1;5;70;4;40;3; ;1;1;2;12;3; ;1;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;47;918,965175932441
496537;1;8;70;8;60;8; ;1;1;2;8;8; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;62;62;0118;01;1;47;918,965175932441
496541;1;4;70;4;50;1; ;1;1;2;52;1; ;2;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;45;40;5211;52;1;52;1005,93154501443
496542;1;2;70;28;56;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;52;2493,10359973988
496561;1;2;70;20;40;3; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;52;2456,2866369431
496565;1;2;70;4;30;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;41; ; ; ;1;52;1707,86571188678
496566;1;2;70;12;50;3; ;1;1;2;12;3; ;1;2;6; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;240000;2;54;54;9500;95;1;52;1881,64282263847
496569;1;1;70;16;50;4; ;2;1;2;16;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;2;98;98;6039;60;1;52;2767,45637139243
496571;1;2;70;21;48;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;600000;2;61;61;0140;01;1;52;1933,40532241888
496571;1;4;70;52;48;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;61; ; ; ;1;52;1933,40532241888
496602;1;5;70;12;40;1; ;2;2;2;40;1; ;2;2;2; ;7; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;98;45;5051;50;1;52;2544,86609952028
496638;1;3;70;8;48;3; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;62;0140;01;1;52;1704,74836676024
496650;1;3;70;8;48;1; ;1;1;2;10;6; ;2;2;2; ;1; ;2;11;ERA TRABAJADOR FAMILIAR SIN REMUNERACION; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;62;0118;01;1;52;2525,84917190855
496674;1;4;70;52;48;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;52;5199,2113528069
496677;1;3;70;8;40;1; ;1;1;2;8;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;700000;2;45;62;0140;01;1;52;2675,85434462428
496699;1;1;70;4;20;4; ;1;1;2;6;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;2;56;62;0140;01;1;52;3986,88560408302
496715;1;4;70;4;50;4; ;1;1;2;4;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;62;62;0140;01;1;52;2006,05198208325
496727;1;1;70;1;48;8; ;1;1;2;1;1; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;140000;1;1680000;2;62;95;4521;45;1;54;680,859033837686
496828;1;7;70;4;40;3; ;1;1;2;24;3; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;54;601,104626415693
496905;1;1;70;3;40;8; ;1;1;2;3;8; ;2;2;3; ;2; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;1;2880000;2;62;62;0111;01;1;54;563,543605636462
496932;1;2;70;3;48;4; ;1;1;2;3;4; ;7;1; ;.;1; ;1; ;.; ; ;1; ; ; ; ; ; ; ;1;433700;1;2500000;2;39;39;7512;75;1;54;556,847354772857
496955;1;2;70;32;40;4; ;1;1;2;32;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ;1; ;ES JUBILADO;2; ;1;3840000;2;59;59;8511;85;1;54;320,873104261296
496979;1;3;70;12;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;32; ; ; ;1;54;556,847354772857
497018;1;1;70;1;24;1; ;1;1;2;4;4; ;2;1; ;.;1; ;1; ;.; ; ; ; ;1; ; ; ; ; ;2; ;1;3600000;2;03;03;4530;45;1;54;556,847354772857
497028;1;3;70;6;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;54;566,993593203419
497070;1;3;70;2;30;2; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;59; ; ; ;1;54;268,633742748018
497071;1;3;70;2;40;1; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;54;356,763273649406
497072;1;2;70;1;40;3; ;2;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;54;542,449844851825
497073;1;2;70;1;30;4; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;41; ; ; ;1;54;239,747261770899
497120;1;1;70;4;30;3; ;2;2;2;4;3; ;1;2;3; ;6; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;54;54;9500;95;1;54;424,574369836258
497122;1;3;70;36;1;1; ;2;2;2;144;2; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;58;20;7512;75;1;54;331,766818083511
497141;1;1;70;2;60;8; ;2;2;2;3;8; ;4;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;30000;1;400000;2;62;62;0111;01;1;54;717,024723729413
497141;1;2;70;4;55;8; ;2;1;2;5;8; ;6;2;3; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;2;62;62;0111;01;1;54;717,024723729413
497141;1;3;70;8;70;8; ;1;1;2;8;8; ;5;2;3; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;2;62;62;0111;01;1;54;717,024723729413
497168;1;2;70;2;48;3; ;1;1;2;192;1; ;3;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;56;5511;55;1;54;490,138701457325
497168;1;3;70;3;30;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;54;490,138701457325
497169;1;2;70;28;40;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;53; ; ; ;1;54;612,96769108435
