DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5575422;1;1;1;80;2;2;;500000;1;3;;2;;;9;;2;2;;2;;1;10;2;41;1434.6495992
5575422;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1434.6495992
5575424;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;823.1196493
5575424;1;6;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;41;823.1196493
5575428;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;818.40487436
5575429;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;950.64304773
5575429;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;950.64304773
5575430;1;2;1;80;2;1;40;400000;1;4;;2;;;4;;2;2;;2;;1;10;2;41;537.54990846
5575431;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;629.39002853
5575431;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;629.39002853
5575432;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;726.31002429
5575432;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;726.31002429
5575449;1;1;1;80;2;2;;908000;1;8;;2;;;1;;2;2;;1;150000;1;10;1.1;41;1070.4307462
5575449;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1070.4307462
5575451;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;816.28826495
5575452;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;561.37179836
5575452;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;561.37179836
5575453;1;2;1;80;2;;;;1;4;;2;;;9;;2;2;;2;;1;10;4;41;866.19585386
5575454;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;770.76895742
5575455;1;2;1;80;2;2;;98;1;3;;2;;;9;;2;2;;2;;1;10;3;41;1210.3165758
5575455;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1210.3165758
5575455;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1210.3165758
5575457;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;41;1101.5088825
5575457;1;3;1;80;2;2;;98;2;;;;2;;;.;2;2;;2;;1;10;;41;1101.5088825
5575457;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1101.5088825
5575457;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1101.5088825
5575458;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;684.98164904
5575458;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;684.98164904
5575461;1;2;1;80;2;2;;500000;1;3;;2;;;9;;2;2;;2;;1;10;4;41;1205.3470709
5575462;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;457.40799964
5575462;1;4;1;80;2;;;;1;7;;2;;;9;;;;;2;;1;10;1.4;41;457.40799964
5575463;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1001.0895488
5575464;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;855.21584862
5575465;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;10;1.4;41;630.88312785
5575465;1;2;1;80;2;1;48;250000;1;8;;2;;;4;;2;2;;2;;1;10;1.4;41;630.88312785
5575466;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;1;60000;1;10;1.2;41;983.58306345
5575466;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;983.58306345
5575467;1;2;1;80;2;2;;300000;2;;;;2;;;.;;;;2;;1;10;;41;528.06300254
5575468;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;41;737.8289417
5575471;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;737.29002954
5575471;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;737.29002954
5575472;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1085.5593724
5575473;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;1070.4307462
5575478;1;2;1;80;2;2;;98;2;;;;2;;;.;2;2;;2;;1;10;;41;698.73122596
5575480;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1182.4113088
5575481;1;2;1;80;2;2;;98;1;4;;2;;;4;;2;2;;2;;1;10;4;41;827.26827019
5575482;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;618.41002329
5575483;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;41;737.29002954
5575483;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;737.29002954
5575483;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;737.29002954
5575485;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;961.62305297
5575486;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;41;844.23584338
5575489;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.4;41;539.04300778
5575489;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;539.04300778
5575490;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;550.02301302
5575491;1;1;1;80;2;1;20;200000;2;;;;2;;;.;2;2;;2;;1;10;;41;827.26827019
5575493;1;2;1;80;2;1;20;200000;1;3;;2;;;9;;2;2;;2;;1;10;4;41;591.78541211
5575493;1;5;1;80;2;2;;908000;1;3;;2;;;9;;2;2;;2;;1;10;2;41;591.78541211
5575493;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;591.78541211
5575495;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1070.4307462
5575497;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;393.53839036
5575497;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;393.53839036
5575498;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;41;746.40815536
5575498;1;2;1;80;2;2;;500000;1;3;;2;;;9;;2;2;;2;;1;10;4;41;746.40815536
5575499;1;3;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.3;41;501.43839136
5575499;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;501.43839136
5575499;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;501.43839136
5575501;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;41;618.41002329
5575501;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;618.41002329
5575502;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1414.5514682
5575505;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;661.48622786
5575507;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;41;1369.6133842
5575507;1;5;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;41;1369.6133842
5575508;1;1;1;80;2;2;;98;1;4;;2;;;4;;2;2;;2;;1;10;4;41;739.94555111
5575509;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;10;1.1;41;694.21382497
5575509;1;3;1;80;2;;;;1;8;;2;;;2;;;;;2;;1;10;1.1;41;694.21382497
5575509;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;694.21382497
5575509;1;6;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.1;41;694.21382497
5575510;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;618.41002329
5575511;1;4;1;80;2;1;40;1300000;1;3;;2;;;9;;2;2;;2;;1;10;1.4;41;763.74481131
5575512;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;982.41645769
5575512;1;2;1;80;2;1;48;908000;1;7;;2;;;1;;2;2;;2;;1;10;2;41;982.41645769
5575512;1;4;1;80;2;2;;908000;1;8;;2;;;9;;2;2;;2;;1;10;4;41;982.41645769
5575513;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;855.21584862
5575513;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;855.21584862
5575514;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;512.9343764
5575514;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;512.9343764
5575515;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;540.9048872
5575515;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;540.9048872
5575517;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;950.64304773
5575517;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;950.64304773
5575530;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;1288.7532694
5575530;1;6;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;1288.7532694
5575533;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;41;1001.0895488
5575539;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;41;737.8289417
5575540;1;3;1;80;2;;;;1;2;;2;;;2;;;;;2;;1;10;1.2;41;1477.8398539
5575541;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;1249.3094032
5575541;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1249.3094032
5575543;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;1426.4391657
5575545;1;2;1;80;2;;;;1;6;;2;;;11;;2;2;;2;;1;10;4;41;696.86934654
5575546;1;2;1;80;2;2;;98;2;;;;2;;;.;2;2;;2;;1;10;;41;844.23584338
5575551;1;2;1;80;2;1;24;700000;2;;;;1;4;9;;2;2;;2;;1;10;;41;500.4842042
5575551;1;3;1;80;2;1;48;800000;2;;;;2;;;.;2;2;;2;;1;10;;41;500.4842042
5575553;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;724.44814488
5575556;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;694.75273714
5575557;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;662.33004425
5575557;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;662.33004425
5575559;1;2;1;80;2;2;;908000;1;4;;2;;;4;;2;2;;2;;1;10;1.3;41;817.58860251
5575559;1;3;1;80;2;2;;908000;2;;;;2;;;.;2;2;;2;;1;10;;41;817.58860251
5575559;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;817.58860251
5575559;1;6;1;80;2;1;40;1400000;1;1;;2;;;2;;2;2;;2;;1;10;3;41;817.58860251
5575560;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;41;432.46597403
5575560;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;432.46597403
5575560;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;41;432.46597403
5575563;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;851.67138364
5575563;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;851.67138364
5575565;1;4;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;41;2406.8685575
5575567;1;2;1;80;2;2;;908000;1;3;;2;;;9;;2;2;;2;;1;10;4;41;1435.3269465
5575568;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;41;1268.7455572
5575568;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1268.7455572
5575569;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;41;1716.1673459
5575603;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;44;3966.1228812
5575606;1;2;1;80;2;;;;1;3;;2;;;1;;2;2;;2;;1;10;3;44;3184.1683394
5575607;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;6791.7607741
5575607;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;6791.7607741
5575607;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;6791.7607741
5575609;1;1;1;80;2;2;;300000;1;9;CAMBIO DE RESIDENCIA;2;;;1;;2;2;;2;;1;10;2;44;4213.3987103
5575610;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;4355.7792584
5575612;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;3551.9768055
5575631;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;5039.1270644
5575644;1;1;1;80;2;;;;1;1;;1;;1;1;;2;2;;2;;1;10;1.4;44;1886.9467415
5575644;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;1886.9467415
5575646;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;1272.9137808
5575646;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1272.9137808
5575647;1;1;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;10;1.2;44;1894.4844563
5575647;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;1894.4844563
5575648;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;2298.7619495
5575648;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;2298.7619495
5575649;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1994.3475608
5575649;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;44;1994.3475608
5575649;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;1994.3475608
5575650;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;44;1689.8636788
5575669;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;10;1.2;50;1019.2382831
5575670;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;50;848.01768254
5575670;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;848.01768254
5575671;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1203.1617639
5575672;1;1;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;10;2;50;985.92588354
5575672;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;985.92588354
5575673;1;2;1;80;2;;;;1;3;;2;;;11;;2;2;;2;;1;10;4;50;716.80784491
5575674;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;788.02848597
5575675;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;50;647.30345215
5575676;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;50;957.49113654
5575678;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1233.9177412
5575679;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;647.30345215
5575680;1;1;1;80;2;1;20;650000;1;3;;2;;;9;;2;2;;2;;1;10;1.4;50;1186.3797034
5575681;1;2;1;80;2;1;48;500000;1;3;;2;;;9;;2;2;;2;;1;10;4;50;557.01217924
5575682;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;626.32308163
5575683;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;50;872.18719935
5575683;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;872.18719935
5575683;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;872.18719935
5575685;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;428.51863808
5575685;1;3;1;80;2;2;;1000000;1;6;;2;;;9;;2;2;;2;;1;10;4;50;428.51863808
5575685;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;428.51863808
5575686;1;2;1;80;2;;;;1;7;;2;;;9;;2;2;;2;;1;10;1.4;50;1031.3361814
5575686;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1031.3361814
5575686;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1031.3361814
5575687;1;4;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;50;478.03429194
5575688;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575690;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;802.6828066
5575692;1;1;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;10;1.4;50;1324.2124824
5575701;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.4;50;626.32308163
5575701;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;626.32308163
5575702;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1487.7483873
5575702;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;1487.7483873
5575702;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;1487.7483873
5575703;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;2811.114893
5575703;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;2811.114893
5575704;1;1;1;80;2;1;48;900000;1;3;;2;;;9;;2;2;;2;;1;10;2;50;592.78921253
5575704;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;592.78921253
5575704;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;592.78921253
5575704;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;592.78921253
5575705;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;428.51863808
5575705;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;428.51863808
5575705;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575709;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;557.01217924
5575710;1;1;1;80;2;1;48;1000000;1;3;;2;;;9;;2;2;;1;600000;1;10;1.2;50;478.03429194
5575710;1;4;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;50;478.03429194
5575712;1;2;1;80;2;2;;980000;1;3;;2;;;9;;2;2;;2;;1;10;4;50;2505.2654755
5575714;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;2143.8893714
5575715;1;2;1;80;2;1;30;850000;1;3;;2;;;9;;2;2;;2;;1;10;3;50;2256.6149645
5575715;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;2256.6149645
5575715;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;2256.6149645
5575716;1;2;1;80;2;1;24;500000;1;3;;2;;;9;;2;2;;2;;1;10;3;50;428.51863808
5575716;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575716;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575716;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575716;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;50;428.51863808
5575716;1;7;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575717;1;1;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;50;547.04308214
5575718;1;2;1;80;2;2;;800000;1;3;;2;;;9;;2;2;;2;;1;10;1.4;50;1586.8586607
5575719;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;50;428.51863808
5575719;1;4;1;80;2;;;;1;2;;2;;;2;;2;2;;2;;1;10;2;50;428.51863808
5575720;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;50;556.81868888
5575721;1;2;1;80;2;;;;2;;;;1;3;4;;2;2;;2;;1;10;;50;647.30345215
5575779;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1698.2451639
5575780;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1295.8055773
5575780;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;1295.8055773
5575781;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;699.96910103
5575781;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;699.96910103
5575781;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;699.96910103
5575783;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;878.3639241
5575785;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1031.5611497
5575786;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1031.5611497
5575788;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;2178.093011
5575788;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;2178.093011
5575789;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1608.0742481
5575790;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;815.02103007
5575790;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;815.02103007
5575790;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;815.02103007
5575791;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;806.50910702
5575791;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;806.50910702
5575792;1;2;1;80;2;;;;1;3;;2;;;11;;2;2;;2;;1;10;4;66;1031.5611497
5575793;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;2182.0972331
5575795;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;1411.3638311
5575795;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1411.3638311
5575796;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;1208.4418639
5575797;1;1;1;80;2;;;;1;4;;2;;;9;;2;2;;2;;1;10;2;66;1142.6083517
5575798;1;1;1;80;2;;;;1;3;;2;;;11;;2;2;;2;;1;10;4;66;1982.2810411
5575799;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;832.36011458
5575800;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1236.7834897
5575802;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;1031.5611497
5575803;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;832.36011458
5575804;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1124.2221788
5575805;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;1031.5611497
5575806;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;66;1230.7621848
5575807;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;1014.8372221
5575807;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;1014.8372221
5575808;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;10;1.4;66;2356.4878341
5575809;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;878.3639241
5575811;1;2;1;80;2;;;;1;8;;2;;;7;;2;2;;2;;1;10;2;66;1208.4418639
5575812;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1208.4418639
5575815;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;1339.3187687
5575818;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1031.5611497
5575819;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1492.5159943
5575825;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1049.8767436
5575826;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1407.359609
5575826;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1407.359609
5575826;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;1407.359609
5575828;1;1;1;80;2;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;1225.2368602
5575828;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1225.2368602
5575831;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1225.2368602
5575832;1;1;1;80;2;;;;1;8;;2;;;4;;2;2;;2;;1;10;3;66;1461.8379099
5575833;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;2138.8771537
5575833;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;10;;66;2138.8771537
5575837;1;1;1;80;2;;;;1;3;;2;;;1;;2;2;;2;;1;10;3;66;809.6340223
5575837;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;809.6340223
5575838;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;1168.02136
5575839;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;1.4;66;1461.8379099
5575840;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1617.2869668
5575840;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1617.2869668
5575845;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;10;1.4;66;1461.8379099
5575846;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;809.6340223
5575847;1;1;1;80;2;;;;1;5;;2;;;8;;3;3;;2;;1;10;3;66;1380.6859171
5575847;1;2;1;80;2;;;;1;5;;2;;;9;;3;3;;2;;1;10;4;66;1380.6859171
5575848;1;1;1;80;2;;;;1;5;;2;;;8;;3;3;;2;;1;10;3;66;1310.5824265
5575849;1;2;1;80;2;2;;908526;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1457.081295
5575849;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;1457.081295
5575850;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;66;1310.5824265
5575851;1;1;1;80;2;;;;1;3;;2;;;4;;2;2;;2;;1;10;3;66;1345.2247653
5575851;1;3;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;1345.2247653
5575853;1;1;1;80;2;;;;1;3;;2;;;8;;2;2;;2;;1;10;2;66;1461.8379099
5575854;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;66;1461.8379099
5575858;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;2017.0908657
5575860;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;1457.081295
