DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;CLASE;MES;DPTO;fex_c_2011
5574399;1;1;1;95;2;;;;;;;1;1;2400000;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;201.41142127
5574399;1;2;1;95;2;;;;;;;1;2;;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;201.41142127
5574399;1;3;1;95;2;;;;;;;1;2;;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;201.41142127
5574399;1;4;1;95;2;;;;;;;1;2;;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;201.41142127
5574400;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;319.88364473
5574400;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;319.88364473
5574400;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;319.88364473
5574401;1;1;1;95;2;;;;;;;1;1;3600000;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;272.24560221
5574401;1;2;1;95;2;;;;;;;1;1;2400000;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;272.24560221
5574401;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;272.24560221
5574402;1;1;1;95;2;;;;;;;1;2;;2;;1;960000;;960000;;1;;;;;1;;;;960000;;;;2;;2;;2;;66;1;10;66;284.82007352
5574402;1;2;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;66;1;10;66;284.82007352
5574403;1;1;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;66;1;10;66;315.48823456
5574403;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;315.48823456
5574403;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;315.48823456
5574403;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;315.48823456
5574404;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;323.21612623
5574404;1;2;1;95;2;;;;;;;1;2;;1;5000000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;66;1;10;66;323.21612623
5574404;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;323.21612623
5574404;1;4;1;95;2;;;;;;;1;2;;2;;1;3000000;;3000000;;1;;;;;;1;;;;SENA APOYO SOSTENIMIENTO;3000000;;2;;2;;2;;66;1;10;66;323.21612623
5574405;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;406.15532404
5574406;1;1;1;95;1;2;;1;2000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;333.0127817
5574406;1;2;1;95;2;;;;;;;1;1;2500000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;66;1;10;66;333.0127817
5574407;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;337.10558721
5574407;1;2;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;337.10558721
5574408;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;359.79379557
5574408;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;359.79379557
5574408;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;359.79379557
5574409;1;1;1;95;1;2;;1;800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;340.43806872
5574409;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;340.43806872
5574409;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;340.43806872
5574410;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;333.0127817
5574410;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;333.0127817
5574411;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;645.72575703
5574411;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;645.72575703
5574411;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;645.72575703
5574411;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;645.72575703
5574412;1;1;1;95;2;;;;;;;1;2;;1;500000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;66;1;10;66;312.15575305
5574412;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;312.15575305
5574412;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;312.15575305
5574413;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;333.0127817
5574413;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;333.0127817
5574414;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;381.96581389
5574415;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;263.96304487
5574415;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;263.96304487
5574415;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;263.96304487
5574416;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;284.82007352
5574416;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;284.82007352
5574417;1;1;1;95;2;;;;;;;1;2;;1;10000000;2;;;;;;;;;;;;;;;;;;2;;2;;2;;66;1;10;66;284.82007352
5574417;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;284.82007352
5574418;1;1;1;95;1;2;;1;980000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;288.15255502
5574418;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;288.15255502
5574418;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;288.15255502
5574419;1;1;1;95;1;2;;1;4500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;357.96261586
5574420;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;329.6803002
5574421;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;284.82007352
5574421;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;284.82007352
5574422;1;1;1;95;2;;;;;;;1;2;;2;;1;18000000;;;;;1;;;;;;;;;;;18000000;2;;2;;2;;66;1;10;66;284.82007352
5574422;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;284.82007352
5574423;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;624.47473074
5574423;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;624.47473074
5574424;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;406.15532404
5574425;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;381.96581389
5574426;1;1;1;95;1;2;;1;2500000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;1;10;66;329.6803002
