DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;CLASE;MES;DPTO;fex_c_2011
5592907;1;2;1;95;2;;;;;;;1;1;1600000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;157.33821948
5592907;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;157.33821948
5592908;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;168.09980184
5592909;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;399.53691819
5592909;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;399.53691819
5592910;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;152.1145311
5592910;1;2;1;95;2;;;;;;;1;2;;2;;1;110000;;110000;;1;;;1;;;;110000;;;;;;2;;2;;2;;23;1;10;23;152.1145311
5592910;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;152.1145311
5592910;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;152.1145311
5592910;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;152.1145311
5592910;1;10;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;152.1145311
5592911;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;294.58721027
5592911;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;294.58721027
5592912;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;217.12334946
5592912;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;217.12334946
5592913;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;180.85326706
5592913;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;180.85326706
5592913;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;180.85326706
5592913;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;180.85326706
5592914;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
5592914;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
5592915;1;1;1;95;1;2;;1;3000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;314.33027323
5592915;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;314.33027323
5592915;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;314.33027323
5592915;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;314.33027323
5592915;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;314.33027323
5592915;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;314.33027323
5592916;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;310.39058053
5592916;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;310.39058053
5592916;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;310.39058053
5592917;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;219.9660511
5592917;1;2;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;219.9660511
5592917;2;1;2;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;219.9660511
5592917;2;2;2;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;219.9660511
5592918;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.47271371
5592918;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.47271371
5592918;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.47271371
5592918;1;4;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;108.47271371
5592919;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;93.309352064
5592919;1;2;1;95;2;;;;;;;1;2;;2;;1;375000;;375000;;1;;;;;;1;;;;DEVOLUCION DEL IVA;375000;;2;;2;;2;;23;1;10;23;93.309352064
5592919;1;3;1;95;2;;;;;;;1;1;12000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;93.309352064
5592919;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;93.309352064
5592919;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;93.309352064
5592920;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;177.04442141
5592920;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;177.04442141
5592920;1;3;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;177.04442141
5592920;1;6;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;177.04442141
5592920;1;7;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;177.04442141
5592921;1;1;1;95;1;2;;1;1100000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;144.74279611
5592921;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;144.74279611
5592922;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;272.35456266
5592922;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;272.35456266
5592922;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;272.35456266
5592922;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;272.35456266
5592922;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;272.35456266
5592923;1;1;1;95;2;;;;;;;1;2;;2;;1;2200000;;2200000;;1;;;;;;1;;;;INGRESO SOLIDARIO;2200000;;2;;2;;2;;23;1;10;23;168.47780226
5592923;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;168.47780226
5592923;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;168.47780226
5592923;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;168.47780226
5592924;1;1;1;95;1;1;200000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
5592924;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
5592925;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;186.77674598
5592925;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;186.77674598
5592926;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;124.11804213
5592926;1;2;1;95;1;2;;1;4200000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;124.11804213
5592926;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;124.11804213
5592927;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;215.57182936
5592927;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;215.57182936
5592927;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;215.57182936
5592928;1;1;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;164.54409837
5592928;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;164.54409837
5592928;1;3;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;164.54409837
5592928;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;164.54409837
5592928;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;164.54409837
5592929;1;1;1;95;1;2;;1;2800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;118.89992306
5592929;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;118.89992306
5592930;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;93.309352064
5592930;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;93.309352064
5592930;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;93.309352064
5592931;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;235.64225174
5592932;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;202.4220744
5592933;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;169.23294154
5592933;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;169.23294154
5592934;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;167.92347067
5592934;1;2;1;95;2;;;;;;;1;2;;2;;1;6000000;;;;;1;;;;;;;;;;;6000000;2;;2;;2;;23;1;10;23;167.92347067
5592934;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;167.92347067
5592935;1;1;1;95;1;2;;1;4300000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;318.65195859
5592935;1;2;1;95;2;;;;;;;1;1;3600000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;318.65195859
5592935;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;318.65195859
5592935;1;5;1;95;2;;;;;;;1;2;;2;;1;920000;;920000;;1;;;;;;1;;;;DEVOLUCION DE IVA;920000;;2;;2;;2;;23;1;10;23;318.65195859
5592936;1;1;1;95;2;;;;;;;1;2;;2;;1;1680000;;1680000;;1;;;;;1;;;;1680000;;;;2;;2;;2;;23;1;10;23;134.70329332
5592936;1;2;1;95;2;;;;;;;1;2;;2;;1;390000;;390000;;1;;;;;;1;;;;DEVOLUCION DEL IVA;390000;;2;;2;;2;;23;1;10;23;134.70329332
5592936;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;134.70329332
5592937;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;235.64225174
5592938;1;1;1;95;1;2;;1;3000000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;516.87043949
5592938;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;516.87043949
5592938;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;516.87043949
5592939;1;1;1;95;2;;;;;;;1;2;;2;;1;1680000;;1680000;;1;;;;;1;;;;1680000;;;;2;;2;;2;;23;1;10;23;183.56879908
5592939;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;183.56879908
5592940;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;219.99692333
5592940;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;219.99692333
5592941;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;209.45162211
5592941;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;209.45162211
5592941;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;209.45162211
5592941;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;209.45162211
5592941;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;209.45162211
5592942;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;156.72853914
5592942;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;156.72853914
5592942;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;156.72853914
5592942;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;156.72853914
5592942;1;5;1;95;2;;;;;;;1;2;;2;;1;1680000;;1680000;;1;;;;;1;;;;1680000;;;;2;;2;;2;;23;1;10;23;156.72853914
5592943;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;216.62934373
5592943;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;216.62934373
5592944;1;1;1;95;1;2;;1;600000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;134.70329332
5592944;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;134.70329332
5592944;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;134.70329332
5592945;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;548.71749207
5592945;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;548.71749207
5592946;1;1;1;95;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;216.62934373
5592946;1;2;1;95;2;;;;;;;1;1;9600000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;216.62934373
5592947;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;173.14158974
5592947;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;173.14158974
5592947;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;173.14158974
5592947;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;173.14158974
5592948;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;433.89403656
5592948;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;433.89403656
5592948;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;433.89403656
5592948;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;433.89403656
5592949;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;162.73065452
5592949;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;162.73065452
5592949;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;162.73065452
5592949;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;162.73065452
5592950;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;407.60855384
5592950;1;2;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;407.60855384
5592950;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;407.60855384
5592950;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;407.60855384
5592950;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;407.60855384
5592950;1;6;1;95;2;;;;;;;1;2;;2;;1;1760000;;1760000;;1;;;;;1;;;;1760000;;;;2;;2;;2;;23;1;10;23;407.60855384
5592950;1;7;1;95;2;;;;;;;1;2;;2;;1;1760000;;1760000;;1;;;;;1;;;;1760000;;;;2;;2;;2;;23;1;10;23;407.60855384
5592950;1;8;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;407.60855384
5592951;1;1;1;95;2;;;;;;;1;1;2400000;2;;1;900000;;900000;;1;;;1;;;;900000;;;;;;2;;2;;2;;23;1;10;23;168.25784369
5592951;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;168.25784369
5592951;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;168.25784369
5592952;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;186.77674598
5592952;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;186.77674598
5592953;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;269.09050294
5592954;1;1;1;95;1;2;;1;2800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;465.1846934
5592954;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;465.1846934
5592954;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;465.1846934
5592955;1;1;1;95;1;2;;1;908526;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;116.02634919
5592955;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;116.02634919
5592956;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;142.02726408
5592956;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;142.02726408
5592956;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;142.02726408
5592956;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;142.02726408
5592957;1;1;1;95;1;1;1800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;201.47802104
5592957;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;201.47802104
5592957;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;201.47802104
5592958;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
5592958;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;108.31467186
5592959;1;1;1;95;2;;;;;;;1;1;12000000;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;116.02634919
5592959;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;116.02634919
5592960;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;235.64225174
5592961;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;199.76845909
5592961;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;199.76845909
5592962;1;1;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;364.75240324
5592962;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;364.75240324
5592962;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;364.75240324
5592963;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;304.90894685
5592963;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;304.90894685
5592964;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;326.03590895
5592964;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;326.03590895
5592965;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;235.64225174
5592966;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;215.57182936
5592966;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;215.57182936
5592966;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;215.57182936
5592967;1;1;1;95;2;;;;;;;1;1;2400000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;118.89992306
5592967;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;118.89992306
5592968;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;193.76634372
5592968;1;2;1;95;2;;;;;;;1;1;3600000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;193.76634372
5592968;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;193.76634372
5592969;1;1;1;95;1;1;750000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;134.54525147
5592970;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;394.42193784
5592970;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;394.42193784
5592970;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;394.42193784
5592970;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;394.42193784
5592970;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;394.42193784
5592970;1;7;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;394.42193784
5592971;1;1;1;95;1;2;;1;7800000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;289.48559221
5592971;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;289.48559221
5592972;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;274.35874603
5592972;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;274.35874603
5592973;1;1;1;95;2;;;;;;;1;1;6000000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;23;1;10;23;170.97337571
5592974;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;265.30672561
5592974;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;265.30672561
5592974;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;265.30672561
5592974;1;4;1;95;2;;;;;;;1;2;;2;;1;1920000;;1920000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1920000;;2;;2;;2;;23;1;10;23;265.30672561
5592974;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;265.30672561
5592975;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;98.671458823
5592975;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;98.671458823
5592976;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;252.44778764
5592976;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;252.44778764
5592976;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;1;10;23;252.44778764
