DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;fex_c_2011
569128;1;4;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;50;1145,18406747332
569129;1;2;70;6;48;3; ;1;1;2;53;3; ;1;9;SISBENSIN ARS; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;2;54;54;9500;95;1;50;533,050628457454
569372;1;2;70;12;40;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;18;1453,35744629737
569374;1;1;70;8;45;3; ;1;1;2;8;3; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;2;54;53;5521;55;1;18;1446,84934435632
569375;1;3;70;2;40;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;97; ; ; ;1;18;1875,03554227652
569376;1;2;70;8;45;3; ;1;1;2;30;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;54;54;9500;95;1;18;1810,83005264984
569377;1;2;70;8;40;3; ;1;1;2;36;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;53;5521;55;1;18;1643,92348942078
569378;1;2;70;8;45;2; ;2;2;2;48;2; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;13;13;8011;80;1;18;1431,54982008607
569379;1;2;70;5;45;4; ;2;2;2;40;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;2;45;45;5261;52;1;18;1319,11899293886
569379;1;3;70;4;25;1; ;2;2;2;40;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;2;53;41;1594;15;1;18;1319,11899293886
569929;1;2;70;8;48;3; ;2;2;2;2;3; ;4;9;SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;780000;2;54;54;9500;95;1;25;3031,39339690938
569940;1;3;70;48;48;1; ;2;2;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;60000;2;32;59;9233;92;1;25;2503,95568494163
569940;1;5;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;95; ; ; ;1;25;2503,95568494163
569950;1;2;70;4;40;4; ;1;1;2;8;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;2;54;54;9500;95;1;25;2024,55806045971
570222;1;4;70;30;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;45; ; ; ;1;44;8521,11990761119
570436;1;1;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;58; ; ; ;1;47;864,54606790399
570449;1;2;70;8;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;47;1298,257905532
570460;1;2;70;4;48;3; ;1;1;2;4;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;54;54;9500;95;1;47;1258,28606688976
570488;1;3;70;4;8;1; ;1;1;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2;00;54;9500;95;1;47;952,885969506052
570502;1;1;70;2;8;8; ;1;1;2;2;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;1;360000;1;1080000;2;62;62;0121;01;1;47;837,428293553111
570518;1;3;70;24;40;8; ;1;1;2;24;8; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;2;62;62;0115;01;1;47;1716,00171866437
570534;1;3;70;2;40;1; ;1;1;2;1;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;600000;1;6500000;2;95;95;4521;45;1;47;1548,19740490979
570552;1;1;70;12;6;3; ;1;1;2;32;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;280000;2;54;54;9500;95;1;47;2153,10206033757
570552;1;7;70;4;65;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;2;54; ; ; ;1;47;2153,10206033757
570554;1;2;70;2;45;4; ;1;1;2;50;4; ;3;4; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;13;13;8012;80;1;47;1280,0296025018
570563;1;3;70;6;50;3; ;1;1;2;6;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;2;54;54;9500;95;1;47;1467,48735727113
570573;1;4;70;2;70;1; ;1;1;2;3;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;2;62;62;0115;01;1;47;1001,62375432888
570584;1;2;70;4;40;1; ;1;1;2;50;3; ;1;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;2;54;54;9500;95;1;47;1348,68053201662
