DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;fex_c_2011
570450;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;770,86701129053
570458;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;4;2;2;47;697,709784860313
570459;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;750,992441956257
570459;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;750,992441956257
570459;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;750,992441956257
570461;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;948,405633323714
570486;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;47;1169,47614140312
570486;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1169,47614140312
570488;1;1;80;2; ; ; ;2; ;2; ;2; ;1;3; ;4; ;2;47;952,885969506052
570488;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;952,885969506052
570488;1;4;80;2; ; ; ;9; ;2; ;2; ;2; ;.; ; ;2;47;952,885969506052
570488;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;952,885969506052
570489;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;788,14310491827
570492;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1226,91502949214
570493;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;912,671231009865
570494;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;47;1099,44639651434
570495;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1398,88938403566
570495;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1398,88938403566
570495;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1398,88938403566
570497;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1138,08675998846
570502;1;2;80;1;3;5; ;2; ;2; ;2; ; ; ; ;9;2;2;47;837,428293553111
570503;1;2;80;1;9;2; ;2; ;2; ;2; ; ; ; ;9;2;2;47;1158,7479199714
570503;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1158,7479199714
570503;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1158,7479199714
570506;1;1;80;1;4;0; ;2; ;2; ;2; ; ; ; ;8;2;2;47;1684,49063868645
570507;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;802,306375097547
570507;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;802,306375097547
570507;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;802,306375097547
570508;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1504,65667597024
570509;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1377,86896853885
570515;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1674,68377943937
570515;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1674,68377943937
570518;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;47;1716,00171866437
570518;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1716,00171866437
570518;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1716,00171866437
570519;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1779,841362534
570519;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1779,841362534
570520;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;9; ;2;47;1300,38008250934
570526;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1757,77514696812
570526;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1757,77514696812
570526;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1757,77514696812
570534;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1548,19740490979
570534;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1548,19740490979
570547;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1907,75508883036
570547;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1907,75508883036
570548;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1486,15157088253
570548;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1486,15157088253
570548;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1486,15157088253
570548;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1486,15157088253
570549;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1141,52988480799
570549;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1141,52988480799
570549;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1141,52988480799
570549;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1141,52988480799
570550;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1813,5011358324
570551;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1463,98001851607
570551;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1463,98001851607
570552;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;2153,10206033757
570552;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;2153,10206033757
570552;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;2153,10206033757
570554;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1280,0296025018
570554;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1280,0296025018
570560;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1281,76964062106
570561;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1577,99473482821
570562;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1309,54367448675
570562;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1309,54367448675
570563;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1467,48735727113
570573;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1001,62375432888
570593;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1622,82221945392
570593;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1622,82221945392
570596;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;4;2;2;47;1173,89370797976
570596;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1;ACTUALMENTE ESTA EMBARAZADA;12; ;2;47;1173,89370797976
570597;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;796,310173006173
570597;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;796,310173006173
570599;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1300,38008250934
570721;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1111,80095740735
570721;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1111,80095740735
570721;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1111,80095740735
