DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6038676;1;1;1;60;13;13;1;2;1;;1;;1;1;2;1;120;;2;;2;2000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35200;2;2;;;2;;;2;;;1;1920000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;12;1;;;;;;;;;1;1;1;1;11;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;3;;1;;39;55;1;1;5511;2000000;12;13;469.17634697;
6038676;1;2;1;60;13;13;1;2;1;;1;;1;1;2;1;96;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35200;2;2;;;2;;;2;;;1;1430000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;6;7;;1;;1;2;1;9;1;;;;;;;;;1;1;1;1;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;21;52;1;1;5229;1500000;12;13;469.17634697;
6038677;1;1;1;60;13;13;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;900000;1;;3;;1;1;12;48;;.;48;;;;1;4;;1;;2;;;;;;;;;;;;1;2;2;1;1;276;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;3;;1;;98;49;1;4;4921;900000;12;13;420.30084205;
6038677;1;2;1;60;13;13;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;3;200000;1;;3;;3;2;12;24;2;;24;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;1;99;24;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;45;47;1;4;4792;200000;12;13;420.30084205;
6038678;1;1;1;60;13;13;1;2;1;;1;;1;1;1;1;360;;5;;2;3700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3700000;1;3700000;1;1850000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;7;;1;;1;3;1;34;1;;;;;;;;;1;1;1;1;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;12;10;3;;1;;13;85;1;2;8530;3700000;12;13;420.30084205;
6038679;1;1;1;60;13;13;2;;;;;;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;250000;1;;3;;1;2;12;30;1;;48;;;;1;1;;1;;2;;;;;;;;;;;;1;2;2;1;2;144;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;79;14;1;4;1410;250000;12;13;458.4668407;
6038679;1;2;1;60;13;13;2;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;;;;;3;600000;1;;3;;1;2;12;32;1;;32;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;4;24;1;;7;2;;;;;;;;1;20;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;1;2;1;1;14;;9;;1;1;13;85;1;4;8559;600000;12;13;458.4668407;
6038679;1;3;1;60;13;13;1;2;2;12;1;;1;1;2;1;36;;2;;1;1680000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1680000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;8;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;24;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;20;3;;1;;13;85;1;1;8530;1680000;12;13;458.4668407;
6038679;1;4;1;60;13;13;1;2;1;;1;;1;1;2;1;48;;2;;1;1500000;1;100000;2;2;;2;;1;140000;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;1;6;;;;;;;;;;;;;;;;;;;;12;48;;.;48;;;;9;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;12;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;7;45;9;;1;;30;23;1;1;2395;1500000;12;13;458.4668407;
6038680;1;2;1;60;13;13;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;5;;;;;3;;1;;3;;1;2;12;30;2;;30;;;;1;5;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;45;47;1;4;4792;;12;13;287.92100742;
6038680;1;3;1;60;13;13;1;2;2;12;1;;1;1;2;1;12;;2;;1;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;4;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;21;85;1;1;8559;;12;13;287.92100742;
6038680;1;6;1;60;13;13;1;2;1;;1;;1;1;2;1;156;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;15;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;30;3;;1;;11;41;1;1;4111;;12;13;287.92100742;
6038681;1;1;1;60;13;13;1;2;1;;1;;1;1;2;1;96;;2;;2;1600000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1600000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;8;1;;;;;;;;;1;1;1;0;12;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;97;52;1;1;5222;1600000;12;13;436.14586525;
6038681;1;2;1;60;13;13;1;2;1;;1;;1;1;2;1;72;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;7;1;;;;;;;;;1;1;1;1;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;59;86;1;1;8610;1200000;12;13;436.14586525;
6038683;1;1;1;60;13;13;1;2;1;;1;;1;1;2;1;60;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;98;1;;;;;;;;;1;1;1;0;48;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;30;1;;1;;56;55;1;1;5511;908526;12;13;314.38407019;
6038683;1;2;1;60;13;13;1;2;2;11;1;;1;1;2;1;10;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;71670;2;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;48;;.;40;2;;;6;7;;1;;1;1;1;98;1;;;;;;;;;1;1;1;3;10;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;15;1;;1;;13;85;1;1;8530;1200000;12;13;314.38407019;
6038684;1;1;1;60;13;13;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;600000;1;;3;;1;1;12;50;;.;50;;;;1;6;;5;;2;;;;;;;;;;;;1;2;2;1;4;6;4;;2;1;13;14;4;;100000;1;6;2;;;;1;2;1;1;2;2;2;1;1;2;;2;1;2;2;1;2;1;1;3;3;3;;1;1;41;47;1;4;4721;700000;12;13;483.34696821;
6038684;1;3;1;60;13;13;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;500000;1;;3;;10;2;12;50;;.;50;;;;1;1;;5;;2;;;;;;;;;;;;1;2;2;1;2;120;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;53;56;1;4;5619;500000;12;13;483.34696821;
6038684;1;4;1;60;13;13;1;1;;;1;;1;2;2;2;48;;1;;2;240000;2;;;1;72000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;24;1;;24;;;;1;2;;5;;2;;;;;;;;;;;;1;2;2;1;4;72;1;;2;2;;;;;;;;1;24;1;1;1;1;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;1;1;3;20;3;;1;1;54;97;1;3;9700;312000;12;13;483.34696821;
6038685;1;2;1;60;13;13;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;800000;1;;3;;1;2;12;40;;.;0;6;;2;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;1;2;1;2;2;2;2;1;2;2;;1;1;2;2;1;2;2;1;12;10;5;;1;1;95;41;1;4;4111;800000;12;13;424.03351432;
6038686;1;1;1;60;13;13;1;2;1;;2;4;1;1;2;1;17;;3;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35835;2;2;;;2;;;2;;;1;893164;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;12;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;50;1;;1;;58;96;1;1;9603;908526;12;13;445.22559068;8010
6038686;1;2;1;60;13;13;1;2;1;;1;;1;1;1;1;264;;5;;2;2500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1225000;1;2450000;1;1225000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;36;2;;;9;7;;6;;1;3;1;26;1;;;;;;;;;1;1;1;0;48;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;12;5;1;;1;;13;85;1;2;8530;2500000;12;13;445.22559068;
6038686;1;4;1;60;13;13;1;2;2;6;1;;1;1;2;1;5;;6;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;48;;.;40;2;;;9;7;;1;;1;1;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;50;1;;1;;03;62;1;1;6209;908526;12;13;445.22559068;
6038687;1;3;1;60;13;13;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;650000;1;;3;;10;2;12;40;;.;40;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;4;;3;2;;;;;;;;2;;;;1;2;1;2;1;2;2;2;2;2;;1;1;1;2;1;2;2;1;2;20;3;;1;1;93;43;1;4;4330;650000;12;13;490.27520626;
6038687;1;4;1;60;13;13;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;800000;1;;3;;1;2;12;48;;.;48;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;5;4;;8;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;1;2;;1;1;1;2;1;2;1;1;11;10;3;;1;1;98;49;1;4;4921;800000;12;13;490.27520626;
6038687;1;5;1;60;13;13;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;240000;1;;3;;1;2;12;16;1;;16;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;1;2;;;;;;;;1;20;1;1;1;2;1;2;2;2;2;2;2;2;;2;1;1;2;2;2;1;1;3;8;3;;1;1;54;81;1;4;8121;240000;12;13;490.27520626;
6038688;1;1;1;60;13;13;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;700000;1;;3;;1;2;12;24;2;;24;;;;1;1;;2;;2;;;;;;;;;1;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;77;10;1;4;1081;700000;12;13;664.10082966;
6038688;1;2;1;60;13;13;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;900000;1;;3;;1;2;12;48;;.;48;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;98;49;1;4;4921;900000;12;13;664.10082966;
6038688;1;6;1;60;13;13;1;2;1;;1;;1;1;2;1;2;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;9;7;;1;;1;1;1;1;1;;;;;;;;;1;1;1;10;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;50;5;;1;;53;55;1;1;5511;908526;12;13;664.10082966;
6038689;1;1;1;60;13;13;1;1;;;1;;2;2;2;2;12;;1;;2;700000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;60;4;;13;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;1;1;8;20;3;;1;1;53;56;1;1;5619;700000;12;13;445.22559068;
6038691;1;1;1;60;13;13;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;1;0;3;7;;1;1;2021;2;;1;;3;;6;2;12;48;;.;48;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;20;3;;1;;41;47;1;5;4711;;12;13;341.0334658;
6038691;1;2;1;60;13;13;1;1;;;1;;2;2;2;2;60;;1;;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;20;3;;1;;45;47;1;1;4711;900000;12;13;341.0334658;
6038692;1;1;1;60;13;13;1;1;;;1;;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;;3;;1;;3;;1;2;6;48;;.;48;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;6;24;4;;3;2;;;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;1;2;1;1;5;50;5;;1;1;49;77;1;4;7729;;12;13;350.56547702;
6038692;1;2;1;60;13;13;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;700000;1;;3;;1;2;12;30;1;;30;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;3;2;;;;;;;;1;10;2;1;1;2;1;2;2;2;2;2;2;2;;2;1;2;2;2;2;1;1;14;;5;;1;1;49;77;1;4;7729;700000;12;13;350.56547702;
6038694;1;1;1;60;13;13;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1200000;1;;3;;1;2;12;48;;.;48;;;;1;4;;3;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;14;;3;;1;1;98;49;1;4;4921;1200000;12;13;475.55743309;
6038694;1;2;1;60;13;13;1;2;2;12;2;1;1;1;2;1;72;;2;;2;1300000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1250000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;12;1;;;;;;;;;1;1;1;0;48;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;1;;1;;59;86;1;1;8610;1300000;12;13;475.55743309;7810
6038695;1;2;1;60;13;13;1;2;2;12;1;;1;1;2;1;24;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;3;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;45;1;;1;;58;80;1;1;8010;1500000;12;13;515.22515829;
6038697;1;3;1;60;13;13;1;2;2;12;2;1;1;1;2;1;12;;2;;1;1300000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1250000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;3;1;;;;;;;;;1;1;1;0;2;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;50;1;;1;;03;20;1;1;2029;1300000;12;13;215.82185848;7810
6038697;1;4;1;60;13;13;1;2;1;;1;;1;1;2;1;24;;2;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;877802;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;36;12;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;1;;1;;33;47;1;1;4723;908526;12;13;215.82185848;
6038698;1;1;1;60;13;13;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400000;1;;3;;4;2;12;30;2;;30;;;;1;2;;3;;2;;;;;;;;;;;;1;2;2;1;12;72;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;45;47;1;4;4792;400000;12;13;412.78385648;
6038699;1;1;1;60;13;13;1;2;2;12;2;4;1;1;2;1;42;;3;;1;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2740000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;12;15;1;;1;;02;36;1;1;3600;2800000;12;13;565.12665094;3600
6038700;1;2;1;60;13;13;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;500000;1;;3;;3;2;12;40;;.;60;;;;1;1;;1;;3;;;;;;;;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;;;79;95;1;4;9529;500000;12;13;480.15444751;
6038700;1;3;1;60;13;13;1;2;2;12;1;;1;1;2;1;24;;2;;1;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35565;2;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;4;1;;;;;;;;;1;1;1;5;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;44;86;1;1;8621;1500000;12;13;480.15444751;
6038700;1;5;1;60;13;13;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;0;0;3;7;;2;;;3;1000000;1;;3;;6;2;12;48;;.;48;;;;3;1;;2;;2;;;;;;;;;;;;1;2;2;1;4;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;9;;1;;83;25;1;5;2511;1000000;12;13;480.15444751;
6038700;1;7;1;60;13;13;1;2;2;12;1;;1;1;2;1;18;;2;;1;1200000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1200000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;8;1;;;;;;;;;1;1;1;2;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;9;;1;;87;33;1;1;3315;1200000;12;13;480.15444751;
6038701;1;1;1;60;13;13;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300000;1;;3;;6;2;12;20;2;;20;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;4;4772;300000;12;13;442.52695136;
6038701;1;2;1;60;13;13;1;2;1;;1;;1;1;2;1;60;;2;;2;1450000;2;;;2;;2;;2;;2;;2;;;1;106454;2;1;35835;2;2;;;2;;;2;;;1;1400000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;44;2;;;8;7;;1;;1;1;1;98;1;;;;;;;;;1;1;1;4;120;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;12;30;1;;1;;97;52;1;1;5210;1450000;12;13;442.52695136;
6038702;1;1;1;60;13;13;1;2;1;;1;;1;1;1;1;144;;5;;1;2400000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2400000;1;2400000;1;1200000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;3;1;18;1;;;;;;;;;1;1;1;0;72;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;60;3;;1;;13;85;1;2;8530;2400000;12;13;419.16494259;
6038702;1;2;1;60;13;13;1;2;2;6;1;;1;1;2;1;2;;1;;2;1400000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;2;48;;.;48;;;;7;7;;1;;1;1;1;0;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;60;3;;1;;21;55;1;1;5511;1400000;12;13;419.16494259;
6038703;1;1;1;60;13;13;1;2;1;;1;;1;1;2;1;24;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;890000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;6;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;15;30;3;;1;;58;68;1;1;6820;908526;12;13;509.02515502;
6038703;1;2;1;60;13;13;1;2;2;5;2;4;1;1;2;1;60;;3;;2;908526;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;40;;.;32;2;;;7;1;;1;;1;2;1;25;1;;;;;;;;;1;1;1;0;192;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;54;88;1;1;8891;908526;12;13;509.02515502;8899
6038704;1;1;1;60;13;13;1;2;1;;1;;1;1;2;1;120;;2;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1450000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;7;;1;;1;1;1;98;1;;;;;;;;;1;1;1;0;24;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;40;1;;1;;39;47;1;1;4731;1500000;12;13;436.14586525;
