DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
6042068;1;2;1;70;54;1;2;48;400000;1;;2;2;4;;1;2;7;;2;;;;;;;;;;;1;1;300000;85;45;59;1;1;12;8530;54;249.5601942
6042074;1;1;1;70;54;1;12;48;1000000;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;50;53;1;1;12;5619;54;388.90485654
6042075;1;2;1;70;54;1;2;48;908000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;400000;81;55;55;1;1;12;8121;54;429.46249514
6042084;1;2;1;70;54;1;8;48;908000;1;;2;8;1;;6;2;1;;2;;;;;;;;;;;1;2;;20;39;39;1;1;12;2011;54;484.06444179
6042088;1;3;1;70;54;1;6;48;600000;3;;2;8;3;;2;2;8;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;54;471.36638619
6042088;1;7;1;70;54;1;3;48;250000;1;;2;250;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;45;54;1;1;12;9700;54;471.36638619
6042089;1;1;1;70;54;1;32;48;800000;4;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;98;99;1;2;12;4520;54;466.43680457
6042089;1;2;1;70;54;1;1;48;900000;4;;2;1;3;;1;2;1;;2;;;;;;;;;;;1;1;500000;97;55;54;1;1;12;9700;54;466.43680457
6042091;1;3;1;70;54;1;53;48;908526;1;;2;45;1;;6;2;1;;2;;;;;;;;;;;1;2;;42;03;03;1;2;12;4210;54;419.30971412
6042098;1;1;1;70;54;1;52;48;908000;4;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;2;12;8121;54;252.99674384
6042099;1;3;1;70;54;1;8;48;1014980;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;1;12;;54;570.05755114
6042115;1;6;1;70;54;1;2;48;900000;4;;2;3;4;;1;2;4;;2;;;;;;;;;;;1;2;;10;77;77;1;1;12;1081;54;731.52996733
6042116;1;1;1;70;54;1;5;48;908526;1;;2;5;3;;1;2;7;;2;;;;;;;;;;;1;1;400000;97;53;54;1;1;12;9700;54;341.13645028
6042122;1;2;1;70;54;1;2;48;908526;1;;2;48;4;;1;2;8;;2;;;;;;;;;;;1;2;;46;45;41;1;1;12;4632;54;490.95889327
6042123;1;1;1;70;54;1;3;48;1014980;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;99;99;1;1;12;4520;54;503.97632008
6042132;1;2;1;70;63;1;2;48;908526;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;800000;81;55;54;1;1;12;8121;63;132.58229193
6042134;1;2;1;70;63;1;12;48;908526;1;;2;45;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4771;63;260.80201047
6042145;1;1;1;70;63;1;8;48;908526;1;;2;8;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;45;39;1;1;12;8412;63;83.736123929
6042150;1;4;1;70;63;1;5;50;908526;1;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;55;45;39;1;1;12;5511;63;275.1791574
6042152;1;2;1;70;63;1;24;48;910000;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4731;63;172.76532762
6042154;1;1;1;70;63;1;24;48;720000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;2;12;8121;63;128.56191006
6042155;1;2;1;70;63;1;24;48;400000;4;;2;60;4;;1;2;1;;2;;;;;;;;;;;1;2;;88;53;54;1;2;12;8891;63;131.89559492
6042155;1;3;1;70;63;1;8;48;500000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;54;45;1;1;12;5619;63;131.89559492
6042157;1;2;1;70;63;1;8;53;630000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;12;4111;63;121.43573086
6042164;1;3;1;70;63;1;24;48;908500;1;;2;1;4;;1;2;1;;2;;;;;;;;;;;1;1;340000;56;53;53;1;2;12;5611;63;148.99677641
6042171;1;2;1;70;63;1;2;40;2000000;2;;2;23;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;39;45;1;1;12;4761;63;187.58072123
6042189;1;4;1;70;63;1;20;48;908000;1;;2;34;4;;1;2;4;;2;;;;;;;;;;;1;2;;46;97;97;1;2;12;4631;63;249.57291321
6042192;1;1;1;70;63;1;48;48;700000;4;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;53;54;1;2;12;9700;63;209.49297652
6042193;1;1;1;70;63;1;20;48;908000;1;;2;20;1;;6;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;2;12;4711;63;170.1192357
6042214;1;4;1;70;63;1;16;48;910000;1;;2;20;4;;1;2;4;;2;;;;;;;;;;;1;2;;47;58;58;1;2;12;4724;63;211.34927243
6042217;1;4;1;70;63;1;8;24;600000;4;;2;96;3;;1;2;1;;2;;;;;;;;;;;1;2;;56;55;53;1;1;12;5611;63;185.49285662
6042226;1;4;1;70;63;1;3;56;908526;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;350000;41;95;95;1;1;12;4111;63;83.736123929
6042240;1;2;1;70;63;1;52;48;2500000;1;;2;52;4;;9;2;1;;1;2;;;1;;;;;;;;2;;88;19;19;1;2;12;8891;63;83.736123929
6042241;1;1;1;70;63;1;52;48;908500;1;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;68;58;55;1;2;12;6820;63;142.26671515
6042246;1;1;1;70;63;1;3;48;1000000;4;;2;3;4;;1;2;8;;2;;;;;;;;;;;1;1;300000;43;85;85;1;1;12;4321;63;107.37675922
6042246;1;2;1;70;63;1;4;48;908526;4;;2;4;4;;1;2;8;;2;;;;;;;;;;;1;1;35000;81;54;54;1;1;12;8121;63;107.37675922
6042248;1;2;1;70;63;1;52;48;908526;4;;2;52;4;;1;2;8;;2;;;;;;;;;;;1;2;;41;95;95;1;2;12;4111;63;166.09885384
6042284;1;1;1;70;63;1;52;54;1500000;1;;2;52;4;;9;2;2;;2;;;;;;;;;;;1;2;;86;59;59;1;2;12;8610;63;129.24860707
6042285;1;2;1;70;63;1;52;48;908000;1;;2;104;1;;3;2;4;;2;;;;;;;;;;;1;2;;14;44;79;1;2;12;1410;63;83.736123929
6042298;1;3;1;70;63;1;40;48;908526;1;;2;40;4;;1;2;1;;2;;;;;;;;;;;1;2;;74;16;16;1;2;12;7410;63;148.53796692
6042305;1;2;1;70;63;1;52;48;908526;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;800000;96;58;57;1;2;12;9602;63;118.102046
6042333;1;2;1;70;63;1;4;48;908526;4;;2;4;4;;1;2;2;;2;;;;;;;;;;;1;1;35000;81;54;95;1;1;12;8121;63;152.72657921
6042338;1;1;1;70;63;1;1;60;1180000;1;;2;1;1;;8;2;1;;2;;;;;;;;;;;1;1;1180000;80;58;58;1;1;12;8010;63;173.16144556
6042338;1;2;1;70;63;1;44;48;908500;1;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;41;45;45;1;2;12;4111;63;173.16144556
6042341;1;2;1;70;63;1;44;48;908526;3;;2;44;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;63;131.89559492
6042342;1;1;1;70;63;1;40;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;12;;63;162.7015815
6042349;1;4;1;70;63;1;52;48;1500000;1;;2;10;4;;1;2;2;;2;;;;;;;;;;;1;2;;88;33;54;1;2;12;8891;63;200.33340658
6042362;1;3;1;70;63;1;8;48;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;1;12;;63;156.06026406
6042364;1;2;1;70;63;1;75;48;1200000;1;;2;75;1;;3;2;2;;2;;;;;;;;;;;1;2;;46;40;40;1;2;12;4631;63;208.01558758
6042365;1;3;1;70;63;1;72;48;908000;1;;2;28;4;;1;2;4;;2;;;;;;;;;;;1;2;;47;33;33;1;2;12;4771;63;186.93443166
6042365;1;6;1;70;63;1;52;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;2;12;;63;186.93443166
6042367;1;1;1;70;63;1;10;48;908000;1;;2;10;1;;3;2;1;;1;2;;;;1;;;;;;;2;;56;58;21;1;1;12;5613;63;107.37675922
6042389;1;1;1;70;63;1;3;48;1600000;4;;2;4;4;;1;2;2;;2;;;;;;;;;;;1;2;;61;03;85;1;1;12;6110;63;173.16144556
6042401;1;5;1;70;63;1;2;48;908000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;95;45;1;1;12;4722;63;240.26314919
6042425;1;1;1;70;63;1;14;60;908500;1;;2;32;4;;1;2;1;;3;;;PENSIONADO;;;;;;;1;;2;;47;58;45;1;2;12;4711;63;208.01558758
6042450;1;3;1;70;66;1;52;48;1200000;1;;2;60;1;;9;2;1;;2;;;;;;;;;;;1;2;;14;16;16;1;2;12;1410;66;466.93113092
6042452;1;3;1;70;66;1;77;48;1400000;1;;2;77;1;;5;2;1;;2;;;;;;;;;;;1;2;;69;11;11;1;2;12;6920;66;525.50176743
6042456;1;3;1;70;66;1;24;36;1500000;1;;2;24;1;;9;2;9;COTIZA SALUD INDEPENDIENTE;1;2;;;1;;;;;;;;2;;86;06;06;1;2;12;8622;66;320.58011401
6042457;1;2;1;70;66;1;20;48;1000000;1;;2;52;4;;9;2;3;;1;1;;;1;;;;;;;;2;;84;45;32;1;2;12;8412;66;451.56154037
6042460;1;3;1;70;66;1;104;48;1000000;1;;2;104;1;;9;2;1;;2;;;;;;1;;;;;;2;;61;03;38;1;2;12;6110;66;320.58011401
6042520;1;3;1;70;66;1;20;48;908526;1;;2;50;4;;1;2;2;;2;;;;;;;;;;;1;2;;56;45;53;1;2;12;5619;66;421.48790532
6042526;1;2;1;70;66;1;12;48;800000;8;;2;12;8;;5;2;2;;2;;;;;;;;;;;1;2;;01;62;62;1;1;12;0123;66;323.76469958
6042530;1;2;1;70;66;1;104;48;1800000;1;;2;104;1;;9;2;1;;2;;;;;;;;;;;1;2;;49;54;39;1;2;12;4923;66;413.48380135
6042530;1;4;1;70;66;1;156;48;908526;1;;2;156;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;58;58;1;2;12;8422;66;413.48380135
6042532;1;3;1;70;66;1;12;48;908526;1;;2;12;1;;9;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4771;66;323.28499568
6042548;1;1;1;70;66;1;8;60;908526;1;;2;9;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4771;66;489.41466065
6042552;1;3;1;70;66;1;3;48;906000;1;;2;2;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;43;45;1;1;12;4711;66;349.56102927
6042560;1;2;1;70;66;1;53;48;950000;1;;2;54;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;12;5611;66;503.42331196
6042571;1;4;1;70;66;1;12;48;908526;1;;2;12;1;;9;2;4;;2;;;;1;;;;;;;;2;;61;33;38;1;1;12;6110;66;304.47711229
6042582;1;2;1;70;68;1;24;48;3000000;1;;2;24;1;;6;2;2;;2;;;;;;;;;;;1;2;;74;02;30;1;2;12;7490;68;630.93392946
6042607;1;2;1;70;68;1;5;48;908526;1;;2;250;1;;4;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;1;12;5611;68;461.5549311
6042614;1;3;1;70;68;1;16;48;1000000;1;;2;8;4;;1;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4755;68;581.46412383
6042637;1;1;1;70;68;1;8;48;908526;1;;2;8;1;;2;2;2;;2;;;;;;;;;;;1;2;;43;85;85;1;1;12;4321;68;525.11537313
6042639;1;1;1;70;68;1;16;48;908000;1;;2;12;1;;2;2;1;;2;;;;;;;;;;;1;2;;46;11;33;1;2;12;4643;68;613.99763495
6042641;1;4;1;70;68;1;12;48;908526;4;;2;36;1;;4;2;1;;2;;;;;;;;;;;1;2;;49;97;97;1;1;12;4923;68;516.99321241
6042654;1;2;1;70;68;1;12;48;950000;1;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;86;34;34;1;1;12;8610;68;799.86342665
6042658;1;2;1;70;68;1;36;24;600000;1;;2;36;1;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;68;587.84303253
6042661;1;2;1;70;68;1;24;48;1000000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;53;39;39;1;2;12;5320;68;630.75465417
6042663;1;6;1;70;68;1;4;48;1200000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;01;97;03;1;1;12;0145;68;592.70849972
6042664;1;2;1;70;68;1;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;12;;68;394.24689538
6042664;1;3;1;70;68;1;8;48;908536;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;74;39;03;1;1;12;7420;68;394.24689538
6042664;1;4;1;70;68;1;7;48;908526;1;;2;7;1;;9;2;1;;2;;;;;;;;;;;1;2;;01;97;39;1;1;12;0145;68;394.24689538
6042665;1;1;1;70;68;1;52;48;1300000;1;;2;52;1;;1;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;12;4111;68;845.65479155
6042669;1;3;1;70;68;1;10;48;1200000;1;;2;10;1;;9;2;1;;2;;;;;;;;;;;1;2;;52;97;97;1;1;12;5224;68;548.61625414
6042673;1;1;1;70;68;1;4;48;908526;4;;2;4;4;;9;2;7;;2;;;;;;;;;;;1;1;2200000;84;30;39;1;1;12;8412;68;656.17806248
6042680;1;2;1;70;68;1;2;48;908526;1;;2;2;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4771;68;586.62901327
6042690;1;3;1;70;68;1;8;48;1000000;1;;2;8;1;;9;1;1;;2;;;;;;;;;;;1;2;;82;45;38;1;1;12;8220;68;581.46412383
6042695;1;1;1;70;68;1;3;48;1000000;1;;2;3;1;;6;2;1;;1;2;;;1;;;;;;;;1;1000000;41;95;95;1;1;12;4111;68;621.40353788
6042695;1;2;1;70;68;1;8;48;1000000;1;;2;8;1;;9;2;2;;2;;;;;;;;;;;1;2;;11;55;55;1;1;12;1104;68;621.40353788
6042699;1;3;1;70;68;1;14;48;950000;1;;2;14;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;38;38;1;2;12;8220;68;556.93262646
6042721;1;2;1;70;68;1;2;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;1;12;;68;284.10313503
6042723;1;4;1;70;68;1;16;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;12;;68;396.37138402
6042726;1;2;1;70;68;1;32;48;908536;1;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;39;45;1;2;12;5619;68;579.22311034
6042734;1;5;1;70;68;1;2;48;908526;1;;2;2;1;;4;2;1;;2;;;;;;;;;;;1;1;908526;56;53;53;1;1;12;5611;68;591.22205102
6042741;1;3;1;70;68;1;104;48;1800000;1;;2;104;1;;9;2;3;;1;2;;;1;;;;;;;;2;;86;19;19;1;2;12;8621;68;578.31264095
6042745;1;4;1;70;68;1;36;48;3000000;1;;2;36;1;;8;2;2;;2;;;;;;;;;;;1;2;;42;03;39;1;2;12;4210;68;854.31884644
6042764;1;2;1;70;68;1;12;48;908600;3;;2;12;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;68;443.71670101
6042771;1;2;1;70;68;1;24;48;1000000;3;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;2;12;;68;591.70715107
6042778;1;1;1;70;68;1;50;48;908600;1;;2;57;1;;2;2;2;;2;;;;;;;;;;;1;2;;56;45;53;1;2;12;5619;68;670.69406822
6042783;1;2;1;70;68;1;2;48;908526;1;;2;52;1;;9;2;7;;2;;;;;;;;;;;1;2;;47;45;33;1;1;12;4711;68;680.93709546
6042791;1;2;1;70;68;1;8;48;908526;1;;2;260;1;;5;2;2;;2;;;;;;;;;;;1;2;;64;32;32;1;1;12;6412;68;621.40353788
6042792;1;3;1;70;68;1;4;48;1014000;1;;2;208;1;;3;2;2;;2;;;;;;;;;;;1;2;;10;45;77;1;1;12;1081;68;451.31190386
6042806;1;3;1;70;68;1;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;12;;68;446.14701442
6042807;1;3;1;70;68;1;24;48;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;2;12;;68;485.17595908
6042814;1;4;1;70;68;1;72;48;1014000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;12;;68;636.58804657
6042822;1;1;1;70;68;1;52;48;1200000;1;;2;126;1;;7;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;12;8530;68;655.2675931
6042827;1;1;1;70;68;1;4;48;1200000;1;;2;90;1;;9;2;2;;2;;;;;;;;;;;1;2;;86;59;59;1;1;12;8610;68;581.46412383
6042828;1;2;1;70;68;1;3;48;1200000;4;;2;115;5;;2;2;1;;2;;;;;;;;;;;1;2;;49;41;98;1;1;12;4921;68;491.25131791
6042831;1;1;1;70;68;1;4;48;1000000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;28;77;83;1;1;12;2812;68;799.86342665
6042871;1;3;1;70;70;1;40;48;1500000;1;;2;104;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;13;39;1;2;12;8424;70;86.837117808
6042877;1;1;1;70;70;1;160;48;908526;1;;2;172;1;;3;2;1;;2;;;;;;;;;1;;;2;;47;13;45;1;2;12;4719;70;144.26692128
6042882;1;3;1;70;70;1;36;60;700000;1;;2;40;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;73;98;1;2;12;4921;70;71.84480898
6042884;1;3;1;70;70;1;3;48;908526;1;;2;85;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;1;12;8610;70;120.74073144
6042893;1;3;1;70;70;1;2;48;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;44;;1;1;12;;70;123.89231786
6042894;1;4;1;70;70;1;24;48;1800000;1;;2;36;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;02;39;1;2;12;8412;70;105.92426373
6042897;1;3;1;70;70;1;20;48;1600000;1;;2;99;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;19;19;1;2;12;8610;70;109.45894917
6042899;1;2;1;70;70;1;6;42;1200000;1;;2;20;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;33;45;1;1;12;4723;70;150.45409856
6042906;1;1;1;70;70;1;12;48;908526;1;;2;30;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;32;39;1;1;12;8610;70;101.51833259
6042925;1;2;1;70;70;1;4;48;300000;1;;2;24;4;;3;2;1;;2;;;;;;;;;;;1;2;;45;84;99;1;1;12;4520;70;117.25450828
6042926;1;1;1;70;70;1;2;48;908526;1;;2;52;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4754;70;85.558060128
6042928;1;1;1;70;70;1;12;48;908526;3;;2;12;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;70;133.41437118
6042931;1;4;1;70;70;1;6;58;600000;4;;2;7;4;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;12;4111;70;223.73584091
6042931;1;5;1;70;70;1;10;48;450000;3;;2;15;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;54;53;1;1;12;5611;70;223.73584091
6042934;1;2;1;70;70;1;4;48;700000;1;;2;58;1;;3;2;1;;2;;;;;;;;;;;1;2;;10;77;45;1;1;12;1081;70;143.95202816
6042935;1;7;1;70;70;1;104;40;1500000;2;;2;36;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;12;8530;70;182.10489981
6042941;1;3;1;70;70;1;42;48;1200000;1;;2;96;4;;9;2;1;;2;;;;;;;;;;;1;2;;94;45;39;1;2;12;9499;70;83.350894648
6042955;1;5;1;70;70;1;16;48;600000;1;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;45;98;1;2;12;4921;70;110.33881364
6042956;1;4;1;70;70;1;4;40;800000;1;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4721;70;127.69321518
6042957;1;2;1;70;70;1;3;48;1200000;2;;2;82;1;;4;2;1;;2;;;;;;;;;;;1;2;;10;33;45;1;1;12;1081;70;152.66126404
6042958;1;2;1;70;70;1;24;48;1500000;1;;2;104;1;;6;2;1;;2;;;;;;;;;;;1;2;;86;39;39;1;2;12;8621;70;76.888926185
6042958;1;3;1;70;70;1;52;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;2;12;;70;76.888926185
6042961;1;1;1;70;70;1;14;48;800000;1;;2;52;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;97;97;1;2;12;4711;70;115.20687078
6042975;1;1;1;70;70;1;32;48;600000;4;;2;32;4;;2;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;2;12;9602;70;63.828213039
6042982;1;5;1;70;70;1;30;48;908526;1;;2;96;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;39;54;1;2;12;9700;70;89.060377468
6042984;1;1;1;70;70;1;14;48;450000;3;;2;15;3;;1;2;1;;2;;;;;;;;;1;;;2;;97;54;54;1;2;12;9700;70;119.46167376
6042994;1;4;1;70;70;1;6;48;908526;1;;2;6;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;1;12;4711;70;179.62543371
6042994;1;6;1;70;70;1;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;1;12;;70;179.62543371
6042997;1;1;1;70;70;1;4;45;1300000;1;;2;40;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;40;13;1;1;12;8551;70;156.87600456
6042998;1;1;1;70;70;1;4;48;600000;3;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;54;54;1;1;12;8121;70;126.32358011
6043003;1;2;1;70;70;1;6;40;1200000;4;;2;34;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;12;4111;70;108.27048122
6043005;1;2;1;70;70;1;86;48;1000000;1;;2;86;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;12;12;1;2;12;8412;70;76.574033062
6043014;1;3;1;70;70;1;42;48;908526;1;;2;48;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;45;95;1;2;12;4111;70;173.9557944
6043015;1;3;1;70;70;1;15;48;908526;1;;2;16;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;59;59;1;2;12;4773;70;118.55805996
6043018;1;4;1;70;70;1;47;48;350000;3;;2;50;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;54;45;1;2;12;5611;70;159.14392743
6043019;1;2;1;70;70;1;24;48;908526;1;;2;24;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;58;95;1;2;12;4111;70;125.02002843
6043020;1;2;1;70;70;1;18;48;908526;3;;2;99;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;54;45;1;2;12;4771;70;152.66126404
6043021;1;2;1;70;70;1;1;48;600000;3;;2;16;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;70;152.4616736
6043026;1;4;1;70;70;1;30;48;908526;1;;2;36;1;;2;2;1;;2;;;;;;;;;;;1;2;;86;45;59;1;2;12;8622;70;168.16781033
6043028;1;2;1;70;70;1;12;48;908526;1;;2;72;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;97;54;1;1;12;9700;70;63.828213039
6043031;1;2;1;70;70;1;2;48;908526;1;;2;65;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;1;12;4724;70;157.79593149
6043032;1;3;1;70;70;1;3;40;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;05;;1;1;12;;70;145.2557988
6043040;1;1;1;70;70;1;24;48;908526;1;;2;96;4;;2;2;1;;2;;;;;;;;;;;1;2;;01;45;61;1;2;12;0145;70;180.84145007
6043043;1;5;1;70;70;1;24;48;908526;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;54;53;1;2;12;5630;70;136.29626573
6043049;1;5;1;70;70;1;52;48;908526;1;;2;104;4;;2;2;1;;2;;;;;;;;;;;1;2;;14;45;79;1;2;12;1410;70;63.828213039
6043049;1;6;1;70;70;1;52;48;908526;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;70;63.828213039
6043052;1;3;1;70;70;1;2;48;2000000;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;02;02;1;1;12;4210;70;92.419966473
6043054;1;3;1;70;70;1;98;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;2;12;;70;125.31020859
6043059;2;3;2;70;70;1;3;40;1850000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;44;;1;1;12;;70;132.96138968
6043062;1;2;1;70;70;1;3;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;1;12;;70;125.02002843
6043072;1;4;1;70;70;1;24;48;908526;1;;2;24;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;12;5611;70;91.251448767
6043076;1;3;1;70;70;1;3;48;1400000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;1;12;;70;74.366867582
6043077;1;2;1;70;70;1;6;40;1200000;1;;2;40;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;39;45;1;1;12;4792;70;74.366867582
6043082;1;4;1;70;70;1;4;40;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;12;;70;108.15614217
6043086;1;2;1;70;70;1;25;48;908526;1;;2;26;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;32;45;1;2;12;4754;70;96.359876334
6043099;1;5;1;70;70;1;44;48;2000000;1;;2;88;1;;6;2;1;;2;;;;;;;;;1;;;2;;85;13;13;1;2;12;8530;70;150.00037238
6043100;1;2;1;70;70;1;5;48;908526;1;;2;63;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4771;70;152.66126404
6043102;1;5;1;70;70;1;52;48;500000;4;;2;52;1;;5;2;1;;2;;;;;;;;;;;1;2;;45;99;99;1;2;12;4520;70;175.14426235
6043104;1;2;1;70;70;1;12;48;300000;3;;2;14;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;70;125.02002843
6043108;1;2;1;70;70;1;13;48;750000;1;;2;15;4;;1;2;7;;2;;;;;;;;;;;1;2;;49;53;98;1;1;12;4921;70;89.068777289
6043108;1;3;1;70;70;1;52;48;1500000;1;;2;56;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;11;11;1;2;12;4752;70;89.068777289
6043109;1;3;1;70;70;1;82;48;1000000;1;;2;92;1;;6;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;12;8413;70;86.837117808
6043113;1;2;1;70;70;1;24;48;908526;1;;2;99;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4771;70;158.2196187
