DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6290,P6290S1,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,FT,DPTO,fex_c_2011
930087,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,138.076.817.616.857
930087,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,138.076.817.616.857
930088,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,118.460.340.576.541
930088,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,118.460.340.576.541
930089,1,1,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,119.669.321.746.361
930089,1,2,1,50,23,2,4,,1,,,,,,,,,,,,,,1,23,119.669.321.746.361
930089,1,5,1,50,23,5,1,,,,,,,,,,,,,,,,1,23,119.669.321.746.361
930090,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,126.118.083.922.472
930090,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,126.118.083.922.472
930090,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,126.118.083.922.472
930090,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,126.118.083.922.472
930090,2,1,2,50,23,1,1,,,,,,,,,,,,,,,,1,23,126.118.083.922.472
930090,2,2,2,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,126.118.083.922.472
930091,1,1,1,50,23,1,6,ENFERMO,2,2,2,2,,,2,,,,,,,,1,23,110.113.816.821.269
930091,1,2,1,50,23,1,4,,2,2,2,2,,,2,,,,,,,,1,23,110.113.816.821.269
930091,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,110.113.816.821.269
930092,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,159.544.851.953.656
930092,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,159.544.851.953.656
930092,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,159.544.851.953.656
930093,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,109.309.523.390.063
930093,1,2,1,50,23,1,6,ENFERMO,2,2,2,2,,,1,11,,,,,,,1,23,109.309.523.390.063
930093,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,109.309.523.390.063
930093,1,5,1,50,23,5,6,ENFERMO,2,2,2,2,,,1,11,,,,,,,1,23,109.309.523.390.063
930094,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,130.286.686.565.673
930094,1,2,1,50,23,2,4,,2,2,1,,,,,,,,,,,,1,23,130.286.686.565.673
930094,1,3,1,50,23,3,3,,2,2,2,2,,,1,12,,,,,,,1,23,130.286.686.565.673
930094,1,5,1,50,23,5,1,,,,,,,,,,,,,,,,1,23,130.286.686.565.673
930095,1,1,1,50,23,1,4,,1,,,,,,,,,,,,,,1,23,127.103.989.802.635
930095,1,2,1,50,23,2,3,,2,2,2,2,,,1,12,,,,,,,1,23,127.103.989.802.635
930095,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,127.103.989.802.635
930095,2,1,2,50,23,1,1,,,,,,,,,,,,,,,,1,23,127.103.989.802.635
930095,2,2,2,50,23,2,1,,,,,,,,,,,,,,,,1,23,127.103.989.802.635
930095,2,3,2,50,23,3,4,,2,2,2,2,,,1,13,ESTA EMBARAZADA,,,,,,1,23,127.103.989.802.635
930096,1,1,1,50,23,1,4,,2,2,2,1,1,,,,,,,,,1,1,23,131.710.687.532.588
930096,1,2,1,50,23,2,6,ENFERMO,2,2,2,2,,,1,11,,,,,,,1,23,131.710.687.532.588
930096,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,131.710.687.532.588
930097,1,1,1,50,23,1,4,,1,,,,,,,,,,,,,,1,23,882.547.430.786.646
930097,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,882.547.430.786.646
930097,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,882.547.430.786.646
930098,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,160.599.073.672.165
930098,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,160.599.073.672.165
930098,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,160.599.073.672.165
930098,1,4,1,50,23,2,3,,2,2,2,2,,,2,,,,,,,,1,23,160.599.073.672.165
930098,1,5,1,50,23,2,3,,2,2,2,2,,,2,,,,,,,,1,23,160.599.073.672.165
930099,1,1,1,50,23,1,4,,2,2,2,2,,,2,,,,,,,,1,23,973.654.748.392.186
930099,1,2,1,50,23,1,5,,,,,,,,,,,,,,,,1,23,973.654.748.392.186
930100,1,1,1,50,23,1,6,ENFERMO,2,2,2,2,,,1,11,,,,,,,1,23,847.058.479.711.738
930100,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,847.058.479.711.738
930100,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,847.058.479.711.738
930100,1,4,1,50,23,4,4,,2,2,2,1,2,,,,,,,,,1,1,23,847.058.479.711.738
930100,1,5,1,50,23,5,2,,2,2,2,1,1,,,,,,,,,1,1,23,847.058.479.711.738
930101,1,1,1,50,23,1,2,,2,2,2,1,2,,,,,,,,,1,1,23,119.913.500.066.955
930101,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,119.913.500.066.955
930102,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,118.342.638.014.828
930102,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,118.342.638.014.828
930103,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,122.391.722.752.379
930103,1,2,1,50,23,2,6,LICENCIA DE MATERNIDAD,2,1,,,,,,,,,,,,,1,23,122.391.722.752.379
930103,1,5,1,50,23,5,1,,,,,,,,,,,,,,,,1,23,122.391.722.752.379
930104,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,117.022.037.305.458
930104,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,117.022.037.305.458
930105,1,1,1,50,23,1,6,ENFERMO,2,2,2,2,,,1,11,,,,,,,1,23,973.654.748.392.186
930105,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,973.654.748.392.186
930106,1,1,1,50,23,1,4,,2,2,2,2,,,1,10,,,,,,,1,23,739.535.637.551.788
930106,1,2,1,50,23,1,5,,,,,,,,,,,,,,,,1,23,739.535.637.551.788
930106,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,739.535.637.551.788
930107,1,1,1,50,23,1,4,,2,2,2,2,,,1,10,,,,,,,1,23,750.677.109.542.393
930107,1,2,1,50,23,1,5,,,,,,,,,,,,,,,,1,23,750.677.109.542.393
930108,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,117.722.930.479.118
930108,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,117.722.930.479.118
930109,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,117.722.930.479.118
930109,1,2,1,50,23,2,4,,1,,,,,,,,,,,,,,1,23,117.722.930.479.118
930110,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,922.603.530.392.216
930110,1,2,1,50,23,2,6,ENFERMA,2,2,2,2,,,1,11,,,,,,,1,23,922.603.530.392.216
930111,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,12.022.335.383.481
930111,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,12.022.335.383.481
930112,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,119.456.785.213.889
930113,1,1,1,50,23,1,2,,2,2,2,1,1,,,,,,,,,1,1,23,100.957.844.723.704
930113,1,2,1,50,23,2,4,,2,2,2,1,2,,,,,,,,,2,1,23,100.957.844.723.704
930114,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,123.299.083.385.677
930114,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,123.299.083.385.677
930114,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,123.299.083.385.677
930114,1,4,1,50,23,4,3,,2,2,2,2,,,1,12,,,,,,,1,23,123.299.083.385.677
930116,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,131.400.833.764.733
930116,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,131.400.833.764.733
930116,1,3,1,50,23,2,3,,2,2,2,2,,,2,,,,,,,,1,23,131.400.833.764.733
930117,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,121.794.215.886.936
930117,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,121.794.215.886.936
930118,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,890.213.116.995.856
930118,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,890.213.116.995.856
930118,1,4,1,50,23,4,6,DESCANSANDO,2,2,2,2,,,2,,,,,,,,1,23,890.213.116.995.856
930118,1,5,1,50,23,5,4,,2,2,2,2,,,2,,,,,,,,1,23,890.213.116.995.856
930119,1,1,1,50,23,2,5,,,,,,,,,,,,,,,,1,23,960.448.741.298.488
930119,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,960.448.741.298.488
930120,1,1,1,50,23,1,6,JUBILADO,2,2,2,2,,,2,,,,,,,,1,23,896.188.185.650.287
930120,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,896.188.185.650.287
930120,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,896.188.185.650.287
930120,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,896.188.185.650.287
930120,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,896.188.185.650.287
930121,1,1,1,50,23,2,6,ENFERMA,2,2,2,2,,,2,,,,,,,,1,23,73.911.676.934.647
930121,1,2,1,50,23,2,4,,1,,,,,,,,,,,,,,1,23,73.911.676.934.647
930121,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,73.911.676.934.647
930121,1,4,1,50,23,4,6,HABLAR CON AMIGOS,2,2,2,1,2,,,,,,,,,1,1,23,73.911.676.934.647
930121,1,5,1,50,23,5,4,,2,2,2,1,1,,,,,,,,,1,1,23,73.911.676.934.647
930121,1,6,1,50,23,6,3,,2,2,2,1,1,,,,,,,,,1,1,23,73.911.676.934.647
930121,1,7,1,50,23,7,3,,2,2,2,2,,,1,12,,,,,,,1,23,73.911.676.934.647
930122,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,121.794.215.886.936
930122,1,2,1,50,23,2,4,,1,,,,,,,,,,,,,,1,23,121.794.215.886.936
930123,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,120.777.385.923.258
930124,1,1,1,50,23,1,4,,2,2,2,2,,,2,,,,,,,,1,23,938.346.044.424.189
930124,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,938.346.044.424.189
930124,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,938.346.044.424.189
930124,1,5,1,50,23,5,1,,,,,,,,,,,,,,,,1,23,938.346.044.424.189
930124,1,9,1,50,23,1,6,VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,23,938.346.044.424.189
930125,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,119.913.500.066.955
930125,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,119.913.500.066.955
930126,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,131.710.687.532.588
930126,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,131.710.687.532.588
930126,1,3,1,50,23,3,3,,2,2,2,2,,,1,12,,,,,,,1,23,131.710.687.532.588
930127,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,120.820.860.700.253
930127,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,120.820.860.700.253
930127,1,3,1,50,23,1,3,,2,2,2,2,,,2,,,,,,,,1,23,120.820.860.700.253
930128,1,1,1,50,23,1,4,,1,,,,,,,,,,,,,,1,23,140.245.186.534.427
930128,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,140.245.186.534.427
930128,1,3,1,50,23,1,3,,2,2,2,2,,,2,,,,,,,,1,23,140.245.186.534.427
930128,1,4,1,50,23,1,3,,2,2,2,2,,,2,,,,,,,,1,23,140.245.186.534.427
930129,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,122.882.593.913.569
930129,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,122.882.593.913.569
930129,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,122.882.593.913.569
930130,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,119.913.500.066.955
930130,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,119.913.500.066.955
930131,1,1,1,50,23,1,6,JUBILADO,2,2,2,2,,,2,,,,,,,,1,23,11.602.559.266.811
930131,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,11.602.559.266.811
930131,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,11.602.559.266.811
930132,1,1,1,50,23,1,6,ENFERMO,2,2,2,2,,,1,11,,,,,,,1,23,101.228.158.337.337
930132,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,101.228.158.337.337
930132,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,101.228.158.337.337
930132,1,4,1,50,23,4,3,,2,2,2,2,,,1,12,,,,,,,1,23,101.228.158.337.337
930132,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,101.228.158.337.337
930132,1,7,1,50,23,7,4,,2,2,2,2,,,1,10,,,,,,,1,23,101.228.158.337.337
930132,1,8,1,50,23,8,1,,,,,,,,,,,,,,,,1,23,101.228.158.337.337
930133,1,1,1,50,23,1,6,ENFERMO,2,1,,,,,,,,,,,,,1,23,130.596.540.333.527
930133,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,130.596.540.333.527
930133,1,3,1,50,23,3,3,,2,2,2,1,2,,,,,,,,,1,1,23,130.596.540.333.527
930133,1,4,1,50,23,4,3,,1,,,,,,,,,,,,,,1,23,130.596.540.333.527
930134,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,122.616.214.922.708
930134,1,2,1,50,23,2,3,,2,2,2,2,,,2,,,,,,,,1,23,122.616.214.922.708
930134,1,5,1,50,23,5,6,ENFERMA,2,2,2,2,,,2,,,,,,,,1,23,122.616.214.922.708
930134,1,6,1,50,23,6,1,,,,,,,,,,,,,,,,1,23,122.616.214.922.708
930134,1,7,1,50,23,7,1,,,,,,,,,,,,,,,,1,23,122.616.214.922.708
930135,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,143.343.116.755.561
930135,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,143.343.116.755.561
930135,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,143.343.116.755.561
930135,1,4,1,50,23,4,3,,2,2,2,1,2,,,,,,,,,1,1,23,143.343.116.755.561
930135,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,143.343.116.755.561
930136,1,1,1,50,23,1,2,,2,2,2,1,1,,,,,,,,,1,1,23,135.951.923.476.281
930136,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,135.951.923.476.281
930136,1,3,1,50,23,3,4,,2,2,2,1,1,,,,,,,,,1,1,23,135.951.923.476.281
930136,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,135.951.923.476.281
930137,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,100.050.484.090.406
930138,1,1,1,50,23,1,4,,2,2,2,2,,,2,,,,,,,,1,23,616.558.177.694.406
930138,1,2,1,50,23,2,6,ENFERMA,2,2,2,2,,,2,,,,,,,,1,23,616.558.177.694.406
930138,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,616.558.177.694.406
930138,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,616.558.177.694.406
930138,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,616.558.177.694.406
930139,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,137.006.145.194.791
930139,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,137.006.145.194.791
930139,1,3,1,50,23,3,2,,2,2,2,1,2,,,,,,,,,1,1,23,137.006.145.194.791
930139,1,4,1,50,23,4,3,,2,2,2,2,,,1,12,,,,,,,1,23,137.006.145.194.791
930139,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,137.006.145.194.791
930139,1,6,1,50,23,6,3,,2,2,2,2,,,2,,,,,,,,1,23,137.006.145.194.791
930140,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,146.935.486.640.046
930140,1,2,1,50,23,2,3,,2,2,2,2,,,1,12,,,,,,,1,23,146.935.486.640.046
930140,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,146.935.486.640.046
930140,1,4,1,50,23,4,4,,2,2,2,1,2,,,,,,,,,1,1,23,146.935.486.640.046
930140,1,5,1,50,23,5,1,,,,,,,,,,,,,,,,1,23,146.935.486.640.046
930141,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,138.567.688.778.046
930141,1,2,1,50,23,2,3,,2,2,2,2,,,2,,,,,,,,1,23,138.567.688.778.046
930141,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,138.567.688.778.046
930142,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,118.342.638.014.828
930142,1,2,1,50,23,2,4,,1,,,,,,,,,,,,,,1,23,118.342.638.014.828
930143,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,102.241.053.678.242
930145,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,118.342.638.014.828
930145,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,118.342.638.014.828
930146,1,1,1,50,23,1,4,,2,2,2,2,,,2,,,,,,,,1,23,148.459.476.488.808
930146,1,2,1,50,23,2,4,,2,2,2,1,1,,,,,,,,,1,1,23,148.459.476.488.808
930146,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,148.459.476.488.808
930146,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,148.459.476.488.808
930146,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,148.459.476.488.808
930146,1,6,1,50,23,6,1,,,,,,,,,,,,,,,,1,23,148.459.476.488.808
930146,1,7,1,50,23,7,1,,,,,,,,,,,,,,,,1,23,148.459.476.488.808
930146,2,1,2,50,23,1,1,,,,,,,,,,,,,,,,1,23,148.459.476.488.808
930146,2,2,2,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,148.459.476.488.808
930147,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,882.547.430.786.646
930147,1,2,1,50,23,1,5,,,,,,,,,,,,,,,,1,23,882.547.430.786.646
930147,1,3,1,50,23,3,4,,2,2,2,2,,,2,,,,,,,,1,23,882.547.430.786.646
930148,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,182.379.361.234.311
930148,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,182.379.361.234.311
930148,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,182.379.361.234.311
930148,1,4,1,50,23,4,4,,2,2,2,2,,,2,,,,,,,,1,23,182.379.361.234.311
930148,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,182.379.361.234.311
930149,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,280.534.774.409.386
930149,1,2,1,50,23,2,4,,1,,,,,,,,,,,,,,1,23,280.534.774.409.386
930149,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,280.534.774.409.386
930150,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,251.686.601.248.975
930150,1,2,1,50,23,2,4,,2,2,2,2,,,1,10,,,,,,,1,23,251.686.601.248.975
930150,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,251.686.601.248.975
930151,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,240.808.742.456.288
930151,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,240.808.742.456.288
930152,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,244.208.139.309.582
930152,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,244.208.139.309.582
930153,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,281.729.788.140.272
930153,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,281.729.788.140.272
930153,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,281.729.788.140.272
930153,1,4,1,50,23,4,3,,2,2,2,2,,,2,,,,,,,,1,23,281.729.788.140.272
930154,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,167.185.973.520.239
930154,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,167.185.973.520.239
930154,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,167.185.973.520.239
930154,1,4,1,50,23,4,3,,2,2,2,2,,,2,,,,,,,,1,23,167.185.973.520.239
930154,1,5,1,50,23,5,3,,2,2,2,2,,,2,,,,,,,,1,23,167.185.973.520.239
930154,1,6,1,50,23,6,1,,,,,,,,,,,,,,,,1,23,167.185.973.520.239
930154,1,7,1,50,23,7,3,,2,2,2,2,,,1,12,,,,,,,1,23,167.185.973.520.239
930155,1,1,1,50,23,1,6,PENSIONADO,2,2,2,2,,,2,,,,,,,,1,23,108.298.776.448.548
930155,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,108.298.776.448.548
930155,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,108.298.776.448.548
930155,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,108.298.776.448.548
930156,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,135.131.512.396.972
930156,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,135.131.512.396.972
930156,1,5,1,50,23,5,4,,2,2,2,2,,,2,,,,,,,,1,23,135.131.512.396.972
930156,1,6,1,50,23,6,1,,,,,,,,,,,,,,,,1,23,135.131.512.396.972
930156,1,7,1,50,23,7,3,,2,2,2,2,,,2,,,,,,,,1,23,135.131.512.396.972
930156,1,8,1,50,23,8,4,,2,2,2,1,1,,,,,,,,,1,1,23,135.131.512.396.972
930156,1,9,1,50,23,9,3,,2,2,2,2,,,2,,,,,,,,1,23,135.131.512.396.972
930157,1,1,1,50,23,3,6,ENFERMA,2,2,2,2,,,2,,,,,,,,1,23,107.670.516.575.381
930157,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,107.670.516.575.381
930157,1,3,1,50,23,3,4,,2,2,2,2,,,1,10,,,,,,,1,23,107.670.516.575.381
930157,1,4,1,50,23,4,2,,2,2,1,,,,,,,,,,,,1,23,107.670.516.575.381
930157,1,5,1,50,23,5,1,,,,,,,,,,,,,,,,1,23,107.670.516.575.381
930157,1,6,1,50,23,6,1,,,,,,,,,,,,,,,,1,23,107.670.516.575.381
930157,1,7,1,50,23,7,2,,2,2,2,1,1,,,,,,,,,1,1,23,107.670.516.575.381
930159,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,120.511.006.932.398
930159,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,120.511.006.932.398
930159,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,120.511.006.932.398
930160,1,1,1,50,23,1,6,PENSIONADO,2,2,2,2,,,2,,,,,,,,1,23,11.135.680.039.485
930160,1,2,1,50,23,2,4,,2,2,2,1,1,,,,,,,,,1,1,23,11.135.680.039.485
930161,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,126.651.059.994.472
930161,1,3,1,50,23,3,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,1,4,1,50,23,4,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,1,5,1,50,23,5,2,,2,2,2,1,2,,,,,,,,,1,1,23,126.651.059.994.472
930161,1,6,1,50,23,6,3,,2,2,2,1,2,,,,,,,,,1,1,23,126.651.059.994.472
930161,2,1,2,50,23,1,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,2,2,2,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,126.651.059.994.472
930161,2,3,2,50,23,3,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,2,4,2,50,23,4,3,,2,2,2,1,1,,,,,,,,,1,1,23,126.651.059.994.472
930161,2,5,2,50,23,5,4,,2,2,2,2,,,2,,,,,,,,1,23,126.651.059.994.472
930161,2,6,2,50,23,6,4,,2,2,2,2,,,2,,,,,,,,1,23,126.651.059.994.472
930161,3,1,3,50,23,1,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,3,2,3,50,23,2,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,4,1,4,50,23,1,1,,,,,,,,,,,,,,,,1,23,126.651.059.994.472
930161,4,2,4,50,23,2,3,,2,2,2,1,1,,,,,,,,,1,1,23,126.651.059.994.472
930161,4,3,4,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,126.651.059.994.472
930161,4,4,4,50,23,4,2,,2,2,2,1,1,,,,,,,,,1,1,23,126.651.059.994.472
930162,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,1.196.036.462.991
930162,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,1.196.036.462.991
930163,1,1,1,50,23,1,4,,1,,,,,,,,,,,,,,1,23,121.027.647.266.015
930167,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,140.267.387.204.693
930167,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,140.267.387.204.693
930167,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,140.267.387.204.693
930168,1,1,1,50,23,1,6,ENFERMO,2,2,2,2,,,2,,,,,,,,1,23,110.552.506.963.644
930168,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,110.552.506.963.644
930168,1,3,1,50,23,3,4,,2,2,2,2,,,1,10,,,,,,,1,23,110.552.506.963.644
930170,1,1,1,50,23,1,1,,,,,,,,,,,,,,,,1,23,130.757.717.672.234
930170,1,2,1,50,23,2,3,,2,2,2,2,,,2,,,,,,,,1,23,130.757.717.672.234
930170,1,3,1,50,23,3,3,,2,2,2,2,,,2,,,,,,,,1,23,130.757.717.672.234
930170,1,4,1,50,23,4,3,,2,2,2,1,1,,,,,,,,,1,1,23,130.757.717.672.234
930170,1,6,1,50,23,6,1,,,,,,,,,,,,,,,,1,23,130.757.717.672.234
930170,1,7,1,50,23,7,6,PENSIONADO,2,2,2,2,,,2,,,,,,,,1,23,130.757.717.672.234
930171,1,1,1,50,23,1,2,,2,2,2,1,1,,,,,,,,,1,1,23,117.722.930.479.118
930171,1,2,1,50,23,2,4,,2,2,2,2,,,2,,,,,,,,1,23,117.722.930.479.118
930172,1,1,1,50,23,1,4,,2,2,2,2,,,2,,,,,,,,1,23,953.874.417.838.545
930172,1,2,1,50,23,2,1,,,,,,,,,,,,,,,,1,23,953.874.417.838.545
