directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P3148;P6500;P6750;P6760;P6870;P6880;P6920;P6930;Oci;mes;area;dpto;fex_c_2011
143276;1;2;06;84;8413;4;77;77; ; ; ;3500000;1;9;7;1;1;1;07;11;11;2327,5221514038
143277;1;2;53;47;4711;1;48;40;2; ;878116; ; ;9;7;1;2;1;07;08;08;576,939120114589
143277;1;5;95;43;4330;1;48;40;2; ;1000000; ; ;9;9;1;2;1;07;08;08;576,939120114589
143278;1;1;45;46;4631;1;46;46; ; ;877800; ; ;9;7;1;1;1;07;44;44;175,400071036396
143281;1;1;21;88;8890;4;48;48; ; ; ;2000000;1;8;7;1;2;1;07;13;13;368,208098644499
143281;1;2;45;47;4792;4;24;15;6;1; ;180000;1;1;1;2; ;1;07;13;13;368,208098644499
143281;1;5;41;47;4761;4;36;36; ; ; ;150000;1;1;2;2; ;1;07;13;13;368,208098644499
143282;1;1;37;56;5611;4;24;24; ; ; ;200000;1;3;4;2; ;1;07;19;19;200,877081259348
143282;1;3;53;56;5611;1;40;40; ; ;500000; ; ;3;7;2; ;1;07;19;19;200,877081259348
143282;1;6;54;97;9700;3;30;30; ; ;0; ; ;1;7;2; ;1;07;19;19;200,877081259348
143284;1;1;58;84;8423;2;50;50; ; ;2650000; ; ;9;4;1;3;1;07;19;19;82,9604596357915
143285;1;1;45;47;4792;4;3;3; ; ; ;119998;1;1;5;2; ;1;07;11;11;1350,87069529983
143285;1;3;38;82;8220;1;50;50; ; ; ; ; ;9;7;1;1;1;07;11;11;1350,87069529983
143288;1;1;54;88;8890;1;48;40;5;1;877803; ; ;9;1;1;1;1;07;70;70;166,911963754801
143288;1;2;45;47;4781;4;70;0;5;1; ;0;1;1;6;2; ;1;07;70;70;166,911963754801
143289;1;3;08;62;6201;1;40;40; ; ;1500000; ; ;4;7;1;1;1;07;63;63;98,4121656263904
143290;1;3;55;47;4731;1;48;48; ; ;900000; ; ;5;7;1;1;1;07;50;50;67,0769077738037
143292;1;1;71;05;0510;1;48;0;7; ;877803; ; ;9;7;1;2;1;07;47;47;131,429083809316
143293;1;1;39;47;4752;1;48;40;2; ;1200000; ; ;9;7;1;1;1;07;17;17;554,081573680554
143294;1;1;13;85;8530;2;36;36; ; ;2600000; ; ;9;7;1;2;1;07;27;27;28,9513481991262
143296;1;2;45;47;4792;4;14;14; ; ; ;40000;1;1;5;2; ;1;07;70;70;58,6302927507958
143297;1;1;55;81;8121;1;48;48; ; ;877802; ; ;8;7;1;2;1;07;17;17;251,865868537453
143299;1;3;79;95;9529;4;40;8;6;1; ;0;1;1;1;2; ;1;07;08;08;357,098621125804
143301;1;2;98;49;4921;4;70;60;6;1; ;900000;1;1;4;1;4;1;07;05;05;559,472633177249
143301;1;3;80;15;1512;1;40;32;2; ;877803; ; ;8;7;1;1;1;07;05;05;559,472633177249
143301;1;5;99;38;3830;1;48;40;2; ;877803; ; ;5;5;1;2;1;07;05;05;559,472633177249
143301;1;7;79;14;1410;1;40;15;6;1;120000; ; ;3;7;1;4;1;07;05;05;559,472633177249
143302;1;1;97;52;5224;4;24;12;6;1; ;160000;1;1;7;2; ;1;07;68;68;259,831808823526
143302;1;2;33;47;4711;1;48;40;2; ;877803; ; ;9;7;1;2;1;07;68;68;259,831808823526
143302;2;1;97;47;4711;1;48;40;2; ;877803; ; ;9;7;1;1;1;07;68;68;259,831808823526
143303;1;4;39;85;8541;1;48;48; ; ;877000; ; ;9;7;1;1;1;07;11;11;2343,27211181576
143304;1;1;13;85;8559;4;60;30;6;1; ;1000000;1;9;4;1;1;1;07;05;05;898,176051084715
143305;1;1;19;94;9499;4;48;48; ; ; ;2000000;1;9;7;1;2;1;07;17;17;156,48981655033
143306;1;1;98;49;4921;4;48;0;1;2; ;1200000;1;1;4;2; ;1;07;27;27;60,7784710016471
143306;1;2;38;61;6190;4;18;18; ; ; ;130000;1;1;1;2; ;1;07;27;27;60,7784710016471
143307;1;1;21;94;9420;2;44;44; ; ;1800000; ; ;9;7;1;3;1;07;19;19;318,152426020963
143308;1;1;21;91;9101;1;50;50; ; ;2000000; ; ;9;7;1;1;1;07;11;11;1984,66029222877
143309;1;2;61;01;0141;4;16;16; ; ; ;60000;1;1;9;2; ;1;07;63;63;62,6504511083294
143310;1;2;58;84;8422;2;48;0;3; ;1200000; ; ;9;7;1;3;1;07;23;23;166,386413541349
143310;1;4;95;41;4111;1;49;36;6;1;350000; ; ;2;9;2; ;1;07;23;23;166,386413541349
143313;1;1;13;85;8530;2;40;40; ; ;3600000; ; ;9;11;1;3;1;07;66;66;260,331391973056
143315;1;2;39;84;8412;2;40;40; ; ;2100000; ; ;9;1;1;2;1;07;19;19;130,527963460686
143315;1;4;07;86;8610;1;40;0;1;2;2600000; ; ;9;7;1;2;1;07;19;19;130,527963460686
143317;1;1;03;61;6110;1;48;48; ; ;980657; ; ;9;2;1;1;1;07;19;19;158,969004077447
143321;1;2;95;41;4112;4;60;32;6;1; ;300000;1;2;9;2; ;1;07;70;70;120,89495797728
143322;1;1;87;25;2592;4;48;24;6;1; ;300000;1;1;7;2; ;1;07;41;41;43,6407192660058
143323;1;2;32;86;8621;1;48;40;6;1;877803; ; ;2;7;1;2;1;07;73;73;244,53895780816
143323;1;3;08;62;6201;1;40;40; ; ;1755606; ; ;4;7;1;1;1;07;73;73;244,53895780816
143324;1;3;39;94;9491;1;40;0;6;1;0; ; ;9;7;2; ;1;07;66;66;131,019765204851
143325;1;1;12;69;6910;1;48;0;5;1; ; ; ;7;7;1;1;1;07;08;08;428,082267213516
143326;1;1;12;84;8413;2;48;60; ; ; ; ; ;9;7;1;2;1;07;08;08;376,89312549189
143328;1;1;97;52;5224;4;48;24;6;1; ;450000;1;1;7;2; ;1;07;15;15;66,4895759551115
143330;1;1;14;94;9491;4;48;20;7; ; ;800000;1;9;7;1;2;1;07;52;52;201,639515308733
143331;1;1;45;47;4789;4;30;30; ; ; ;0;1;1;6;2; ;1;07;19;19;72,9741725425849
143332;1;1;13;88;8890;4;40;40; ; ; ;950000;1;8;7;1;2;1;07;27;27;45,264925514321
143334;1;1;98;49;4921;4;40;0;7; ; ;0;1;1;4;3; ;1;07;68;68;306,607806479073
143334;1;3;21;01;0145;1;48;48; ; ;2500000; ; ;9;7;1;1;1;07;68;68;306,607806479073
143335;1;1;21;86;8621;1;48;48; ; ;1400000; ; ;9;7;1;1;1;07;63;63;176,513604776353
143335;1;2;21;86;8621;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;63;63;176,513604776353
143339;1;1;41;47;4711;4;56;36;6;1; ;500000;1;2;7;2; ;1;07;15;15;135,17076004524
143339;1;2;41;47;4711;4;56;36;6;1; ;500000;1;2;7;2; ;1;07;15;15;135,17076004524
143340;1;1;81;31;3110;4;70;70; ; ; ;1200000;1;1;7;1;2;1;07;17;17;124,389341360518
143341;1;2;13;88;8890;4;48;48; ; ; ;1200000;1;9;7;1;2;1;07;47;47;152,572473636641
143342;1;2;87;45;4520;4;48;24;6;1; ;80000;1;3;7;2; ;1;07;44;44;72,4254086732409
143342;1;3;87;45;4520;4;48;20;6;1; ;0;1;3;7;2; ;1;07;44;44;72,4254086732409
143342;1;7;98;49;4921;4;30;30; ; ; ;150000;1;1;4;2; ;1;07;44;44;72,4254086732409
143343;1;1;41;46;4663;5;56;0;6;1; ;0;1;5;7;2; ;1;07;08;08;418,40581012513
143345;1;1;83;80;8020;4;20;20; ; ; ;400000;1;1;2;2; ;1;07;41;41;146,861215217215
143347;1;1;97;10;1089;1;60;60; ; ;878000; ; ;6;7;1;2;1;07;11;11;3066,64387276738
143348;1;1;39;85;8551;2;48;48; ; ;1200000; ; ;9;7;1;2;1;07;17;17;151,400751778803
143348;1;3;13;85;8551;2;40;40; ; ;2800000; ; ;9;7;1;1;1;07;17;17;151,400751778803
143348;1;4;39;62;6201;1;48;48; ; ;1200000; ; ;4;7;1;1;1;07;17;17;151,400751778803
143349;1;3;33;47;4754;1;48;40;6;1;897000; ; ;9;7;1;1;1;07;08;08;506,454473900036
143351;1;5;53;56;5619;1;16;16; ; ;120000; ; ;2;2;2; ;1;07;19;19;212,877415596719
143351;1;6;45;47;4781;4;40;40; ; ; ;200000;1;1;6;2; ;1;07;19;19;212,877415596719
143351;1;9;45;47;4781;1;24;24; ; ;1200000; ; ;2;6;2; ;1;07;19;19;212,877415596719
143351;1;10;45;47;4781;4;20;20; ; ; ;200000;1;1;6;2; ;1;07;19;19;212,877415596719
143352;1;1;79;14;1410;4;24;5;6;1; ;50000;1;2;1;2; ;1;07;52;52;180,068422255929
143352;1;2;79;14;1410;4;24;5;6;1; ;50000;1;2;1;2; ;1;07;52;52;180,068422255929
143352;1;3;79;14;1410;4;24;5;6;1; ;50000;1;2;1;2; ;1;07;52;52;180,068422255929
143353;1;1;41;47;4759;5;30;30; ; ; ; ;1;5;7;1;2;1;07;52;52;45,5647611267675
143354;1;1;53;56;5619;4;6;6; ; ; ;15000;1;1;1;2; ;1;07;68;68;1786,81418079731
143356;1;1;53;56;5619;5;70;30;6;1; ;1500000;1;2;7;2; ;1;07;15;15;127,200461978726
143356;1;2;53;56;5619;1;48;30;6;1;400000; ; ;2;7;2; ;1;07;15;15;127,200461978726
143356;1;3;53;56;5619;1;48;30;6;1;400000; ; ;2;7;2; ;1;07;15;15;127,200461978726
143357;1;1;57;96;9602;4;30;5;6;1; ;70000;1;1;2;2; ;1;07;68;68;1855,88496134996
143357;1;2;97;52;5224;4;40;20;6;1; ;350000;1;1;6;2; ;1;07;68;68;1855,88496134996
143358;1;1;85;95;9511;4;48;16;6;1; ;100000;1;1;1;2; ;1;07;50;50;381,120615413245
143361;1;1;95;41;4111;4;54;27;6;1; ;360000;1;1;9;2; ;1;07;63;63;76,6106059748593
143362;1;1;32;84;8412;2;48;56; ; ;10000000; ; ;9;7;1;1;1;07;08;08;540,803129916354
143364;1;1;11;47;4773;1;24;24; ; ;1000000; ; ;5;7;1;1;1;07;68;68;270,710077177726
143364;1;2;44;64;6424;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;68;68;270,710077177726
143365;1;1;55;81;8121;4;40;20;6;1; ;400000;1;1;2;2; ;1;07;41;41;107,472181693109
143365;1;2;95;41;4111;1;45;45; ; ;600000; ; ;3;2;2; ;1;07;41;41;107,472181693109
143366;1;3;95;41;4112;4;48;48; ; ; ;500000;1;2;9;2; ;1;07;70;70;164,976810326532
143378;1;1;54;88;8890;1;40;40; ; ;980657; ; ;9;1;1;2;1;07;27;27;42,5599112803158
143378;1;3;32;64;6492;1;40;32;2; ;980657; ; ;5;7;1;2;1;07;27;27;42,5599112803158
143381;1;1;98;49;4921;1;48;60; ; ;1700000; ; ;9;4;1;1;1;07;05;05;595,717805387661
143381;1;2;59;86;8691;1;60;60; ; ;2400000; ; ;9;7;1;2;1;07;05;05;595,717805387661
143381;1;4;07;86;8610;1;60;60; ; ;3500000; ; ;9;7;1;1;1;07;05;05;595,717805387661
143383;1;1;95;42;4290;1;48;0;5;1;1500000; ; ;9;9;1;1;1;07;50;50;438,234664798926
143386;1;1;45;47;4723;1;54;54; ; ;1000000; ; ;4;7;1;1;1;07;63;63;146,171437657131
143386;1;2;34;84;8412;4;40;40; ; ; ;1200000;1;9;7;1;1;1;07;63;63;146,171437657131
143386;1;5;03;20;2023;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;63;63;146,171437657131
143387;1;1;21;70;7020;1;40;40; ; ;877803; ; ;9;1;1;2;1;07;73;73;384,095254537485
143391;1;1;41;47;4719;4;40;25;6;1; ;0;1;1;5;1;1;1;07;08;08;422,29397264432
143391;1;2;41;47;4719;4;25;0;6;1; ;0;1;1;5;2; ;1;07;08;08;422,29397264432
143394;1;1;98;49;4921;4;40;20;6;1; ;400000;1;1;4;3; ;1;07;19;19;124,924031931998
143395;1;3;32;86;8621;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;17;17;60,961673238419
143397;1;1;45;47;4792;4;24;20;5;1; ;300000;1;1;6;3; ;1;07;05;05;641,367014053294
143398;1;1;07;86;8621;1;44;44; ; ;2364000; ; ;9;7;1;2;1;07;52;52;183,104271075688
143399;1;2;39;70;7020;1;48;48; ; ;0; ; ;7;7;1;1;1;07;17;17;202,678798237383
143399;1;3;45;47;4711;1;48;48; ; ;877802; ; ;9;7;1;1;1;07;17;17;202,678798237383
143403;1;1;21;93;9311;4;72;0;6;1; ;0;1;1;7;2; ;1;07;50;50;256,516689764924
143403;1;2;11;69;6920;4;50;50; ; ; ;0;1;1;7;1;2;1;07;50;50;256,516689764924
143405;1;1;05;84;8413;2;40;40; ; ;2600000; ; ;9;7;1;2;1;07;52;52;264,719142766241
143405;1;2;13;85;8530;2;30;40; ; ;4000000; ; ;9;7;1;3;1;07;52;52;264,719142766241
143405;1;4;53;56;5619;4;14;14; ; ; ;500000;1;2;2;2; ;1;07;52;52;264,719142766241
143407;1;1;30;38;3811;4;40;32;2; ; ;3511000;1;8;6;1;1;1;07;05;05;1455,66179946142
143407;1;4;03;19;1921;1;48;40;2; ;877800; ; ;6;7;2; ;1;07;05;05;1455,66179946142
143409;1;4;55;81;8121;4;20;20; ; ; ; ;1;1;2;2; ;1;07;52;52;41,0239902747443
143410;1;1;53;55;5511;4;40;40; ; ; ;700000;1;1;7;2; ;1;07;47;47;61,0855519482997
143413;1;1;03;35;3514;1;54;54; ; ;877800; ; ;9;6;1;1;1;07;44;44;103,925683669973
143415;1;3;77;56;5619;4;25;25; ; ; ;300000;1;1;1;2; ;1;07;17;17;98,9769699769438
143416;1;1;62;01;0113;1;48;48; ; ; ; ; ;2;8;2; ;1;07;70;70;149,07646286028
143418;1;1;97;46;4631;1;48;40;2; ;877803; ; ;4;7;1;1;1;07;05;05;699,925174216465
143418;1;2;44;68;6820;1;48;40;2; ;1200000; ; ;6;7;1;1;1;07;05;05;699,925174216465
143419;1;1;39;84;8413;2;48;48; ; ;2300000; ; ;9;7;1;2;1;07;47;47;122,757519957982
143420;1;2;99;38;3830;1;48;48; ; ;877803; ; ;3;7;1;1;1;07;05;05;541,220381023973
143421;1;1;95;41;4111;4;40;24;6;1; ;40000;1;1;9;2; ;1;07;41;41;156,348803656617
143421;1;2;59;88;8810;4;40;24;5;1; ;60000;1;1;2;2; ;1;07;41;41;156,348803656617
143421;1;3;84;45;4542;4;40;24;6;1; ;40000;1;1;7;2; ;1;07;41;41;156,348803656617
143423;1;1;41;56;5619;4;30;30; ; ; ;0;1;1;1;3; ;1;07;19;19;87,4036504212895
143423;1;2;53;85;8551;1;40;40; ; ;900000; ; ;6;7;1;2;1;07;19;19;87,4036504212895
143424;1;1;55;81;8121;4;8;0;6;1; ;0;1;1;2;2; ;1;07;68;68;286,779319190522
143425;1;1;03;45;4542;4;30;10;6;1; ;700000;1;1;7;2; ;1;07;17;17;188,869231236746
143426;1;1;45;47;4754;1;48;48; ; ;1300000; ; ;9;7;1;1;1;07;17;17;293,17993582827
143426;1;2;54;85;8559;1;48;48; ; ;1700000; ; ;9;7;1;1;1;07;17;17;293,17993582827
143426;1;4;38;82;8220;1;48;48; ; ;877802; ; ;9;7;1;1;1;07;17;17;293,17993582827
143429;1;2;45;47;4721;1;48;48; ; ;980000; ; ;4;7;1;1;1;07;18;18;49,0501242705348
143430;1;2;98;49;4921;4;70;70; ; ; ;1600000;1;1;4;1;2;1;07;73;73;281,606582927751
143434;1;2;41;47;4774;4;40;25;6;1; ;0;1;1;5;2; ;1;07;76;76;925,909567033911
143434;1;3;13;85;8544;1;50;54; ; ; ; ; ;9;7;1;1;1;07;76;76;925,909567033911
143435;1;1;58;84;8422;2;48;48; ; ;3000000; ; ;9;7;1;3;1;07;13;13;376,850798722034
143437;1;3;39;22;2229;1;48;48; ; ;886000; ; ;9;7;1;1;1;07;17;17;46,7866120119933
143439;1;1;45;22;2229;1;54;54; ; ;915000; ; ;7;7;1;2;1;07;05;05;630,252669997239
143440;1;1;54;97;9700;3;48;48; ; ;300000; ; ;1;2;2; ;1;07;19;19;104,262181629987
143441;1;1;02;42;4290;1;48;40;2; ;1200000; ; ;6;9;1;1;1;07;05;05;877,929565432461
143441;1;5;85;43;4321;4;50;40;2; ; ;600000;1;1;5;2; ;1;07;05;05;877,929565432461
143444;1;1;30;88;8890;1;48;48; ; ;1700000; ; ;9;7;1;2;1;07;52;52;150,218645892464
143444;1;2;59;96;9609;4;48;0;5;1; ;0;1;1;7;2; ;1;07;52;52;150,218645892464
143445;1;1;57;96;9602;4;6;6; ; ; ;30000;1;1;1;2; ;1;07;54;54;192,810989117726
143445;1;2;95;41;4112;4;20;20; ; ; ;0;1;1;9;2; ;1;07;54;54;192,810989117726
143446;1;3;16;10;1089;1;48;48; ; ;1600000; ; ;9;7;1;1;1;07;17;17;130,831805885127
143447;1;2;21;85;8560;5;48;60; ; ; ;1500000;1;2;7;2; ;1;07;05;05;599,126673139908
143447;1;3;21;85;8560;5;48;60; ; ; ;1500000;1;2;7;2; ;1;07;05;05;599,126673139908
143449;1;1;44;68;6820;4;48;12;6;1; ;1000000;1;1;6;2; ;1;07;52;52;124,957741594167
143449;1;4;45;47;4791;4;5;5; ; ; ;200000;1;1;1;2; ;1;07;52;52;124,957741594167
143451;1;3;57;96;9602;4;50;0;6;1; ;55000;1;1;2;2; ;1;07;13;13;216,056354134703
143452;1;1;41;47;4721;4;35;35; ; ; ;180000;1;1;5;2; ;1;07;15;15;35,6220870510403
143455;1;2;95;41;4111;4;40;24;6;1; ;50000;1;1;9;2; ;1;07;41;41;101,157166872074
143457;1;5;71;07;0722;4;45;45; ; ; ;500000;1;3;8;2; ;1;07;27;27;23,2597563133577
143459;1;2;59;86;8610;1;48;0;1;1;877803; ; ;9;7;1;2;1;07;70;70;42,4979074037424
143459;1;3;33;46;4620;1;48;0;1;1;877803; ; ;5;7;1;1;1;07;70;70;42,4979074037424
143462;1;1;97;52;5224;4;48;24;6;1; ;450000;1;1;7;2; ;1;07;15;15;73,7497866402569
143463;1;1;32;84;8422;2;54;54; ; ;2300000; ; ;9;7;1;3;1;07;18;18;71,2121793871563
143463;1;2;32;84;8422;2;54;54; ; ;2200000; ; ;9;7;1;3;1;07;18;18;71,2121793871563
143464;1;1;54;88;8890;1;40;20;6;1;981000; ; ;8;1;1;2;1;07;47;47;177,511968209533
143464;1;3;39;94;9499;1;48;48; ; ;981000; ; ;9;7;1;1;1;07;47;47;177,511968209533
143464;1;4;93;43;4330;4;30;15;6;1; ;200000;1;1;2;2; ;1;07;47;47;177,511968209533
143467;1;1;94;32;3290;4;40;35;5;1; ;400000;1;1;6;2; ;1;07;19;19;128,629931383142
143467;1;2;94;32;3290;4;40;30;5;1; ;300000;1;1;6;2; ;1;07;19;19;128,629931383142
143468;1;7;45;10;1081;1;60;60; ; ;400000; ; ;2;7;2; ;1;07;08;08;1213,07887150955
143468;1;8;45;47;4781;4;20;20; ; ; ;300000;1;1;1;2; ;1;07;08;08;1213,07887150955
143468;1;9;58;80;8010;4;30;20;6;1; ;200000;1;1;6;2; ;1;07;08;08;1213,07887150955
143468;1;12;99;38;3830;4;40;20;6;1; ;100000;1;1;6;2; ;1;07;08;08;1213,07887150955
143469;1;1;55;80;8010;1;25;25; ; ;600000; ; ;8;7;1;2;1;07;44;44;112,839449462014
143469;1;2;95;41;4112;4;45;30;6;1; ;200000;1;2;9;2; ;1;07;44;44;112,839449462014
143469;1;3;85;95;9512;4;20;5;6;1; ;50000;1;1;1;2; ;1;07;44;44;112,839449462014
143469;1;6;39;80;8010;1;48;48; ; ;888000; ; ;8;7;1;1;1;07;44;44;112,839449462014
143470;1;3;97;49;4923;1;48;24;6;1;100000; ; ;2;6;2; ;1;07;05;05;504,352097862477
143471;1;1;03;33;3312;4;20;8;6;1; ;800000;1;1;7;3; ;1;07;76;76;620,095079410899
143472;1;2;13;85;8530;2;40;40; ; ;2000000; ; ;8;7;1;3;1;07;11;11;2518,36203596857
143473;1;2;98;49;4923;4;48;4;6;1; ;50000;1;1;4;2; ;1;07;66;66;163,00026239352
143474;1;1;21;22;2211;1;48;40;2; ;450000; ; ;9;7;1;2;1;07;76;76;810,041942459476
143475;1;1;98;58;5811;1;45;0;6;1;0; ; ;8;4;1;2;1;07;73;73;200,77549891581
143478;1;1;59;86;8610;4;48;40;6;1; ;1200000;1;9;7;1;1;1;07;41;41;113,283149023923
143480;1;3;16;15;1512;1;48;48; ; ;2800000; ; ;9;7;1;1;1;07;05;05;472,185090142051
143480;1;4;97;47;4773;1;48;48; ; ;1000000; ; ;5;7;1;1;1;07;05;05;472,185090142051
143484;1;1;41;47;4759;5;48;0;6;1; ;0;1;3;7;2; ;1;07;18;18;46,2334522420066
143485;1;1;41;47;4719;4;60;60; ; ; ;0;1;2;7;2; ;1;07;11;11;3886,12181367864
143485;1;2;45;47;4771;1;84;84; ; ;0; ; ;2;7;2; ;1;07;11;11;3886,12181367864
143485;1;6;41;47;4719;4;60;60; ; ; ;0;1;2;7;2; ;1;07;11;11;3886,12181367864
143486;1;1;98;47;4711;1;40;20;6;1;1000000; ; ;4;7;2; ;1;07;15;15;71,7699084775253
143486;1;5;58;68;6820;1;60;60; ; ;900000; ; ;3;7;1;1;1;07;15;15;71,7699084775253
143486;1;6;75;14;1430;4;40;25;6;1; ;400000;1;1;1;2; ;1;07;15;15;71,7699084775253
143487;1;1;06;86;8621;1;40;40; ; ;2800000; ; ;9;7;1;1;1;07;76;76;500,001555597922
143487;1;2;06;86;8621;1;36;36; ; ;12000000; ; ;9;7;1;2;1;07;76;76;500,001555597922
143487;1;3;42;29;2930;1;40;32;2; ;1000000; ; ;9;7;1;1;1;07;76;76;500,001555597922
143488;1;1;98;49;4923;4;48;12;5;1; ;1000000;1;1;4;2; ;1;07;52;52;100,911690363322
143488;1;4;39;96;9601;1;48;30;6;1;400000; ; ;2;7;2; ;1;07;52;52;100,911690363322
143488;1;5;33;45;4530;1;48;48; ; ;890000; ; ;9;7;1;1;1;07;52;52;100,911690363322
143489;1;1;85;95;9512;4;40;0;5;1; ;0;1;1;6;2; ;1;07;17;17;153,940534281093
143490;1;1;98;49;4923;4;24;24; ; ; ;700000;1;9;4;2; ;1;07;68;68;275,984089228905
143490;1;2;41;47;4722;4;42;42; ; ; ;800000;1;1;7;2; ;1;07;68;68;275,984089228905
143490;1;3;98;49;4921;1;24;24; ; ;300000; ; ;2;4;2; ;1;07;68;68;275,984089228905
143491;1;1;45;47;4761;1;54;27;6;1;0; ; ;2;7;1;2;1;07;11;11;2162,52072278896
143491;1;2;79;14;1410;4;40;40; ; ; ;600000;1;1;1;2; ;1;07;11;11;2162,52072278896
143492;1;1;12;84;8424;2;48;60; ; ;2000000; ; ;9;1;1;2;1;07;19;19;112,151066492142
143492;1;2;12;84;8424;2;48;60; ; ;2000000; ; ;9;1;1;2;1;07;19;19;112,151066492142
143493;1;1;80;15;1522;4;60;60; ; ; ;900000;1;1;7;2; ;1;07;54;54;197,774707716423
143494;1;1;97;46;4645;1;48;48; ; ;1100000; ; ;9;7;1;1;1;07;20;20;346,146936146841
143496;1;1;53;56;5619;4;20;0;6;1; ;0;1;1;1;2; ;1;07;73;73;379,47652987072
143497;1;1;11;84;8413;2;35;35; ; ;1700000; ; ;9;7;1;2;1;07;27;27;23,2597563133577
143497;1;4;57;96;9602;4;20;0;6;1; ;50000;1;1;5;2; ;1;07;27;27;23,2597563133577
143499;1;2;58;94;9491;1;48;40;6;1;1200000; ; ;9;7;1;1;1;07;41;41;135,238788430759
143501;1;1;97;53;5320;4;45;30;6;1; ;600000;1;1;5;2; ;1;07;50;50;71,1865469992967
143501;1;2;33;56;5611;1;40;40; ; ;900000; ; ;2;7;2; ;1;07;50;50;71,1865469992967
143501;1;3;19;86;8610;4;40;40; ; ; ;2000000;1;6;7;1;1;1;07;50;50;71,1865469992967
143502;1;1;84;45;4520;4;48;16;6;1; ;400000;1;1;7;2; ;1;07;54;54;225,206035878428
143502;1;5;57;96;9602;4;12;4;6;1; ;0;1;1;2;2; ;1;07;54;54;225,206035878428
143503;1;1;45;47;4711;1;48;48; ; ;900000; ; ;2;7;2; ;1;07;05;05;1251,01250384467
143505;1;1;45;45;4530;1;60;48;6;1;1400000; ; ;7;1;1;2;1;07;73;73;225,520696664049
143505;1;2;21;68;6820;1;12;30; ; ;200000; ; ;4;7;2; ;1;07;73;73;225,520696664049
143507;1;1;38;35;3514;4;42;36;6;1; ;1800000;1;9;7;1;2;1;07;52;52;628,416778989623
143507;1;2;45;47;4719;1;48;24;6;1;450000; ; ;9;7;1;2;1;07;52;52;628,416778989623
143508;1;1;32;46;4620;1;48;25;7; ;877803; ; ;6;7;1;1;1;07;52;52;70,8596195654674
143509;1;1;16;74;7420;4;60;0;7; ; ;0;1;1;2;2; ;1;07;47;47;178,502195497436
143509;1;2;39;85;8530;1;48;55; ; ;1000000; ; ;7;7;1;2;1;07;47;47;178,502195497436
143509;1;4;97;47;4771;1;54;24;6;1;466000; ; ;8;7;1;2;1;07;47;47;178,502195497436
143510;1;1;39;84;8412;2;45;45; ; ;2600000; ; ;9;1;1;1;1;07;70;70;74,0021726240551
143511;1;1;95;41;4111;1;40;27;6;1;300000; ; ;2;2;2; ;1;07;18;18;51,9047117930645
143511;1;4;41;47;4771;4;25;0;6;1; ;0;1;1;1;2; ;1;07;18;18;51,9047117930645
143512;1;1;85;95;9521;4;40;40; ; ; ;200000;1;1;7;2; ;1;07;05;05;774,115339465594
143515;1;1;98;49;4921;4;25;25; ; ; ;300000;1;2;4;2; ;1;07;27;27;100,016952147438
143516;1;1;59;51;5112;1;30;0;6;1;0; ; ;9;4;1;2;1;07;76;76;1183,11692368767
143517;1;1;85;43;4321;1;48;40;2; ;950000; ; ;7;2;1;1;1;07;15;15;40,1604442144318
143518;1;1;13;85;8544;2;15;15; ; ;400000; ; ;9;7;3; ;1;07;41;41;63,0598367175472
143520;1;1;42;28;2829;1;44;44; ; ;10000000; ; ;9;7;1;2;1;07;08;08;539,544291213626
143520;1;3;06;86;8621;4;14;14; ; ; ;1960000;1;9;7;1;1;1;07;08;08;539,544291213626
143521;1;1;42;21;2100;1;48;44;2; ;2200000; ; ;9;7;1;1;1;07;76;76;1200,78599485166
143521;1;2;59;86;8610;1;48;48; ; ;1600000; ; ;9;7;1;1;1;07;76;76;1200,78599485166
143521;1;4;59;86;8610;1;48;0;3; ;1038000; ; ;9;7;1;2;1;07;76;76;1200,78599485166
143523;1;1;39;85;8553;1;48;60; ; ;1200000; ; ;6;7;1;1;1;07;05;05;1212,9830933067
143523;1;2;44;68;6820;1;48;40;2; ;877800; ; ;7;5;1;1;1;07;05;05;1212,9830933067
143523;1;4;80;15;1522;1;24;24; ; ;100000; ; ;3;7;2; ;1;07;05;05;1212,9830933067
143524;1;1;12;84;8424;2;40;40; ; ;2500000; ; ;9;7;1;1;1;07;73;73;159,63449503438
143526;1;1;93;43;4330;4;48;21;7; ; ;500000;1;1;2;2; ;1;07;70;70;155,476930423812
143526;1;2;77;56;5619;4;3;3; ; ; ;50000;1;1;1;2; ;1;07;70;70;155,476930423812
143526;1;4;97;47;4752;4;56;28;7; ; ;400000;1;3;7;2; ;1;07;70;70;155,476930423812
143527;1;1;39;85;8544;2;48;48; ; ;1700000; ; ;9;1;1;1;1;07;73;73;580,069951294585
143527;1;2;13;85;8530;2;40;50; ; ;2000000; ; ;9;1;1;3;1;07;73;73;580,069951294585
143528;1;1;58;68;6820;1;48;40;2; ;877802; ; ;4;7;1;1;1;07;17;17;190,346213225377
143528;1;2;55;81;8121;4;8;0;6;1; ;100000;1;1;2;2; ;1;07;17;17;190,346213225377
143529;1;1;45;47;4719;1;48;48; ; ;877803; ; ;6;7;1;1;1;07;70;70;177,733609364583
