DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S6;P7510S2A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;P7510S7A1;P7510S7;P750S1;P750S1A1;P750S2;P750S2A1;P750S3;P750S3A1;P750S4;AREA;MES;P1661S1;P1661S1A1;P1661S2;P1661S2A1;P1661S3;P1661S3A1;P1661S4;P1661S4A1;P1661S4A2;DPTO;fex_c_2011
3927835;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;834,27736193612
3927835;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;200000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;834,27736193612
3927836;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;19200000;2;1;2; ;2; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1148,35396693221
3927836;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1148,35396693221
3927837;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1109,25144131469
3927837;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;330000; ;2;2;2; ;2; ; ;1;330000; ; ; ;05;02; ; ; ; ; ; ;1;DESPLAZADOS DEL MISMO MUNICIPIO;330000;05;1109,25144131469
3927838;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1000000;1; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1109,25144131469
3927838;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1109,25144131469
3927839;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;700000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1262,48424840204
3927839;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;900000;2;1;2; ;2; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1262,48424840204
3927840;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1128,13478603258
3927840;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1128,13478603258
3927840;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1128,13478603258
3927840;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1128,13478603258
3927841;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;948,927689247408
3927841;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;948,927689247408
3927841;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;948,927689247408
3927841;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;948,927689247408
3927842;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1020,75949350508
3927842;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1020,75949350508
3927842;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1020,75949350508
3927843;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;05;02; ; ; ; ;1;900000; ; ; ;05;1067,17264734406
3927843;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1067,17264734406
3927843;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1067,17264734406
3927844;1;1;1;95;1;1;2; ; ;70000;2;1;1;2; ; ; ;1070000; ;2;2;2; ;2; ; ;1;1070000; ; ; ;05;02; ; ; ; ;1;270000;1;POR DESPLAZAMIENTO;1070000;05;1129,43101424184
3927844;2;1;2;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;840000;2;1;2; ;2; ; ; ; ; ; ; ;05;02; ; ; ; ; ; ; ; ; ;05;1129,43101424184
3927845;1;1;1;95;1;1;2; ; ;3000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;943,104649949921
3927846;1;1;1;95;1;2;1; ;1200000; ;2;1;2;2; ; ; ; ; ;2;2;2;1357000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;943,104649949921
3927847;1;1;1;95;1;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;873,271822625558
3927847;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;24000000;2;1;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;873,271822625558
3927847;1;4;1;95;2; ; ; ; ; ; ;1;2;2;12000000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;873,271822625558
3927848;1;1;1;95;1;2;1; ;2550000; ;2;1;2;2; ; ; ; ; ;2;2;2;3000000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;747,245379617337
3927848;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;747,245379617337
3927849;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;910,686871514956
3927849;1;2;1;95;1;2;1; ;98; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;910,686871514956
3927850;1;1;1;95;1;2;1; ;2414000; ;2;1;2;2; ; ; ; ; ;2;2;2;2200000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,278559904847
3927850;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,278559904847
3927850;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,278559904847
3927851;1;1;1;95;1;2;1; ;1030000; ;2;1;2;2;5000000; ; ; ; ;2;2;1;2000000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;943,104649949921
3927852;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;910,686871514956
3927852;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;910,686871514956
3927853;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;915,844577365738
3927853;1;2;1;95;1;2;1; ;800000; ;2;1;2;2; ; ; ; ; ;2;2;2;1800000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;915,844577365738
3927853;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;915,844577365738
3927853;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;960000;2;1;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;915,844577365738
3927854;1;1;1;95;1;1;1; ;606720;330000;2;1;2;2; ; ; ; ; ;2;2;2;1718700;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;525,256480780015
3927854;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1032000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;525,256480780015
3927854;1;3;1;95;2; ; ; ; ; ; ;1;2;1; ;80000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;525,256480780015
3927854;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;525,256480780015
3927854;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;70000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;525,256480780015
3927854;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;525,256480780015
3927855;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;600000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1024,46994533401
3927855;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1024,46994533401
3927856;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1391,15863335167
3927856;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1391,15863335167
3927857;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;889,606791687291
3927857;1;2;1;95;1;1;1; ;3100000;700000;2;1;2;2; ; ; ; ; ;2;2;2;3200000;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;889,606791687291
3927857;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;889,606791687291
3927858;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,735901161371
3927858;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,735901161371
3927858;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,735901161371
3927858;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,735901161371
3927858;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;803,735901161371
3927859;1;1;1;95;1;1;2; ; ;98;2;1;2;2; ; ;18000000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1095,11854180009
3927859;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;500000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1095,11854180009
3927859;1;5;1;95;2; ; ; ; ; ; ;1;2;1; ;714350; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1095,11854180009
3927860;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1290,97781213268
3927860;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1290,97781213268
3927861;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ;5000000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1055,67066741081
3927861;1;2;1;95;2; ; ; ; ; ; ;1;2;2;1200000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;1055,67066741081
3927862;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;1500000;1500000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;762,408038492578
3927862;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;762,408038492578
3927863;1;1;1;95;1;2;1; ;1000000; ;2;1;2;2; ; ; ; ; ;2;2;2;98;1; ; ; ; ; ; ; ;76;02; ; ; ; ; ; ; ; ; ;76;943,104649949921
3927864;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;572,859321791494
3927865;1;1;1;95;1;1;2; ; ;200000;2;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;356,908453505974
3927865;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;356,908453505974
3927866;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;390,279656758227
3927868;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ;100000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;556,991470621688
3927868;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;556,991470621688
3927868;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;02; ; ; ; ; ; ; ; ; ;54;556,991470621688
3927870;1;1;1;95;1;1;1; ;2000000;800000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;183,692524938377
3927870;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;183,692524938377
3927871;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;144,056461244977
3927871;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;144,056461244977
3927871;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;144,056461244977
3927871;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;144,056461244977
3927871;1;6;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;500000;2;1;2; ;2; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;144,056461244977
3927872;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;227,603894441766
3927872;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;227,603894441766
3927873;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;50;02; ; ; ; ;1;900000; ; ; ;50;182,908594738065
3927873;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;50;02; ; ; ; ;1;900000; ; ; ;50;182,908594738065
3927874;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;209,48263400571
3927874;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;209,48263400571
3927874;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;209,48263400571
3927874;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;209,48263400571
3927875;1;1;1;95;1;1;2; ; ;800000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;189,761247369144
3927875;1;2;1;95;1;1;2; ; ;600000;2;1;2;2; ; ; ; ;1500000;2;1;2; ;2; ; ; ; ; ; ; ;50;02; ; ; ; ; ; ; ; ; ;50;189,761247369144
3927876;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;303,865124971494
3927876;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;6000000;2;1;2; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;303,865124971494
3927876;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;303,865124971494
3927877;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;244,672461546167
3927877;1;2;1;95;1;2;1; ;1350000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;244,672461546167
3927878;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;337,54849181069
3927878;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;720000; ;2;2;2; ;2; ; ;1;720000; ; ; ;66;02;1;720000; ; ; ; ; ; ; ;66;337,54849181069
3927879;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;290,311255877936
3927880;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;327,653928852213
3927880;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;327,653928852213
3927881;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;283,999144027552
3927881;1;2;1;95;2; ; ; ; ; ; ;1;2;1; ;300000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;283,999144027552
3927882;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,025869683212
3927882;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,025869683212
3927882;1;4;1;95;2; ; ; ; ; ; ;1;2;2;7200000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,025869683212
3927883;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;520000;7200000;2;1;2; ;2; ; ;1;520000; ; ; ;66;02;1;520000; ; ; ; ; ; ; ;66;301,509110018929
3927884;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;302,825552233952
3927885;1;1;1;95;1;2;1; ;750000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;250,988134267077
3927885;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;250,988134267077
3927885;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;250,988134267077
3927886;1;1;1;95;1;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;313,759687929971
3927886;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;313,759687929971
3927886;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;400000;2;1;2; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;313,759687929971
3927887;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;244,722447410242
3927887;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;244,722447410242
3927887;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;244,722447410242
3927888;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;312,720115192429
3927889;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;313,839902184208
3927889;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;960000; ;2;2;2; ;2; ; ;1;960000; ; ; ;66;02;1;960000; ; ; ; ; ; ; ;66;313,839902184208
3927889;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;313,839902184208
3927889;1;5;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;66;02; ; ; ; ;1;900000; ; ; ;66;313,839902184208
3927890;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;300,232687999326
3927891;1;1;1;95;1;1;1; ;2500000;430000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;266,472466133142
3927892;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ;800000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;300,232687999326
3927893;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;66;02; ; ; ; ;1;900000; ; ; ;66;277,23628405576
3927893;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;66;02; ; ; ; ;1;900000; ; ; ;66;277,23628405576
3927893;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,23628405576
3927893;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,23628405576
3927893;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,23628405576
3927893;1;6;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;277,23628405576
3927894;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;66;02; ; ; ; ; ; ; ; ; ;66;263,498869752567
3927895;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;720000;1200000;2;1;2; ;2; ; ;1;1200000; ; ; ;66;02;1;1200000; ; ; ; ; ; ; ;66;302,521813593558
