DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
5472055;1;1;1;10;1;1;1;1987;34;1;6; ;6;3; ;1;2; ; ;1; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;1;72000;2;1;2; ;6;5;4; ;50;16;06;50;261,998534825672
5472055;1;2;1;10;2;2;6;1959;62;5;6; ;5;3; ;2; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;261,998534825672
5472056;1;1;1;10;1;1;8;1989;31;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;1;1;36000;2;1;2; ;5;11;2; ;50;11;06;50;404,520104959193
5472056;1;2;1;10;2;2;4;1989;32;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;50;11;06;50;404,520104959193
5472056;1;3;1;10;2;1;2;2011;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;50;4;06;50;404,520104959193
5472056;1;4;1;10;2;2;8;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;50;0;06;50;404,520104959193
5472057;1;1;1;10;1;1;9;1962;58;1;6; ;3;3; ;3; ;1;2; ; ;1;1;1; ; ; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;176,936744969993
5472057;1;2;1;10;2;2;10;1974;46;2;6; ;3;3; ;2; ;1;1;1;1;1;1;1; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;176,936744969993
5472057;1;3;1;10;3;2;2;1992;29;3;6; ;2;1;1;1;2;1;4; ; ;1;1; ;1; ; ; ; ; ; ; ;1; ; ;1;1;34000;2;1;2; ;6;2;3; ;50;13;06;50;176,936744969993
5472057;1;4;1;10;4;1;5;1987;34;9;6; ;2;2; ;2; ;1;3; ; ;1;1;1; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;50;11;06;50;176,936744969993
5472057;1;5;1;10;4;1;5;2009;12;4;6; ;6;1;4;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;50;6;06;50;176,936744969993
5472057;1;6;1;10;6;1;2;1960;61;5;6; ;4;3; ;3; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;50;2;06;50;176,936744969993
5472058;1;1;1;10;1;1;10;1967;53;1;6; ;3;3; ;3; ;1;2; ;1;1; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;203,351130615817
5472058;1;2;1;10;2;2;1;1964;57;2;6; ;3;3; ;3; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;203,351130615817
5472058;1;3;1;10;3;2;10;1995;25;3;6; ;6;1;1;1;2; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;35000;2;1;2; ;6;2;3; ;50;13;06;50;203,351130615817
5472059;1;1;1;10;1;2;9;1964;56;1;6; ;4;2; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;50;11;06;50;261,998534825672
5472059;1;2;1;10;1;1;10;1974;46;5;6; ;4;2; ;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1;45000;2;1;2; ;6;3;3; ;50;14;06;50;261,998534825672
5472060;1;1;1;10;1;2;11;1942;78;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;2;408000;2;1;2; ;3;3; ; ;50;3;06;50;145,51928234717
5472060;1;2;1;10;2;2;8;1989;31;3;6; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;72000;2;1;2; ;6;5;4; ;50;16;06;50;145,51928234717
5472060;1;3;1;10;2;1;12;2020;0;9;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;50; ;06;50;145,51928234717
5472060;1;4;1;10;4;2;7;1962;58;3;6; ;2;3; ;1;1;1;5; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;50;10;06;50;145,51928234717
5472060;1;5;1;10;5;1;8;1956;64;9;6; ;2;3; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;145,51928234717
5472061;1;1;1;10;1;2;11;1962;58;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;50;6;06;50;511,062737636812
5472061;1;2;1;10;2;2;4;2000;21;3;6; ;6;2; ;1;1; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;511,062737636812
5472061;1;3;1;10;3;2;11;1990;30;3;6; ;4;2; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;50;9;06;50;511,062737636812
5472061;1;4;1;10;3;1;7;2012;8;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;50;1;06;50;511,062737636812
5472061;1;5;1;10;3;2;11;2015;5;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;50;0;06;50;511,062737636812
5472061;1;6;1;10;6;2;3;1989;32;3;6; ;2;2; ;1;1;1;7; ; ; ;1;1;1;1; ; ; ; ; ; ;1; ; ;1;1;38000;2;1;2; ;5;11;2; ;50;11;06;50;511,062737636812
5472061;1;7;1;10;7;1;5;1987;34;5;6; ;2;2; ;2; ;1;6; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;4;7; ; ;50;7;06;50;511,062737636812
5472061;1;8;1;10;6;1;12;2009;11;4;6; ;6;1;7;1;6; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;5; ; ;50;5;06;50;511,062737636812
5472061;1;9;1;10;6;1;10;2011;9;4;6; ; ;1;7;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;50;1;06;50;511,062737636812
5472061;1;10;1;10;6;1;6;2013;8;4;6; ; ;1;7;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;50;1;06;50;511,062737636812
5472061;1;11;1;10;6;2;5;2017;4;4;6; ; ;1;7;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;50;0;06;50;511,062737636812
5472062;1;1;1;10;1;1;9;1964;56;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;150000;2;1;2; ;6;8;5; ;50;19;06;50;299,840130223019
5472062;1;2;1;10;2;2;9;1978;42;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;6;8;5; ;50;19;06;50;299,840130223019
5472062;1;3;1;10;3;2;1;1997;24;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;36000;2;1;2; ;6;5;4; ;50;16;06;50;299,840130223019
5472062;1;4;1;10;4;2;8;1998;22;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;2;6;3;2;2;50;14;06;50;299,840130223019
5472063;1;1;1;10;1;1;4;1995;26;1;6; ;6;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;1;1;6;2;3; ;50;13;06;50;352,640009471858
5472064;1;1;1;10;1;1;9;1939;81;1;6; ;4;3; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;50;3;06;50;272,907192782752
5472065;1;1;1;10;1;1;6;1988;32;1;6; ;4;2; ;2; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;2;2;1;72; ; ; ;1;1;2; ;6;3;3; ;50;14;06;50;352,640009471858
5472066;1;1;1;10;1;2;10;1965;55;1;6; ;4;3; ;2; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;321,892288998787
5472066;1;2;1;10;2;2;4;1991;30;3;6; ;2;2; ;1;1;1;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;2;3; ;50;13;06;50;321,892288998787
5472066;1;3;1;10;3;1;12;1992;28;9;6; ;2;2; ;2; ;1;2; ;1;1;1; ; ;1; ; ; ; ; ; ;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;50;11;06;50;321,892288998787
5472066;1;4;1;10;2;2;8;2018;2;4;6; ; ;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;50; ;06;50;321,892288998787
5472066;1;5;1;10;2;2;7;2020;0;4;6; ; ;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;50; ;06;50;321,892288998787
5472067;1;1;1;10;1;1;12;1946;74;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;2;120000;2;1;2; ;4;7; ; ;50;7;06;50;182,265718136566
5472067;1;2;1;10;2;2;11;1958;62;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;50;5;06;50;182,265718136566
5472068;1;1;1;10;1;2;6;1966;55;1;6; ;4;2; ;3; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2;1; ; ;1;1;68000;2;1;2; ;6;4;2;2;50;15;06;50;145,51928234717
5472068;1;2;1;10;2;2;12;1995;25;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;125000;2;1;2; ;6;5;4; ;50;16;06;50;145,51928234717
5472073;1;1;1;10;1;1;2;1953;68;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;50;2;06;50;345,92791293063
5472073;1;2;1;10;2;2;5;1961;60;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;345,92791293063
5472073;1;3;1;10;3;2;8;1999;21;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;6; ; ; ;2;1;2; ;5;11;2; ;50;11;06;50;345,92791293063
5472073;1;4;1;10;4;1;3;1994;27;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1;5; ; ; ;2;1;2; ;3;5; ; ;50;5;06;50;345,92791293063
5472073;1;5;1;10;4;2;12;2015;5;4;6; ; ;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2;2;1;1;2;0; ; ;50;0;06;50;345,92791293063
5472074;1;1;1;10;1;1;5;1985;36;1;6; ;2;3; ;2; ;1;2;1; ;1;1; ; ; ; ;1; ; ; ;1;1; ; ;1;1;20000;2;1;2; ;5;11;2; ;50;11;06;50;271,846893003023
5472074;1;2;1;10;2;2;10;1978;42;2;6; ;2;3; ;2; ;1;1; ; ;1;1; ; ; ; ;1; ; ; ; ;1; ; ;1;1;34000;2;1;2; ;5;11;2; ;50;11;06;50;271,846893003023
5472074;1;3;1;10;3;1;2;2002;19;3;6; ;6;2; ;1;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;3;98000;2;1;2; ;5;11;2; ;50;11;06;50;271,846893003023
5472075;1;1;1;10;1;1;5;1966;55;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;380,252848952994
5472075;1;2;1;10;2;2;9;1966;54;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;380,252848952994
5472075;1;3;1;10;3;1;4;1993;28;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;380,252848952994
5472075;1;4;1;10;4;1;4;1996;25;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;2;6;4;2;2;50;15;06;50;380,252848952994
5472075;1;5;1;10;5;2;7;1997;23;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;2;6;4;2;2;50;15;06;50;380,252848952994
5472076;1;1;1;10;1;1;9;1963;57;1;6; ;2;3; ;3; ;1;2; ;1;1;1; ; ;1; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;3;4; ; ;50;4;06;50;214,259788572897
5472076;1;2;1;10;2;2;9;1966;54;2;6; ;2;3; ;3; ;1;1; ;1;1; ;1; ;1; ; ; ; ; ; ;1; ; ;1;3;110000;2;1;2; ;3;4; ; ;50;4;06;50;214,259788572897
5472077;1;1;1;10;1;1;7;1952;68;1;6; ;4;3; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;50;5;06;50;272,907192782752
5472078;1;1;1;10;2;1;1;1957;64;1;6; ;2;3; ;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;2;2;130000;2;1;2; ;5;11;2; ;50;11;06;50;155,612384363042
5472078;1;2;1;10;2;2;12;1970;50;2;6; ;2;3; ;2; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;50;11;06;50;155,612384363042
5472078;1;3;1;10;2;2;12;1991;29;3;6; ;6;1;1;1;2; ; ; ; ;1;1;1; ;1; ;1; ; ; ; ;1; ; ;1;3;110000;2;1;2; ;6;6;5; ;50;17;06;50;155,612384363042
5472081;1;1;1;10;1;1;5;1982;39;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;1;1;36000;2;1;2; ;6;2;3; ;50;13;06;50;345,249525767708
5472081;1;2;1;10;2;2;10;1994;26;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;3;113000;2;1;2; ;6;5;4; ;50;16;06;50;345,249525767708
5472081;1;3;1;10;2;1;4;2020;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;50; ;06;50;345,249525767708
5472082;1;1;1;10;1;1;8;1961;59;1;6; ;3;3; ;2; ;1;2;1;1;1;1; ; ;1; ; ; ; ; ;1;1; ; ;1;3;117000;2;1;2; ;5;11;2; ;50;11;06;50;287,280508720775
5472082;1;2;1;10;2;2;5;1965;56;2;6; ;3;3; ;3; ;1;1; ;1;1;1; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;2;3; ;50;13;06;50;287,280508720775
5472082;1;3;1;10;3;1;4;1993;28;3;6; ;6;1;1;1;2; ; ; ;1;1;1; ; ;1; ; ; ; ; ; ;1; ; ;1;3;110000;2;1;2; ;6;2;3; ;50;13;06;50;287,280508720775
5472082;1;4;1;10;4;2;9;1987;33;3;6; ;4;1;1;1;2; ; ; ;1;1;1; ; ;1; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;6;2;3; ;50;13;06;50;287,280508720775
5472082;1;5;1;10;4;2;1;2009;12;4;6; ;6;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;50;6;06;50;287,280508720775
5472082;1;6;1;10;4;2;9;2016;4;4;6; ; ;2; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;50;0;06;50;287,280508720775
5472083;1;1;1;10;1;2;4;1985;36;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;50;7;06;50;320,772947922695
5472083;1;2;1;10;2;1;12;2002;18;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;50;10;06;50;320,772947922695
5472083;1;3;1;10;1;2;3;2010;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;4;0; ; ;50;5;06;50;320,772947922695
5472083;1;4;1;10;1;1;8;2012;8;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;3;3; ; ;50;3;06;50;320,772947922695
5472084;1;1;1;10;1;1;11;1963;57;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;160,120005877586
5472084;1;2;1;10;2;2;12;1963;57;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;6;5;4; ;50;16;06;50;160,120005877586
5472084;1;3;1;10;3;1;7;1999;21;3;6; ;6;2; ;1;2; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;160,120005877586
5472085;1;1;1;10;1;1;12;1957;63;1;6; ;5;3; ;3; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;50;7;06;50;315,697363607813
5472085;1;2;1;10;2;2;1;1999;22;3;6; ;6;1;1;3; ; ; ;1; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ;1;1;34000;2;1;1;1;6;2;2;2;50;13;06;50;315,697363607813
5472086;1;1;1;10;1;2;9;1994;26;1;6; ;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;50;11;06;50;342,918660181675
5472086;1;2;1;10;1;2;6;2017;3;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;50;0;06;50;342,918660181675
5472086;1;3;1;10;1;1;11;2020;0;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;50; ;06;50;342,918660181675
5472087;1;1;1;10;1;1;3;1975;46;1;6; ;2;3; ;2; ;1;2; ; ;1;1; ; ; ; ;1; ; ; ;1;2;1;1; ; ; ;2;1;2; ;3;5; ; ;50;5;06;50;271,846893003023
5472087;1;2;1;10;2;2;3;1971;50;2;6; ;2;3; ;2; ;1;1; ; ;1; ; ; ; ; ;1; ; ; ; ;2;1;1; ; ; ;2;1;2; ;3;5; ; ;50;5;06;50;271,846893003023
5472087;1;3;1;10;3;1;3;2003;18;3;6; ;4;1;1;1;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1;1; ; ; ;1;1;2; ;4;8; ; ;50;8;06;50;271,846893003023
5472088;1;1;1;10;1;2;12;1968;52;1;6; ;2;1;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;5; ;2;1;2; ;6;2;3; ;50;13;06;50;253,715521091436
5472088;1;2;1;10;2;1;8;1989;31;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;3;5; ; ;50;5;06;50;253,715521091436
5472088;1;3;1;10;3;1;1;1999;22;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;1;2;6;3;2;2;50;14;06;50;253,715521091436
5472088;1;4;1;10;4;1;4;1942;79;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;50;2;06;50;253,715521091436
5472089;1;1;1;10;1;2;8;1956;64;1;6; ;4;3; ;3; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;50;3;06;50;261,998534825672
5472089;1;2;1;10;2;1;6;1996;25;3;6; ;6;2; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;6;0;2;2;50;11;06;50;261,998534825672
5472090;1;1;1;10;1;2;7;1950;70;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1;2;78900;2;1;2; ;5;11;2; ;50;11;06;50;261,998534825672
5472090;1;2;1;10;2;1;1;1989;32;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;48000;2;1;1;2;6;2;2;2;50;13;06;50;261,998534825672
5472091;1;1;1;10;1;2;5;1984;37;1;6; ;4;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;2;5; ;2;1;2; ;5;11;2; ;50;11;06;50;402,18923937316
5472091;1;2;1;10;1;2;1;2010;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;4;0; ; ;50;5;06;50;402,18923937316
5472091;1;3;1;10;1;2;12;2014;6;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;5; ;2;1;1;1;3;0; ; ;50;0;06;50;402,18923937316
5472091;1;4;1;10;1;1;7;2017;3;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;5; ;2;2;2; ;1;0; ; ;50;0;06;50;402,18923937316
5472092;1;1;1;10;1;1;10;1984;36;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ;1;1;37000;2;1;2; ;5;11;2; ;50;11;06;50;373,907643019569
5472092;1;2;1;10;2;2;3;1986;35;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;50;11;06;50;373,907643019569
5472092;1;3;1;10;2;1;1;2003;18;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;2;1;37000;2;1;2; ;5;11;2; ;50;11;06;50;373,907643019569
5472092;1;4;1;10;2;2;1;2006;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;50;9;06;50;373,907643019569
5472092;1;5;1;10;2;2;12;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;1; ; ;50;1;06;50;373,907643019569
5472093;1;1;1;10;1;1;11;1975;45;1;6; ;3;2; ;2; ;1;2; ; ; ;1; ; ;1; ; ; ; ; ;2;1; ; ;1;5; ;2;1;2; ;6;5;4; ;50;16;06;50;396,053355278549
5472093;1;2;1;10;2;2;1;1979;42;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;3;110000;2;1;2; ;6;5;4; ;50;16;06;50;396,053355278549
5472093;1;3;1;10;2;2;1;2006;15;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;5;10;1; ;50;10;06;50;396,053355278549
5472093;1;4;1;10;2;2;2;2013;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;50;2;06;50;396,053355278549
5472094;1;1;1;10;1;2;12;1974;46;1;6; ;4;2; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;2;1;24; ; ; ;2;1;2; ;5;11;2; ;50;11;06;50;275,181331309546
5472094;1;2;1;10;2;2;9;2002;18;3;6; ;6;2; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;2;5; ;2;1;2; ;5;11;2; ;50;11;06;50;275,181331309546
5472095;1;1;1;10;1;2;6;1972;48;1;6; ;4;2; ;2; ; ; ;1;1;1;1; ; ;1; ; ; ; ; ;2;1; ; ;3; ; ;2;1;2; ;6;2;3; ;50;13;06;50;188,099735966525
5472095;1;2;1;10;2;1;6;2000;20;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;1;2;6;3;2;2;50;14;06;50;188,099735966525
5472095;1;3;1;10;1;1;10;2008;12;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;50;6;06;50;188,099735966525
5472096;1;1;1;10;1;2;12;1987;33;1;6; ;4;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ; ;1;3;110000;2;1;2; ;6;6;5; ;50;17;06;50;291,66173967597
5472096;1;2;1;10;1;2;12;2011;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;3; ; ;50;3;06;50;291,66173967597
5472097;1;1;1;10;1;1;10;1957;63;1;6; ;4;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ;2;2;75000;2;1;2; ;5;11;2; ;50;11;06;50;272,907192782752
5472098;1;1;1;10;1;2;2;1989;32;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;50;11;06;50;327,061426796881
