DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4177312;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1205,57357732527;05
4177313;1;5;2;1;1;1;1;1;3;3; ; ; ; ;650000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;05;1216,3761167444;05
4177314;1;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;999,506738246829;05
4177315;1;3;2;1;1;1;1;1;3;1; ; ;45000000;350000; ;1;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;3; ;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1073,17292285563;05
4177316;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;1;2;2;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;1;10;05;1203,90282676618;05
4177317;1;3;1;1;1;1;1;1;3;2; ;700000;99;500000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;05;1131,16036150355;05
4177319;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;05;906,873489817674;05
4177320;1;6;3;1;1;1;1;1;3;2; ;650000;150000000;350000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1188,88836799842;05
4177321;1;4;1;1;1;1;1;1;3;3; ; ; ; ;681000;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1040,0415559276;05
4177322;1;2;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1213,95199698059;05
4177323;1;3;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;4; ;5;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1103,29938619708;05
4177324;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;2;1;1;1;2;1;2;1;2;1;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;982,878084653971;05
4177325;1;2;1;1;1;1;1;3;3;3; ; ; ; ;60000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;08;660,500588561589;08
4177326;1;2;1;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;08;660,500588561589;08
4177327;1;1;1;1;1;1;1;2;3;1; ; ;98;60000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;08;680,371670262164;08
4177328;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;1;10;08;508,161931770316;08
4177329;1;3;1;1;1;1;1;1;3;3; ; ; ; ;330000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;08;660,500588561589;08
4177330;1;3;2;1;1;1;1;1;3;1; ; ;500000000;800000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;08;422,906792544985;08
4177331;1;4;2;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;1;1;2;1;2; ;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;10;08;654,288993771143;08
4177332;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;3; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;10;11;2836,84561413837;11
4177333;1;2;1;1;2;1;1;1;3;1; ; ;300000000;250000; ;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;4;1;4;1;2;1;1;1;3;1;1;01;1;10;11;2681,72169817031;11
4177334;1;1;1;1;2;1;1;1;3;3; ; ; ; ;260000;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;4;1;4;1;2;1;1;1;3;1;1;01;1;10;11;2913,98841105557;11
4177335;1;5;3;1;1;1;1;1;3;1; ; ;170000000;900000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;3; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;10;13;467,307294415951;13
4177336;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;1;10;13;703,869058591987;13
4177337;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;4;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;13;795,401908353668;13
4177338;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;5;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;961,198884195593;13
4177339;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;4; ;7;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;1;10;13;1006,01665015302;13
4177340;1;3;2;1;1;1;1;3;3;1; ; ;98;350000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;1;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;826,07767100388;13
4177341;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;13;300,957916956073;13
4177342;1;3;2;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;13;450,210419757086;13
4177343;1;5;3;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;2;2;1;5; ;6;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;1;10;13;321,873467909481;13
4177344;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;13;397,700954176834;13
4177345;1;1;1;2;1;1;1;1;4;4; ; ; ;98; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;1;1;2;1;1;2;2;1;3;1;1;01;1;10;13;407,98563410234;13
4177346;1;2;1;2;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;1;2;2;1;3;1;1;01;1;10;13;407,98563410234;13
4177347;1;4;3;2;1;1;1;1;4;1; ; ;35000000;300000; ;2;2;2;1;1;2;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;3; ;3;1;1;1;1;1;4;1;1;2;2;1;3;1;1;01;1;10;13;375,159957609264;13
4177348;1;3;2;2;1;1;2;3;4;1; ; ;98;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;1;10;13;418,09203690154;13
4177349;1;2;1;2;1;1;2;3;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;1;2;2;1;3;1;1;01;1;10;13;428,715504429337;13
4177350;1;2;1;2;1;1;2;2;4;1; ; ;98;250000; ;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2; ;2;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;1;10;13;407,98563410234;13
4177351;1;4;3;2;1;1;1;4;4;1; ; ;30000000;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;5;2;1;1;2;2;1;3;1;1;01;1;10;13;418,900937181148;13
4177352;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;13;413,03883550194;13
4177353;1;2;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;432,275373803629;13
4177354;1;3;2;1;1;1;1;1;3;4; ; ; ;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;437,32857520323;13
4177355;1;3;2;1;1;1;1;1;3;1; ; ;98;700000; ;2;2;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;512,791398665146;13
4177356;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;490,884122023302;13
4177357;1;4;3;1;1;1;1;1;3;1; ; ;98;400000; ;2;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;1;2;2;1;2;1;4; ;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;438,338531039865;13
4177358;1;2;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;432,019962695217;13
4177359;1;3;2;1;1;1;1;3;3;3; ; ; ; ;380000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;489,33643444661;13
4177360;1;2;1;1;1;1;1;3;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;394,141084802541;13
4177361;1;4;3;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;13;375,159957609264;13
4177362;1;3;2;1;1;1;1;3;3;1; ; ;98;450000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;1;10;13;395,406451747588;13
4177363;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;338,836794848749;13
4177364;1;2;1;1;1;1;1;4;3;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;5;2;1;1;1;1;1;3;1;1;01;1;10;13;373,411214475544;13
4177365;1;2;1;1;1;1;1;3;3;1; ; ;98;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;1;10;13;372,162793286119;13
4177366;1;4;2;1;1;1;1;1;3;1; ; ;100000000;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;351,934529295994;13
4177367;1;3;2;1;1;1;1;1;3;1; ; ;50000000;350000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3; ;5;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;1;10;13;400,965891227691;13
4177368;1;3;2;1;1;1;1;5;3;4; ; ; ;350000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;415,596478915267;13
4177369;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;2;1;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;338,836794848749;13
4177370;1;4;2;1;1;1;1;1;3;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1;2; ;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;376,676151526401;13
4177371;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;1;1;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;407,98563410234;13
4177372;1;3;2;1;1;1;1;1;3;1; ; ;98;350000; ;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;432,275373803629;13
4177373;1;3;2;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;2; ; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;378,966022212016;13
4177374;1;3;2;1;1;1;1;1;3;5; ; ; ;400000; ;2;1;1;1;1;2;1;1;2;2;1;2;1;1;2;2;1;1;1;1;2;1;2; ;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;402,754155576434;13
4177375;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;389,343294511353;13
4177376;1;2;1;1;1;1;1;3;3;4; ; ; ;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ;3;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;394,141084802541;13
4177377;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;373,411214475544;13
4177378;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;3; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;433,228862669619;13
4177379;1;3;2;1;1;1;1;1;3;1; ; ;98;350000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;2;2;2;1;3; ;6;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;481,808342072199;13
4177380;1;3;1;1;1;1;1;4;4;1; ; ;98;300000; ;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;2;1;2;1;1;2;1;1;3;1;1;01;1;10;13;446,404355154334;13
4177381;1;2;1;2;1;1;1;3;4;4; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;2;1;1;2;2;1;3;1;1;01;1;10;13;490,884122023302;13
4177382;1;2;1;1;1;1;8;6; ;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ;1;2; ;1;1;1;2;1;1;2;1;1;3;2; ;01;1;10;13;446,404355154334;13
4177383;1;3;2;1;1;1;1;1;4;1; ; ;35000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;1; ;4;2; ;1;1;1;4;1;1;2;1;1;3;1;1;01;1;10;13;452,465400971308;13
4177384;1;2;1;6; ;1;1;4;1;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;1;2;2;1;3;1;1;01;1;10;13;365,053554810063;13
4177385;1;2;1;1;1;1;1;3;4;3; ; ; ; ;200000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;1;1;4;1;1;2;1;1;3;1;1;01;1;10;13;390,296783377342;13
4177386;1;3;2;2;1;1;1;3;1;3; ; ; ; ;200000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;5;2; ;1;1;1;2;1;1;2;2;1;3;1;1;01;1;10;13;413,791268810902;13
4177387;1;3;2;1;1;1;1;1;4;1; ; ;98;98; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;2;1;1;3;1;1;01;1;10;13;397,700954176834;13
4177388;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;338,836794848749;13
4177389;1;4;3;1;1;1;1;1;3;1; ; ;98;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;1;10;13;358,830350595722;13
4177390;1;3;2;1;1;1;1;1;3;1; ; ;50000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;5;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;436,081438406382;13
4177391;1;2;1;1;1;1;1;3;3;4; ; ; ;250000; ;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;330,479135183268;13
4177392;1;3;2;2;2;1;1;1;3;1; ; ;98;98; ;2;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;4; ;7;2; ;1;2;1;1;1;1;1;2;1;3;1;1;01;1;10;13;403,765395805646;13
4177393;1;2;1;1;1;1;1;3;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;354,768874884557;13
4177394;1;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;407,98563410234;13
4177395;1;2;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2; ;4;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;1;10;13;378,464415875145;13
4177396;1;2;1;2;2;1;1;1;3;5; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;1;1;1;1;2;1;3;1;1;01;1;10;13;354,513463776145;13
4177397;1;1;1;2;2;1;1;6; ;5; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2; ; ;1;2; ;1;2;1;1;1;1;1;2;1;3;1;1;01;1;10;13;408,525477261658;13
4177398;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;330,479135183268;13
4177399;1;2;1;1;1;1;1;3;3;1; ; ;98;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;1;10;13;406,737212912914;13
4177400;1;3;2;1;1;1;1;1;3;1; ; ;98;250000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;5;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;362,674652020921;13
4177401;1;3;2;1;1;1;1;1;3;5; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;376,676151526401;13
4177402;1;2;1;1;1;1;1;3;3;3; ; ; ; ;380000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;1;10;13;330,479135183268;13
4177403;1;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1; ;5;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;340,639893533853;13
4177404;1;4;2;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;2;2;2;1;1; ;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;13;390,353250347988;13
4177405;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;1;1;2;2;2;1;2; ;5;2; ;1;2;1;3;1;2;1;1;1;3;1;1;01;1;10;13;459,830050555776;13
4177406;1;3;2;1;1;1;1;3;1;4; ; ; ;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;4;2; ;1;2;1;2;1;2;2;1;1;3;1;1;01;1;10;13;378,464415875145;13
4177407;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1; ;7;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;1;10;13;367,939159177588;13
4177408;1;4;2;1;1;1;1;1;3;5; ; ; ;600000; ;1;1;1;2;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1; ;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;13;368,859619412815;13
4177409;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;2;1;1;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2; ;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;13;360,235721990829;13
4177410;1;3;2;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2; ;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;1;10;13;463,166002481212;13
4177411;1;2;1;1;1;1;1;1;4;2; ;1000000;98;400000; ;2;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2; ;3;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;15;104,297591215935;15
4177412;1;4;2;1;1;1;1;1;3;1; ; ;300000000;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;1;10;15;100,384389337161;15
4177413;1;3;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;1;10;15;75,4661321184538;15
4177414;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;2;2;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;3;1;4;1;1;1;3;1;1;01;1;10;15;95,5987220124244;15
4177415;1;3;3;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;3; ;5;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;1;10;15;102,183774776334;15
4177416;1;6;3;1;1;1;1;1;3;1; ; ;220000000;800000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;2; ;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;1;10;15;105,347822811937;15
