DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;MES;P6430;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
6,021,728;1;2;1;60;2;25;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;;1;98;3;;1;2;12;21;2;;21;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;36;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;3;;1;;61;01;1;11;4;0113;;25;817.97316372;
6,021,729;1;1;1;60;2;25;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;0;0;2;7;;2;;;3;;1;98;3;;3;2;12;70;;.;70;;;;4;8;;3;;2;;;;;;1;1;;;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;1;1;1;3;40;3;;1;;61;01;1;11;5;0113;;25;817.97316372;
6,021,729;1;2;1;60;2;25;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;3;150,000;1;1,800,000;3;;3;2;12;20;2;;20;;;;1;8;;3;;2;;;;;;;;;1;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;30;3;;1;;61;01;1;11;4;0141;150000;25;817.97316372;
6,021,731;1;1;1;60;2;25;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;0;1;500,000;3;;5;2;12;20;2;;20;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;3;;1;;61;01;1;11;4;0141;0;25;1651.0386281;
6,021,731;1;2;1;60;2;25;1;1;;;1;;1;2;2;2;0;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;38;6;;2;3;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;2;2;;;;;;;;1;14;2;1;1;1;1;2;1;2;2;2;2;2;;2;1;2;2;1;2;2;1;3;30;2;;1;1;62;01;1;11;8;0113;;25;1651.0386281;
6,021,731;1;3;1;60;2;25;1;1;;;1;;1;2;2;2;36;;1;;2;200,000;2;;;1;100,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;6;;1;3;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;8;1;1;1;2;1;2;2;2;1;1;2;2;;2;1;1;2;1;2;2;1;3;15;9;;1;1;62;01;1;11;8;0113;300000;25;1651.0386281;
6,021,734;1;1;1;60;2;25;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;3;0;1;2,500,000;3;;3;2;12;49;;.;49;;;;1;8;;3;;2;;;;;;1;;;1;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;3;;1;;61;01;1;11;4;0141;0;25;817.97316372;
6,021,734;1;2;1;60;2;25;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2,021;3;50,000;1;200,000;3;;3;2;6;14;2;;14;;;;1;1;;3;;2;;;;;;;;;1;;;;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;11;4;4724;50000;25;817.97316372;
6,021,734;1;3;1;60;2;25;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;360,000;1;500,000;3;;1;1;6;24;1;;24;;;;4;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;1;1;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;3;;1;;61;01;1;11;4;0161;360000;25;817.97316372;
6,021,735;1;1;1;60;2;25;2;;;;;;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;40,000;1;500,000;2;;1;2;12;24;1;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;3;10;3;;1;;61;01;1;11;4;0113;40000;25;1286.6776347;
6,021,735;1;2;1;60;2;25;2;;;;;;;;;;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;40,000;1;480,000;2;;1;2;12;24;2;;24;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;3;10;3;;1;;61;01;1;11;4;0113;40000;25;1286.6776347;
6,021,736;1;2;1;60;2;25;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;50,000;1;150,000;1;;5;2;12;7;2;;7;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;1;99;60;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;3;;1;;41;47;1;11;4;4722;50000;25;817.97316372;
6,021,737;1;1;1;60;2;25;2;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;2;;;2;;1;98;3;;4;2;6;60;;.;60;;;;2;1;;3;;2;;;;;;;;;;;;1;2;2;1;23;24;1;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;11;4;4711;;25;2527.9114717;
6,021,737;1;2;1;60;2;25;1;1;;;1;;1;2;2;2;6;;1;;2;600,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;4;10;;1;;1;1;2;5;;;;;;;;;1;1;2;1;12;5;1;;3;1;25;25;4;;;2;1;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;5;;1;;58;08;1;11;1;0811;600000;25;2527.9114717;
6,021,738;1;1;1;60;2;25;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;7;;2;;;2;40,000;1;200,000;3;;1;2;12;35;1;;35;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;2;8;;1;1;25;27;1;;120,000;2;2;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;9;;1;;61;01;1;11;4;0141;160000;25;1808.0224961;
6,021,738;1;2;1;60;2;25;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;7;2;;7;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;1;12;6;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;3;5;3;;1;;62;01;1;11;6;0141;;25;1808.0224961;
6,021,739;1;1;1;60;2;25;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;3;100,000;1;450,000;2;;5;2;12;14;2;;14;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;99;12;1;;3;1;25;4;4;;17,000;1;1;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;60;3;;1;;61;01;1;11;4;0113;117000;25;892.66352571;
6,021,739;1;2;1;60;2;25;2;;;;;;;;;;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;7;;2;;;2;0;1;300,000;2;;9;2;12;48;;.;48;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;4;;1;1;25;16;8;;120,000;3;8;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;1;3;30;3;;1;;61;01;1;11;4;0111;120000;25;892.66352571;
6,021,739;1;3;1;60;2;25;1;1;;;1;;1;2;2;2;0;;1;;2;250,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;800,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;16;1;;2;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;18;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;30;2;;1;;95;41;1;11;1;4111;250000;25;892.66352571;
6,021,740;1;1;1;60;2;25;1;1;;;1;;1;2;2;2;24;;1;;2;20,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;3;1;;3;;;;1;2;;2;;2;;;;;;;;;1;;;;2;2;1;99;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;54;97;1;11;3;9700;20000;25;817.97316372;
6,021,740;1;2;1;60;2;25;1;1;;;1;;1;2;2;2;145;;1;;2;20,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;7;1;;7;;;;1;8;;2;;2;;;;;;1;;;;;;;2;2;1;36;12;8;;3;1;25;2;4;;0;1;8;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;40;8;;1;;62;01;1;11;8;0141;20000;25;817.97316372;
6,021,749;1;1;1;60;2;25;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;0;3;7;;1;2;;2;300,000;1;5,000,000;3;;3;2;12;40;;.;40;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;110;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;5;3;;1;;51;56;1;11;5;5611;300000;25;817.97316372;
6,021,749;1;2;1;60;2;25;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;3;7;;1;2;;2;300,000;1;6,000,000;3;;3;2;12;40;;.;40;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;240;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;1;3;5;3;;1;;53;56;1;11;4;5611;300000;25;817.97316372;
6,021,750;1;1;1;60;2;25;1;1;;;1;;1;2;2;2;8;;1;;2;250,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;70;;.;70;;;;3;7;;4;;2;;;;;;;;;;;;1;2;2;1;2;8;1;;5;1;25;16;8;;80,000;2;8;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;8;;1;;50;47;1;11;1;4724;330000;25;817.97316372;
6,021,750;1;2;1;60;2;25;1;1;;;1;;1;2;2;2;2;;1;;2;180,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;8;40;;.;40;;;;2;8;;4;;2;;;;;;;;;;;;1;2;2;1;2;2;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;30;2;;1;;62;01;1;11;8;0123;180000;25;817.97316372;
6,021,750;1;4;1;60;2;25;1;1;;;1;;1;2;2;2;3;;1;;2;300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;2;;30;;;;3;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;3;1;;3;1;25;14;1;;200,000;2;7;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;9;;1;;53;47;1;11;1;4724;500000;25;817.97316372;
6,021,750;1;5;1;60;2;15;1;1;;;1;;1;2;2;2;2;;2;;2;300,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;20;2;;1;;53;56;1;11;1;5611;300000;25;817.97316372;
6,021,751;1;1;1;60;2;25;1;1;;;1;;2;2;2;2;12;;1;;2;350,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;27;2;;27;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;1;24;1;1;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;5;;1;;53;56;1;11;1;5611;350000;25;1095.7719622;
6,021,753;1;1;1;60;2;25;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;2;100,000;1;98;1;;5;2;12;40;;.;40;;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;8;;10;1;25;21;8;;150,000;2;8;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;53;56;1;11;4;5611;250000;25;1461.3119811;
6,021,754;1;1;1;60;2;25;1;1;;;1;;2;2;2;2;4;;1;;2;200,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;30;1;;30;;;;2;4;;1;;2;;;;;;;;;;;;1;2;2;1;6;4;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;1;20;3;;1;;97;49;1;11;1;4922;200000;25;921.1376158;
6,021,754;1;2;1;60;2;25;1;1;;;1;;1;2;2;2;12;;1;;2;240,000;2;;;1;64,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;18;1;;18;;;;2;7;;4;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;2;3;15;3;;1;;53;56;1;11;1;5611;304000;25;921.1376158;
6,021,754;1;3;1;60;2;25;1;1;;;1;;1;2;2;2;1;;1;;2;240,000;2;;;1;64,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;18;2;;18;;;;3;7;;4;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;3;20;3;;1;;53;56;1;11;1;5611;304000;25;921.1376158;
6,021,755;1;1;1;60;2;25;2;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;10;24;2;;24;;;;3;7;;2;;2;;;;;;1;1;;;;;;2;2;1;12;60;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;2;;1;;77;56;1;11;7;5611;;25;817.97316372;
6,021,757;1;1;1;60;2;25;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;7;;2;;;2;400,000;1;98;3;;9;2;12;50;;.;50;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;4;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;60;2;;1;;61;01;1;11;4;0113;400000;25;1470.0170049;
6,021,757;1;2;1;60;2;25;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;100,000;1;1,200,000;2;;3;2;12;14;2;;14;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;99;12;3;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;3;30;2;;1;;61;01;1;11;4;0141;100000;25;1470.0170049;
6,021,758;1;1;1;60;2;25;2;;;;;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;3;0;1;600,000;3;;1;2;12;28;2;;28;;;;1;8;;2;;2;;;;;;;1;;;;;;2;2;2;;;;;;1;25;7;5;;120,000;2;8;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;20;8;;1;;62;01;1;11;4;0144;120000;25;817.97316372;
6,021,759;1;1;1;60;2;25;1;1;;;1;;1;2;2;2;6;;1;;2;400,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;32;1;;32;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;4;;3;1;25;0;4;;0;1;8;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;62;01;1;11;8;0113;400000;25;947.38718765;
6,021,760;1;1;1;60;2;25;1;1;;;1;;1;2;2;2;12;;1;;2;500,000;2;;;1;250,000;1;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;16;1;;2;2;8;;2;;2;;;;;;1;;;;;;;2;2;1;18;12;1;;3;2;;;;;;;;1;8;1;1;2;;;;;;;;;;;;;1;1;1;2;2;1;3;30;3;;1;;62;01;1;11;8;0121;750000;25;2010.1913702;
6,021,761;1;1;1;60;2;25;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;;1;98;2;;9;2;12;48;;.;48;;;;2;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;2;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;2;;1;;61;01;1;11;4;0113;;25;817.97316372;
6,021,761;1;2;1;60;2;25;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;2;;;2;25,000;1;100,000;1;;5;2;12;7;2;;7;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;20;3;;1;;61;01;1;11;4;0141;25000;25;817.97316372;
6,021,762;1;2;1;60;2;25;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;3;50,000;1;600,000;3;;3;2;12;28;2;;28;;;;1;1;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;45;47;1;11;4;4724;50000;25;817.97316372;
6,021,763;1;1;1;60;2;25;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;60,000;1;600,000;3;;6;2;12;7;2;;7;;;;1;8;;2;;2;;;;;;;;;;;;1;2;1;1;78;14;8;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;2;1;3;60;3;;1;;61;01;1;11;4;0141;60000;25;817.97316372;
6,021,763;1;2;1;60;2;25;2;;;;;;;;;;520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;0;1;99;2;;6;2;12;25;2;;25;;;;1;8;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;2;1;3;20;3;;1;;61;01;1;11;4;0113;0;25;817.97316372;
6,021,764;1;1;1;60;2;25;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;2;7;;2;;;2;800,000;1;6,000,000;3;;3;2;12;30;2;;30;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;14;2;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;2;;1;;61;01;1;11;5;0141;800000;25;1651.4873435;
6,021,764;1;2;1;60;2;25;1;1;;;1;;1;1;2;1;70;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,450;2;2;;;2;;;2;;;2;;;1;850,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;1;;1;2;1;5;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;1;10;9;;1;;33;47;1;11;1;4711;908526;25;1651.4873435;
6,021,764;1;3;1;60;2;25;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;1,500,000;1;8,000,000;1;;1;1;12;50;;.;30;6;;1;1;4;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;8;10;3;;1;;98;49;1;11;4;4923;1500000;25;1651.4873435;
6,021,764;1;6;1;60;2;25;1;1;;;1;;1;2;2;2;8;;1;;2;400,000;2;;;1;200,000;1;200,000;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;7;;1;;1;1;2;4;;;;;;;;;1;1;2;1;0;62;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;10;10;3;;1;;62;01;1;11;1;0141;800000;25;1651.4873435;
6,021,765;1;1;1;60;2;25;2;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;2;500,000;1;2,000,000;1;;1;1;12;24;1;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;12;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;11;60;8;;1;;93;43;1;11;4;4330;500000;25;1224.2817401;
6,021,766;1;1;1;60;2;25;1;2;2;12;1;;1;1;2;1;14;;3;;1;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;1,100,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;5;;1;;1;1;1;3;1;;;;;;;;;1;1;1;12;2;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;2;;1;;44;64;1;11;1;6499;1100000;25;1470.0170049;
6,021,766;1;2;1;60;2;25;1;2;1;;1;;1;1;1;1;180;;5;;2;2,400,000;2;;;2;;2;;2;;2;;1;98,000;2;2;;;2;;;2;;;1;200,000;2;2;;;1;1,800,000;1;2,400,000;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;91;;.;0;3;;;9;8;;1;;1;3;1;16;1;;;;;;;;;1;1;1;9;10;1;;12;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;5;2;;1;;58;84;1;11;2;8423;2400000;25;1470.0170049;
6,021,767;1;1;1;60;2;11;1;2;2;6;1;;2;2;2;2;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;3,800,000;1;46,000,000;3;;4;1;12;48;;.;48;;;;5;5;;1;;1;1;2;15;1;;;;;;;;;1;1;1;0;84;1;;3;2;;;;;;;;1;18;2;2;2;;;;;;;;;;;;;1;1;1;2;1;1;1;180;3;;1;;02;42;1;11;4;4210;3800000;25;1433.7774534;
6,021,768;1;1;1;60;2;25;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;1;1;2,021;2;2,000,000;1;98;3;;3;2;12;70;;.;70;;;;2;7;;3;;2;;;;;;;;;;;;1;2;2;1;0;15;5;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;8;2;;1;;41;47;1;11;5;4711;2000000;25;3177.6728822;
6,021,768;1;2;1;60;2;25;2;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2,021;2;700,000;1;5,000,000;3;;6;2;4;48;;.;48;;;;1;7;;1;;1;1;2;1;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;;1;;51;47;1;11;4;4724;700000;25;3177.6728822;
