DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7495;P7500S1;P7500S1A1;P7500S2;P7500S2A1;P7500S3;P7500S3A1;P7505;P7510S1;P7510S1A1;P7510S2;P7510S2A1;P7510S3;P7510S3A1;P750S1A1;P750S2A1;P750S1;P750S2;P750S3;P750S4;P1661S1;P1661S2;P1661S3;P1661S4;P1661S1A1;P1661S2A1;P1661S3A1;P1661S4A1;P1661S4A2;P750S3A1;P7510S5;P7510S5A1;P7510S6;P7510S6A1;P7510S7;P7510S7A1;AREA;MES;DPTO;fex_c_2011
6,004,285;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;711.74874993
6,004,286;1;1;1;95;1;1;1,500,000;2;;2;;1;1;3,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;429.17736095
6,004,286;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;429.17736095
6,004,287;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;627.01153377
6,004,287;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;627.01153377
6,004,288;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,288;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,289;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;429.17736095
6,004,289;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;429.17736095
6,004,290;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;600.79882533
6,004,290;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;600.79882533
6,004,290;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;600.79882533
6,004,291;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;635.27640093
6,004,291;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;635.27640093
6,004,291;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;635.27640093
6,004,292;1;1;1;95;1;2;;1;835,844;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;633.74816857
6,004,293;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;599.42908012
6,004,293;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;599.42908012
6,004,293;1;3;1;95;2;;;;;;;1;1;1,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;599.42908012
6,004,293;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;599.42908012
6,004,293;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;599.42908012
6,004,294;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;543.68015565
6,004,294;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;543.68015565
6,004,295;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;627.01153377
6,004,295;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;627.01153377
6,004,296;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,296;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,297;1;1;1;95;2;;;;;;;1;1;4,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;578.91627381
6,004,297;2;1;2;95;1;2;;1;835,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.91627381
6,004,297;3;1;3;95;2;;;;;;;1;1;1,920,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;578.91627381
6,004,297;4;1;4;95;2;;;;;;;1;1;1,200,000;2;;1;1,830,000;;1,830,000;;1;;;;;1;;;;1,830,000;;;;2;;2;;2;;68;11;68;578.91627381
6,004,297;5;1;5;95;1;1;725,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.91627381
6,004,298;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;543.68015565
6,004,298;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;543.68015565
6,004,299;1;1;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;515.58958263
6,004,300;1;1;1;95;1;1;700,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,300;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,301;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;692.00102336
6,004,302;1;1;1;95;1;2;;1;3,200,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;385.53719953
6,004,302;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;385.53719953
6,004,302;2;1;2;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;385.53719953
6,004,302;2;2;2;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;385.53719953
6,004,303;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;105,300;2;;68;11;68;656.29085127
6,004,303;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;105,330;2;;68;11;68;656.29085127
6,004,303;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;656.29085127
6,004,303;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;656.29085127
6,004,304;1;1;1;95;1;2;;1;950,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;440.20305695
6,004,304;1;2;1;95;1;2;;1;950,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;440.20305695
6,004,305;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;627.01153377
6,004,305;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;627.01153377
6,004,306;1;1;1;95;1;1;400,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,306;1;2;1;95;2;;;;;;;1;2;;2;;1;2,080,000;;2,080,000;;1;;;;;;1;;;;BONO SOLIDARIO;2,080,000;;2;;2;;2;;68;11;68;558.36164289
6,004,307;1;1;1;95;1;2;;1;2,286,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;469.18859236
6,004,307;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;469.18859236
6,004,307;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;469.18859236
6,004,307;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;469.18859236
6,004,308;1;1;1;95;1;2;;1;833,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.0554387
6,004,308;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.0554387
6,004,308;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.0554387
6,004,308;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.0554387
6,004,308;1;6;1;95;1;2;;2;;1;520,000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;578.0554387
6,004,308;1;8;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;68;11;68;578.0554387
6,004,309;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;692.00102336
6,004,310;1;1;1;95;1;2;;1;2,200,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;515.58958263
6,004,311;1;1;1;95;1;2;;1;880,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;515.58958263
6,004,312;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;BONO SOLIDARIO POR COVID19;1,920,000;;2;;2;;2;;68;11;68;563.53080338
6,004,312;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;563.53080338
6,004,312;1;3;1;95;2;;;;;;;1;2;;2;;1;6,000,000;;6,000,000;;1;;;;1;;;;6,000,000;;;;;2;;2;;2;;68;11;68;563.53080338
6,004,312;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;563.53080338
6,004,313;1;1;1;95;1;2;;1;835,844;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;480.11136721
6,004,313;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;480.11136721
6,004,313;1;3;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;480.11136721
6,004,313;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;480.11136721
6,004,314;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.26589052
6,004,314;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.26589052
6,004,315;1;1;1;95;1;2;;1;835,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;659.38655794
6,004,315;1;2;1;95;1;2;;1;835,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;659.38655794
6,004,315;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;659.38655794
6,004,316;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;733.23522681
6,004,316;1;2;1;95;2;;;;;;;1;2;;2;;1;510,000;;510,000;;1;;;1;;;;510,000;;;;;;2;;2;;2;;68;11;68;733.23522681
6,004,316;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;733.23522681
6,004,316;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;733.23522681
6,004,316;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;733.23522681
6,004,317;1;1;1;95;2;;;;;;;1;1;8,400,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;605.58880168
6,004,317;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,318;1;1;1;95;1;2;;1;1,656,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,318;1;2;1;95;1;1;400,000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,319;1;1;1;95;1;2;;1;835,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,319;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,320;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,320;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,320;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,321;1;1;1;95;2;;;;;;;1;2;;2;;1;1,800,000;;1,800,000;;1;;;1;;;;1,800,000;;;;;;2;;2;;2;;68;11;68;511.2420153
6,004,321;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;511.2420153
6,004,321;1;6;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;1;;;;1,920,000;;;;2;;2;;2;;68;11;68;511.2420153
6,004,322;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.26589052
6,004,322;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.26589052
6,004,323;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;656.29085127
6,004,323;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;656.29085127
6,004,323;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;656.29085127
6,004,323;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;656.29085127
6,004,324;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;459.1849749
6,004,324;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;459.1849749
6,004,324;1;3;1;95;2;;;;;;;1;1;1,800,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;459.1849749
6,004,325;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,325;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,326;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;599.37812418
6,004,326;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;599.37812418
6,004,327;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;574.63447867
6,004,327;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;574.63447867
6,004,328;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;752.64294562
6,004,328;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;752.64294562
6,004,329;1;1;1;95;2;;;;;;;1;1;1,200,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;515.58958263
6,004,330;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;1,000,000;68;11;68;648.36086194
6,004,330;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;648.36086194
6,004,330;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;648.36086194
6,004,331;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,331;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,332;1;1;1;95;1;2;;1;835,000;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,332;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;558.36164289
6,004,333;1;1;1;95;2;;;;;;;1;1;6,600,000;2;;1;1,900,000;;1,900,000;;1;;;;;1;;;;1,900,000;;;;2;;2;;2;;68;11;68;515.58958263
6,004,334;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;757.31576632
6,004,334;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;757.31576632
6,004,334;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;757.31576632
6,004,334;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;757.31576632
6,004,334;1;5;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;757.31576632
6,004,335;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;675.65939372
6,004,335;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;675.65939372
6,004,335;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;675.65939372
6,004,336;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;628.55452052
6,004,336;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;628.55452052
6,004,336;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;628.55452052
6,004,336;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;628.55452052
6,004,337;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;616.61449768
6,004,337;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;616.61449768
6,004,338;1;1;1;95;1;2;;1;1,708,029;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;440.20305695
6,004,338;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;440.20305695
6,004,339;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;726.3614433
6,004,339;1;2;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;726.3614433
6,004,339;1;4;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;726.3614433
6,004,339;1;5;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;726.3614433
6,004,339;1;6;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;726.3614433
6,004,340;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;674.4955911
6,004,340;1;2;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;2;;2;;68;11;68;674.4955911
6,004,340;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;674.4955911
6,004,340;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;674.4955911
6,004,341;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;692.00102336
6,004,342;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;714.87858388
6,004,342;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;714.87858388
6,004,342;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;714.87858388
6,004,342;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;714.87858388
6,004,343;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,343;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,343;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,344;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;555.26593622
6,004,344;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;555.26593622
6,004,344;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;555.26593622
6,004,345;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;692.00102336
6,004,346;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,346;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,346;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,347;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;180,000;2;;68;11;68;692.00102336
6,004,348;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;532.25646565
6,004,348;1;2;1;95;2;;;;;;;1;1;3,600,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;532.25646565
6,004,348;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;532.25646565
6,004,348;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;532.25646565
6,004,349;1;1;1;95;1;2;;1;835,844;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;541.227972
6,004,349;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;541.227972
6,004,349;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;541.227972
6,004,350;1;1;1;95;2;;;;;;;1;1;6,000,000;1;98;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;512.82875379
6,004,350;1;2;1;95;2;;;;;;;1;1;98;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;512.82875379
6,004,351;1;1;1;95;2;;;;;;;1;2;;2;;1;1,920,000;;1,920,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;1,920,000;;2;;1;1,200,000;2;;68;11;68;853.66786067
6,004,351;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;853.66786067
6,004,351;1;4;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;853.66786067
6,004,352;1;1;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;1;98;2;;68;11;68;692.00102336
6,004,353;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,353;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;605.58880168
6,004,354;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,354;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,354;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;700.40303923
6,004,355;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;574.63447867
6,004,355;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;574.63447867
6,004,356;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;448.46792411
6,004,356;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;448.46792411
6,004,356;1;3;1;95;2;;;;;;;1;1;2,000,000;2;;2;;;;;;;;;;;;;;;;;;2;;2;;2;;68;11;68;448.46792411
6,004,357;1;1;1;95;2;;;;;;;1;1;98;2;;1;2,080,000;;2,080,000;;1;;;;;;1;;;;INGRESO SOLIDARIO;2,080,000;;2;;2;;2;;68;11;68;565.2058089
6,004,357;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;565.2058089
6,004,367;1;1;1;95;1;2;;1;835,844;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;515.58958263
6,004,371;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;718.60777905
6,004,371;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;718.60777905
6,004,371;1;3;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;11;68;718.60777905
6,007,317;1;1;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1534.5755002
6,007,317;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1534.5755002
6,007,317;1;5;1;95;1;2;;1;1,600,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;1;1,600,000;2;;2;;05;11;05;1534.5755002
6,007,318;1;1;1;95;2;;;;;;;1;2;;2;;1;960,000;;960,000;;1;;;;;1;;;;960,000;;;;2;;2;;2;;05;11;05;1121.8404423
6,007,318;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1121.8404423
6,007,319;1;1;1;95;1;2;;1;880,000;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;880,000;05;11;05;1071.6002924
6,007,319;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;1071.6002924
6,007,320;1;1;1;95;1;2;;1;835,844;2;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;877,803;05;11;05;888.10471331
6,007,320;1;2;1;95;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05;11;05;888.10471331
6,007,320;1;3;1;95;2;;;;;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;2;;2;;1;5,000,000;05;11;05;888.10471331
