DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;FT;DPTO;fex_c_2011
979494;1;3;1;50;73;3;4;;2;2;1;;;;;;;;;;;;1;73;202.315.292.896.267
979494;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;202.315.292.896.267
979494;1;10;1;50;73;10;4;;2;2;1;;;;;;;;;;;;1;73;202.315.292.896.267
979498;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;264.491.419.979.339
979498;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;264.491.419.979.339
979498;1;3;1;50;73;3;4;;2;2;1;;;;;;;;;;;;1;73;264.491.419.979.339
979502;1;1;1;50;73;1;2;;2;2;2;1;1;;;;;;;;;1;1;73;22.055.898.097.123
979502;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;22.055.898.097.123
979502;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;22.055.898.097.123
979504;1;1;1;50;73;1;4;;1;;;;;;;;;;;;;;1;73;162.601.427.329.197
979504;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;162.601.427.329.197
979507;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;197.563.508.177.723
979509;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;249.496.020.977.022
979509;1;2;1;50;73;2;4;;2;2;2;2;;;1;7;;2;;2;;;1;73;249.496.020.977.022
979510;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;229.529.339.130.813
979510;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;229.529.339.130.813
979510;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;229.529.339.130.813
979510;1;4;1;50;73;4;4;;2;2;1;;;;;;;;;;;;1;73;229.529.339.130.813
979513;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;228.330.321.403.025
979513;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;228.330.321.403.025
979513;1;3;1;50;73;3;3;;2;2;1;;;;;;;;;;;;1;73;228.330.321.403.025
979513;1;4;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;228.330.321.403.025
979515;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;216.542.287.076.074
979515;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;216.542.287.076.074
979515;1;3;1;50;73;3;3;;2;2;1;;;;;;;;;;;;1;73;216.542.287.076.074
979517;1;1;1;50;73;1;4;;2;2;2;2;;;1;11;;;;;;;1;73;212.698.526.159.131
979517;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;212.698.526.159.131
979517;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;212.698.526.159.131
979517;1;4;1;50;73;4;4;;1;;;;;;;;;;;;;;1;73;212.698.526.159.131
979517;1;5;1;50;73;5;1;;;;;;;;;;;;;;;;1;73;212.698.526.159.131
979519;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;228.330.321.403.025
979519;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;228.330.321.403.025
979519;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;228.330.321.403.025
979519;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;228.330.321.403.025
979522;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;22.105.254.116.986
979522;1;2;1;50;73;2;3;;2;2;2;1;1;;;;;;;;;1;1;73;22.105.254.116.986
979522;1;3;1;50;73;1;3;;2;2;2;2;;;1;12;;;;;;;1;73;22.105.254.116.986
979524;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;229.776.510.505.427
979524;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;229.776.510.505.427
979525;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;244.048.013.963.366
979525;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;244.048.013.963.366
979525;1;3;1;50;73;3;3;;2;2;2;1;2;;;;;;;;;1;1;73;244.048.013.963.366
979525;1;4;1;50;73;4;3;;2;2;2;2;;;2;;;;;;;;1;73;244.048.013.963.366
979525;1;5;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;244.048.013.963.366
979528;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;149.540.136.878.056
979528;1;2;1;50;73;2;4;;2;2;1;;;;;;;;;;;;1;73;149.540.136.878.056
979528;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;149.540.136.878.056
979528;1;4;1;50;73;4;4;;2;2;1;;;;;;;;;;;;1;73;149.540.136.878.056
979528;1;5;1;50;73;5;1;;;;;;;;;;;;;;;;1;73;149.540.136.878.056
979530;1;1;1;50;73;1;4;;1;;;;;;;;;;;;;;1;73;237.547.850.937.222
979530;1;2;1;50;73;2;6;PENSIONADO;2;2;1;;;;;;;;;;;;1;73;237.547.850.937.222
979530;2;1;2;50;73;1;1;;;;;;;;;;;;;;;;1;73;237.547.850.937.222
979532;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;218.550.634.023.652
979532;1;2;1;50;73;2;4;;2;2;1;;;;;;;;;;;;1;73;218.550.634.023.652
979532;1;3;1;50;73;3;3;;2;2;1;;;;;;;;;;;;1;73;218.550.634.023.652
979533;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;264.984.980.177.969
979533;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;264.984.980.177.969
979533;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;264.984.980.177.969
979538;1;1;1;50;73;1;6;EN RECUPERACION POSTPARTO;2;2;2;2;;;1;10;;;;;;;1;73;209.351.542.504.674
979538;1;2;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;209.351.542.504.674
979540;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;214.162.192.469.676
979540;1;2;1;50;73;2;4;;2;2;2;1;1;;;;;;;;;1;1;73;214.162.192.469.676
979543;1;1;1;50;73;1;5;;;;;;;;;;;;;;;;1;73;140.691.591.258.282
979543;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;140.691.591.258.282
979543;1;3;1;50;73;3;4;;2;2;2;2;;;2;;;;;;;;1;73;140.691.591.258.282
979545;1;1;1;50;73;1;6;PENSIONADA;2;2;2;2;;;2;;;;;;;;1;73;151.003.803.188.601
979545;1;2;1;50;73;2;3;;2;2;2;1;1;;;;;;;;;1;1;73;151.003.803.188.601
979546;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;216.170.539.417.253
979546;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;216.170.539.417.253
979548;1;1;1;50;73;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979548;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;185.242.949.299.826
979549;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;281.480.289.945.332
979549;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;281.480.289.945.332
979549;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;281.480.289.945.332
979551;1;1;1;50;73;1;5;;;;;;;;;;;;;;;;1;73;184.502.217.726.582
979551;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;184.502.217.726.582
979551;1;3;1;50;73;3;2;;2;2;2;1;2;;;;;;;;;1;1;73;184.502.217.726.582
979551;2;1;2;50;73;1;1;;;;;;;;;;;;;;;;1;73;184.502.217.726.582
979554;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;176.025.419.765.629
979554;1;2;1;50;73;2;3;;1;;;;;;;;;;;;;;1;73;176.025.419.765.629
979554;1;3;1;50;73;1;5;;;;;;;;;;;;;;;;1;73;176.025.419.765.629
979556;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;183.957.537.089.549
979557;1;1;1;50;73;1;4;;2;2;2;2;;;1;7;;2;;1;11;1;1;73;232.031.246.277.021
979557;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;232.031.246.277.021
979557;1;3;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;232.031.246.277.021
979557;1;4;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;232.031.246.277.021
979560;1;1;1;50;73;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;215.447.604.679.953
979560;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;215.447.604.679.953
979560;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;215.447.604.679.953
979562;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;259.219.907.975.213
979562;1;2;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;259.219.907.975.213
979562;1;3;1;50;73;3;4;;1;;;;;;;;;;;;;;1;73;259.219.907.975.213
979562;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;259.219.907.975.213
979562;1;5;1;50;73;3;3;;2;2;2;2;;;2;;;;;;;;1;73;259.219.907.975.213
979565;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;230.270.070.704.057
979565;1;2;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;230.270.070.704.057
979567;1;1;1;50;73;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979567;1;2;1;50;73;2;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979571;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979571;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979573;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;139.406.179.048.005
979573;1;2;1;50;73;2;5;;;;;;;;;;;;;;;;1;73;139.406.179.048.005
979576;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;227.768.163.557.849
979576;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;227.768.163.557.849
979579;1;1;1;50;73;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;259.998.962.721.496
979579;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;259.998.962.721.496
979580;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;186.337.631.695.948
979580;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;186.337.631.695.948
979582;1;1;1;50;73;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;294.713.872.195.408
979582;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;294.713.872.195.408
979582;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;294.713.872.195.408
979584;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;287.275.956.249.395
979584;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;287.275.956.249.395
979584;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;287.275.956.249.395
979584;1;4;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;287.275.956.249.395
979586;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;227.768.163.557.849
979586;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;227.768.163.557.849
979589;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;248.773.727.418.998
979589;1;2;1;50;73;2;4;;2;2;2;2;;;1;10;;;;;;;1;73;248.773.727.418.998
979592;1;1;1;50;73;1;2;;2;2;2;1;2;;;;;;;;;1;1;73;207.324.757.541.876
979592;1;2;1;50;73;2;4;;2;2;2;1;2;;;;;;;;;1;1;73;207.324.757.541.876
979592;1;3;1;50;73;3;3;;2;2;2;2;;;2;;;;;;;;1;73;207.324.757.541.876
979592;1;4;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;207.324.757.541.876
979594;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;196.840.573.440.422
979594;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;196.840.573.440.422
979598;1;1;1;50;73;1;6;ENFERMO;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979598;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;185.242.949.299.826
979601;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;195.555.161.230.145
979605;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;237.566.288.952.442
979607;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;268.278.739.335.824
979607;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;268.278.739.335.824
979607;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;268.278.739.335.824
979607;1;4;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;268.278.739.335.824
979610;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;183.957.537.089.549
979615;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;258.713.550.511.219
979616;1;1;1;50;73;1;2;;2;2;2;1;1;;;;;;;;;1;1;73;296.950.811.131.059
979616;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;296.950.811.131.059
979616;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;296.950.811.131.059
979616;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;296.950.811.131.059
979616;1;5;1;50;73;5;1;;;;;;;;;;;;;;;;1;73;296.950.811.131.059
979616;1;6;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;296.950.811.131.059
979618;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;248.773.727.418.998
979618;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;248.773.727.418.998
979621;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;197.563.508.177.723
979623;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;139.406.179.048.005
979623;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;139.406.179.048.005
979625;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;248.773.727.418.998
979625;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;248.773.727.418.998
979626;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;195.555.161.230.145
979628;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;225.759.816.610.271
979628;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;225.759.816.610.271
979629;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;151.003.803.188.601
979629;1;2;1;50;73;2;3;;1;;;;;;;;;;;;;;1;73;151.003.803.188.601
979631;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;195.555.161.230.145
979632;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;225.759.816.610.271
979632;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;225.759.816.610.271
979633;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;258.713.550.511.219
979635;1;1;1;50;73;1;4;;2;2;2;2;;;1;13;EL EXESPOSO NO LA DEJA TRABAJAR;;;;;;1;73;240.296.929.458.044
979637;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;199.571.855.125.301
979639;1;1;1;50;73;1;2;;2;2;2;1;2;;;;;;;;;1;1;73;251.257.196.549.986
979639;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;251.257.196.549.986
979639;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;251.257.196.549.986
979639;1;4;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;251.257.196.549.986
979642;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;151.003.803.188.601
979642;1;2;1;50;73;2;2;;2;2;2;1;2;;;;;;;;;1;1;73;151.003.803.188.601
979644;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;179.128.449.109.328
979644;1;2;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;179.128.449.109.328
979644;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;179.128.449.109.328
979646;1;1;1;50;73;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;183.216.805.516.305
979646;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;183.216.805.516.305
979646;1;4;1;50;73;4;6;ENFERMA;2;2;2;2;;;2;;;;;;;;1;73;183.216.805.516.305
979648;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;153.383.897.794.999
979648;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;153.383.897.794.999
979648;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;153.383.897.794.999
979649;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;195.555.161.230.145
979651;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;199.411.078.233.176
979651;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;199.411.078.233.176
979651;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;199.411.078.233.176
979651;1;4;1;50;73;4;3;;2;2;2;1;2;;;;;;;;;1;1;73;199.411.078.233.176
979654;1;1;1;50;73;1;6;ES PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;154.669.310.005.277
979654;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;154.669.310.005.277
979654;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;154.669.310.005.277
979654;1;4;1;50;73;4;4;;2;2;2;1;2;;;;;;;;;1;1;73;154.669.310.005.277
979656;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;208.009.688.733.939
979656;1;2;1;50;73;2;4;;2;2;2;1;1;;;;;;;;;1;1;73;208.009.688.733.939
979656;1;3;1;50;73;3;3;;2;2;2;2;;;2;;;;;;;;1;73;208.009.688.733.939
979656;1;5;1;50;73;5;6;ENFERMA;2;2;2;2;;;2;;;;;;;;1;73;208.009.688.733.939
979659;1;1;1;50;73;1;3;;2;2;2;1;1;;;;;;;;;1;1;73;171.268.635.476.506
979659;1;3;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;171.268.635.476.506
979659;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;171.268.635.476.506
979659;1;5;1;50;73;5;1;;;;;;;;;;;;;;;;1;73;171.268.635.476.506
979661;1;1;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;227.768.163.557.849
979661;1;2;1;50;73;2;4;;2;2;2;2;;;1;10;;;;;;;1;73;227.768.163.557.849
979663;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;173.999.275.982.108
979663;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;173.999.275.982.108
979663;1;3;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;173.999.275.982.108
979663;1;4;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;173.999.275.982.108
979667;1;1;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;2.347.987.724.164
979667;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;2.347.987.724.164
979667;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;2.347.987.724.164
979667;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;2.347.987.724.164
979667;1;5;1;50;73;5;1;;;;;;;;;;;;;;;;1;73;2.347.987.724.164
979669;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979669;1;2;1;50;73;2;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979671;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;24.676.538.047.142
979671;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;24.676.538.047.142
979673;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;162.601.427.329.197
979673;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;162.601.427.329.197
979679;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;22.979.430.734.137
979681;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;218.550.634.023.652
979681;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;218.550.634.023.652
979681;1;3;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;218.550.634.023.652
979684;1;1;1;50;73;1;6;EN REPOSO DE UNA CIRUJIA;2;2;2;2;;;2;;;;;;;;1;73;183.957.537.089.549
979687;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;139.055.633.148.801
979687;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;139.055.633.148.801
979687;1;3;1;50;73;3;4;;2;2;2;1;1;;;;;;;;;1;1;73;139.055.633.148.801
979689;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;204.944.662.935.478
979689;2;1;2;50;73;1;1;;;;;;;;;;;;;;;;1;73;204.944.662.935.478
979689;3;1;3;50;73;1;1;;;;;;;;;;;;;;;;1;73;204.944.662.935.478
979691;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;195.555.161.230.145
979693;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;229.776.510.505.427
979693;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;229.776.510.505.427
979696;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;285.990.544.039.118
979696;1;2;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;285.990.544.039.118
979696;1;4;1;50;73;4;1;;;;;;;;;;;;;;;;1;73;285.990.544.039.118
979699;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;24.676.538.047.142
979699;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;24.676.538.047.142
979701;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;24.676.538.047.142
979701;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;24.676.538.047.142
979703;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;217.827.699.286.351
979703;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;217.827.699.286.351
979703;1;3;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;217.827.699.286.351
979703;1;4;1;50;73;4;3;;2;2;1;;;;;;;;;;;;1;73;217.827.699.286.351
979706;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;23.246.882.783.799
979706;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;23.246.882.783.799
979706;1;4;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;23.246.882.783.799
979708;1;1;1;50;73;1;4;;2;2;2;2;;;1;2;;2;;1;3;1;1;73;219.957.858.773.738
979708;1;2;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;219.957.858.773.738
979708;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;219.957.858.773.738
979711;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;188.345.978.643.525
979711;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;188.345.978.643.525
979713;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;244.066.451.978.586
979713;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;244.066.451.978.586
979713;1;3;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;244.066.451.978.586
979716;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;233.563.829.861.912
979716;1;2;1;50;73;2;4;;1;;;;;;;;;;;;;;1;73;233.563.829.861.912
979716;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;233.563.829.861.912
979719;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;183.957.537.089.549
979720;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;188.345.978.643.525
979720;1;2;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;188.345.978.643.525
979723;1;1;1;50;73;1;4;;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979723;1;2;1;50;73;1;6;ESTA  ENFERMO;2;2;2;2;;;2;;;;;;;;1;73;185.242.949.299.826
979724;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;265.053.577.824.515
979724;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;265.053.577.824.515
979724;1;3;1;50;73;3;1;;;;;;;;;;;;;;;;1;73;265.053.577.824.515
979724;1;4;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;265.053.577.824.515
979724;1;5;1;50;73;1;3;;2;2;2;2;;;2;;;;;;;;1;73;265.053.577.824.515
979729;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;227.768.163.557.849
979729;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;227.768.163.557.849
979731;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;262.483.073.031.761
979731;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;262.483.073.031.761
979731;1;3;1;50;73;3;3;;2;2;1;;;;;;;;;;;;1;73;262.483.073.031.761
979733;1;1;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;260.561.761.745.949
979733;1;2;1;50;73;2;4;;2;2;2;2;;;2;;;;;;;;1;73;260.561.761.745.949
979733;1;3;1;50;73;2;3;;2;2;2;2;;;2;;;;;;;;1;73;260.561.761.745.949
979737;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;389.728.747.923.989
979737;1;2;1;50;73;2;1;;;;;;;;;;;;;;;;1;73;389.728.747.923.989
979737;1;3;1;50;73;3;4;;2;2;2;1;1;;;;;;;;;1;1;73;389.728.747.923.989
979737;1;4;1;50;73;4;4;;2;2;1;;;;;;;;;;;;1;73;389.728.747.923.989
979737;1;5;1;50;73;5;1;;;;;;;;;;;;;;;;1;73;389.728.747.923.989
979737;1;6;1;50;73;3;3;;2;2;2;2;;;2;;;;;;;;1;73;389.728.747.923.989
979742;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;208.628.607.767.373
979742;1;2;1;50;73;1;6;ENFERMO;2;2;2;2;;;2;;;;;;;;1;73;208.628.607.767.373
979742;1;3;1;50;73;3;4;;2;2;2;1;1;;;;;;;;;1;1;73;208.628.607.767.373
979746;1;1;1;50;73;1;1;;;;;;;;;;;;;;;;1;73;281.480.289.945.332
979746;1;2;1;50;73;2;4;;2;2;2;2;;;1;10;;;;;;;1;73;281.480.289.945.332
979746;1;3;1;50;73;3;3;;2;2;2;1;1;;;;;;;;;1;1;73;281.480.289.945.332
979753;1;1;1;50;76;1;1;;;;;;;;;;;;;;;;1;76;106.478.433.300.335
979753;1;2;1;50;76;1;1;;;;;;;;;;;;;;;;1;76;106.478.433.300.335
979755;1;1;1;50;76;1;1;;;;;;;;;;;;;;;;1;76;97.439.659.969.166
979757;1;1;1;50;76;1;1;;;;;;;;;;;;;;;;1;76;112.732.890.210.756
979757;1;2;1;50;76;2;4;;1;;;;;;;;;;;;;;1;76;112.732.890.210.756
979757;2;1;2;50;76;1;1;;;;;;;;;;;;;;;;1;76;112.732.890.210.756
