DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;clase;DPTO;AREA;fex_c_2011
2017969;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;36; ; ; ; ; ; ; ; ;1;47;47;154,560466677625
2017970;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;26; ; ; ; ; ; ; ; ;1;47;47;184,589894177443
2017971;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;174,917341723648
2017971;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;24; ; ; ; ; ; ;1;47;47;174,917341723648
2017971;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;47;47;174,917341723648
2017971;2;1;2;90; ;2;1;2;1;2;2;1;2;2;2; ;12; ;24; ; ;6; ; ; ;1;47;47;174,917341723648
2017972;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;126,258837348631
2017972;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;22; ; ; ; ; ; ; ; ;1;47;47;126,258837348631
2017972;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;47;47;126,258837348631
2017972;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;47;47;126,258837348631
2017972;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;1;47;47;126,258837348631
2017973;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;222,100042448646
2017973;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;12; ; ; ; ; ; ;1;47;47;222,100042448646
2017973;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;47;47;222,100042448646
2017973;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;47;47;222,100042448646
2017973;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;47;47;222,100042448646
2017973;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;47;47;222,100042448646
2017974;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;47;47;167,649290909789
2017974;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;167,649290909789
2017974;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;47;47;167,649290909789
2017975;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;180,544633700714
2017975;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;47;47;180,544633700714
2017977;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;35; ; ; ; ; ; ;1;47;47;192,327428169453
2017978;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;190,005483934988
2017978;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;47;47;190,005483934988
2017978;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;190,005483934988
2017978;1;8;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;14; ; ; ; ; ; ;1;47;47;190,005483934988
2018098;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;118,927070231911
2018098;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;47;47;118,927070231911
2018098;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;118,927070231911
2018098;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;47;47;118,927070231911
2018099;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;47;47;149,812396051086
2018099;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;149,812396051086
2018100;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;140,010078458914
2018100;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;47;47;140,010078458914
2018100;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;140,010078458914
2018100;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;140,010078458914
2018101;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;200,901508746737
2018101;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;47;47;200,901508746737
2018101;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;47;47;200,901508746737
2018102;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;47;47;177,946693201051
2018102;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;25; ; ; ; ; ; ;1;47;47;177,946693201051
2018103;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;47;47;175,796563074176
2018104;1;1;1;90; ;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ; ;4; ; ; ;1;47;47;161,892233794345
2018104;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;1;47;47;161,892233794345
2018104;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;47;47;161,892233794345
2018104;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;161,892233794345
2018105;1;1;1;90; ;2;1;2;2;2;2;1;2;2;2; ;21; ; ; ; ;16; ; ; ;1;47;47;160,253753447322
2018105;1;2;1;90; ;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;21;1;47;47;160,253753447322
2018105;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;47;47;160,253753447322
2018105;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;47;47;160,253753447322
2018105;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;47;47;160,253753447322
2018105;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;47;47;160,253753447322
2018106;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;15; ; ; ; ; ; ;1;50;50;162,040017037604
2018106;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;20; ; ; ; ; ; ;1;50;50;162,040017037604
2018107;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;8; ;10; ; ; ; ; ; ;1;50;50;187,948536737612
2018108;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;150,273195302117
2018108;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;150,273195302117
2018109;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;203,296770070688
2018109;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;203,296770070688
2018109;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;203,296770070688
2018110;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;50;50;171,671892926665
2018110;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;171,671892926665
2018110;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;171,671892926665
2018110;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;171,671892926665
2018111;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;190,810102428941
2018111;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;50;50;190,810102428941
2018112;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;214,736258897363
2018112;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;214,736258897363
2018112;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;50;50;214,736258897363
2018112;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;214,736258897363
2018112;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;50;50;214,736258897363
2018113;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;229,205289770696
2018113;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;15; ;20; ; ; ; ; ; ;1;50;50;229,205289770696
2018114;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;173,785037756008
2018114;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;173,785037756008
2018115;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;12; ; ; ; ; ; ;1;50;50;98,1527890713907
2018115;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;50;50;98,1527890713907
2018115;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;98,1527890713907
2018115;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;98,1527890713907
2018115;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;98,1527890713907
2018116;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;180,24981606201
2018116;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;180,24981606201
2018116;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;180,24981606201
2018116;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;180,24981606201
2018116;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;180,24981606201
2018117;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;159,474753181168
2018117;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;12; ; ; ; ; ; ;1;50;50;159,474753181168
2018118;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;24; ; ; ; ; ; ;1;50;50;227,590184755695
2018118;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;227,590184755695
2018118;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;227,590184755695
2018118;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;227,590184755695
2018119;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;50;50;164,515180761621
2018119;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;164,515180761621
2018120;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;182,232179293596
2018121;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;212,92864595975
2018121;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;212,92864595975
2018121;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;212,92864595975
2018121;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;50;50;212,92864595975
2018121;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;212,92864595975
2018122;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;170,52784004053
2018122;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;50;50;170,52784004053
2018122;2;1;2;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;50;50;170,52784004053
2018123;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ;1;50;50;182,232179293596
2018124;1;1;1;90; ;2;1;2;1;2;2;2;1;2;2; ;7; ;28; ; ; ;28; ; ;1;50;50;234,921647214712
2018124;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;84; ; ; ; ; ; ;1;50;50;234,921647214712
2018125;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;21; ; ; ; ; ; ;1;50;50;211,488291238722
2018125;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;42; ; ; ; ; ; ;1;50;50;211,488291238722
2018125;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;21; ; ; ; ; ; ;1;50;50;211,488291238722
2018126;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;204,883501278126
2018127;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;21; ; ; ; ; ; ;1;50;50;206,158335762018
2018127;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;84; ; ; ; ; ; ;1;50;50;206,158335762018
2018127;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;206,158335762018
2018127;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;206,158335762018
2018128;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;21; ; ; ; ; ; ;1;50;50;237,396810938729
2018128;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;84; ; ; ; ; ; ;1;50;50;237,396810938729
2018129;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;8; ; ; ; ; ; ;1;50;50;248,449897798092
2018129;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;28; ; ; ; ; ; ;1;50;50;248,449897798092
2018129;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;248,449897798092
2018130;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;175,489781143083
2018130;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;50;50;175,489781143083
2018131;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;50;50;234,921647214712
2018131;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;234,921647214712
2018132;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018132;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018132;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018132;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018132;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018132;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018132;1;7;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;50;50;162,919219497347
2018133;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;1;50;50;148,476456984916
2018134;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;32; ;24; ; ; ; ; ; ;1;50;50;155,281186123807
2018134;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;24; ; ; ; ; ; ;1;50;50;155,281186123807
2018134;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;155,281186123807
2018136;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;208,168611040823
2018136;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;208,168611040823
2018137;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;34; ;28; ; ; ; ; ; ;1;50;50;223,488932326681
2018137;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;56; ;48; ; ; ; ; ; ;1;50;50;223,488932326681
2018138;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;64; ; ; ; ; ; ;1;50;50;184,304937054822
2018139;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;32; ; ; ; ; ; ; ; ;1;50;50;185,326304843705
2018139;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;34; ; ; ; ; ; ; ; ;1;50;50;185,326304843705
2018139;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ;1;50;50;185,326304843705
2018140;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;177,456549486016
2018140;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;50;50;177,456549486016
2018140;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;177,456549486016
2018140;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;1;50;50;177,456549486016
2018141;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;233,646760077303
2018141;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;233,646760077303
2018141;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;233,646760077303
2018141;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;1;50;50;233,646760077303
2018141;1;5;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;50;50;233,646760077303
2018141;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;233,646760077303
2018142;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;40; ; ; ; ; ; ;1;50;50;112,291822148225
2018143;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;14; ; ; ; ; ; ; ; ;1;50;50;189,046686543871
2018143;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;50;50;189,046686543871
2018144;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;50;50;175,103379175771
2018145;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;52;52;166,997260416839
2018145;1;2;1;90; ;2;1;2;2;2;2;2;1;2;2; ;4; ; ; ; ; ;40; ; ;1;52;52;166,997260416839
2018145;1;3;1;90; ;2;1;2;2;2;2;1;2;2;2; ;18; ; ; ; ;20; ; ; ;1;52;52;166,997260416839
2018146;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;40; ; ; ; ; ; ;1;52;52;142,321090891827
2018146;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;16; ;24; ; ; ; ; ; ;1;52;52;142,321090891827
2018146;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;10; ;14; ; ; ; ; ; ;1;52;52;142,321090891827
2018146;1;6;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;52;52;142,321090891827
2018147;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;52;52;137,704772065286
2018147;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;52;52;137,704772065286
2018147;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;24; ; ; ; ; ; ;1;52;52;137,704772065286
2018148;1;1;1;90; ;1;1;2;1;2;2;2;2;2;2;14;35; ;14; ; ; ; ; ; ;1;52;52;143,073346260966
2018148;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;14; ; ; ; ; ; ;1;52;52;143,073346260966
2018148;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;45; ; ; ; ; ; ;1;52;52;143,073346260966
2018148;2;2;2;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;4; ; ; ; ; ; ;1;52;52;143,073346260966
2018149;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;1;52;52;178,707985041427
2018149;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;52;52;178,707985041427
2018150;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;4; ; ; ; ; ; ;1;52;52;167,487399546378
2018150;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;25; ; ; ; ; ; ;1;52;52;167,487399546378
2018150;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;7; ; ; ; ; ; ;1;52;52;167,487399546378
2018151;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;14; ; ; ; ; ; ;1;52;52;144,40749277904
2018151;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;21; ; ; ; ; ; ;1;52;52;144,40749277904
2018151;1;5;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;7; ; ; ; ; ; ;1;52;52;144,40749277904
2018152;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;52;52;171,219788177862
2018152;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;25; ;14; ; ; ; ; ; ;1;52;52;171,219788177862
2018152;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;2; ; ; ; ; ; ;1;52;52;171,219788177862
2018152;2;1;2;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;14; ; ; ; ; ; ;1;52;52;171,219788177862
2018152;2;2;2;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;45; ; ; ; ; ; ;1;52;52;171,219788177862
2018152;2;3;2;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;52;52;171,219788177862
2018153;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;14; ; ; ; ; ; ;1;52;52;186,735060464026
2018153;1;2;1;90; ;2;1;2;1;2;1;2;2;2;2; ;28; ;35; ;5; ; ; ; ;1;52;52;186,735060464026
2018153;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;7; ;5; ; ; ; ; ; ;1;52;52;186,735060464026
2018154;1;1;1;90; ;2;1;2;2;2;2;1;2;1;2; ;7; ; ; ; ;1; ;2; ;1;52;52;124,028197317482
2018154;1;2;1;90; ;2;1;2;2;2;2;2;2;1;2; ;7; ; ; ; ; ; ;4; ;1;52;52;124,028197317482
2018154;1;3;1;90; ;2;1;2;2;2;2;1;2;1;2; ;4; ; ; ; ;1; ;3; ;1;52;52;124,028197317482
2018155;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;1;52;52;145,182850291669
2018155;1;2;1;90; ;2;1;2;1;2;1;2;2;2;2; ;21; ;7; ;7; ; ; ; ;1;52;52;145,182850291669
2018156;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;21; ;21; ; ; ; ; ; ;1;52;52;186,735060464026
2018156;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;14; ;21; ; ; ; ; ; ;1;52;52;186,735060464026
2018156;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;1;52;52;186,735060464026
2018157;1;1;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;7; ; ; ; ; ; ;1;52;52;198,210229425348
2018157;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;20; ;14; ; ; ; ; ; ;1;52;52;198,210229425348
2018157;1;3;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;42; ; ; ; ; ; ;1;52;52;198,210229425348
2018157;1;4;1;90; ;2;1;2;1;2;2;2;2;2;2; ;4; ;21; ; ; ; ; ; ;1;52;52;198,210229425348
2018158;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;24; ;28; ; ; ; ; ; ;1;52;52;147,269252178881
2018159;1;1;1;90; ;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2018159;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;49; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2018159;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2018159;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;1;54;54;408,62272652987
2018160;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;1;54;54;203,591526360042
