DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4574430;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1747,34723989924
4574431;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2570,97927627159
4574432;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2570,97927627159
4574432;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;05;2570,97927627159
4574433;1;1;1;80;2;1;4;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1747,34723989924
4574434;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1921,93790483781
4574434;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1921,93790483781
4574435;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2093,29769337925
4574436;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;1;700000; ; ; ;2;1;03;05;1929,13099086224
4574436;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574437;1;2;1;80;2;1;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574438;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;3269,50609004232
4574438;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;3269,50609004232
4574439;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2116,4572535133
4574439;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2116,4572535133
4574440;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2999,02366643053
4574442;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2765,49862494708
4574442;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2765,49862494708
4574442;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;2765,49862494708
4574443;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2093,29769337925
4574444;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574444;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574445;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574445;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574446;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1467,41588207952
4574446;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1467,41588207952
4574446;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1467,41588207952
4574448;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;3161,30871884445
4574450;1;1;1;80;2;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574450;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574451;1;2;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;2275,08144434225
4574451;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2275,08144434225
4574454;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;3193,54301510602
4574455;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574458;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;98;2;1;03;05;1467,41588207952
4574458;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1467,41588207952
4574458;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1467,41588207952
4574459;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2461,84052777958
4574459;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;2461,84052777958
4574459;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;2461,84052777958
4574474;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2376,4599275961
4574475;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2829,10030025129
4574476;1;1;1;80;2;1;4;4; ;2; ; ;9; ;2; ;2; ;1;48;98;2;1;03;05;1929,13099086224
4574476;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574477;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;3533,16962571008
4574478;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2916,36255053787
4574479;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2570,97927627159
4574479;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;2570,97927627159
4574480;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2999,02366643053
4574482;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2653,07321295052
4574489;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1323,65827464415
4574489;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574490;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1658,27436917004
4574492;1;1;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1575,98745135779
4574493;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1747,34723989924
4574494;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2570,97927627159
4574495;1;1;1;80;2;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574497;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1929,13099086224
4574497;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1929,13099086224
4574498;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1747,34723989924
4574513;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;2; ;98; ;1;03;05;1921,93790483781
4574514;1;1;1;80;2;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2318,16968821321
4574514;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2318,16968821321
4574514;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2318,16968821321
4574517;1;1;1;80;2;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2993,26700276831
4574518;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;05;1747,34723989924
4574519;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1476,49061820704
4574519;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1476,49061820704
4574521;1;2;1;80;2;2; ; ; ; ;1;2;1; ;2; ;2; ; ; ; ;2;1;03;05;1921,93790483781
4574521;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1921,93790483781
4574531;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574531;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574531;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574534;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;05;2829,10030025129
4574535;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;05;2897,64518317669
4574535;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2897,64518317669
4574536;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574536;1;2;1;80;2;1;2;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1323,65827464415
4574537;1;1;1;80;2;1;2;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1747,34723989924
4574538;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1747,34723989924
4574539;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2376,4599275961
4574540;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2123,65033953772
4574540;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2123,65033953772
4574540;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2123,65033953772
4574541;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1323,65827464415
4574542;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1929,13099086224
4574542;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574543;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;2015,07877025945
4574543;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2015,07877025945
4574544;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1467,41588207952
4574544;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1467,41588207952
4574544;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1467,41588207952
4574545;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2110,91474182523
4574545;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;2110,91474182523
4574546;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;2225,02882279157
4574547;1;2;1;80;2;2; ; ; ; ;2; ; ;.;1; ;2; ; ; ; ;2;1;03;05;1929,13099086224
4574550;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1929,13099086224
4574550;1;2;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1929,13099086224
4574570;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2572,94110491661
4574570;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2572,94110491661
4574572;1;2;1;80;2;1;1;2; ;2; ; ;2; ; ; ;1;150000; ; ; ; ;1;03;52;2008,68574124422
4574573;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;1855,95946649519
4574574;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1747,17247994778
4574577;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;2679,66150550721
4574577;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;2679,66150550721
4574577;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2679,66150550721
4574579;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2240,51680862279
4574581;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1275,9944533316
4574582;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;2595,61611848754
4574582;1;3;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2595,61611848754
4574585;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;3381,28732561598
4574586;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2476,29335555109
4574587;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2202,4253763954
4574587;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2202,4253763954
4574588;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2625,29831240541
4574588;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;1;150000; ; ; ; ;1;03;52;2625,29831240541
4574589;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;03;52;2033,42734077196
4574590;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2470,94581803879
4574591;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;3008,86053969261
4574591;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;3008,86053969261
4574592;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2976,45214272043
4574593;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;2049,09517399595
4574594;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;200000;2;1;03;52;2764,67475445479
4574594;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2764,67475445479
4574595;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;03;52;2289,44461095597
4574595;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2289,44461095597
4574595;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2289,44461095597
4574596;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;03;52;1252,41217817659
4574597;1;1;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;300000;2;1;03;52;2192,19293394004
4574597;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;1;150000; ; ; ;2;1;03;52;2192,19293394004
4574598;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1431,39124168786
4574598;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;1431,39124168786
4574598;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;1431,39124168786
4574598;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;1431,39124168786
4574613;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1275,9944533316
4574616;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;30;781242;2;1;03;52;1275,9944533316
4574618;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1275,9944533316
4574619;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;40;1000000;2;1;03;52;2485,92187035603
4574620;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;2867,36182223935
4574620;1;5;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2867,36182223935
4574622;1;3;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;03;52;3483,97439340054
4574622;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;3483,97439340054
4574623;1;1;1;80;2;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;52;2035,14141364588
4574625;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1323,41106643028
4574626;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;782000;2;1;03;52;2757,66757410784
4574626;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;2757,66757410784
4574627;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;52;2605,24463329248
4574630;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;1930,67967264359
4574630;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;1930,67967264359
4574631;1;2;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;03;52;1100,91072437249
4574631;1;4;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1100,91072437249
4574632;1;1;1;80;2;1;2;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;1696,65726068141
4574633;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;52;2556,63620875266
4574633;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;2556,63620875266
4574635;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;2001,67856089728
4574636;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;2196,07270236481
4574639;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;1000000;2;1;03;52;4307,17397505523
4574639;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;52;4307,17397505523
4574639;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;4307,17397505523
4574640;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;3001,10199479755
4574640;1;4;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;3001,10199479755
4574640;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;52;3001,10199479755
4574641;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;52;3219,28164311716
4574642;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;03;52;4125,14697676375
4574729;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;1380,93963795763
4574729;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;63;1380,93963795763
4574730;1;2;1;80;2;1;3;8; ;2; ; ;7; ;2; ;2; ;1;40;700000;2;1;03;63;1588,30903889536
4574730;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;1588,30903889536
4574731;1;2;1;80;2;1;3;3; ;2; ; ;9; ;1; ;2; ;2; ;781200;2;1;03;63;2842,37949634521
4574732;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;63;1534,19295253296
4574732;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;63;1534,19295253296
4574732;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;1534,19295253296
4574732;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;1534,19295253296
4574735;1;1;1;80;2;1;3;2; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;63;2326,64071474487
4574736;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;24;300000;2;1;03;63;1594,25347837043
4574737;1;1;1;80;2;1;3;6; ;2; ; ;9; ;2; ;2; ;2; ;780000;2;1;03;63;2514,03223397628
4574737;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;2514,03223397628
4574738;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;63;1880,15045292363
4574742;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;63;2410,11168365823
4574743;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;03;63;1588,30903889536
4574743;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;63;1588,30903889536
4574745;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;2410,11168365823
4574747;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;20;400000;2;1;03;63;1749,0618077354
4574747;1;3;1;80;2;1;1;6; ;2; ; ;1; ;2; ;2; ;1;24;500000;2;1;03;63;1749,0618077354
4574747;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;63;1749,0618077354
4574752;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;66;847,329196472519
4574754;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;66;1365,96350764388
4574754;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;66;1365,96350764388
4574755;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;66;852,384017575633
4574755;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;852,384017575633
4574756;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1823,27398411061
4574756;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;1823,27398411061
4574758;1;2;1;80;2;1;3;6; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;03;66;1414,21182930549
4574758;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1414,21182930549
4574759;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;66;1029,80729571122
4574759;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1029,80729571122
4574760;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1276,8998955858
4574760;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1276,8998955858
4574761;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1328,21479530376
4574761;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1328,21479530376
4574761;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;1328,21479530376
4574762;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;768,618180338833
4574762;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;768,618180338833
4574763;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;700000;2;1;03;66;1026,31920149499
4574763;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;500000;2;1;03;66;1026,31920149499
4574763;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;1026,31920149499
4574764;1;1;1;80;2;1;2;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;03;66;1233,88785235391
4574766;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;66;1029,80729571122
4574766;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1029,80729571122
4574767;1;2;1;80;2;1;3;8; ;2; ; ;9; ;2; ;2; ;2; ;700000;2;1;03;66;1535,78344616269
4574767;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;1535,78344616269
4574768;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;66;1459,5594521511
4574769;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;66;1078,96807314206
4574769;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1078,96807314206
4574770;1;2;1;80;2;1;4;3; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;03;66;693,685527708052
4574770;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;693,685527708052
4574770;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;693,685527708052
4574771;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;66;1728,94704116076
4574772;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;66;1167,1192294309
4574772;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;66;1167,1192294309
4574773;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;66;641,872592148943
4574773;1;2;1;80;2;1;3;4; ;2; ; ;8; ;1;2;2; ; ; ; ;1;1;03;66;641,872592148943
4574774;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;03;66;641,872592148943
