DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
612105;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;665.829.578.199.829
612106;1;1;95;1;;2;1;;4000000;;2;2;;;;;;;;;;;;;1;;;15;15;877.148.821.121.056
612106;1;2;95;1;;2;1;;3000000;;2;2;;;;;;;;;;;;;1;;;15;15;877.148.821.121.056
612106;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;877.148.821.121.056
612106;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;877.148.821.121.056
612107;1;1;95;2;;;;;;;;1;2;;2;4500000;;;;;;2;2;1;1;;2;15;15;383.572.499.984.337
612107;1;2;95;2;;;;;;;;1;2;;2;;;;;;4000000;2;1;2;1;;2;15;15;383.572.499.984.337
612108;1;1;95;2;;;;;;;;1;2;;2;;;;;;24000000;2;1;2;1;;2;15;15;742.686.189.625.747
612108;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;742.686.189.625.747
612108;1;3;95;2;;;;;;;;1;2;;2;;;;;;5000000;2;1;2;1;;2;15;15;742.686.189.625.747
612109;1;1;95;2;;;;;;;;1;2;;2;;;;;;4000000;2;1;2;1;;2;15;15;189.297.020.308.045
612110;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;369.469.073.976.998
612110;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;369.469.073.976.998
612110;1;3;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;15;15;369.469.073.976.998
612110;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;369.469.073.976.998
612110;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;369.469.073.976.998
612111;1;1;95;2;;;;;;;;1;2;;2;;;;;;3000000;2;1;2;1;;2;15;15;738.938.147.953.996
612111;1;2;95;2;;;;;;;;1;2;;2;;;;;;3500000;2;1;2;1;;2;15;15;738.938.147.953.996
612111;1;3;95;2;;;;;;;;1;2;;2;;;;;;3500000;2;1;2;1;;2;15;15;738.938.147.953.996
612113;1;1;95;1;;1;1;;600000;200000;2;2;;;;;;;;;;;;;1;;;15;15;848.127.975.479.594
612113;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;848.127.975.479.594
612114;1;1;95;1;;1;2;;;400000;2;2;;;;;;;;;;;;;1;;;15;15;952.397.169.659.099
612114;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;952.397.169.659.099
612114;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;952.397.169.659.099
612114;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;952.397.169.659.099
612114;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;952.397.169.659.099
612115;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;828.329.421.428.116
612115;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;15;15;828.329.421.428.116
612116;1;1;95;2;;;;;;;;1;1;;2;;;;;4500000;;2;2;2;1;;2;17;17;129.437.673.182.883
612116;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;129.437.673.182.883
612117;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;21.660.671.811.192
612117;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;21.660.671.811.192
612117;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;21.660.671.811.192
612118;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;15.599.229.086.996
612118;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;15.599.229.086.996
612119;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612119;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612120;1;1;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;;;1;;;17;17;152.900.312.109.187
612120;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;152.900.312.109.187
612120;1;4;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;152.900.312.109.187
612121;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;131.758.997.403.951
612121;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;131.758.997.403.951
612121;1;3;95;1;;2;1;;1200000;;2;2;;;;;;;;;;;;;1;;;17;17;131.758.997.403.951
612121;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;131.758.997.403.951
612122;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;179.394.117.181.663
612122;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;179.394.117.181.663
612122;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;179.394.117.181.663
612123;1;1;95;2;;;;;;;;1;2;;1;;;25000;;;;2;2;2;1;;2;17;17;214.426.578.670.647
612123;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;214.426.578.670.647
612123;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;214.426.578.670.647
612124;1;1;95;1;;1;2;;;700000;2;2;;;;;;;;;;;;;1;;;17;17;14.781.930.930.322
612125;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612125;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612126;1;1;95;2;;;;;;;;1;2;;2;;;;100000;;700000;1;1;2;1;;2;17;17;174.373.926.990.296
612127;1;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;17;17;196.491.266.857.939
612127;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;196.491.266.857.939
612128;1;1;95;2;;;;;;;;1;2;;1;;;3000000;;;;2;2;2;1;;2;17;17;170.487.978.744.091
612128;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;170.487.978.744.091
612128;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;170.487.978.744.091
612128;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;170.487.978.744.091
612129;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;214.426.578.670.647
612129;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;214.426.578.670.647
612129;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;214.426.578.670.647
612130;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.262.070.562.118
612130;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.262.070.562.118
612131;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612131;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612132;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.589.962.213.872
612132;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.589.962.213.872
612132;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.589.962.213.872
612132;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.589.962.213.872
612132;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.589.962.213.872
612133;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;125.236.032.753.398
612133;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;125.236.032.753.398
612134;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;157.101.952.538.672
612134;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;157.101.952.538.672
612134;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;157.101.952.538.672
612135;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612135;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612136;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612136;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612137;1;1;95;1;;1;1;;2500000;1000000;2;2;;;;;;;;;;;;;1;;;17;17;157.912.531.186.727
612138;1;1;95;1;;2;1;;1000000;;2;2;;;;;;;;;;;;;1;;;17;17;145.134.049.283.618
612139;1;1;95;1;;1;1;;461500;1000000;2;2;;;;;;;;;;;;;1;;;17;17;145.134.049.283.618
612140;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;145.134.049.283.618
612141;1;1;95;2;;;;;;;;1;2;;2;;;;20000000;;;1;2;2;1;10000000;1;17;17;113.510.997.789.919
612141;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612141;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612141;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612142;1;1;95;1;;2;1;;1000000;;2;2;;;;;;;;;;;;;1;;;17;17;228.202.714.454.614
612142;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;228.202.714.454.614
612142;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;228.202.714.454.614
612143;1;1;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;700000;1;17;17;188.869.614.864.428
612143;1;2;95;2;;;;;;;;1;2;;2;;;;;;;2;2;2;1;80000;1;17;17;188.869.614.864.428
612143;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612144;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;227.205.060.573.756
612144;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;227.205.060.573.756
612144;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;227.205.060.573.756
612145;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;173.114.020.822.685
612145;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;173.114.020.822.685
612145;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;173.114.020.822.685
612145;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;173.114.020.822.685
612145;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;173.114.020.822.685
612146;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;14.781.930.930.322
612147;1;1;95;1;;1;1;;3000000;450000;2;2;;;;;;;;;;;;;1;;;17;17;145.134.049.283.618
612148;1;1;95;2;;;;;;;;1;2;;2;;;;;;1500000;2;1;2;1;;2;17;17;168.770.772.773.069
612148;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;168.770.772.773.069
612151;1;1;95;2;;;;;;;;1;2;;2;;;;;;2160000;2;1;2;1;;2;17;17;108.370.777.042.944
612151;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;108.370.777.042.944
612151;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;108.370.777.042.944
612152;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612152;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612152;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612153;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;144.671.115.813.366
612153;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;144.671.115.813.366
612153;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;144.671.115.813.366
612154;1;1;95;2;;;;;;;;1;2;;2;;;;;;100000;2;1;2;1;;2;17;17;145.134.049.283.618
612155;1;1;95;2;;;;;;;;1;2;;2;1560000;;;;;1200000;2;1;1;1;;2;17;17;159.629.737.157.749
612155;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;159.629.737.157.749
612155;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;159.629.737.157.749
612156;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;119.365.605.523.561
612156;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;119.365.605.523.561
612156;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;119.365.605.523.561
612156;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;119.365.605.523.561
612156;1;5;95;2;;;;;;;;1;2;;2;;;;;;200000;2;1;2;1;;2;17;17;119.365.605.523.561
612157;1;1;95;1;;2;1;;470000;;2;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612157;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;145.000.412.777.313
612158;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;167.583.689.327.134
612159;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;14.781.930.930.322
612160;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;259.039.767.576.706
612160;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;259.039.767.576.706
612160;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;259.039.767.576.706
612160;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;259.039.767.576.706
612160;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;259.039.767.576.706
612160;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;259.039.767.576.706
612161;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;19.038.599.527.431
612161;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;19.038.599.527.431
612161;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;19.038.599.527.431
612162;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612162;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612162;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612163;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;175.483.588.659.008
612163;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;175.483.588.659.008
612164;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.445.351.381.814
612164;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;150.445.351.381.814
612165;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;151.327.716.970.223
612165;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;151.327.716.970.223
612165;1;3;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;17;17;151.327.716.970.223
612165;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;151.327.716.970.223
612166;1;1;95;1;;1;2;;;800000;2;2;;;;;;;;;;;;;1;;;17;17;179.394.117.181.663
612166;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;179.394.117.181.663
612166;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;179.394.117.181.663
612167;1;1;95;1;;1;1;;3200000;280000;2;2;;;;;;;;;;;;;1;;;17;17;145.134.049.283.618
612168;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;20.190.456.983.978
612168;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;20.190.456.983.978
612168;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;20.190.456.983.978
612169;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;174.240.290.483.991
612169;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;174.240.290.483.991
612170;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;231.804.781.695.615
612170;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;231.804.781.695.615
612170;2;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;231.804.781.695.615
612170;2;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;231.804.781.695.615
612170;2;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;231.804.781.695.615
612170;2;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;231.804.781.695.615
612171;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;854.399.996.929.603
612171;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;854.399.996.929.603
612171;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;854.399.996.929.603
612171;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;854.399.996.929.603
612172;1;1;95;2;;;;;;;;1;2;;2;;;;;;6000000;2;1;2;1;;2;17;17;175.349.952.152.703
612172;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;175.349.952.152.703
612172;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;175.349.952.152.703
612173;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612173;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612173;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.869.614.864.428
612174;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;18.221.301.370.757
612174;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;18.221.301.370.757
612175;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;169.880.434.441.781
612175;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;169.880.434.441.781
612175;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;169.880.434.441.781
612176;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612176;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612176;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612177;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;201.648.096.767.537
612177;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;201.648.096.767.537
612177;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;201.648.096.767.537
612178;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612178;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612178;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612178;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;113.510.997.789.919
612179;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;187.160.380.007.232
612179;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;187.160.380.007.232
612179;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;187.160.380.007.232
612179;1;4;95;2;;;;;;;;1;2;;2;;;;;;1800000;2;1;2;1;;2;17;17;187.160.380.007.232
612179;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;187.160.380.007.232
612180;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;183.729.394.117.452
612180;1;2;95;2;;;;;;;;1;2;;2;;;;;;500000;2;1;2;1;;2;17;17;183.729.394.117.452
612181;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;232.615.360.343.671
612181;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;232.615.360.343.671
612181;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;232.615.360.343.671
612181;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;232.615.360.343.671
612183;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;213.385.700.730.362
612183;1;2;95;1;;1;2;;;280000;2;2;;;;;;;;;;;;;1;;;17;17;213.385.700.730.362
612183;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;213.385.700.730.362
612183;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;213.385.700.730.362
612183;1;7;95;2;;;;;;;;1;2;;2;;;;;;240000;2;1;2;1;;2;17;17;213.385.700.730.362
612183;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;213.385.700.730.362
612184;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612184;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612184;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;136.094.274.339.741
612185;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612185;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612186;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.262.070.562.118
612186;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;188.262.070.562.118
612187;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;127.862.074.831.993
612187;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;127.862.074.831.993
612187;1;4;95;1;;1;1;;461500;200000;2;2;;;;;;;;;;;;;1;;;17;17;127.862.074.831.993
612188;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;137.477.018.243.318
612188;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;137.477.018.243.318
612188;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;137.477.018.243.318
612188;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;137.477.018.243.318
612192;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;163.167.618.555.842
612192;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;163.167.618.555.842
612192;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;163.167.618.555.842
612193;1;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;17;17;145.134.049.283.618
612194;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;267.297.173.442.924
612194;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;267.297.173.442.924
612194;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;267.297.173.442.924
612194;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;267.297.173.442.924
612195;1;1;95;1;;1;2;;;200000;2;2;;;;;;;;;;;;;1;;;17;17;16.443.549.583.728
612195;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;16.443.549.583.728
612195;1;3;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;17;17;16.443.549.583.728
612196;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612196;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;154.475.910.460.077
612197;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;15.599.229.086.996
612197;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;15.599.229.086.996
612198;1;1;95;1;;1;1;;461500;100000;2;2;;;;;;;;;;;;;1;;;17;17;126.752.413.163.281
612198;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;126.752.413.163.281
612199;1;1;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;17;17;112.572.417.472.429
612199;1;2;95;2;;;;;;;;1;2;;2;;;;;;3700000;2;1;2;1;;2;17;17;112.572.417.472.429
612199;1;3;95;2;;;;;;;;1;2;;2;;;;;;3500000;2;1;2;1;;2;17;17;112.572.417.472.429
612200;1;1;95;1;;1;2;;;1200000;2;2;;;;;;;;;;;;;1;;;17;17;174.240.290.483.991
612200;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;174.240.290.483.991
612202;1;1;95;1;;2;1;;461500;;2;2;;;;;;;;;;;;;1;;;17;17;125.102.396.247.093
612202;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;125.102.396.247.093
612202;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;125.102.396.247.093
612203;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;144.671.115.813.366
612203;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;144.671.115.813.366
612203;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;144.671.115.813.366
612204;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;183.249.851.484.578
612204;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;183.249.851.484.578
612204;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;183.249.851.484.578
612204;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;183.249.851.484.578
612205;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;225.889.361.347.372
612205;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;225.889.361.347.372
612205;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;225.889.361.347.372
612205;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;225.889.361.347.372
612205;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;225.889.361.347.372
612207;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;166.152.701.808.301
612207;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;166.152.701.808.301
612207;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;166.152.701.808.301
612207;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;166.152.701.808.301
612207;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;166.152.701.808.301
612208;1;1;95;2;;;;;;;;1;2;;2;;;;;;7200000;2;1;2;1;;2;17;17;176.999.969.068.891
612208;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;17;17;176.999.969.068.891
612209;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;18;18;680.967.602.359.866
612209;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;18;18;680.967.602.359.866
