DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5574154;1;2;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;132.99467936
5574155;1;2;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;338.79358392
5574155;1;6;1;80;52;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;52;338.79358392
5574156;1;4;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;217.53477597
5574157;1;3;1;80;52;1;30;700000;1;3;;2;;;9;;2;2;;2;;1;10;1.2;52;356.04277279
5574158;1;2;1;80;52;;;;1;8;;2;;;2;;2;2;;2;;1;10;3;52;231.51523873
5574160;1;1;1;80;52;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;52;279.99968585
5574160;1;5;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;279.99968585
5574160;1;8;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;279.99968585
5574160;1;10;1;80;52;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;52;279.99968585
5574161;1;1;1;80;52;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;52;193.7998986
5574162;1;1;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;52;157.01358546
5574163;1;4;1;80;52;;;908526;1;2;;2;;;2;;2;2;;2;;1;10;2;52;209.05494758
5574166;1;4;1;80;52;1;40;908000;1;8;;2;;;6;;2;2;;1;150000;1;10;1.2;52;163.71205083
5574166;1;6;1;80;52;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;52;163.71205083
5574169;1;2;1;80;52;;;;1;2;;2;;;2;;2;2;;2;;1;10;3;52;221.93624143
5574169;1;3;1;80;52;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;52;221.93624143
5574171;1;2;1;80;52;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;52;444.67202156
5574176;1;2;1;80;52;1;40;908526;1;8;;1;;2;1;;1;2;;2;;1;10;2;52;160.20418083
5574176;1;3;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;160.20418083
5574178;1;2;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;52;114.62574237
5574179;1;1;1;80;52;;;;1;5;;2;;;8;;2;2;;2;;1;10;3;52;221.00940006
5574179;1;2;1;80;52;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;52;221.00940006
5574182;1;2;1;80;52;2;;908526;2;;;;1;1;2;;2;2;;2;;1;10;;52;299.13831354
5574183;1;3;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;255.0367571
5574184;1;1;1;80;52;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;52;164.95339114
5574184;1;2;1;80;52;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;52;164.95339114
5574184;1;3;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;164.95339114
5574184;1;4;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;164.95339114
5574184;1;5;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;164.95339114
5574187;1;1;1;80;52;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;52;166.59039713
5574187;1;2;1;80;52;;;;1;9;LA PANDEMIA COVID 19;2;;;8;;2;2;;2;;1;10;2;52;166.59039713
5574190;1;5;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;458.50296947
5574194;1;3;1;80;52;;;;2;;;;1;3;2;;2;2;;2;;1;10;;52;160.20418083
5574195;1;2;1;80;52;;;;1;8;;2;;;8;;2;2;;2;;1;10;2;52;132.99467936
5574196;1;2;1;80;52;;;;1;9;LA PANDEMIA COVID 19;2;;;9;;2;2;;2;;1;10;2;52;375.19858176
5574197;1;3;1;80;52;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;52;250.39204454
5574204;1;2;1;80;52;1;25;500000;2;;;;2;;;.;2;2;;2;;1;10;;52;190.3252745
5574204;1;3;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;190.3252745
5574204;1;4;1;80;52;1;25;100000;2;;;;2;;;.;;;;2;;1;10;;52;190.3252745
5574205;1;3;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;209.05494758
5574205;1;4;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;209.05494758
5574206;1;1;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;52;157.01358546
5574209;1;1;1;80;52;;;;1;4;;2;;;9;;2;2;;1;70000;1;10;2;52;377.46233576
5574209;1;5;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;377.46233576
5574209;1;8;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.2;52;377.46233576
5574211;1;3;1;80;52;;;;1;2;;2;;;2;;;;;2;;1;10;1.4;52;379.53440307
5574212;1;3;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.3;52;251.41063679
5574212;1;5;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;52;251.41063679
5574213;1;1;1;80;52;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;52;114.62574237
5574213;1;3;1;80;52;;;;1;8;;2;;;4;;2;2;;2;;1;10;4;52;114.62574237
5574215;1;3;1;80;52;;;;1;7;;1;;1;1;;2;2;;2;;1;10;1.3;52;239.56893123
5574217;1;1;1;80;52;1;48;1000000;1;8;;2;;;1;;1;2;;2;;1;10;2;52;166.59039713
5574217;1;2;1;80;52;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;52;166.59039713
5574224;1;1;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;52;267.48252601
5574224;1;3;1;80;52;1;48;500000;1;3;;2;;;9;;2;2;;2;;1;10;4;52;267.48252601
5574224;1;5;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;267.48252601
5574224;1;6;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;267.48252601
5574226;1;1;1;80;52;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;52;157.01358546
5574227;1;2;1;80;52;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;52;253.15650402
5574229;1;3;1;80;52;;;;2;;;;2;;;.;2;2;;2;;1;10;;52;160.20418083
5574233;1;2;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;234.42683094
5574233;1;3;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;234.42683094
5574234;1;3;1;80;52;;;;2;;;;2;;;.;;;;2;;1;10;;52;299.2428113
5574237;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;609.71222174
5574238;1;2;1;80;54;1;24;500000;1;4;;2;;;4;;2;2;;2;;1;10;3;54;413.11894135
5574240;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;639.87398048
5574240;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;639.87398048
5574243;1;2;1;80;54;1;40;800000;1;6;;2;;;9;;2;2;;2;;1;10;3;54;541.26240511
5574243;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;541.26240511
5574243;1;6;1;80;54;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;54;541.26240511
5574246;1;3;1;80;54;;;;1;8;;2;;;1;;2;2;;2;;1;10;1.2;54;596.47010671
5574248;1;1;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;311.37402722
5574249;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;54;258.15786719
5574251;1;3;1;80;54;;;;1;8;;2;;;8;;2;2;;2;;1;10;4;54;285.06092296
5574253;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;600.60908128
5574253;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;600.60908128
5574254;1;1;1;80;54;1;48;500000;1;3;;2;;;9;;2;2;;2;;1;10;2;54;585.37542468
5574255;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;452.9251153
5574255;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;452.9251153
5574255;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;452.9251153
5574257;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;423.42547167
5574262;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;54;873.24760989
5574263;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;519.70171378
5574264;1;2;1;80;54;2;;1014980;1;3;;2;;;9;;2;2;;2;;1;10;3;54;452.9251153
5574264;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;452.9251153
5574264;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;452.9251153
5574266;1;1;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;1.4;54;223.98165558
5574269;1;1;1;80;54;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;54;422.15831028
5574269;1;2;1;80;54;2;;900000;1;4;;2;;;4;;2;2;;2;;1;10;1.2;54;422.15831028
5574270;1;1;1;80;54;1;24;1000000;1;5;;2;;;10;;3;3;;2;;1;10;4;54;298.47090904
5574270;1;3;1;80;54;1;24;1000000;1;2;;2;;;2;;1;2;;2;;1;10;4;54;298.47090904
5574271;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;464.39594299
5574272;1;2;1;80;54;;;;1;9;PANDEMIA ASOCIADA AL COVID 19;2;;;4;;2;2;;2;;1;10;2;54;426.02082406
5574272;1;4;1;80;54;1;48;900000;1;8;;2;;;2;;2;2;;2;;1;10;1.2;54;426.02082406
5574273;1;1;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;448.02584722
5574273;1;2;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;54;448.02584722
5574275;1;1;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;54;324.27590993
5574280;1;2;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;1.2;54;409.02876241
5574280;2;3;2;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;409.02876241
5574282;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;312.47331757
5574283;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;272.60337209
5574284;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;10;2;54;273.87053349
5574284;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;273.87053349
5574285;1;2;1;80;54;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;54;298.47090904
5574286;1;2;1;80;54;;;;1;8;;2;;;9;;2;2;;2;;1;10;3;54;786.29078506
5574288;1;2;1;80;54;;;;1;6;;2;;;8;;2;2;;2;;1;10;3;54;486.28839899
5574288;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;486.28839899
5574290;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;289.36776858
5574290;1;3;1;80;54;;;;1;8;;2;;;8;;2;2;;2;;1;10;4;54;289.36776858
5574291;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;361.55050303
5574294;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;346.93712709
5574297;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;647.9747735
5574298;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;400.15328711
5574299;1;2;1;80;54;;;;1;1;;2;;;9;;2;2;;2;;1;10;4;54;400.15328711
5574300;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;465.82699801
5574300;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;465.82699801
5574302;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;437.42788021
5574302;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;437.42788021
5574302;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;437.42788021
5574304;1;3;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;223.98165558
5574305;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;54;432.02174424
5574305;1;3;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;432.02174424
5574306;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;437.42788021
5574306;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;437.42788021
5574310;1;1;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;386.15087858
5574310;1;2;1;80;54;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;54;386.15087858
5574312;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;54;289.36776858
5574312;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;289.36776858
5574316;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;259.70148938
5574320;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;10;;54;437.42788021
5574320;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;10;;54;437.42788021
5574399;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;201.41142127
5574399;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;201.41142127
5574399;1;3;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;201.41142127
5574400;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;319.88364473
5574400;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;319.88364473
5574401;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;272.24560221
5574401;1;2;1;80;66;2;;908526;1;4;;2;;;4;;2;2;;2;;1;10;1.4;66;272.24560221
5574402;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5574403;1;1;1;80;66;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;66;315.48823456
5574403;1;3;1;80;66;2;;900000;1;7;;2;;;6;;2;2;;2;;1;10;1.4;66;315.48823456
5574404;1;2;1;80;66;;;;2;;;;1;4;9;;2;2;;2;;1;10;;66;323.21612623
5574404;1;3;1;80;66;;;;1;2;;2;;;5;;2;2;;2;;1;10;2;66;323.21612623
5574404;1;4;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.4;66;323.21612623
5574406;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;333.0127817
5574406;1;2;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.2;66;333.0127817
5574407;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;337.10558721
5574408;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;359.79379557
5574409;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;340.43806872
5574409;1;3;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;340.43806872
5574410;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;333.0127817
5574411;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;2;66;645.72575703
5574411;1;6;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;66;645.72575703
5574412;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;312.15575305
5574415;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;263.96304487
5574415;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;263.96304487
5574416;1;1;1;80;66;;;;2;;;;1;4;10;;3;3;;2;;1;10;;66;284.82007352
5574416;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;284.82007352
5574417;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;284.82007352
5574417;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5574418;1;1;1;80;66;;;;1;5;;2;;;9;;3;3;;2;;1;10;4;66;288.15255502
5574418;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;288.15255502
5574418;1;3;1;80;66;2;;908526;1;2;;2;;;2;;2;2;;2;;1;10;1.2;66;288.15255502
5574421;1;2;1;80;66;1;48;2000000;1;9;TERMINACION DE CONTRATO;2;;;1;;1;1;2;2;;1;10;3;66;284.82007352
5574428;1;2;1;80;66;;;;1;6;;2;;;9;;2;2;;2;;1;10;4;66;288.15255502
5574431;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;315.48823456
5574431;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;315.48823456
5574432;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;335.60428542
5574434;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;472.25378067
5574434;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;472.25378067
5574435;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;272.23280587
5574435;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;272.23280587
5574435;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;272.23280587
5574437;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;201.41142127
5574437;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;201.41142127
5574437;1;6;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;201.41142127
5574438;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;487.97442137
5574439;1;2;1;80;66;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;66;284.82007352
5574440;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;359.79379557
5574442;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5574444;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5574446;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;712.71952641
5574449;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;329.6803002
5574456;1;1;1;80;66;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;66;357.96261586
5574459;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;304.17580038
5574460;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;239.95984684
5574460;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;239.95984684
5574463;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;308.82327155
5574464;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;329.6803002
5574465;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;275.57808371
5574465;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;275.57808371
5574466;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;336.34526321
5574467;1;1;1;80;66;2;;908526;1;3;;2;;;9;;2;2;;2;;1;10;3;66;805.64568507
5574470;1;1;1;80;66;;;;1;8;;2;;;8;;3;3;;2;;1;10;4;66;439.78171318
5574470;1;3;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;439.78171318
5574472;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;210.17622939
5574472;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;210.17622939
5574472;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;210.17622939
5574473;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574473;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;284.82007352
5574474;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;472.98750922
5574476;1;3;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;448.07706686
5574477;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;275.57808371
5574477;1;4;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;275.57808371
5574481;1;1;1;80;66;;;;2;;;;2;;;.;3;3;;2;;1;10;;66;284.82007352
5574481;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574486;1;5;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;805.64568507
5574492;1;1;1;80;66;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;66;522.17980607
5574492;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;522.17980607
5574493;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;256.53775786
5574493;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;256.53775786
5574495;1;1;1;80;66;;;;1;4;;2;;;4;;1;2;;2;;1;10;4;66;336.34526321
5574496;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574497;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;439.78171318
5574497;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;439.78171318
5574497;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;439.78171318
5574499;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;361.29509736
5574500;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;487.41883952
5574501;1;1;1;80;66;;;;1;9;POR LA EDAD;2;;;8;;3;3;;2;;1;10;4;66;340.43806872
5574502;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;327.86359741
5574504;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;403.21684019
5574505;1;3;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;364.44126675
5574506;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;201.41142127
5574506;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;201.41142127
5574506;1;4;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;201.41142127
5574509;1;1;1;80;66;;;;1;4;;2;;;8;;3;3;;2;;1;10;2;66;288.15255502
5574509;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;288.15255502
5574510;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;357.96261586
5574511;1;2;1;80;66;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;66;201.41142127
5574511;1;3;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;201.41142127
5574511;1;4;1;80;66;;;;1;4;;2;;;4;;3;3;;2;;1;10;2;66;201.41142127
5574516;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;369.5776547
5574517;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;1.2;66;329.6803002
5574518;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;359.79379557
5574519;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5574520;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;304.17580038
5574521;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;215.01001268
5574522;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;259.3155737
5574522;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;259.3155737
5574522;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;259.3155737
5574523;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;525.82768858
5574523;1;5;1;80;66;;;;1;3;;2;;;4;;1;2;;2;;1;10;4;66;525.82768858
5574526;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574527;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.2;66;763.72852605
5574529;1;1;1;80;66;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;66;304.17580038
5574530;1;2;1;80;66;2;;900000;1;6;;2;;;9;;2;2;;2;;1;10;1.2;66;369.5776547
5574534;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;345.38814455
5574535;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;66;598.97023092
5574535;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;598.97023092
5574537;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;484.64193986
5574539;1;1;1;80;66;;;;1;5;;2;;;4;;3;3;;2;;1;10;4;66;263.96304487
5574539;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;263.96304487
5574540;1;2;1;80;66;;;;1;3;;2;;;4;;1;1;1;2;;1;10;2;66;284.82007352
5574541;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;66;329.6803002
5574545;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;584.56457989
5574547;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;66;663.80588602
5574549;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;451.39675202
5574549;1;5;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;451.39675202
5574550;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;283.31877173
5574550;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;283.31877173
5574553;1;2;1;80;66;1;48;908526;1;1;;1;;2;9;;1;2;;2;;1;10;2;66;487.97442137
5574553;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;487.97442137
5574554;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574554;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574559;1;2;1;80;66;1;24;454000;1;3;;2;;;9;;2;2;;2;;1;10;4;66;359.79379557
5574559;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;359.79379557
5574563;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;422.57256704
5574563;1;4;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;66;422.57256704
5574564;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;66;284.82007352
5574564;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;284.82007352
5574567;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;10;;66;308.82327155
5574568;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;10;;66;275.57808371
