DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6042110;1;1;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;54;364.84350856
6042110;1;3;1;80;54;;;;1;2;;2;;;2;;2;2;;2;;1;12;3;54;364.84350856
6042113;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;252.99674384
6042113;1;4;1;80;54;;;;2;;;;2;;;.;;;;2;;1;12;;54;252.99674384
6042115;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;54;731.52996733
6042116;1;2;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;341.13645028
6042120;1;4;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;392.23694083
6042120;1;6;1;80;54;;;;1;8;;2;;;1;;2;2;;2;;1;12;1.1;54;392.23694083
6042121;1;1;1;80;54;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;54;467.00201065
6042123;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;54;503.97632008
6042123;1;3;1;80;54;;;;2;;;;2;;;.;2;2;;2;;1;12;;54;503.97632008
6042124;1;2;1;80;54;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;54;533.75961091
6042130;1;2;1;80;54;1;48;800000;1;8;;2;;;12;ESTUVO INTERNADO POR PROBLEMAS DE DROGADICCION;2;2;;2;;1;12;1.3;54;531.62099723
6042434;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;374.43251784
6042440;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;319.84670284
6042440;1;8;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;319.84670284
6042442;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;477.25415188
6042442;1;4;1;80;66;2;;908526;2;;;;2;;;.;2;2;;2;;1;12;;66;477.25415188
6042443;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;66;348.4157793
6042445;1;3;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;341.94288998
6042447;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;355.55421469
6042447;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;355.55421469
6042451;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;325.92803969
6042451;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;325.92803969
6042452;1;2;1;80;66;;;;1;5;;2;;;10;;2;2;;2;;1;12;4;66;525.50176743
6042453;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;431.8824006
6042453;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;431.8824006
6042454;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;492.99657283
6042454;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;492.99657283
6042456;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;320.58011401
6042456;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;320.58011401
6042458;1;3;1;80;66;;;;1;2;;2;;;2;;1;2;;2;;1;12;3;66;407.87658062
6042458;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;407.87658062
6042459;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;320.58011401
6042459;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;320.58011401
6042460;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;320.58011401
6042460;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;320.58011401
6042461;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;66;557.66726827
6042461;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;557.66726827
6042464;1;2;1;80;66;;;;1;9;TERMINACION DE CONTRATO;2;;;8;;2;2;;2;;1;12;4;66;323.76469958
6042465;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;305.21052346
6042465;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;305.21052346
6042466;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;66;305.21052346
6042466;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;305.21052346
6042467;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;374.43251784
6042470;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;262.00526761
6042470;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;262.00526761
6042470;1;3;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;262.00526761
6042477;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.3;66;507.96883678
6042478;1;1;1;80;66;;;;1;7;;2;;;8;;2;2;;2;;1;12;2;66;320.58011401
6042480;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;429.71906049
6042481;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;495.91204618
6042482;1;3;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.4;66;384.39916792
6042482;1;4;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;12;1.4;66;384.39916792
6042482;1;5;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;384.39916792
6042493;1;1;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;235.98852907
6042493;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;235.98852907
6042493;1;3;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;2;66;235.98852907
6042494;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;350.22590385
6042494;1;6;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;350.22590385
6042496;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;366.96995543
6042496;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;366.96995543
6042497;1;4;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;438.74684239
6042498;1;2;1;80;66;;;;1;4;;2;;;8;;2;2;;2;;1;12;2;66;366.96995543
6042500;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;348.4157793
6042501;1;1;1;80;66;;;;1;5;;2;;;11;;3;3;;2;;1;12;4;66;325.92803969
6042501;1;2;1;80;66;;;;1;5;;2;;;9;;3;3;;2;;1;12;4;66;325.92803969
6042501;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;325.92803969
6042503;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;418.45889662
6042503;1;6;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;418.45889662
6042504;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;429.71906049
6042504;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;429.71906049
6042505;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;523.97947719
6042506;1;2;1;80;66;;;;1;4;;2;;;4;;1;2;;2;;1;12;1.4;66;304.08555981
6042506;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;304.08555981
6042506;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;304.08555981
6042507;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;305.21052346
6042508;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;305.21052346
6042508;1;2;1;80;66;1;48;908526;1;1;;2;;;8;;2;2;;2;;1;12;4;66;305.21052346
6042509;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;363.78536986
6042511;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;435.06698617
6042512;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;337.01965341
6042512;1;3;1;80;66;;;;1;5;;2;;;10;;2;2;;2;;1;12;4;66;337.01965341
6042512;1;4;1;80;66;;;;1;9;PERSONA NO OYENTE;2;;;12;NO LE DAN EMPLEO POR DISCAPACIDAD;2;2;;2;;1;12;4;66;337.01965341
6042514;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;363.78536986
6042515;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;66;394.82590705
6042515;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;394.82590705
6042515;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;394.82590705
6042516;1;1;1;80;66;;;;1;3;;2;;;7;;2;2;;2;;1;12;3;66;228.52596666
6042516;1;3;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;228.52596666
6042516;1;4;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;228.52596666
6042518;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;501.25997186
6042519;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;348.4157793
6042521;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;305.21052346
6042521;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;305.21052346
6042522;1;1;1;80;66;;;;1;7;;2;;;8;;1;2;;2;;1;12;4;66;366.96995543
6042523;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;366.96995543
6042524;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;323.76469958
6042524;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;323.76469958
6042525;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;66;467.57218078
6042525;1;2;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;467.57218078
6042526;1;1;1;80;66;;;;1;4;;2;;;10;;3;3;;2;;1;12;2;66;323.76469958
6042527;1;2;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;305.21052346
6042528;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;279.19378492
6042528;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;279.19378492
6042530;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;413.48380135
6042531;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.2;66;319.45515037
6042531;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;319.45515037
6042531;1;5;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;319.45515037
6042532;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;323.28499568
6042532;1;4;1;80;66;;;;1;2;;2;;;2;;2;2;;2;;1;12;1.4;66;323.28499568
6042533;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;323.76469958
6042533;1;3;1;80;66;1;48;3800000;1;7;;1;;1;12;LE FALTA FORTALECER EL PERFIL PROFESIONAL;2;2;;2;;1;12;2;66;323.76469958
6042534;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;66;429.71906049
6042534;1;3;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;429.71906049
6042535;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;323.76469958
6042535;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;323.76469958
6042535;1;3;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;66;323.76469958
6042538;1;4;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;344.48221582
6042539;1;3;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;437.33719978
6042540;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;367.95962852
6042540;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;367.95962852
6042546;1;1;1;80;66;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;66;549.40386924
6042546;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;549.40386924
6042546;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;549.40386924
6042546;1;4;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;549.40386924
6042550;1;1;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;66;305.21052346
6042550;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;66;305.21052346
6042552;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;349.56102927
6042553;1;1;1;80;66;;;;1;8;;2;;;8;;2;2;;2;;1;12;4;66;383.37792245
6042553;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;383.37792245
6042553;1;5;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;383.37792245
6042556;1;1;1;80;66;;;;1;3;;2;;;4;;2;2;;2;;1;12;4;66;369.13329554
6042556;1;2;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;369.13329554
6042560;1;3;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;503.42331196
6042561;1;1;1;80;66;;;;2;;;;2;;;.;2;2;;2;;1;12;;66;305.21052346
6042562;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;262.00526761
6042563;1;2;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;366.96995543
6042568;1;1;1;80;66;;;;1;5;;2;;;10;;2;2;;2;;1;12;4;66;305.21052346
6042568;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;66;305.21052346
6042569;1;2;1;80;66;;;;1;4;;2;;;4;;1;1;1;2;;1;12;3;66;320.58011401
6042571;1;1;1;80;66;;;;1;4;;2;;;4;;3;3;;2;;1;12;4;66;304.47711229
6042571;1;3;1;80;66;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;66;304.47711229
6042571;1;6;1;80;66;;;;2;;;;2;;;.;;;;2;;1;12;;66;304.47711229
6042572;1;2;1;80;66;;;;1;1;;2;;;1;;1;2;;2;;1;12;4;66;279.19378492
6042573;1;2;1;80;66;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.1;66;414.34946994
6042575;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;419.37450356
6042575;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;419.37450356
6042575;1;3;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;68;419.37450356
6042577;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;646.16257085
6042578;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042578;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;525.11537313
6042579;1;1;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;483.84541498
6042579;1;2;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;483.84541498
6042580;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;720.16387385
6042581;1;1;1;80;68;1;48;1000000;1;9;POR PANDEMIA;2;;;10;;3;3;;2;;1;12;3;68;525.11537313
6042583;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;68;526.02584251
6042584;1;1;1;80;68;;;;1;5;;2;;;8;;3;3;;2;;1;12;3;68;525.11537313
6042584;1;2;1;80;68;;;;1;4;;2;;;4;;3;3;;2;;1;12;1.4;68;525.11537313
6042585;1;1;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;525.11537313
6042588;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;482.93494559
6042588;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;482.93494559
6042588;1;3;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;68;482.93494559
6042589;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;499.8712401
6042591;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;613.08716556
6042591;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;613.08716556
6042592;1;1;1;80;68;;;;1;6;;2;;;10;;3;3;;2;;1;12;2;68;525.11537313
6042592;1;2;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;525.11537313
6042596;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;581.46412383
6042596;1;2;1;80;68;;;;1;3;;2;;;4;;2;2;;2;;1;12;4;68;581.46412383
6042597;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;68;588.75350192
6042598;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;429.02141998
6042599;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;516.99321241
6042599;1;4;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;516.99321241
6042600;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;525.11537313
6042601;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042601;1;2;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;525.11537313
6042602;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;556.93262646
6042603;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042604;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;399.32503317
6042605;1;2;1;80;68;;;;1;4;;2;;;9;;2;2;;2;;1;12;4;68;710.63348227
6042606;1;3;1;80;68;;;908526;1;3;;2;;;9;;2;2;;2;;1;12;3;68;465.0967155
6042606;1;5;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;465.0967155
6042607;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;461.5549311
6042609;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;574.0582209
6042611;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;581.46412383
6042612;1;2;1;80;68;1;48;1014000;1;3;;2;;;9;;2;2;;2;;1;12;4;68;644.90441889
6042615;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;68;446.14701442
6042615;1;3;1;80;68;2;;908566;2;;;;2;;;.;2;2;;2;;1;12;;68;446.14701442
6042617;1;5;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;323.58047816
6042617;1;6;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;323.58047816
6042617;1;7;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;323.58047816
6042619;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042619;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;525.11537313
6042620;1;2;1;80;68;1;48;908000;1;8;;2;;;8;;2;2;;1;400000;1;12;1.2;68;635.34845305
6042620;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;635.34845305
6042620;1;4;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;635.34845305
6042620;1;5;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;635.34845305
6042620;1;8;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;635.34845305
6042621;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;613.99763495
6042621;1;2;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;3;68;613.99763495
6042622;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;492.58186201
6042623;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;630.93392946
6042624;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;590.99451541
6042625;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042625;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;525.11537313
6042626;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;468.24819837
6042629;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;556.93262646
6042631;1;2;1;80;68;;;;1;7;;2;;;9;;2;2;;2;;1;12;2;68;532.9025127
6042632;1;1;1;80;68;;;;1;5;;1;;2;6;;3;3;;2;;1;12;4;68;525.11537313
6042632;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;68;525.11537313
6042633;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;451.31190386
6042634;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;526.02584251
6042636;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042636;1;2;1;80;68;;;;1;1;;2;;;9;;2;2;;2;;1;12;4;68;525.11537313
6042638;1;2;1;80;68;;;;1;8;;1;;2;4;;2;2;;2;;1;12;2;68;532.52127606
6042640;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;527.35638662
6042642;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;621.40353788
6042643;1;3;1;80;68;;;;1;4;;2;;;9;;2;2;;2;;1;12;3;68;591.22205102
6042643;1;5;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;591.22205102
6042644;1;2;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;414.0203142
6042644;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;414.0203142
6042646;1;2;1;80;68;1;48;1014000;1;8;;2;;;9;;1;2;;1;40000;1;12;1.1;68;630.93392946
6042647;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;525.11537313
6042647;1;2;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042648;1;5;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;597.55910191
6042649;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042649;1;2;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;525.11537313
6042650;1;1;1;80;68;;;;1;6;;2;;;9;;2;2;;2;;1;12;3;68;468.05036464
6042650;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;468.05036464
6042650;1;3;1;80;68;2;;98;2;;;;2;;;.;2;2;;2;;1;12;;68;468.05036464
6042651;1;1;1;80;68;;;;1;6;;2;;;9;;2;2;;2;;1;12;3;68;854.27471374
6042652;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;579.87072066
6042652;1;4;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;579.87072066
6042653;1;1;1;80;68;;;;1;6;;2;;;9;;2;2;;2;;1;12;4;68;388.96548109
6042653;1;2;1;80;68;;;;1;2;;2;;;2;;2;2;;2;;1;12;3;68;388.96548109
6042653;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;388.96548109
6042653;1;4;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;68;388.96548109
6042655;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.3;68;525.11537313
6042655;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;1.4;68;525.11537313
6042656;1;1;1;80;68;;;;1;5;;2;;;10;;3;3;;2;;1;12;4;68;621.40353788
6042656;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;621.40353788
6042657;1;1;1;80;68;;;;1;3;;2;;;8;;3;3;;2;;1;12;4;68;535.5562341
6042658;1;4;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;68;587.84303253
6042658;1;5;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;68;587.84303253
6042659;1;1;1;80;68;;;;1;5;;2;;;9;;3;3;;2;;1;12;3;68;539.51123189
6042659;1;5;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;539.51123189
6042660;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;525.11537313
6042661;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;630.75465417
6042661;1;4;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;630.75465417
6042662;1;1;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;623.52802653
6042663;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;592.70849972
6042663;1;4;1;80;68;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;68;592.70849972
6042663;1;7;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;592.70849972
6042666;1;2;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;2;68;655.69296243
6042667;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;581.46412383
6042668;1;5;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;68;674.94848827
6042669;1;4;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;548.61625414
6042674;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;68;630.93392946
6042675;1;3;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;579.22311034
6042677;1;3;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;646.16257085
6042678;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;580.55365444
6042678;1;4;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;580.55365444
6042679;1;1;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;68;646.16257085
6042679;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;646.16257085
6042680;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;68;586.62901327
6042681;1;1;1;80;68;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;68;567.29580066
6042682;1;2;1;80;68;;;;1;6;;2;;;9;;2;2;;2;;1;12;3;68;670.69406822
6042682;1;3;1;80;68;;;;2;;;;2;;;.;;;;2;;1;12;;68;670.69406822
6042683;1;2;1;80;68;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;68;553.02588898
6042684;1;2;1;80;68;;;;1;6;;2;;;9;;2;2;;2;;1;12;4;68;589.96389906
6042684;1;4;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;589.96389906
6042684;1;5;1;80;68;;;;2;;;;2;;;.;2;2;;2;;1;12;;68;589.96389906
