DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6083;P6083S1;P6081;P6081S1;P6080;P6080S1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S10A1;P3147S11;P3246;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
6041685;1;4;1;10;4;1;9;1992;29;3;1;2;1;1;6;;6;;;;1;;1;;;;;;;;;;1;;;3;;;2;1;1;1;6;4;2;2;52;15;12;52;177.56159395
6041685;1;5;1;10;5;2;7;1990;31;3;1;2;1;1;6;;6;;;;;;1;;;;;1;;;;;1;;;1;1;36400;2;1;2;;6;2;3;;52;13;12;52;177.56159395
6041685;1;6;1;10;2;2;3;2021;0;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;;;;;;;;52;;12;52;177.56159395
6041687;1;1;1;10;1;1;11;1982;39;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;1;1;99;2;1;2;;4;8;;;52;8;12;52;272.5686329
6041687;1;2;1;10;2;2;2;1984;37;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;52;11;12;52;272.5686329
6041687;1;3;1;10;3;2;11;2008;13;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;4;7;;;52;7;12;52;272.5686329
6041688;1;1;1;10;1;1;9;1969;52;1;3;;2;;6;;3;1;2;;1;1;1;;;;;1;;;;1;1;;;3;;;2;1;2;;4;9;;;52;9;12;52;448.45398818
6041688;1;2;1;10;2;2;7;1964;57;2;3;;3;;6;;3;1;1;;1;1;;;;;;1;;;;;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;448.45398818
6041688;1;3;1;10;3;2;9;2003;18;3;1;2;1;1;6;;6;;;;1;1;1;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;448.45398818
6041688;1;4;1;10;4;2;11;1995;26;3;1;2;1;1;6;;6;;;;1;1;;;;;;1;;;;;1;;;1;1;36300;2;1;2;;6;1;2;2;52;12;12;52;448.45398818
6041688;1;5;1;10;2;1;7;2017;4;4;1;4;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;2;0;;;52;0;12;52;448.45398818
6041688;1;6;1;10;6;2;6;1999;22;3;1;2;1;1;6;;1;1;7;;1;1;1;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;448.45398818
6041688;1;7;1;10;7;1;2;1996;25;5;2;;2;;6;;1;1;6;;1;1;;;;;;1;;;;;1;;;1;1;36300;2;1;2;;5;11;2;;52;11;12;52;448.45398818
6041688;1;8;1;10;6;2;6;2018;3;4;1;6;1;7;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;2;2;0;;;52;0;12;52;448.45398818
6041689;1;1;1;10;2;1;9;1963;58;1;3;;2;;6;;2;1;2;;1;1;1;;;;;1;;;;1;1;;;1;1;36300;2;1;2;;4;9;;;52;9;12;52;192.92310248
6041689;1;2;1;10;2;2;4;1962;59;2;3;;3;;6;;2;1;1;;1;1;;;;;;1;;;;;1;;;1;5;;2;1;2;;4;9;;;52;9;12;52;192.92310248
6041689;1;3;1;10;3;1;5;1992;29;3;1;2;1;1;6;;6;;;;1;1;1;1;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;192.92310248
6041690;1;1;1;10;1;2;6;1982;39;1;2;;2;;6;;4;;;;;1;;;;;;1;;;;1;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;331.67281092
6041690;1;2;1;10;2;1;11;2004;17;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;5;10;1;;52;10;12;52;331.67281092
6041690;1;3;1;10;3;1;11;2014;7;3;1;1;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;0;;;52;0;12;52;331.67281092
6041692;1;1;1;10;1;1;7;1983;38;1;2;;2;;6;;6;;;;;;;;;;;;;;1;1;1;;;3;;;2;1;2;;3;2;;;52;2;12;52;292.05862195
6041693;1;1;1;10;1;1;9;1987;34;1;2;;3;;6;;2;1;2;1;;;;;;;;;;;;1;1;;;3;;;2;1;2;;4;7;;;52;7;12;52;239.84275708
6041693;1;2;1;10;2;2;4;1989;32;2;2;;3;;6;;2;1;1;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;4;8;;;52;8;12;52;239.84275708
6041693;1;3;1;10;3;1;9;2007;14;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;6;;;52;6;12;52;239.84275708
6041694;1;1;1;10;1;1;3;1985;36;1;2;;2;;6;;3;1;2;;1;1;1;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;364.35138291
6041694;1;2;1;10;2;2;1;1981;40;2;2;;2;;6;;3;1;1;;1;1;1;;;;;1;;;;;1;;;1;1;99;2;1;2;;5;11;2;;52;11;12;52;364.35138291
6041694;1;3;1;10;3;1;8;2014;7;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;1;1;1;3;0;;;52;0;12;52;364.35138291
6041695;1;1;1;10;1;2;12;1944;77;1;3;;3;;6;;5;;;;;;;;;;;;;;1;1;1;;;1;2;72682;2;1;2;;3;1;;;52;1;12;52;157.08493783
6041696;1;1;1;10;1;1;5;1962;59;1;3;;3;;6;;3;1;2;;1;1;1;1;;1;;1;;;;1;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;129.75692727
6041696;1;2;1;10;2;2;7;1962;59;2;3;;3;;6;;3;1;1;;1;1;1;;;;;;;;;;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;129.75692727
6041696;1;3;1;10;3;2;4;1991;30;3;1;2;1;1;6;;6;;;;;1;1;1;;;;;;;;;1;;;1;1;36300;2;1;2;;6;3;3;;52;14;12;52;129.75692727
6041696;1;4;1;10;4;2;8;1992;29;3;1;2;1;1;6;;6;;;;1;1;1;1;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6041697;1;1;1;10;1;2;8;1962;59;1;3;;2;;6;;2;1;2;;;;;;;;;;;;1;1;1;;;1;5;;2;1;2;;4;7;;;52;7;12;52;192.97040631
6041697;1;2;1;10;2;1;11;1964;57;2;3;;3;;6;;2;1;1;;;;1;;;;;;;;;;1;;;1;3;113565;2;1;2;;4;8;;;52;8;12;52;192.97040631
6041697;1;3;1;10;3;2;8;1999;22;3;1;1;1;2;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;2;6;3;2;2;52;14;12;52;192.97040631
6041698;1;1;1;10;1;1;5;1968;53;1;3;;3;;6;;2;1;2;;;1;1;;;1;;;;;;1;2;1;84;;;;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6041698;1;2;1;10;2;2;4;1965;56;2;3;;3;;6;;2;1;1;;1;1;1;1;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6041698;1;3;1;10;3;2;7;2002;19;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;6;1;2;2;52;12;12;52;129.75692727
6041698;1;4;1;10;4;2;1;1943;78;5;3;;3;;6;;6;;;;1;1;1;;;;;;;;;;1;;;3;;;2;1;2;;3;4;;;52;4;12;52;129.75692727
6041699;1;1;1;10;1;1;4;1958;63;1;3;;3;;6;;4;;;;;;1;;;;;1;;;;1;1;;;3;;;2;1;2;;3;3;;;52;3;12;52;262.67344719
6041699;1;2;1;10;2;1;9;2004;17;3;2;;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;1;1;5;10;1;;52;10;12;52;262.67344719
6041700;1;1;1;10;1;2;2;1983;38;1;2;;2;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;1;36300;2;1;1;2;6;2;3;;52;13;12;52;207.43179424
6041703;1;1;1;10;1;1;9;1962;59;1;2;;3;;6;;5;;;;1;1;1;1;;1;;;;;;2;1;;;1;3;113000;2;1;2;;5;11;2;;52;11;12;52;262.80725176
6041704;1;1;1;10;1;1;6;1961;60;1;2;;3;;6;;2;1;2;;;1;1;;;;;;;;;1;1;;;3;;;2;1;2;;3;3;;;52;3;12;52;160.37833506
6041704;1;2;1;10;2;2;8;1954;67;2;2;;2;;6;;2;1;1;;;1;1;;;;;;;;;;1;;;3;;;2;1;2;;3;1;;;52;1;12;52;160.37833506
6041706;1;1;1;10;1;2;9;1964;57;1;3;;3;;6;;6;;;;;;;;;1;;;;;;1;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;156.95113326
6041706;1;2;1;10;2;1;1;2002;19;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;156.95113326
6041708;1;1;1;10;1;1;1;1967;54;1;3;;3;;6;;3;1;2;;;1;1;;;;;;;;;1;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;305.02689957
6041708;1;2;1;10;2;2;10;1970;51;2;2;;2;;6;;3;1;1;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;305.02689957
6041708;1;3;1;10;3;1;9;1997;24;3;1;2;1;1;6;;6;;;;;1;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;305.02689957
6041708;1;4;1;10;4;2;2;2003;18;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;305.02689957
6041708;1;5;1;10;5;2;1;2006;15;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;9;;;52;9;12;52;305.02689957
6041709;1;1;1;10;1;2;6;1959;62;1;2;;2;;6;;4;;;;;;;;;;;;;;1;2;1;;;1;1;36300;2;1;2;;6;2;3;;52;13;12;52;226.35025701
6041709;1;2;1;10;2;1;12;1987;33;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;226.35025701
6041709;1;3;1;10;1;2;9;1989;32;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;2;3;;52;13;12;52;226.35025701
6041709;1;4;1;10;1;2;6;2021;0;4;1;3;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;52;;12;52;226.35025701
6041710;1;1;1;10;1;1;3;1958;63;1;3;;3;;6;;3;2;;1;1;1;;;;;;1;;;;1;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;262.80725176
6041712;1;1;1;10;1;1;12;1940;80;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;2;2;200000;2;1;2;;6;5;4;;52;16;12;52;160.37833506
6041712;1;2;1;10;2;2;1;1945;76;2;3;;3;;6;;3;1;1;1;;;;;;;;1;;;;;1;;;1;2;120000;2;1;2;;5;11;2;;52;11;12;52;160.37833506
6041713;1;1;1;10;1;1;3;1972;49;1;3;;3;;6;;3;1;2;;;1;1;;;;;;;;;2;1;;;1;3;113000;2;1;2;;6;7;5;;52;18;12;52;272.5686329
6041713;1;2;1;10;2;2;5;1976;45;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;1;1;140000;2;1;2;;6;7;5;;52;18;12;52;272.5686329
6041713;1;3;1;10;2;2;1;2004;17;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;6;1;2;2;52;12;12;52;272.5686329
6041714;1;1;1;10;1;1;12;1949;71;1;3;;3;;6;;3;1;2;;;;;;;;;1;;;;2;1;;;2;2;260000;2;1;2;;5;11;2;;52;11;12;52;160.37833506
6041714;1;2;1;10;2;2;2;1948;73;2;3;;3;;6;;3;1;1;;;;;;;;;;;;1;;1;;;2;5;;2;1;2;;5;11;2;;52;11;12;52;160.37833506
6041715;1;1;1;10;1;2;9;1947;74;1;3;;3;;6;;4;;;;1;;;;;;;;;;;1;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;157.08493783
6041716;1;1;1;10;1;2;1;1986;35;1;3;;2;;6;;2;1;2;;1;;;;;1;;1;;;;2;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;328.64536914
6041716;1;2;1;10;2;1;4;1993;28;2;3;;3;;6;;2;1;1;1;1;;1;;;;;;;;;;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;328.64536914
6041716;1;3;1;10;3;2;8;2011;10;3;1;1;1;2;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;1;1;3;3;;;52;3;12;52;328.64536914
6041716;1;4;1;10;4;1;6;1998;23;5;3;;3;;6;;6;;;;1;;1;;;1;;;;;;;1;;;3;;;2;1;2;;4;6;;;52;6;12;52;328.64536914
6041717;1;1;1;10;1;2;11;1961;60;1;3;;3;;6;;2;1;2;;1;1;;;;;;;;;;1;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;189.62970525
6041717;1;2;1;10;2;1;3;1972;49;2;3;;3;;6;;2;1;1;;;;1;;;1;;1;;;;;1;;;3;;;2;1;2;;3;3;;;52;3;12;52;189.62970525
6041718;1;1;1;10;2;1;10;1959;62;1;3;;3;;6;;3;1;2;;;;;;;;;;1;DIFILCULTAR PARA RECIBIR ATENCION MEDICA;;1;1;;;3;;;2;1;2;;3;3;;;52;3;12;52;160.37833506
6041718;1;2;1;10;2;2;4;1966;55;2;3;;3;;6;;3;1;1;;1;;1;;;;;1;;;;;1;;;3;;;2;1;2;;3;4;;;52;4;12;52;160.37833506
6041719;1;1;1;10;1;2;2;1968;53;1;3;;3;;1;999_01;2;1;2;;;1;1;;;;;1;;;;1;1;;;3;;;2;1;2;;3;3;;;52;3;12;52;488.90565887
6041719;1;2;1;10;2;1;12;1961;59;2;3;;3;;6;;2;1;1;1;1;1;1;;;;;1;;;;;1;;;3;;;2;1;2;;4;8;;;52;8;12;52;488.90565887
6041719;1;3;1;10;3;1;8;1989;32;3;1;1;2;;6;;6;;;1;;;;;;;;1;;;;;2;1;60;;;;2;1;2;;3;5;;;52;5;12;52;488.90565887
6041719;1;4;1;10;4;1;6;2004;17;3;1;1;2;;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;2;;4;6;;;52;6;12;52;488.90565887
6041719;1;5;1;10;5;2;3;2000;21;3;1;1;2;;6;;6;;;;1;1;;;;;;;;;;;1;;;3;;;2;1;2;;4;6;;;52;6;12;52;488.90565887
6041719;1;6;1;10;6;2;6;2016;5;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;1;3;0;;;52;0;12;52;488.90565887
6041719;1;7;1;10;5;1;6;2020;1;4;1;5;2;;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;52;;12;52;488.90565887
6041720;1;1;1;10;1;2;9;1983;38;1;3;;3;;6;;6;;;1;1;1;1;;;;;1;;;;1;1;;;3;;;2;1;2;;4;7;;;52;7;12;52;207.16418509
6041720;1;2;1;10;2;1;3;2005;16;3;1;1;2;;6;;6;;;1;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;5;10;1;;52;10;12;52;207.16418509
6041720;1;3;1;10;3;1;7;2007;14;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;7;;;52;7;12;52;207.16418509
6041722;1;1;1;10;3;1;10;1936;85;1;3;;3;;6;;5;;;;;;;;;;;;;;1;1;1;;;1;2;72682;2;1;2;;3;1;;;52;1;12;52;129.75692727
6041722;1;2;1;10;3;2;5;1966;55;3;2;;1;1;6;;6;;;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;129.75692727
6041722;1;3;1;10;3;2;2;1974;47;3;3;;1;1;6;;3;2;;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6041723;1;1;1;10;1;2;12;1971;49;1;3;;3;;6;;4;;;;;;;;1;1;;;;;;1;1;;;3;;;2;1;2;;3;2;;;52;2;12;52;207.43179424
6041725;1;1;1;10;1;1;1;1956;65;1;2;;3;;6;;3;1;2;;1;1;1;;;;;1;;;;1;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;400.72915076
6041725;1;2;1;10;2;2;3;1969;52;2;3;;3;;6;;3;1;1;;;1;;;;;;1;;;;;1;;;3;;;2;1;2;;3;4;;;52;4;12;52;400.72915076
6041725;1;3;1;10;3;1;8;1994;27;3;3;;1;1;6;;6;;;;;;1;;;;;1;;;;;1;;;3;;;2;1;1;2;6;4;2;2;52;15;12;52;400.72915076
6041725;1;4;1;10;4;2;9;1996;25;3;3;;1;1;6;;6;;;;;;1;;;;;1;;;;;1;;;1;1;36400;2;1;2;;6;2;3;;52;13;12;52;400.72915076
6041725;1;5;1;10;2;1;7;2016;5;4;1;4;2;;6;;;;;;;;;;;;;;;;;;1;;;1;5;;2;2;1;1;2;0;;;52;0;12;52;400.72915076
6041725;1;6;1;10;6;2;7;1984;37;3;3;;1;1;6;;2;1;7;;1;1;1;;;;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;400.72915076
6041725;1;7;1;10;7;1;5;1987;34;5;2;;2;;5;;2;1;6;;;1;1;;;;;1;;;;;1;;;1;1;36400;2;1;2;;4;9;;;52;9;12;52;400.72915076
6041725;1;8;1;10;8;1;4;2003;18;4;1;6;2;;6;;6;;;;;;;;;;;1;;;;;1;;;3;;;2;1;1;1;6;0;2;2;52;11;12;52;400.72915076
6041725;1;9;1;10;6;1;9;2019;2;4;1;6;1;7;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;;;;52;;12;52;400.72915076
6041725;1;10;1;10;10;2;3;1991;30;3;3;;1;1;6;;2;1;11;;;;1;;;;;;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;400.72915076
6041725;1;11;1;10;11;1;10;1970;51;5;3;;3;;6;;2;1;10;;;;;;;;;;;;1;;1;;;3;;;2;1;2;;6;3;3;;52;14;12;52;400.72915076
6041726;1;1;1;10;1;1;7;1962;59;1;2;;2;;6;;3;1;2;;1;1;1;;;1;;1;;;;1;1;;;3;;;2;1;2;;3;4;;;52;4;12;52;160.37833506
6041726;1;2;1;10;2;2;8;1961;60;2;2;;3;;6;;3;1;1;;1;;;;;;;1;;;;;1;;;3;;;2;1;2;;3;1;;;52;1;12;52;160.37833506
6041727;1;1;1;10;1;2;6;1992;29;1;3;;2;;6;;6;;;1;1;;1;;;;;1;;;;1;1;;;1;1;38000;2;1;2;;5;11;2;;52;11;12;52;315.90988866
6041727;1;2;1;10;2;1;8;2008;13;3;1;1;2;;6;;6;;;;;;;;;;1;;;;;;1;;;3;;;2;1;1;1;4;7;;;52;7;12;52;315.90988866
6041727;1;3;1;10;3;2;10;1988;33;5;3;;2;;6;;1;1;4;1;1;;1;;;;;;;;;;1;;;1;1;43000;2;1;2;;5;11;2;;52;11;12;52;315.90988866
6041727;1;4;1;10;4;1;1;2002;19;5;2;;2;;1;565_03;1;1;3;;1;;1;;;1;;;;;;;2;1;24;;;;2;1;2;;5;11;2;;52;11;12;52;315.90988866
6041727;1;5;1;10;3;1;3;2009;12;5;1;3;2;;6;;6;;;;;;;;;;1;;;;;;2;1;36;;;;2;1;1;1;4;6;;;52;6;12;52;315.90988866
6041727;1;6;1;10;3;2;7;2016;5;5;1;3;2;;6;;;;;;;;;;;;;;;;;;2;1;36;;;;2;2;1;1;2;0;;;52;0;12;52;315.90988866
6041727;1;7;1;10;7;2;10;1996;25;5;3;;2;;6;;2;1;8;;;;;;;;;1;;;;;2;1;1;;;;2;1;2;;5;11;2;;52;11;12;52;315.90988866
6041727;1;8;1;10;8;1;12;1999;21;5;2;;2;;6;;2;1;7;;1;;;;;;;;;;;;1;;;1;1;37000;2;1;2;;5;11;2;;52;11;12;52;315.90988866
6041727;1;9;1;10;9;1;2;2012;9;5;1;7;2;;6;;;;;;;;;;;;;;;;;;2;1;1;;;;2;1;1;1;3;4;;;52;4;12;52;315.90988866
6041728;1;1;1;10;1;1;6;1985;36;1;2;;2;;6;;2;1;2;1;;;;;;;;;;;;2;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;328.77917371
6041728;1;2;1;10;2;2;11;1994;27;2;2;;2;;1;999_01;2;1;1;1;;;1;;;1;;;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;328.77917371
6041728;1;3;1;10;3;2;8;2016;5;3;1;2;1;1;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;1;1;2;0;;;52;0;12;52;328.77917371
6041729;1;1;1;10;1;2;2;1977;44;1;3;;3;;6;;4;;;;1;;1;1;;;;;;;;2;1;;;1;5;;2;1;2;;5;11;2;;52;11;12;52;239.97656165
6041729;1;2;1;10;2;1;11;1985;36;3;1;1;2;;6;;3;2;;;;;1;;;1;;1;;;;;1;;;3;;;2;1;2;;5;11;2;;52;11;12;52;239.97656165
6041730;1;1;1;10;1;1;3;1966;55;1;2;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;2;1;325000;2;1;2;;6;7;5;;52;18;12;52;364.66464219
6041730;1;2;1;10;2;2;5;1976;45;2;2;;2;;6;;3;1;1;;;;;;;;;;;;1;;1;;;2;5;;2;1;2;;6;3;3;;52;14;12;52;364.66464219
6041730;1;3;1;10;3;2;2;2000;21;3;1;2;1;1;6;;2;1;4;;;;;;;;;;;;1;;1;;;2;5;;2;1;2;;5;11;2;;52;11;12;52;364.66464219
6041730;1;4;1;10;4;1;10;1993;28;5;2;;3;;6;;2;1;3;;;;1;1;1;;;;;;;;1;;;3;;;2;1;2;;3;3;;;52;3;12;52;364.66464219
6041730;1;5;1;10;1;2;8;2016;5;4;1;3;1;4;6;;;;;;;;;;;;;;;;;;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;364.66464219
6041731;1;1;1;10;1;1;3;1984;37;1;2;;2;;6;;3;1;2;;;;1;;;;;1;;;;1;1;;;1;1;36400;2;1;2;;3;5;;;52;5;12;52;272.43482832
6041731;1;2;1;10;2;2;1;1986;35;2;2;;2;;6;;3;1;1;1;1;;1;;;;;1;;;;;1;;;1;5;;2;1;2;;4;9;;;52;9;12;52;272.43482832
6041731;1;3;1;10;3;2;12;2003;17;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;2;;5;11;2;;52;11;12;52;272.43482832
6041731;1;4;1;10;4;1;6;2005;16;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;1;5;;2;1;1;1;4;8;;;52;8;12;52;272.43482832
6041732;1;1;1;10;1;2;1;1965;56;1;2;;3;;6;;6;;;;1;1;1;;;;;1;;;;1;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;129.75692727
6041732;1;2;1;10;1;2;12;1922;98;5;3;;3;;6;;5;;;1;;;;;;;;1;;;;;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;129.75692727
6041732;1;3;1;10;1;2;5;1945;76;5;1;2;3;;6;;6;;;1;;;;;;;;1;;;;;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;129.75692727
6041732;1;4;1;10;1;2;5;1948;73;5;1;2;3;;6;;6;;;1;;;;;;;;1;;;;;1;;;3;;;2;2;2;;1;0;;;52;0;12;52;129.75692727
6041734;1;1;1;10;1;1;8;1955;66;1;2;;2;;5;;3;1;2;;1;1;;;;;;1;;;;1;1;;;1;1;36400;2;1;2;;3;5;;;52;5;12;52;160.37833506
6041734;1;2;1;10;2;2;5;1956;65;2;2;;3;;6;;3;1;1;;;;;;;;;1;;;;;1;;;1;5;;2;1;2;;3;5;;;52;5;12;52;160.37833506
6041735;1;1;1;10;1;1;12;1984;37;1;2;;2;;6;;3;1;2;;;;;;;;;;;;1;1;1;;;1;1;36400;2;1;2;;3;4;;;52;4;12;52;393.96331621
6041735;1;2;1;10;2;2;12;1982;38;2;2;;2;;6;;3;1;1;;1;;;;;;;;;;;;1;;;1;5;;2;1;2;;4;7;;;52;7;12;52;393.96331621
6041735;1;3;1;10;3;2;12;2005;16;3;1;2;1;1;6;;6;;;;;;;;;;;1;;;;;1;;;1;5;;2;1;1;1;5;10;1;;52;10;12;52;393.96331621
6041735;1;4;1;10;4;2;11;2002;19;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;5;11;2;;52;11;12;52;393.96331621
6041735;1;5;1;10;4;2;8;2021;0;4;1;4;2;;6;;;;;;;;;;;;;;;;;;2;2;;;;;2;;;;;;;;52;;12;52;393.96331621
6041736;1;1;1;10;1;1;11;1979;42;1;2;;2;;6;;2;1;2;;;;;;;;;;;;1;2;1;;;1;1;36400;2;1;2;;3;5;;;52;5;12;52;328.64536914
6041736;1;2;1;10;2;2;9;1982;39;2;2;;2;;6;;2;1;1;;;;;;;;;;;;1;;1;;;1;5;;2;1;2;;3;5;;;52;5;12;52;328.64536914
6041736;1;3;1;10;3;1;11;2002;19;3;1;2;1;1;6;;6;;;;;;;;;;;;;;1;;1;;;1;5;;2;1;1;1;4;9;;;52;9;12;52;328.64536914
6041736;1;4;1;10;4;2;2;2011;10;3;1;2;1;1;6;;6;;;;;;;;;;1;;;;;;1;;;1;5;;2;1;1;1;3;4;;;52;4;12;52;328.64536914
6041737;1;1;1;10;1;1;7;1986;35;1;2;;2;;6;;2;1;2;;1;1;1;;1;;;;;;;2;1;;;3;;;2;1;2;;4;8;;;52;8;12;52;239.84275708
6041737;1;2;1;10;2;2;3;1985;36;2;2;;2;;6;;2;1;1;1;;;;;;1;;;;;;;1;;;3;;;2;1;2;;5;10;1;;52;10;12;52;239.84275708
6041737;1;3;1;10;3;1;12;2005;16;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;3;;;2;1;1;1;5;10;1;;52;10;12;52;239.84275708
6041738;1;1;1;10;1;1;3;1970;51;1;2;;2;;6;;2;1;2;;;1;1;;;;;;;;;2;1;;;3;;;2;1;2;;3;2;;;52;2;12;52;189.62970525
6041738;1;2;1;10;2;2;7;1964;57;2;3;;3;;6;;2;1;1;;1;1;1;;;;;1;;;;;1;;;3;;;2;1;2;;3;5;;;52;5;12;52;189.62970525
6041740;1;1;1;10;1;2;8;1964;57;1;3;;2;;6;;4;;;;;;;;;1;;;;;;2;1;;;1;5;;2;1;2;;5;11;2;;52;11;12;52;129.75692727
6041740;1;2;1;10;2;2;12;1990;30;3;1;1;2;;6;;6;;;;;;;;;;;;;;1;;1;;;1;3;113565;2;1;2;;6;5;4;;52;16;12;52;129.75692727
6041740;1;3;1;10;3;2;12;1993;28;3;1;1;2;;6;;6;;;1;;;;;;;;;;;;;1;;;3;;;2;1;2;;6;5;4;;52;16;12;52;129.75692727
6041741;1;1;1;10;1;1;10;1953;68;1;3;;3;;6;;5;;;;;;;;;;;;;;1;2;1;;;3;;;2;1;2;;3;2;;;52;2;12;52;262.80725176
6041744;1;1;1;10;1;1;10;1956;65;1;3;;3;;6;;3;1;2;;;;;;;;;;;;1;2;1;;;2;2;120000;2;1;2;;4;8;;;52;8;12;52;225.4678699
6041744;1;2;1;10;3;2;9;1960;61;2;3;;3;;6;;3;1;1;;1;;;;;;;1;;;;;1;;;2;5;;2;1;2;;4;7;;;52;7;12;52;225.4678699
6041744;1;3;1;10;3;1;9;1992;29;3;1;2;1;1;6;;6;;;;;;;;;;1;1;;;;;1;;;1;3;113600;2;1;1;1;6;4;2;2;52;15;12;52;225.4678699
