DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D_R4;OCI;MES;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5311579;1;2;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;900000;1;4000000;3; ;9;2; ; ; ; ;3;4;2;40; ;.;40; ; ;2;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;48;4; ;2; ; ; ; ; ; ; ;2;14; ; ;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;2;1;2;2;1;2;2;1;2; ;4;77;10;1;12;1040;900000;15;575,341232600775; 
5311581;1;1;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;0;1;6000000;3; ;12;1;15;15;0;0;2;3;2;40; ;.;40; ; ;5;8; ;2; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;1;0;18;4; ;1;15;16;4; ;100000;1;8;10;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;2; ;5;61;01;1;12;0113;100000;15;721,994588822214; 
5311581;1;2;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;15000;1;700000;3; ;12;2; ; ; ; ;3;1;2;16;1; ;0;6; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;1; ;2; ; ; ; ; ; ; ;2;14; ;2;1;16;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;2;2;1;2;2;1;2; ;4;57;96;1;12;9602;15000;15;721,994588822214; 
5311582;1;1;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;420; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;160000;1;2000000;3; ;12;2; ; ; ; ;3;9;2;25;2; ;25; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;9;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;4;75;47;1;12;4799;160000;15;575,341232600775; 
5311582;1;2;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;140; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1;7200000;3; ;12;2; ; ; ; ;2;1;2;36;2; ;36; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;4;61;01;1;12;0161;600000;15;575,341232600775; 
5311583;1;1;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;1500000;3; ;12;2; ; ; ; ;2;3;2;25;2; ;25; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;1; ;2; ; ; ; ; ; ; ;5;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;61;01;1;12;0141;300000;15;1039,45427986511; 
5311585;1;2;1;60;2;15;1;1; ; ;1; ; ;1;1;1;1;96; ;1; ;2;877800;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;400000;1;400000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;2; ;1; ;1;1;1;8;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;2; ;3;62;97;1;12;9700;877800;15;500,323381410552; 
5311587;1;2;1;60;2;15;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;300000;1;4100000;3; ;12;2; ; ; ; ;3;3;2;20;2; ;20; ; ;1;1; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;41;47;1;12;4724;300000;15;500,323381410552; 
5311608;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1;5000000;3; ;12;2; ; ; ; ;3;1;1;50; ;.;30;6; ;2;9; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;25;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;1;3; ;4;95;41;1;12;4111;600000;44;1774,33088371288; 
5311608;1;2;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;70000;1;1400000;3; ;12;2; ; ; ; ;3;9;2;35;2; ;35; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;75;15;1;12;1513;70000;44;1774,33088371288; 
5311609;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1;5000000;3; ;12;2; ; ; ; ;3;1;1;60; ;.;60; ; ;1;4; ;5; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;4; ;2; ; ; ; ; ; ; ;2;12;25; ;2; ; ; ;1;1;2;1;1;1;2;2;1;1;2; ;1;1;2;2;2;2;2;1;3; ;4;98;49;1;12;4921;600000;44;2113,45307709223; 
5311610;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;700000;1;5000000;3; ;12;2; ; ; ; ;3;1;1;50; ;.;50; ; ;2;9; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;1; ;2; ; ; ; ; ; ; ;2;13;20; ;2; ; ; ;1;1;2;1;2;1;2;2;1;1;2; ;1;1;2;1;1;2;2;1;3; ;4;95;41;1;12;4111;700000;44;1500,34909600178; 
5311611;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;80000;1;1200000;3; ;12;2; ; ; ; ;3;9;2;50; ;.;50; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;75;15;1;12;1513;80000;44;1697,04001040366; 
5311611;1;2;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;10;2; ;10; ; ;2;8; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;5; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;7;62;01;1;12;0143; ;44;1697,04001040366; 
5311612;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;150000;1;800000;3; ;12;2; ; ; ; ;3;9;2;40; ;.;40; ; ;2;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20; ;2; ; ; ;1;1;2;1;2;1;2;1;1;1;2; ;2;1;2;2;1;2;2;1;3; ;4;61;01;1;12;0161;150000;44;1501,85449091438; 
5311613;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;600000;1;6800000;3; ;12;2; ; ; ; ;3;1;1;48; ;.;48; ; ;1;4; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;4; ;2; ; ; ; ; ; ; ;8;14; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;1;2; ;2;1;1;2;1;2;2;1;8; ;4;98;49;1;12;4921;600000;44;2726,55705818269; 
5311614;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;500000;1;5600000;3; ;12;2; ; ; ; ;3;1;1;48; ;.;48; ; ;1;4; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;6;4; ;2; ; ; ; ; ; ; ;1;14; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;1;2; ;2;1;1;2;1;2;1;1;8; ;4;98;49;1;12;4921;500000;44;1779,34892689742; 
5311615;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;280000;1;3100000;3; ;12;2; ; ; ; ;3;9;2;44; ;.;44; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;4;75;15;1;12;1513;280000;44;2418,7955003896; 
5311615;1;2;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;700000;1;7600000;3; ;12;2; ; ; ; ;2;1;1;72; ;.;72; ; ;1;6; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;60;4; ;2; ; ; ; ; ; ; ;3;13;40; ;2; ; ; ;1;1;2;1;1;2;2;2;2;2;2; ;2;1;1;2;1;2;1;1;9; ;4;58;80;1;12;8010;700000;44;2418,7955003896; 
5311616;1;1;1;60;2;44;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;150000;1;1700000;3; ;12;2; ; ; ; ;3;10;2;42; ;.;42; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;14; ; ;2; ; ; ;1;1;2;1;2;2;2;2;2;2;2; ;2;1;2;2;1;2;1;1;3; ;4;75;15;1;12;1513;150000;44;2577,44339324732; 
5311647;1;1;1;60;2;5;1;2;2;3;1; ; ;2;2;2;2;24; ;2; ;2;878000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;114000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;800000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;1; ;1;1;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;0;96;1; ;2; ; ; ; ; ; ; ;1;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;90;22;1;12;2229;878000;05;1710,21486929333; 
5311647;1;2;1;60;2;5;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;500000;1;1000000;3; ;4;2; ; ; ; ;2;3;2;48; ;.;48; ; ;1;7; ;11; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;8;24;1; ;2; ; ; ; ; ; ; ;1;2;15; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;1;1;3; ;4;87;25;1;12;2592;500000;05;1710,21486929333; 
5311647;1;3;1;60;2;5;1;2;1; ;1; ; ;1;2;2;2;10; ;2; ;2;1200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;113000;2;2; ; ;1;32000;2;2; ; ;2; ; ;1;1000000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;11; ; ; ; ; ; ; ; ;48; ;.;48; ; ;5;7; ;1; ;1;1;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;1;18;1; ;2; ; ; ; ; ; ; ;1;2;25; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;2;1;8; ;1;03;41;1;12;4112;1200000;05;1710,21486929333; 
5311647;1;5;1;60;2;5;1;2;2;2;1; ; ;2;2;2;2;1; ;2; ;2;828000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;113000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;90;22;1;12;2229;828000;05;1710,21486929333; 
5311647;1;7;1;60;2;5;1;2;2;3;1; ; ;2;2;2;2;7; ;1; ;2;878000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;113000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;450000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;48; ;.;48; ; ;6;7; ;1; ;1;2;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;2;4;1; ;2; ; ; ; ; ; ; ;5;2;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;95;16;1;12;1630;878000;05;1710,21486929333; 
5311649;1;2;1;60;2;5;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2;500000;1;4000000;3; ;12;2; ; ; ; ;3;1;1;48; ;.;48; ; ;1;5; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;5;4; ;2; ; ; ; ; ; ; ;3;3;8; ;2; ; ; ;1;1;1;1;2;1;1;2;2;1;2; ;2;1;2;2;1;2;2;1;8; ;4;45;47;1;12;4799;500000;05;709,704545732793; 
5311650;1;1;1;60;2;5;1;2;2;2;1; ; ;1;1;2;2;5; ;2; ;2;880000;1;250000;2;2; ;2; ;2; ;2; ;2; ; ;1;113000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;1;28; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ;48; ;.;76; ; ;8;7; ;1; ;1;1;1;1;1; ;1; ; ; ; ; ; ; ;1;1;1;7;18;1; ;2; ; ; ; ; ; ; ;3;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;1;90;22;1;12;2229;880000;05;729,721181201464; 
5311650;1;2;1;60;2;5;1;2;1; ;1; ; ;1;2;2;2;0; ;1; ;2;950000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;113000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;7; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;11;24;1; ;2; ; ; ; ; ; ; ;5;3;35; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;1;97;49;1;12;4923;950000;05;729,721181201464; 
5311650;1;4;1;60;2;5;2; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2;400000;1;1200000;3; ;3;2; ; ; ; ;1;1;1;40; ;.;40; ; ;2;7; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;120;1; ;2; ; ; ; ; ; ; ;13;3;30; ;2; ; ; ;1;1;1;1;2;1;2;2;2;2;2; ;2;1;2;1;1;2;1;1;3; ;4;99;38;1;12;3830;400000;05;729,721181201464; 
5311668;1;3;1;60;2;5;1;2;1; ;1; ; ;1;1;1;1;24; ;2; ;2;1800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;1200000;1;1200000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;7;7; ;1; ;1;3;1;5;1;1; ; ; ; ; ; ; ; ;1;1;1;0;48;2; ;2; ; ; ; ; ; ; ;13;2;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;13;85;1;12;8530;1800000;05;3028,21081435077; 
5311668;1;4;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;24; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;1;34800;2;2; ; ;2; ; ;2; ; ;1;400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;4;7; ;1; ;1;1;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;2;28;1; ;2; ; ; ; ; ; ; ;1;2;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;1;13;87;1;12;8720;877803;05;3028,21081435077; 
5311671;1;1;1;60;2;5;1;2;2;3;1; ; ;2;1;2;1;1; ;3; ;1;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102800;2;2; ; ;2; ; ;2; ; ;2; ; ;1;414000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;5; ; ; ; ; ; ; ; ;48; ;.;20;1; ;5;7; ;1; ;1;1;1;5;1; ; ; ; ; ; ; ; ;1;1;1;1;6;7;1; ;2; ; ; ; ; ; ; ;1;1;60;2;1;5;2;1;1;1;2;1;2;2;2;2;1;2;1;LEJANO;1;1;2;2;1;2;1;2;8; ;1;45;47;1;12;4723;877803;05;3090,39456468567; 
5311672;1;1;1;60;2;5;1;2;2;3;1; ; ;2;1;2;1;8; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102800;2;1;34800;2;2; ; ;2; ; ;2; ; ;1;98;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;8; ; ; ; ; ; ; ; ;60; ;.;66; ; ;8;4; ;1; ;1;2;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;2;24;4; ;2; ; ; ; ; ; ; ;9;11;15; ;2; ; ; ;1;1;2;1;1;2;2;2;1;2;2; ;2;1;1;1;1;2;1;1;8; ;1;98;77;1;12;7730;877803;05;1951,43405405177; 
5311675;1;1;1;60;2;5;1;1; ; ;1; ; ;2;2;2;2;0; ;1; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;2;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;3;5; ;2; ; ; ; ; ; ; ;1;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;8; ;1;95;41;1;12;4111;800000;05;3090,39456468567; 
5311675;1;2;1;60;2;5;1;1; ; ;1; ; ;1;2;2;2;3; ;1; ;2;740000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;50000;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;66; ;.;55;1; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;1;1;24;3;3; ;2; ; ; ; ; ; ; ;9;1;20;2;2; ; ; ;1;1;2;1;1;2;2;2;1;2;2; ;1;1;1;2;2;2;1;2;8; ;1;55;55;1;12;5511;740000;05;3090,39456468567; 
5311676;1;2;1;60;2;5;1;2;1; ;1; ; ;1;1;2;1;7; ;1; ;2;877803;1;300000;2;2; ;2; ;2; ;2; ;2; ; ;1;102800;2;2; ; ;2; ; ;2; ; ;2; ; ;1;80000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;6; ; ; ; ; ; ; ; ;50; ;.;50; ; ;3;9; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;1;1;6;5;1; ;2; ; ; ; ; ; ; ;1;2;45; ;1;10;1;1;1;1;2;1;2;2;2;2;1;2;2; ;2;1;1;1;1;2;1;1;5; ;1;95;43;1;12;4330;877803;05;5185,06082392969; 
5311676;1;3;1;60;2;5;1;2;2;2;1; ; ;2;1;2;1;0; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102800;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;48; ;.;48; ; ;7;7; ;1; ;1;1;1;98;1;1; ; ; ; ; ; ; ; ;1;1;1;3;3;1; ;2; ; ; ; ; ; ; ;13;2;10; ;1;13;2;1;1;1;2;1;2;1;2;2;2;2;1;ESTABILIDAD;2;1;1;1;1;2;2;1;9; ;1;97;46;1;12;4631;877803;05;5185,06082392969; 
5311676;1;4;1;60;2;5;1;1; ; ;1; ; ;1;2;2;2;12; ;1; ;2;80000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;18;1; ;18; ; ;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;2; ;1;40;1;1;1;1;2;1;2;1;2;2;1;2;2; ;1;1;1;1;1;2;2;1;8; ;3;62;97;1;12;9700;80000;05;5185,06082392969; 
