DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6,008,194;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;56;;1;;2;4,200,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4,200,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;7;;1;;1;1;1;12;1;;;1;;;;;;1;1;1;0;72;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;30;2;;1;;05;66;1;1;6621;4200000;11;11;4700.6755658;
6,008,194;1;2;1;60;11;11;1;2;1;;1;;1;1;1;1;72;;5;;1;2,200,000;2;;;2;;2;;2;;2;;2;;;2;;;1;38,000;2;2;;;2;;;2;;;1;1,100,000;1;98;1;98;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;3;ES EL TIEMPO QUE REQUIERE LA LABOR;30;;;;8;7;;1;;1;3;1;14;1;;;;;;;;;1;1;1;1;84;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;1;1;1;8;45;2;;1;;13;85;1;2;8530;2200000;11;11;4700.6755658;
6,008,195;1;1;1;60;11;11;1;2;1;;1;;2;2;2;1;36;;1;;2;1,200,000;1;98;1;2;;2;;2;;2;;2;;;1;90,000;1;1;39,000;2;2;;;2;;;2;;;1;1,200,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;4;7;;1;;1;1;1;7;1;;;;;;;;;1;1;1;0;42;1;;3;2;;;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;;2;1;2;2;2;2;1;2;3;3;2;;1;1;33;47;1;1;4711;1200000;11;11;3036.1128556;
6,008,197;1;2;1;60;11;11;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,200,000;1;;3;;1;1;12;60;;.;60;;;;1;4;;2;;2;;;;;;;;;;;;1;2;2;1;0;180;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;3;5;8;;1;;98;49;1;4;4921;1200000;11;11;5867.6467266;
6,008,198;1;1;1;60;11;11;1;1;;;1;;2;2;2;2;24;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;36;1;;36;;;;2;6;;2;;2;;;;;;;;;;;;1;2;2;1;3;2;1;;13;2;;;;;;;;1;15;1;1;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;1;3;5;8;;1;1;58;52;1;1;5221;;11;11;2967.5620347;
6,008,198;1;2;1;60;11;11;1;1;;;1;;2;2;2;2;3;;1;;2;;2;;;2;;2;;2;;2;;1;98;2;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;5;24;1;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;7;12;1;;5;2;;;;;;;;1;24;1;1;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;1;2;30;5;;1;1;54;97;1;3;9700;;11;11;2967.5620347;
6,008,202;1;1;1;60;11;11;2;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;400,000;1;;1;;3;2;12;35;1;;35;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;6;1;;3;2;;;;;;;;1;20;1;1;2;;;;;;;;;;;;;1;2;1;2;2;1;5;30;8;;1;;95;41;1;4;4111;400000;11;11;3965.0017081;
6,008,203;1;1;1;60;11;11;1;2;1;;1;;1;1;1;1;276;;1;;2;1,200,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;2;;;2;;;2;;;2;;;1;600,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;23;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;30;8;;1;;55;85;1;1;8541;1200000;11;11;2740.8298825;
6,008,204;1;1;1;60;11;11;1;2;1;;1;;1;2;2;1;120;;1;;2;2,500,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2,400,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;7;;1;;1;1;1;10;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;1;1;8;30;3;;1;;45;18;1;1;1811;2500000;11;11;4682.38613;
6,008,205;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;120;;1;;2;1,500,000;2;;;2;;2;;2;;2;;2;;;9;;;2;;;2;;;2;;;2;;;1;1,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;10;1;;;;;;;;;1;1;1;0;94;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;5;60;5;;1;;84;46;1;1;4659;1500000;11;11;2787.3548412;
6,008,205;1;2;1;60;11;11;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;200,000;1;;3;;1;2;12;48;;.;48;;;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;0;94;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;2;2;2;2;14;;8;;1;;54;88;1;4;8891;200000;11;11;2787.3548412;
6,008,205;1;3;1;60;11;11;1;2;1;;1;;1;1;2;1;33;;1;;2;1,460,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;9;1;;1;;1;1;1;6;1;;;;;;;;;1;1;1;0;2;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;2;2;2;1;2;1;1;14;;10;ARRIENDO;1;1;21;80;1;1;8010;1460000;11;11;2787.3548412;
6,008,205;1;5;1;60;11;11;1;2;1;;1;;2;1;2;1;36;;1;;2;1,200,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;1,150,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;9;1;;;;;;;;;1;1;1;0;6;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;8;;1;;84;45;1;1;4541;1200000;11;11;2787.3548412;
6,008,206;1;1;1;60;11;11;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;200,000;1;;1;;1;2;12;24;2;;24;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;36;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;5;60;8;;1;;55;81;1;4;8121;200000;11;11;4251.0888268;
6,008,206;1;2;1;60;11;11;1;2;1;;1;;1;1;2;1;1;;1;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;48;;;;6;5;;1;;1;1;1;5;1;;;;;;;;;1;1;1;12;30;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;5;120;8;;1;;39;62;1;1;6209;1100000;11;11;4251.0888268;
6,008,206;1;3;1;60;11;11;1;1;;;1;;2;2;2;2;1;;1;;2;400,000;2;;;1;100,000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;77;;.;77;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;1;11;6;1;;1;2;;;;;;;;2;;;;1;2;1;1;1;2;2;1;2;2;;1;1;2;2;2;2;2;2;5;30;8;;1;1;53;56;1;1;5611;500000;11;11;4251.0888268;
6,008,207;1;2;1;60;11;97;1;2;2;12;1;;1;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;;1;;3;;1;1;12;48;;.;48;;;;6;7;;1;;1;1;2;16;1;;;;;;;;;1;1;1;0;168;2;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;2;10;5;;1;;19;69;1;4;6910;;11;11;2869.9622924;
6,008,209;1;2;1;60;11;11;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;2;;;2;1,000,000;1;;3;;3;1;4;54;;.;45;2;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;8;48;4;;2;2;;;;;;;;2;;;;1;1;1;1;1;2;1;1;1;2;;2;2;1;1;1;2;1;1;3;3;8;;1;1;03;43;1;4;4321;1000000;11;11;3515.4149691;
6,008,210;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;23;;2;;2;1,400,000;2;;;2;;2;;2;;2;;2;;;1;104,500;1;2;;;2;;;2;;;2;;;1;1,200,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;9;7;;1;;1;2;1;28;1;;;;;;;;;1;1;1;3;288;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;25;4;;1;;97;25;1;1;2511;1400000;11;11;3965.0017081;
6,008,213;1;1;1;60;11;11;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15;15;0;0;3;7;;1;1;2,021;1;;1;;3;;3;2;12;60;;.;50;2;;;5;7;;1;;3;;;;;;;;;;;;;2;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;3;10;10;ARRIENDOS;;;21;96;1;5;9601;;11;11;3501.0099167;
6,008,213;1;2;1;60;11;11;1;2;1;;1;;1;1;2;1;24;;4;;1;3,000,000;2;;;2;;2;;2;;1;600,000;2;;;1;106,000;2;2;;;2;;;2;;;2;;;1;3,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;32;2;;;9;7;;1;;1;2;1;2;;;;;;;;;1;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;5;90;2;;1;;21;85;1;1;8544;3000000;11;11;3501.0099167;
6,008,214;1;1;1;60;11;11;2;;;;;;;;;;387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;1,800,000;1;;3;;3;2;12;50;;.;50;;;;1;2;;1;;2;;;;;;;;;;;;1;2;2;1;2;48;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;13;35;3;;1;;03;43;1;4;4321;1800000;11;11;3250.9982106;
6,008,215;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;300;;1;;2;4,700,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;4,700,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;8;7;;1;;1;1;1;20;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;;1;;13;85;1;1;8530;4700000;11;11;2975.5312665;
6,008,219;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;6;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;3;7;;1;;3;;;;;;;;;;;;;1;1;1;0;360;2;;4;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;40;2;;;;21;68;1;1;6820;;11;11;2619.9505863;
6,008,219;1;3;1;60;11;11;1;2;1;;1;;1;1;2;1;48;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;0;72;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;50;2;;1;;06;86;1;1;8621;;11;11;2619.9505863;
6,008,222;1;1;1;60;11;11;1;2;2;12;1;;2;1;2;1;48;;2;;2;1,100,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;1;76,000;2;2;;;2;;;2;;;1;1,050,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;5;;1;;1;1;1;4;1;;;;;;;;;1;1;1;0;72;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;5;120;8;;1;;52;81;1;1;8121;1100000;11;11;8676.7367301;
6,008,222;1;2;1;60;11;11;1;2;2;12;1;;2;1;2;1;24;;1;;2;1,050,000;2;;;2;;2;;2;;2;;2;;;1;106,454;1;2;;;2;;;2;;;2;;;1;1,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;5;1;;;;;;;;;1;1;1;0;72;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;13;20;8;;1;;70;25;1;1;2511;1050000;11;11;8676.7367301;
6,008,223;1;1;1;60;11;11;1;1;;;1;;2;2;2;2;120;;1;;2;900,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;2;;2;;;;;;;;;;;;1;2;2;1;4;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;5;60;8;;1;;97;31;1;1;3110;900000;11;11;3696.8758544;
6,008,223;1;2;1;60;11;11;1;1;;;1;;1;2;2;2;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;;;;;3;1,000,000;1;;3;;1;2;12;66;;.;66;;;;3;7;;1;;1;2;2;6;;;;;;;;;1;2;2;1;2;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;2;3;5;8;;1;;79;14;1;4;1410;1000000;11;11;3696.8758544;
6,008,229;1;3;1;60;11;11;1;1;;;1;;1;2;2;2;18;;1;;2;600,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;4;7;;2;;2;;;;;;;;;;;;1;2;2;1;8;72;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;5;60;8;;1;;80;15;1;1;1512;600000;11;11;2275.9328214;
6,008,230;1;2;1;60;11;11;1;2;2;12;2;4;1;1;2;1;24;;2;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;104,500;2;2;;;2;;;2;;;2;;;1;908,526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;2;1;2;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;60;3;;1;;58;47;1;1;4719;908526;11;11;5138.5081953;8010
6,008,231;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;108;;2;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;104,500;2;2;;;2;;;2;;;2;;;1;908,526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;1;1;9;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;5;60;1;;1;;39;45;1;1;4511;908526;11;11;4682.38613;
6,008,232;1;1;1;60;11;11;1;2;2;12;2;1;1;1;2;1;144;;3;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;104,500;2;2;;;2;;;2;;;2;;;1;908,526;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;15;1;;;;;;;;;1;1;1;0;3;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;90;3;;1;;55;84;1;1;8412;908526;11;11;5523.6289617;8121
6,008,232;1;2;1;60;11;11;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;1,100,000;1;;3;;1;1;12;60;;.;60;;;;1;2;;1;;1;1;2;12;1;;;;;;;;;1;2;1;0;120;1;;5;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;60;3;;1;;95;41;1;4;4111;1100000;11;11;5523.6289617;
6,008,234;1;3;1;60;11;11;1;2;1;;1;;1;1;2;1;3;;2;;1;2,000,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,000,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;2;1;;;;;;;;;1;1;1;0;24;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;40;2;;1;;02;47;1;1;4771;2000000;11;11;2921.385498;
6,008,235;1;1;1;60;11;11;2;;;;;;;;;;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;2;3;;;;;3;1,300,000;1;;3;;3;2;12;50;;.;50;;;;2;1;;11;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;4;3;;1;;79;14;1;4;1410;1300000;11;11;3493.040685;
6,008,235;1;2;1;60;11;11;2;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;1;;11;;2;;;;;;;;;;;;1;2;2;1;0;160;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;4;3;;1;;79;14;1;6;1410;;11;11;3493.040685;
6,008,236;1;1;1;60;11;11;1;2;1;;1;;1;2;2;2;120;;2;;2;3,600,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;3,600,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;40;;.;40;;;;8;7;;1;;1;1;1;25;1;;;;;;;;;1;1;1;0;180;1;;1;1;11;20;2;;6,000,000;4;1;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;2;8;60;2;;1;;13;85;1;1;8544;9600000;11;11;3878.3367397;
6,008,236;1;3;1;60;11;11;1;2;2;3;1;;1;2;2;2;0;;3;;1;1,500,000;2;;;2;;2;;2;;2;;2;;;1;106,484;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;48;;;;5;7;;1;;1;1;1;0;1;;;;;;;;;1;1;1;18;4;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;5;60;2;;1;;16;62;1;1;6201;1500000;11;11;3878.3367397;
6,008,237;1;1;1;60;11;11;1;2;1;;1;;1;1;2;1;336;;1;;2;;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;9,999;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;32;1;;;;;;;;;1;1;1;3;24;1;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;90;8;;1;;85;27;1;1;2750;;11;11;4338.368365;
6,008,237;1;2;1;60;11;11;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;;;;;2;200,000;1;;3;;3;2;12;25;2;;15;7;VIAJE;;1;1;;3;;2;;;;;;;;;;;;1;2;2;1;72;18;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;14;;3;;1;;79;14;1;4;1410;200000;11;11;4338.368365;
6,008,237;1;3;1;60;11;11;1;2;2;3;1;;1;1;2;1;1;;1;;1;1,000,000;2;;;2;;2;;2;;2;;2;;;1;106,454;2;1;36,000;2;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;1;48;;.;48;;;;9;7;;1;;1;2;1;0;1;;;;;;;;;1;1;1;18;3;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;60;3;;1;;92;82;1;1;8211;1000000;11;11;4338.368365;
6,008,238;1;1;1;60;11;11;1;2;1;;1;;1;2;2;1;24;;1;;1;2,700,000;2;;;2;;2;;2;;2;;2;;;1;400,000;1;2;;;2;;;2;;;2;;;1;2,500,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;6;7;;1;;1;2;1;3;1;;;;;;;;;1;1;1;0;20;2;;9;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;1;1;2;1;1;5;60;3;;1;;02;71;1;1;7112;2700000;11;11;3204.8216738;
6,008,238;1;2;1;60;11;11;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;1;1;2,021;3;;1;;3;;1;2;12;60;;.;60;;;;2;7;;1;;1;1;2;98;1;;;;;;;;;1;2;1;2;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;10;2;;1;;41;47;1;5;4711;;11;11;3204.8216738;
6,008,239;1;3;1;60;11;11;1;2;2;12;1;;1;2;2;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;1,500,000;1;;3;;1;2;12;50;;.;50;;;;9;1;;1;;1;2;2;10;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;2;2;14;;3;;1;;13;85;1;4;8551;1500000;11;11;3340.1060224;
6,008,239;1;4;1;60;11;11;1;2;2;12;1;;1;2;2;1;24;;5;;1;1,700,000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1,600,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;1;;1;;1;2;1;4;1;;;;;;;;;1;1;1;3;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;2;2;2;2;1;1;14;;3;;1;;38;82;1;1;8220;1700000;11;11;3340.1060224;
6,008,243;1;2;1;60;11;11;1;2;2;12;1;;1;1;2;1;36;;1;;2;908,526;2;;;2;;2;;2;;2;;2;;;1;106,454;2;2;;;2;;;2;;;2;;;1;900,000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;12;9;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;60;3;;1;;39;65;1;1;6511;908526;11;11;3501.0099167;
6,008,244;1;1;1;60;11;11;2;;;;;;;;;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;800,000;1;;3;;3;2;12;40;;.;40;;;;1;2;;1;;1;2;2;25;1;;;;;;;;;1;2;1;0;144;1;;7;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;5;40;3;;1;;85;43;1;4;4321;800000;11;11;3579.7056533;
6,008,245;1;1;1;60;11;11;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;300,000;1;;1;;3;2;12;32;2;;32;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;0;98;8;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;40;2;;1;;45;47;1;4;4721;300000;11;11;3069.5373252;
6,008,248;1;1;1;60;11;11;2;;;;;;;;;;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;7;;1;2;;1;;1;;3;;7;1;12;70;;.;70;;;;1;7;;1;;1;1;2;17;1;;;;;;;;;1;1;1;6;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;2;2;1;2;8;60;10;ARRIENDOS;1;;02;43;1;4;4321;;11;11;3306.6815528;
6,008,248;1;3;1;60;11;11;1;2;1;;1;;1;1;2;1;48;;1;;1;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;999;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;7;7;;1;;1;1;1;4;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;8;90;3;;1;;02;70;1;1;7020;;11;11;3306.6815528;
