DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;clase;MES;ESC;DPTO;fex_c_2011
5178943;1;4;1;10;2;1;1;2019;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;23;5106,88893592652
5178944;1;1;1;10;1;1;5;1967;53;1;1;800_02;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;3715,51458231501
5178944;1;2;1;10;2;2;1;1969;51;2;1;800_02;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;23;3715,51458231501
5178944;1;3;1;10;3;1;1;2002;18;3;1;800_02;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;23;3715,51458231501
5178944;1;4;1;10;4;1;9;2007;12;4;1;800_02;6;3; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;23;3715,51458231501
5178944;1;5;1;10;2;1;10;2011;8;4;1;800_02; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;23;3715,51458231501
5178945;1;1;1;10;1;1;4;1974;46;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;23;3543,6574411411
5178945;1;2;1;10;2;2;1;1994;26;2;1;580_09;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;3543,6574411411
5178945;1;3;1;10;2;1;8;2015;4;3;1;580_09; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;23;3543,6574411411
5178945;1;4;1;10;2;1;2;2017;3;3;1;580_09; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;3543,6574411411
5178946;1;1;1;10;1;1;10;1949;70;1;6; ;3;3; ;3; ;1;2; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;23;1964,15775282583
5178946;1;2;1;10;2;2;6;1958;62;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;23;1964,15775282583
5178946;1;3;1;10;3;2;11;1988;31;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1964,15775282583
5178946;1;4;1;10;4;2;1;2001;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1964,15775282583
5178946;1;5;1;10;2;1;10;2005;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;23;1964,15775282583
5178946;1;6;1;10;6;1;1;1996;24;3;6; ;4;1;1;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1964,15775282583
5178947;1;1;1;10;1;2;8;1983;36;1;1;800_02;2;2; ;2; ;1;2; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;4004,64181960185
5178947;1;2;1;10;2;1;2;1982;38;2;1;800_02;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;4004,64181960185
5178947;1;3;1;10;3;2;8;2009;10;3;1;800_02;6;1;2;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;23;4004,64181960185
5178947;1;4;1;10;1;2;9;2010;9;3;1;800_02; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;23;4004,64181960185
5178958;1;1;1;10;1;2;7;1948;71;1;6; ;3;3; ;3; ;1;2; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;616,000998592889
5178958;1;2;1;10;1;1;10;1945;74;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;616,000998592889
5178958;1;3;1;10;3;2;3;1977;43;3;6; ;4;1;2;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;70;616,000998592889
5178958;1;4;1;10;3;1;5;2017;3;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;70;616,000998592889
5178959;1;1;1;10;1;1;1;1984;36;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;70;1358,66828528161
5178960;1;1;1;10;1;2;8;1992;27;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1168,95710688964
5178960;1;2;1;10;2;1;4;1978;42;2;6; ;2;1;5;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;70;1168,95710688964
5178960;1;3;1;10;1;1;9;2012;7;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;70;1168,95710688964
5178960;1;4;1;10;1;1;8;2018;1;3;6; ; ;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1168,95710688964
5178960;1;5;1;10;5;1;1;1936;84;5;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;70;1168,95710688964
5178961;1;1;1;10;1;1;4;1994;26;1;6; ;2;2; ;2; ;1;2; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;70;1151,84103134684
5178961;1;2;1;10;2;2;11;1986;33;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1151,84103134684
5178961;1;3;1;10;2;1;6;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;70;1151,84103134684
5178962;1;1;1;10;1;1;11;1937;82;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1278,73614597076
5178962;1;2;1;10;2;2;11;1967;52;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1278,73614597076
5178962;1;3;1;10;3;1;3;1997;23;3;6; ;2;1;1;1;2;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1278,73614597076
5178962;1;4;1;10;4;2;11;1999;20;5;6; ;2;2; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1278,73614597076
5178962;1;5;1;10;4;2;5;2018;2;4;6; ; ;1;3;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;70;1278,73614597076
5178963;1;1;1;10;1;1;11;1990;29;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;70;1527,74529523664
5178963;1;2;1;10;2;2;11;1987;32;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;70;1527,74529523664
5178963;1;3;1;10;2;2;9;2012;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;70;1527,74529523664
5178963;1;4;1;10;2;1;8;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;70;1527,74529523664
5178963;1;5;1;10;2;1;11;2016;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1527,74529523664
5178964;1;1;1;10;1;1;4;1951;69;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1159,44682107084
5178965;1;1;1;10;1;2;12;1985;34;1;6; ;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;1802,13609005986
5178965;1;2;1;10;2;1;9;2003;16;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;70;1802,13609005986
5178965;1;3;1;10;1;2;11;2005;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;70;1802,13609005986
5178965;1;4;1;10;1;1;1;2007;13;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;70;1802,13609005986
5178965;1;5;1;10;1;2;1;2013;7;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;70;1802,13609005986
5178965;1;6;1;10;1;1;2;2015;5;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;70;1802,13609005986
5178965;1;7;1;10;1;2;7;2016;4;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1802,13609005986
5178966;1;1;1;10;1;2;6;1981;39;1;6; ;4;1;5;1;6; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;688,138178250859
5178966;1;2;1;10;2;1;8;1999;20;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;70;688,138178250859
5178966;1;3;1;10;1;1;5;2004;16;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;70;688,138178250859
5178966;1;4;1;10;1;2;7;2006;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;70;688,138178250859
5178966;1;5;1;10;5;1;10;1937;82;5;6; ;2;3; ;3; ;1;6; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;688,138178250859
5178966;1;6;1;10;6;2;3;1935;85;5;6; ;2;3; ;3; ;1;5; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;688,138178250859
5178967;1;1;1;10;1;1;1;1938;82;1;6; ;4;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;862,948315478339
5178967;1;2;1;10;2;2;12;1969;50;3;6; ;4;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;70;862,948315478339
5179043;1;1;1;10;1;1;2;1980;40;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;18;838,136505784612
5179043;1;2;1;10;2;2;6;1978;42;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;838,136505784612
5179043;1;3;1;10;2;1;1;2007;13;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;07;7;18;838,136505784612
5179043;1;4;1;10;2;2;5;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;838,136505784612
5179044;1;1;1;10;1;1;5;1969;51;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;874,246405025961
5179044;1;2;1;10;2;2;4;1974;46;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;18;874,246405025961
5179044;1;3;1;10;3;1;5;2001;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;18;874,246405025961
5179044;1;4;1;10;4;1;3;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;18;874,246405025961
5179044;1;5;1;10;2;1;8;2016;3;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;874,246405025961
5179045;1;1;1;10;1;1;3;1987;33;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;603,12517467174
5179045;1;2;1;10;2;2;7;1988;32;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;603,12517467174
5179045;1;3;1;10;2;1;12;2015;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;603,12517467174
5179046;1;1;1;10;1;1;2;1994;26;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;2;1;36; ; ; ;2;1;2; ;5;11;2; ;2;07;11;18;838,136505784612
5179046;1;2;1;10;2;2;10;1986;33;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2;1;36; ; ; ;2;1;2; ;5;11;2; ;2;07;11;18;838,136505784612
5179046;1;3;1;10;3;1;7;2006;14;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;838,136505784612
5179046;1;4;1;10;2;2;11;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2;07; ;18;838,136505784612
5179047;1;1;1;10;1;1;5;1982;38;1;6; ;2;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;18;769,482699891786
5179047;1;2;1;10;2;2;1;1988;32;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;769,482699891786
5179047;1;3;1;10;2;2;12;2007;12;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;18;769,482699891786
5179047;1;4;1;10;2;1;6;2010;10;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;18;769,482699891786
5179047;1;5;1;10;2;1;1;2015;5;3;6; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;769,482699891786
5179048;1;1;1;10;1;2;9;1975;44;1;6; ;4;3; ;3; ; ; ; ;1;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;18;738,088792640418
5179048;1;2;1;10;2;1;6;2009;11;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;18;738,088792640418
5179048;1;3;1;10;2;1;12;2010;9;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;18;738,088792640418
5179049;1;1;1;10;1;1;6;1951;69;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;18;469,275182090001
5179049;1;2;1;10;2;2;9;1957;62;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;469,275182090001
5179050;1;1;1;10;1;1;1;1936;84;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;18;530,869002175873
5179050;1;2;1;10;2;2;12;1946;73;2;6; ;3;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;18;530,869002175873
5179050;1;3;1;10;3;2;7;2002;17;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;07;10;18;530,869002175873
5179050;1;4;1;10;4;2;6;2003;17;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;07;8;18;530,869002175873
5179051;1;1;1;10;1;1;4;1949;71;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;18;469,275182090001
5179051;1;2;1;10;2;2;9;1949;70;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;18;469,275182090001
5179052;1;1;1;10;1;1;6;1984;36;1;6; ;2;2; ;2; ;1;2; ;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;18;733,372800650437
5179052;1;2;1;10;2;2;1;1992;28;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;18;733,372800650437
5179052;1;3;1;10;3;2;5;2010;10;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;18;733,372800650437
5179052;1;4;1;10;2;2;5;2017;3;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;733,372800650437
5179053;1;1;1;10;1;1;1;1983;37;1;6; ;2;3; ;2; ;1;2; ;1;1; ; ; ; ; ;1; ; ;2;1;36; ; ; ;1;1;2; ;3;5; ; ;2;07;5;18;522,88248859471
5179053;1;2;1;10;2;2;9;1987;32;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;2;1;36; ; ; ;1;1;2; ;3;3; ; ;2;07;3;18;522,88248859471
5179053;1;3;1;10;3;2;4;2003;17;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1;1; ; ;2;1;36; ; ; ;2;1;1;1;4;8; ; ;2;07;8;18;522,88248859471
5179053;1;4;1;10;4;2;7;2007;13;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1;36; ; ; ;1;1;1;1;3;4; ; ;2;07;4;18;522,88248859471
5179054;1;1;1;10;1;1;4;1986;34;1;6; ;3;3; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;18;880,522296011752
5179054;1;2;1;10;2;2;12;1989;30;2;1;340_03;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;18;880,522296011752
5179054;1;3;1;10;2;1;10;2008;11;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;18;880,522296011752
5179054;1;4;1;10;2;1;1;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;18;880,522296011752
5179054;1;5;1;10;2;1;5;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;18;880,522296011752
5179055;1;1;1;10;1;1;2;1963;57;1;6; ;1;3; ;3; ;1;2; ;1;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;18;439,388654567458
5179055;1;2;1;10;2;2;5;1976;44;2;6; ;1;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;2;1;1; ; ; ;2;1;2; ;5;11;2; ;2;07;11;18;439,388654567458
5179055;1;3;1;10;2;1;8;2011;8;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;1; ; ; ;2;1;1;1;3;3; ; ;2;07;3;18;439,388654567458
5179056;1;1;1;10;1;1;7;1962;57;1;6; ;2;2; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;18;463,909673624603
5179056;1;2;1;10;2;2;4;1967;53;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;463,909673624603
5179056;1;3;1;10;2;2;3;2006;14;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;18;463,909673624603
5179056;1;4;1;10;2;1;3;2003;17;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;07;9;18;463,909673624603
5179058;1;1;1;10;1;1;8;1993;26;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;433,709760790099
5179058;1;2;1;10;2;2;1;1985;35;2;6; ;2;2; ;2; ;1;1; ; ;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;18;433,709760790099
5179058;1;3;1;10;3;1;3;1956;64;9;6; ;4;2; ;2; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;433,709760790099
5179058;1;4;1;10;4;1;10;2002;17;9;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;433,709760790099
5179067;1;1;1;10;1;1;7;1997;23;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;18;596,252286477516
5179067;1;2;1;10;2;2;3;1990;30;2;6; ;2;2; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;18;596,252286477516
5179071;1;1;1;10;1;1;10;1986;33;1;6; ;2;2; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;603,12517467174
5179071;1;2;1;10;2;2;7;1993;26;2;6; ;2;3; ;2; ;1;1; ; ; ;1; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;18;603,12517467174
5179071;1;3;1;10;2;1;4;2016;4;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;18;603,12517467174
5179072;1;1;1;10;1;1;6;1987;33;1;1;200_04;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;18;838,136505784612
5179072;1;2;1;10;2;2;6;1987;33;2;1;200_04;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;18;838,136505784612
5179072;1;3;1;10;2;1;11;2006;13;3;1;200_04;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;07;5;18;838,136505784612
5179072;1;4;1;10;2;2;6;2011;9;3;1;200_04; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;18;838,136505784612
5179073;1;1;1;10;1;1;10;1983;36;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;18;492,085578551774
5179073;1;2;1;10;2;2;4;1988;32;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;18;492,085578551774
