DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6910,P6910S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OCI,P6420S1,RAMA4D,OFICIO,RAMA2D,RAMA4DP8,RAMA2DP8,DPTO,fex_c_2011
593375,1,2,11,60,1,2,2,12,1,1,,1,1,1,5,1,,1,,600000,2,,,1,60000,2,,2,,2,,,50000,,,,2,,1,2,,2,2,2,,,2,,,150000,300000,2,1,1,2,,,,,,,,,,,10,48,,.,48,,,2,,,,,,,,,7,7,,,,1,1,1,3,1,1,,1,,,,,,,1,1,30,1,,2,,,,,2,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,24,1,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,3,,1,,7492,58,74,,,11,83.321.274.251.982
593375,1,3,11,60,2,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,.,36,7,DILIGENCIAS PERSONALES,1,14,22,1,6,14,2,,,3,7,,,,2,,,,1,,,,,,,,1,,2,1,5,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,10,,,,1,12,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,,2,2,3,3,3,2,2,2,3,3,,1,,1551,45,15,,,11,83.321.274.251.982
593376,1,1,11,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,480000,1,,3,,12,60,,.,60,,,1,7,17,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,240,8,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,4,2,3,3,2,3,3,8,,1,,4521,95,45,,,11,283.103.042.124.955
593377,1,1,11,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,,3,,12,8,2,,8,,,1,10,18,2,,,,,,1,4,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,8,,1,,6021,98,60,,,11,216.989.612.540.365
593378,2,2,11,60,2,,,,,,,,,,12,1,,1,,462000,2,,,1,100000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,200000,,,,1,2,2,2,,,,,,,,,,,12,61,,.,61,,,1,8,17,2,,,,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,48,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,11,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,3,2,2,3,2,8,,1,,5125,45,51,,,11,200.027.853.658.715
593379,1,1,11,60,1,2,1,,1,1,,1,1,1,54,1,,2,,900000,2,,,2,,2,,2,,2,,,20000,38000,,2,1,,1,1,,2,2,2,,,1,,400000,400000,400000,2,1,1,2,,,,,,,,,,,12,50,,.,50,,,1,7,17,2,,,,,,8,7,,,,1,1,1,10,1,1,,,,,,,,,1,1,60,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,5,,1,,6601,44,66,,,11,261.153.725.009.333
593380,1,1,11,60,1,2,1,,1,1,,1,1,1,156,1,,1,,600000,2,,,2,,2,,2,,2,,,57000,54000,,2,1,,1,1,,2,2,2,,,2,,,200000,200000,2,1,1,2,,,,,,,,,,,12,60,,.,60,,,2,,,,,,,,,9,7,,,,1,1,1,15,1,1,,,1,,,,,,1,1,24,5,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,1,2,1,2,1,1,2,,1,1,,2,3,2,2,2,3,2,3,3,8,,1,,6022,58,60,,,11,236.355.373.588.926
593380,1,2,11,60,1,2,1,,1,1,,1,1,1,128,1,,1,,433700,2,,,2,,2,,2,,2,,,50800,50000,,2,2,,1,1,,2,2,2,,,1,,240000,240000,240000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,9,18,2,,,,,,7,7,,,,1,1,1,10,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,1,2,2,2,1,2,2,,2,1,,2,2,2,2,2,2,2,3,2,3,,1,,8512,55,85,,,11,236.355.373.588.926
593381,1,1,11,60,1,2,1,,2,2,,1,1,1,2,1,,2,,610000,2,,,2,,2,,2,,2,,,50700,,,,1,,1,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,8,76,,.,76,,,1,6,18,2,,,,,,4,7,,,,1,1,1,3,1,1,,,,,,,,,1,1,6,1,,2,,,,,6,4,,,,,,,,,,,,2,2,2,,SELECCION  Y  CONTRATACION  DE  PERSONAL  DE   SEGURIDAD,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,4,4,4,4,2,4,2,2,2,8,,1,7492,7020,58,70,7492,74,11,259.949.332.396.943
593381,1,2,11,60,1,2,2,2,2,2,,1,1,1,2,1,,3,,540000,2,,,2,,2,,2,,2,,,25000,,,,1,,1,2,,2,2,2,,,2,,,50000,,2,1,2,2,,,,,,,,,,,11,45,,.,45,,,1,6,16,2,,,,,,6,7,,,,1,2,1,6,1,1,,,,,,,,,2,1,9,1,,2,,,,,1,1,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,1,1,1,1,1,2,2,2,1,1,2,,1,2,,3,2,2,2,2,2,2,2,3,3,,1,7491,7511,55,75,7491,74,11,259.949.332.396.943
593383,1,1,11,60,1,2,2,3,2,2,,1,1,1,2,1,,3,,462000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,6,48,,.,48,,,1,7,17,2,,,,,,7,9,,,,3,,,,,,,,,,,,,,1,1,3,1,,2,,,,,7,1,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,1,12,1,1,1,1,1,1,2,1,2,1,1,1,2,,2,1,,3,3,3,3,3,2,2,2,2,10,DE LA PENSION,1,7491,7010,95,70,7491,74,11,239.680.104.172.814
593383,1,2,11,60,2,,,,,,,,,,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,170000,1,,3,,12,15,2,,15,,,1,11,12,1,3,17,2,,,1,1,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,,8532,59,85,,,11,239.680.104.172.814
593383,1,3,11,60,1,2,2,3,2,2,,1,1,1,5,1,,2,,600000,1,400000,2,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,400000,300000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,1,7,7,2,,,5,7,,,,1,2,1,0,1,1,,,,,,,,,1,1,3,1,,2,,,,,0,2,,,,,,,,,,,,1,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,2,1,2,2,1,1,2,,2,1,,2,2,2,3,2,2,2,2,2,5,,1,5135,8511,59,85,5135,51,11,239.680.104.172.814
593383,1,4,11,60,1,2,2,3,2,2,,1,1,1,12,1,,2,,800000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,300000,300000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,14,21,1,7,13,2,,,6,7,,,,1,1,1,1,1,1,,,,,,,,,1,1,12,1,,2,,,,,24,2,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,1,1,1,1,1,1,1,2,1,2,2,,2,1,,2,2,2,3,2,2,2,2,2,5,,1,7491,6512,33,65,7491,74,11,239.680.104.172.814
593384,1,1,11,60,2,,,,,,,,,,180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,500000,1,,3,,12,77,,.,77,,,1,13,22,2,,,,,,1,7,,,,2,,,,1,,,1,,,,,,,2,1,120,4,,1,28,4,,120000,0,,,,,,,,,,,,,,2,,,,,,,,2,,1,2007,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,2,2,,1,,5530,51,55,,,11,243.394.139.962.748
593385,1,1,11,60,1,2,1,,1,1,,2,2,2,20,1,,1,,462000,2,,,2,,2,,2,,2,,,50000,,,,1,,1,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,45,,.,45,,,1,8,14,1,15,18,2,,,5,7,,,,2,,,,1,,,,,,,,1,,1,1,24,4,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,3,2,2,3,3,,1,,7020,55,70,,,11,242.480.385.010.493
593385,1,2,11,60,1,2,1,,2,1,,1,1,1,7,1,,2,,700000,2,,,2,,2,,2,,2,,,54000,15000,,2,1,,1,1,,2,2,2,,,2,,,200000,200000,2,1,1,2,,,,,,,,,,,12,50,,.,50,,,1,20,6,2,,,,,,8,7,,,,1,1,1,2,1,1,,,,,,,,,1,1,8,1,,2,,,,,2,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,2,2,2,3,3,5,,1,7491,2424,55,24,7491,74,11,242.480.385.010.493
593386,1,1,11,60,2,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,100000,1,,1,,12,8,1,,8,,,1,10,12,2,,,,,,1,2,,,,2,,,,1,,,1,,,,,,,2,1,24,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,40,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,,3,3,3,3,3,2,2,4,3,8,,1,,9301,54,93,,,11,254.104.400.303.294
593386,2,1,11,60,2,,,,,,,,,,12,1,,1,,640000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,7,17,2,,,,,,7,9,,,,2,,,,1,,,,,,,,1,,1,1,8,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,5,,1,,4521,95,45,,,11,254.104.400.303.294
593388,1,1,11,60,1,2,1,,2,1,,1,1,1,25,1,,1,,461000,2,,,2,,2,,2,,2,,,55000,54000,,2,2,,1,1,,2,2,2,,,1,,240000,240000,240000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,7,12,1,13,16,2,,,2,11,CONJUNTO RESIDENCIAL,,,1,1,1,16,1,1,,,,,,,,,1,1,9,4,,2,,,,,0,3,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,10,2,1,1,1,1,1,2,2,2,2,2,2,2,,2,2,,2,2,2,2,2,2,2,2,3,8,,1,7491,7020,55,70,7491,74,11,2.714.504.653.132
593388,1,2,11,60,1,2,2,12,2,1,,1,1,1,120,1,,1,,470000,2,,,2,,2,,2,,2,,,55000,70000,,2,2,,1,1,,2,2,2,,,1,,200000,200000,200000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,6,14,2,,,,,,9,7,,,,1,1,1,15,1,1,,,,,,,,,1,1,48,4,,2,,,,,0,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,7491,8050,55,80,7491,74,11,2.714.504.653.132
593389,1,1,11,60,2,,,,,,,,,,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,352000,1,,3,,12,32,1,,32,,,1,8,16,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,24,3,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,1,2,1,1,1,2,,2,2,,4,3,3,3,3,3,2,2,3,8,,1,,9301,54,93,,,11,243.931.128.698.199
593389,1,2,11,60,2,,,,,,,,,,0,1,,1,,0,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,0,84,,.,24,7,CERRARON EN LOCAL QUEBRO,1,9,21,2,,,,,,2,7,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,1,8,1,1,1,1,1,1,2,1,2,1,2,1,2,,1,1,,3,3,3,3,3,3,2,1,1,3,,1,,9242,21,92,,,11,243.931.128.698.199
593391,1,1,11,60,1,2,1,,1,1,,1,1,1,168,1,,1,,800000,1,100000,1,2,,2,,2,,2,,,55000,35000,,2,1,,1,1,,2,2,2,,,2,,,400000,400000,2,1,1,2,,,,,,,,,,,12,72,,.,72,,,2,,,,,,,,,2,7,,,,1,2,1,16,1,1,,,,,,,,,2,1,96,8,,2,,,,,1,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,5,,1,,7020,58,70,,,11,795.375.949.721.445
593391,1,2,11,60,1,2,2,6,2,1,,1,1,1,3,1,,1,,460000,2,,,2,,2,,2,,2,,,55000,38000,,2,2,,1,1,,2,2,2,,,2,,,,,2,2,2,1,20,14,,,,,,,,,12,48,,.,83,,,1,4,13,1,14,20,2,,,4,7,,,,1,1,1,0,1,1,,,,,,,,,1,2,,,,2,,,,,,1,35,,,,,,,,,35,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,,1,7491,8043,55,80,7491,74,11,795.375.949.721.445
593392,1,1,11,60,1,2,1,,1,1,,1,1,1,36,1,,1,,515000,2,,,2,,2,,2,,2,,,52000,,,,1,,1,2,,2,2,2,,,1,,200000,269000,269000,2,1,1,2,,,,,,,,,,,11,48,,.,48,,,1,7,17,2,,,,,,9,7,,,,1,1,1,13,1,1,,,,,,,,,1,1,120,1,,2,,,,,14,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,,2,2,3,3,2,2,2,3,3,5,,1,,7491,0,74,,,11,252.727.043.579.696
593392,1,2,11,60,2,,,,,,,,,,0,1,,1,,160000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,1,20,1,,20,,,1,8,12,2,,,,,,3,5,,,,2,,,,1,,,,,,,,1,,2,1,12,3,,2,,,,,48,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,4,4,2,2,4,4,2,2,3,3,,1,,1551,37,15,,,11,252.727.043.579.696
593393,1,1,11,60,2,,,,,,,,,,360,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,400000,1,,3,,12,84,,.,84,,,1,6,18,2,,,,,,2,1,,,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,2007,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,3,2,2,3,8,,1,,5211,41,52,,,11,240.439.552.431.907
593393,1,2,11,60,2,,,,,,,,,,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,84,,.,84,,,1,6,18,2,,,,,,2,1,,,,3,,,,,,,,,,,,,,2,1,26,1,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,4,4,4,2,2,3,2,,1,,5211,45,52,,,11,240.439.552.431.907
593393,2,1,11,60,2,,,,,,,,,,1,3,,1,,300000,2,,,1,150000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,4,60,,.,60,,,1,8,18,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,4,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,4,2,2,3,3,3,,1,,9500,54,95,,,11,240.439.552.431.907
593395,1,1,11,60,1,2,1,,1,1,,1,1,1,120,1,,1,,800000,1,160000,1,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,1,,350000,300000,300000,2,1,1,1,19,15,,,,,,,,,11,72,,.,60,7,DESCANSO DIA COMPENSATORIO,2,,,,,,,,,2,7,,,,1,2,1,11,1,1,,,,,,,,,1,1,15,1,,2,,,,,0,,20,,,,,,,,,20,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,,6331,58,63,,,11,83.321.274.251.982
593396,1,1,11,60,1,2,1,,1,1,,1,1,1,70,2,,5,,1200000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,800000,800000,2,1,1,2,,,,,,,,,,,12,105,,.,105,,,1,5,22,2,,,,,,9,4,,,,1,1,1,7,1,1,,,,,,,,,1,1,36,1,,2,,,,,2,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,3,2,2,3,3,2,3,3,3,,1,,7523,58,75,,,11,237.806.117.276.632
593396,1,2,11,60,2,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,500000,1,,3,,12,96,,.,96,,,1,8,10,1,13,23,2,,,2,7,,,,2,,,,1,,,,,,,,1,,1,1,144,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,3,,1,2007,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,3,2,2,3,3,3,,1,,6421,21,64,,,11,237.806.117.276.632
593396,1,3,11,60,2,,,,,,,,,,2,1,,1,,300000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,9,72,,.,72,,,1,8,13,1,15,22,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,1,6,1,,2,,,,,3,,,,,,,,,,,,,2,2,2,,,,2,,MEDICO PARTICULAR,12,,,,2,,,,2,,,,,,,,,,,,,,,1,2,2,2,3,2,2,3,3,5,,1,,6421,38,64,,,11,237.806.117.276.632
593396,1,4,11,60,1,2,1,,1,1,,1,1,1,4,1,,2,,430000,2,,,2,,2,,2,,2,,,50000,,,,2,,1,2,,2,2,1,50000,2,2,,,,,2,2,2,2,,,,,,,,,,,3,60,,.,60,,,1,8,13,1,14,19,1,7,17,9,7,,,,1,1,1,0,1,1,,,,,,,,,1,1,4,1,,2,,,,,3,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,,2220,38,22,,,11,237.806.117.276.632
593396,1,5,11,60,2,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,2,,,1,16,17,1,19,21,2,,,2,7,,,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,1,,6421,38,64,,,11,237.806.117.276.632
593397,1,1,11,60,2,,,,,,,,,,280,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,180000,1,,3,,12,105,,.,105,,,1,7,19,2,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,1,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,1,1,1,1,1,2,2,2,1,1,2,,2,1,,3,3,2,3,3,2,2,3,3,8,,1,,1921,80,19,,,11,270.073.108.589.603
593397,1,2,11,60,2,,,,,,,,,,2,1,,1,,550000,2,,,1,90000,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,77,,.,77,,,1,7,17,1,9,17,2,,,4,7,,,,2,,,,1,,,,,,,,1,,2,1,8,1,,2,,,,,2,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,1,1,1,1,1,1,2,2,1,1,2,,1,1,,3,3,3,3,3,3,2,3,2,8,,1,,8531,55,85,,,11,270.073.108.589.603
593398,1,1,11,60,2,,,,,,,,,,156,1,,2,,540000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,44,,.,44,,,1,7,17,1,7,12,2,,,8,9,,,,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,8,,1,,7122,97,71,,,11,269.999.721.625.493
593398,1,2,11,60,2,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,400000,1,,3,,12,24,2,,24,,,1,13,2,2,,,,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,36,1,,2,,,,,60,,,,,,,,,,,,,,2,,,,,,,,2,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,3,2,3,3,2,2,3,3,8,,1,,5225,41,52,,,11,269.999.721.625.493
593400,1,1,11,60,2,,,,,,,,,,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1200000,1,,3,,11,45,,.,45,,,1,8,17,1,15,16,2,,,1,7,,,,2,,,,1,,,,,,,,1,,2,1,24,1,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,3,,,,1,10,1,1,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,8,,1,,7411,39,74,,,11,800.000.195.226.009
593400,1,2,11,60,1,2,1,,1,1,,1,1,1,113,1,,2,,690000,2,,,2,,2,,2,,2,,,60000,54000,,2,1,,1,1,,2,2,1,203000,2,1,,690000,345000,345000,2,1,1,2,,,,,,,,,,,11,45,,.,45,,,1,7,18,2,,,,,,5,7,,,,1,1,1,12,1,1,,,,,,,,,1,1,36,1,,2,,,,,5,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,8,2,1,2,,,,,,,,,,,,,,,1,1,1,1,1,1,2,3,2,5,,1,,7530,33,75,,,11,800.000.195.226.009
593402,1,2,11,60,1,2,1,,1,1,,1,1,1,192,1,,1,,460000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,40,,.,40,,,1,9,17,2,,,,,,2,6,,,,1,2,1,20,1,1,,,,,,,,,1,1,2,1,,2,,,,,5,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,10,2,1,2,,,,,,,,,,,,,,,3,2,2,2,2,2,2,3,3,5,,1,,5243,37,52,,,11,177.591.245.866.527
593403,1,1,11,60,2,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,320000,1,,3,,12,24,1,,24,,,1,8,16,2,,,,,,1,2,,,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,2,,,,1,30,1,1,1,1,1,1,2,1,2,1,1,2,2,,2,1,,3,3,2,2,3,2,2,1,3,10,DE LA RENTA,1,,9301,54,93,,,11,205.192.633.136.356
593404,1,1,11,60,1,2,2,12,1,1,,1,1,1,1,1,,1,,260000,2,,,2,,2,,2,,2,,,27000,,,,1,,1,2,,2,2,2,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,2,,,,,,4,7,,,,1,1,1,4,1,1,,,,,,,,,1,1,24,4,,2,,,,,12,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,8,2,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,8,,1,,1749,79,17,,,11,221.714.526.613.779
593404,1,2,11,60,2,,,,,,,,,,72,1,,1,,500000,2,,,2,,2,,2,,2,,,55000,,,,1,,1,2,,2,2,2,,,1,,250000,250000,250000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,2,,,,,,4,7,,,,1,1,1,0,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,8,2,1,1,1,1,1,2,2,2,1,1,1,2,,2,1,,3,3,3,3,3,3,2,3,3,3,,1,,1749,79,17,,,11,221.714.526.613.779
593404,1,3,11,60,1,2,2,12,1,1,,1,1,1,12,1,,1,,520000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,2,,,250000,180000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,2,,,,,,4,7,,,,1,1,1,0,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,1,3,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,,1,,1749,79,17,,,11,221.714.526.613.779
593404,1,5,11,60,1,2,1,,2,2,,1,1,1,60,1,,1,,560000,2,,,2,,2,,1,115000,2,,,24000,17000,,2,1,,1,1,,2,2,2,,,2,,,300000,300000,2,1,1,1,17,14,,,,,,,,,12,78,,.,98,,,1,5,14,2,,,,,,9,7,,,,1,1,1,5,1,1,,,,,,,,,1,2,,,,2,,,,,,2,20,,,,,,,,,20,,2,1,1,98,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,3,2,2,3,2,3,2,3,2,3,,1,7491,6213,59,62,7491,74,11,221.714.526.613.779
